x,y,elevation
96,0,12
97,0,114
98,0,248
98,1,12
99,0,83
99,1,5
100,0,7
100,1,3
101,0,32
101,1,73
101,2,13
102,0,123
102,1,150
102,2,13
103,0,138
103,1,74
103,2,1
109,1,7
109,2,5
109,4,1
110,0,9
110,1,51
110,2,24
110,3,5
110,4,27
111,0,49
111,1,130
111,2,27
111,3,4
111,4,8
112,0,111
112,1,151
112,2,30
112,6,3
112,7,1
113,0,62
113,1,57
113,2,4
113,4,4
113,5,46
113,6,55
113,7,8
114,0,2
114,4,27
114,5,169
114,6,124
114,7,20
115,4,44
115,5,144
115,6,62
115,7,12
116,0,1
116,1,9
116,2,5
116,4,15
116,5,25
116,6,54
116,7,16
117,4,17
117,5,10
117,6,45
117,7,12
117,12,2
117,13,12
117,14,14
117,15,2
118,4,4
118,12,5
118,13,93
118,14,141
118,15,22
119,2,1
119,12,1
119,13,59
119,14,79
119,15,19
119,17,26
119,18,26
120,1,21
120,2,91
120,3,26
120,4,74
120,5,176
120,6,30
120,7,5
120,8,3
120,9,1
120,13,16
120,14,102
120,15,239
120,16,95
120,17,86
120,18,70
120,19,2
121,0,17
121,1,73
121,2,72
121,3,18
121,4,229
121,5,196
121,6,31
121,7,81
121,8,105
121,9,68
121,10,1
121,13,12
121,14,130
121,15,313
121,16,252
121,17,70
121,18,53
121,19,8
122,0,95
122,1,116
122,2,39
122,3,65
122,4,313
122,5,92
122,6,69
122,7,203
122,8,340
122,9,238
122,10,14
122,14,51
122,15,234
122,16,231
122,17,34
122,18,10
122,19,2
123,0,223
123,1,155
123,2,33
123,3,150
123,4,320
123,5,179
123,6,222
123,7,309
123,8,420
123,9,253
123,10,13
123,14,9
123,15,112
123,16,137
123,17,4
124,0,297
124,1,121
124,2,45
124,3,244
124,4,388
124,5,244
124,6,250
124,7,259
124,8,229
124,9,114
124,10,8
124,12,1
124,13,32
124,14,34
124,15,8
124,16,6
124,17,1
124,18,1
124,20,12
124,21,56
124,22,99
124,23,19
125,0,235
125,1,57
125,2,144
125,3,352
125,4,389
125,5,267
125,6,290
125,7,256
125,8,256
125,9,113
125,10,4
125,12,6
125,13,58
125,14,63
125,15,7
125,16,1
125,17,26
125,18,28
125,19,2
125,20,79
125,21,130
125,22,62
125,23,6
126,0,106
126,1,89
126,2,238
126,3,445
126,4,349
126,5,316
126,6,403
126,7,422
126,8,384
126,9,184
126,10,11
126,12,4
126,13,17
126,14,51
126,15,20
126,16,5
126,17,50
126,18,40
126,19,2
126,20,71
126,21,122
126,22,10
127,0,84
127,1,142
127,2,291
127,3,465
127,4,310
127,5,456
127,6,523
127,7,496
127,8,384
127,9,182
127,10,8
127,13,6
127,14,41
127,15,25
127,16,2
127,17,33
127,18,27
127,20,13
127,21,36
127,22,2
