x,y,Ind,Log_45_70,Log_70_90,Log_ap90,Log_av45,Log_inc,Log_soc,imputed
0,16,3,0.1,0.2,0.2,0.8,0,0,1
0,17,27,0,1,1,10,0,0,0
0,18,17,0,1.5,0,5.7,0,0,1
0,23,10,0,0.9,0,3.3,0,0,1
0,24,17,0,1,1,10,0,0,0
0,80,1,0,0,0.1,0.3,0,0,1
0,85,2,0.1,0.4,0.2,0.2,0,0,1
0,86,15,1.2,2.8,1.3,1.5,0,0,1
0,87,11,0.9,2.1,0.9,1.1,0,0,1
0,98,2,0,0,0.1,0.7,0,0,1
0,99,8,0,0,0.5,2.6,0,0,1
1,17,3,0.1,0.2,0.2,0.8,0,0,1
1,18,2,0,0.2,0,0.6,0,0,1
1,23,2,0,0.3,0.1,0.4,0,0,1
1,24,30,0.7,4,1.3,6.7,0,0,1
1,25,3,0.1,0.4,0.1,0.7,0,0,1
1,123,6,0,0.2,0.6,2.1,0,0,1
2,25,3,0.1,0.4,0.1,0.7,0,0,1
2,26,7,0.2,0.9,0.3,1.6,0,0,1
2,123,4,0,0.2,0.4,1.4,0,0,1
2,124,33,0,1.1,3.5,11.6,0,0,1
2,125,2,0,0.1,0.2,0.7,0,0,1
3,124,8,0,0.3,0.8,2.8,0,0,1
3,125,4,0,0.2,0.4,1.4,0,0,1
6,1,7,0.1,0.1,0.3,2.7,0,0,1
6,2,8,0.1,0.2,0.3,3.1,0,0,1
6,65,4,0,0.1,0.3,1.4,0,0,1
7,1,25,0.4,0.5,0.9,9.8,0,0,1
7,2,52,0,3,0,19,0,0,0
7,3,6,0.1,0.3,0.3,2.2,0,0,1
7,19,3,0.1,0.3,0.1,0.7,0,0,1
7,28,2,0,0,0.1,0.7,0,0,1
7,40,4,0,0,0.1,1.7,0,0,1
7,63,3,0,0,0.2,1.1,0,0,1
7,113,7,0,0.2,0.3,3.1,0,0,1
8,1,3,0,0.1,0.1,1.2,0,0,1
8,2,13,0.2,0.2,0.5,5.1,0,0,1
8,3,7,0.1,0.4,0.3,2.6,0,0,1
8,18,2,0.1,0.2,0.1,0.4,0,0,1
8,19,15,0.4,1.7,0.8,3.3,0,0,1
8,20,3,0.1,0.3,0.1,0.7,0,0,1
8,27,5,0.1,0.6,0.3,1.1,0,0,1
8,28,41.5,0,1,2,13,0,0,0
8,29,33,1,0,1,14,0,0,0
8,39,4,0,0,0.1,1.7,0,0,1
8,109,1,0,0,0,0.5,0,0,1
9,3,7,0.1,0.4,0.3,2.6,0,0,1
9,19,18,0.5,2.1,0.9,3.9,0,0,1
9,20,9.5,0.2,1.1,0.5,2.1,0,0,1
9,28,19,0,0.7,0.7,6.4,0,0,1
9,29,49,1,1,0,19,0,0,0
9,30,4,0,0.1,0.1,1.4,0,0,1
9,31,5,0,0.2,0.2,1.7,0,0,1
9,110,5,0,0.1,0.2,2.3,0,0,1
9,111,19,0,0.5,0.8,8.6,0,0,1
9,112,9,0,0.2,0.4,4.1,0,0,1
9,121,4,0,0.2,0.4,1.3,0,0,1
9,126,4,0,0.2,0.4,1.3,0,0,1
10,19,7,0.2,0.8,0.4,1.5,0,0,1
10,20,6,0.2,0.7,0.3,1.3,0,0,1
10,21,1,0,0.1,0.1,0.2,0,0,1
10,27,4,0.1,0.5,0.2,0.9,0,0,1
10,29,7,0,0.2,0.3,2.4,0,0,1
10,30,13,0,0.4,0.5,4.4,0,0,1
10,31,6,0,0.2,0.2,2.1,0,0,1
10,110,5,0,0.1,0.2,2.3,0,0,1
10,111,15,0,0.4,0.6,6.8,0,0,1
10,112,9,0,0.2,0.4,4.1,0,0,1
10,121,6,0,0.2,0.7,1.9,0,0,1
10,122,1,0,0.1,0.1,0.3,0,0,1
11,4,7,0.1,0.4,0.3,2.6,0,0,1
11,5,4,0,0.2,0.2,1.5,0,0,1
11,30,10,0,0,0.4,4.2,0,0,1
11,31,5,0,0,0.2,2.1,0,0,1
11,112,3,0,0.1,0.1,1.4,0,0,1
11,121,4,0,0,0.4,1.5,0.1,0,1
11,122,10,0,0,1,3.7,0.2,0,1
11,123,1,0,0.1,0.1,0.3,0,0,1
11,124,2,0,0.1,0.2,0.6,0,0,1
11,125,4,0,0.2,0.4,1.3,0,0,1
12,3,5,0.1,0.3,0.2,1.8,0,0,1
12,4,26,1,0,2,8,0,0,0
12,5,27,0,0,2,9,0,0,0
12,6,19,0.3,1.1,0.8,7,0,0,1
12,121,6,0,0,0.6,2.2,0.1,0,1
12,122,14,0,0,1.4,5.1,0.3,0,1
13,2,2,0,0.1,0.1,0.8,0,0,1
13,3,5,0.1,0.3,0.2,1.8,0,0,1
13,6,8,0.1,0.5,0.3,3,0,0,1
13,25,4,0.1,0.5,0.2,0.9,0,0,1
13,82,4,0.1,0.1,0.2,1.3,0,0,1
13,122,3,0,0,0.3,1.1,0.1,0,1
14,38,1,0,0,0.1,0.4,0,0,1
15,63,9,0,0.2,0.6,3.2,0,0,1
15,121,4,0,0,0.4,1.5,0.1,0,1
17,22,1,0,0.2,0,0.4,0,0,1
17,105,11,0,0.5,0.5,4.5,0,0,1
17,106,7,0,0.3,0.3,2.9,0,0,1
18,22,1,0,0.2,0,0.4,0,0,1
18,44,4,0,0.4,0.9,0.1,0,0,1
18,45,7,0,0.7,1.7,0.1,0,0,1
18,47,5,0,0.5,1.2,0.1,0,0,1
19,6,5,0,0.6,0.2,1.3,0,0,1
19,22,14,0,1.9,0.5,5.8,0,0,1
19,23,10,0,1.4,0.4,4.1,0,0,1
19,44,10,0,1,2.3,0.2,0,0,1
19,45,24,0,2.4,5.6,0.4,0,0,1
19,46,29,1,4,4,3,0,0,0
19,47,21,0,2,0,9,0,0,0
19,48,22.5,0,0,5.6,5.5,0,0,1
20,5,2,0,0.3,0.1,0.5,0,0,1
20,20,3,0,0.4,0.1,1.3,0,0,1
20,41,10,0,0,1.2,4.1,0,0,1
20,45,10,0,1,2.3,0.2,0,0,1
20,46,61,0,2,1,20,0,0,0
20,47,77.5,1,1,3,33,0,0,0
20,48,23,0,2,2,10,0,0,0
20,49,3,0,0,0.8,0.7,0,0,1
20,66,2,0,0.2,0.2,0.5,0,0,1
20,113,11,0,0,0.8,4.1,0,0,1
20,114,4,0,0,0.3,1.5,0,0,1
21,20,6,0.3,0.8,0.3,1.3,0,0,1
21,21,9,0.4,1.3,0.5,1.9,0,0,1
21,46,12,0,0,1.5,4.9,0,0,1
21,47,8,0,0,1,3.2,0,0,1
21,48,3,0,0,0.8,0.7,0,0,1
21,55,7,0,0.3,0.4,2.3,0,0,1
21,56,6,0,0.2,0.3,2,0,0,1
21,57,4,0,0.2,0.2,1.3,0,0,1
21,113,2,0,0,0.2,0.7,0,0,1
21,114,8,0,0,0.6,3,0,0,1
21,115,2,0,0,0.2,0.7,0,0,1
22,0,4,0,0.5,0.2,1,0,0,1
22,20,9,0.4,1.3,0.5,1.9,0,0,1
22,21,18.5,0.8,2.6,1.1,3.9,0,0,1
22,22,2,0.1,0.3,0.1,0.4,0,0,1
22,47,2,0,0,0.3,0.8,0,0,1
22,55,12,0,0.5,0.7,3.9,0,0,1
22,56,26,0,2,1,8,0,0,0
22,57,23,0,0.9,1.3,7.5,0,0,1
22,58,11,0,1.3,0.8,2.8,0,0,1
22,61,4,0,0.5,0.3,1,0,0,1
22,68,1.5,0,0.2,0.2,0.2,0,0,1
23,0,10,0.1,1.2,0.4,2.6,0,0,1
23,20,7,0.3,1,0.4,1.5,0,0,1
23,21,64,0,1,0,26,0,0,0
23,22,1,0.1,0.1,0.1,0.2,0,0,1
23,60,1,0,0.1,0.1,0.2,0,0,1
23,61,2,0,0.2,0.2,0.5,0,0,1
23,73,1,0,0.1,0.2,0.1,0,0,1
23,74,4,0,0.4,0.6,0.6,0,0,1
23,94,3,0,0,0.2,1.2,0,0,1
23,95,15,0,0,1.3,5.8,0,0,1
23,96,8,0,0,0.7,3.1,0,0,1
24,0,21,0.3,2.5,0.8,5.4,0,0,1
24,20,26,1,2,3,5,0,0,0
24,21,48,2,2,0,15,0,0,0
24,61,16,0,1.9,1.1,4.1,0,0,1
24,62,42,0,0,0,16,0,0,0
24,72,3,0,0.3,0.5,0.4,0,0,1
24,73,31,1,2,2,7,0,0,0
24,74,17,0,1.7,2.5,2.5,0,0,1
24,95,7,0,0,0.6,2.7,0,0,1
24,96,3,0,0,0.2,1.2,0,0,1
25,0,4,0,0.5,0.2,1,0,0,1
25,20,11,0.5,1.6,0.6,2.3,0,0,1
25,21,7,0.3,1,0.4,1.5,0,0,1
25,62,5,0,0.6,0.3,1.3,0,0,1
25,63,2,0,0.2,0.2,0.5,0,0,1
25,72,3,0,0.3,0.5,0.4,0,0,1
25,73,32,0,1,5,5,0,0,0
25,74,11,0,1.1,1.6,1.6,0,0,1
26,21,15,1.2,2.3,0.9,1.1,0,0,1
26,34,4,0.2,0.3,0.7,0.3,0,0,1
26,74,3,0,0.2,0.4,0.8,0,0,1
26,96,4,0,0.2,0.2,1.6,0,0,1
27,38,2,0.2,0.2,0.3,0.2,0,0,1
28,19,7,0.6,1.1,0.4,0.5,0,0,1
28,20,1,0.1,0.1,0.1,0.1,0,0,1
28,21,4,0.3,0.6,0.3,0.3,0,0,1
28,47,2,0,0,0.2,0.5,0,0,1
28,67,4,0.1,0.5,0.7,0.4,0,0,1
28,68,1,0,0.1,0.1,0.3,0,0,1
29,12,1,0.2,0,0,0.2,0,0,1
29,14,2,0.1,0,0.2,0.5,0,0,1
29,15,4,0.2,0.1,0.3,1,0,0,1
29,16,6,0.2,0.1,0.5,1.5,0,0,1
29,17,7,0.3,0.1,0.6,1.7,0,0,1
29,18,30,0,12,1,3,0,8,0
29,19,41,0,4,2,11,0,0,0
29,20,13,1,2,0.8,1,0,0,1
29,23,2,0,0.2,0,0.6,0,0,1
29,24,15,0.4,1.1,0,4.5,0,0,1
29,25,4,0.1,0.3,0,1.2,0,0,1
29,46,26,0.5,0.5,1.9,6.4,0,0,1
29,47,46,0,4,4,18,0,0,0
29,48,18.5,0,0.8,6.3,1.6,0,0,1
29,68,3,0,0.2,0.4,0.8,0,0,1
29,69,1,0,0.1,0.1,0.3,0,0,1
29,123,4,0.2,0.6,0,1.4,0,0,1
29,124,31.5,1,1,0,14,0,0,0
29,125,24,1.3,3.3,0,8.4,0,0,1
29,126,7,0.4,0.9,0,2.5,0,0,1
30,12,20,3.3,0.8,0.8,3.7,0,0,1
30,13,23,2,1,0,8,0,0,0
30,14,79,0,2,18,17,0,5,0
30,15,56.5,0,6,18,8,0,3,0
30,16,50,0,0,5,18,0,0,0
30,17,30,1.2,0.6,2.5,7.3,0,0,1
30,18,41,0,1,2,13,0,1,0
30,19,28,1,0,1,12,0,0,0
30,20,5,0.4,0.7,0.3,0.4,0,0,1
30,21,28,1,10,1,0,0,0,0
30,22,7,0.6,1.1,0.4,0.5,0,0,1
30,23,12,0.3,0.9,0,3.6,0,0,1
30,24,47.5,0,2,1,19,0,0,0
30,25,7,0.2,0.5,0,2.1,0,0,1
30,45,13,0.2,0.3,1,3.2,0,0,1
30,46,45,1,5,2,13,0,0,0
30,47,12,0.2,0.2,0.9,3,0,0,1
30,80,4,0,0.3,0.6,1,0,0,1
30,81,7,0,0.6,1,1.8,0,0,1
30,82,5,0,0.4,0.7,1.3,0,0,1
30,124,2,0.1,0.3,0,0.7,0,0,1
31,13,43,2,0,1,16,0,0,0
31,14,30,0,1.2,1.7,8,0,0,1
31,15,73,0,5,1,38,0,5,0
31,16,101.5,0,0,2,47,0,0,0
31,17,54.5,0,1,0,24,0,0,0
31,18,14,0.5,4,0,1.4,0,0,1
31,19,4,0.1,1.2,0,0.4,0,0,1
31,21,30,1.1,8.7,0,2.9,0,0,1
31,22,6,0.2,1.7,0,0.6,0,0,1
31,23,17,0.7,2,1.3,4.6,0,0,1
31,24,14.5,0.6,1.7,1.1,3.9,0,0,1
31,25,3,0.1,0.4,0.2,0.8,0,0,1
31,44,6,0.7,0.8,0.8,0.5,0,0,1
31,45,2,0.2,0.2,0.3,0.2,0,0,1
31,81,7,0,0.6,1,1.8,0,0,1
31,82,5,0,0.4,0.7,1.3,0,0,1
31,83,3,0,0.2,0.4,0.8,0,0,1
32,7,1,0,0.1,0.1,0.2,0,0,1
32,12,5,0.8,0.2,0.2,0.9,0,0,1
32,13,17,0,0.7,1,4.5,0,0,1
32,14,16,0,0.6,0.9,4.3,0,0,1
32,15,29.5,1,0,0,12,0,0,0
32,16,33,0,1,0,11,0,0,0
32,17,32,0,2,0,12,0,0,0
32,18,7,0.3,2,0,0.7,0,0,1
32,22,20,0.7,5.8,0,1.9,0,0,1
32,23,17,0.7,2,1.3,4.6,0,0,1
32,38,9,1.1,1.1,1.1,0.8,0,0,1
33,12,18,3,0.7,0.7,3.3,0,0,1
33,15,10,0,0.4,0.6,2.6,0,0,1
33,17,5,0,0.2,0.3,1.3,0,0,1
33,22,2,0,0.6,0,0.2,0,0,1
33,38,3,0.4,0.4,0.4,0.2,0,0,1
33,39,2,0.2,0.2,0.3,0.2,0,0,1
33,57,3,0,0.1,1,0.3,0,0,1
33,58,19,0.5,2.2,3.2,2.2,0,0,1
34,14,14,0,0.5,0.8,3.8,0,0,1
34,31,13,0.6,1.1,2.3,1,0,0,1
34,32,20,0.9,1.8,3.5,1.5,0,0,1
34,56,51.5,0,2,1,23,0,0,0
34,57,49,2,0,5,17,0,0,0
34,58,47.5,0,7,7,1,0,0,0
34,59,38,0,6,11,0,0,0,0
34,60,1,0,0.1,0.2,0.1,0,0,1
35,11,4,0.6,0.2,0.2,0.7,0,0,1
35,12,1,0.2,0,0,0.2,0,0,1
35,13,4,0,0.1,0.2,1.1,0,0,1
35,14,9,0,0.4,0.5,2.4,0,0,1
35,28,15,0.7,1.3,2.6,1.2,0,0,1
35,29,14,0.6,1.2,2.5,1.1,0,0,1
35,30,12,0.5,1.1,2.1,0.9,0,0,1
35,31,13,0.6,1.1,2.3,1,0,0,1
35,55,30,1,1,6,4,0,0,0
35,56,56.5,0,1,5,13,0,0,0
35,57,2,0,0.1,0.7,0.1,0,0,1
35,59,9,0.3,1,1.6,1,0,0,1
35,60,2,0.1,0.2,0.4,0.2,0,0,1
36,2,7,0,0.8,0.9,0.8,0,0,1
36,3,3,0,0.3,0.5,0.1,0,0,1
36,4,1,0,0.1,0.2,0,0,0,1
36,10,2,0.1,0.1,0.5,0.1,0,0,1
36,12,34,14,6,0,0,0,0,0
36,13,22,1,0,1.6,6.3,0,0,1
36,27,10.5,0.5,0.8,2.5,1,0,0,1
36,28,53,1,2,0,22,0,0,0
36,29,48,3,1,4,18,0,0,0
36,30,8,0.3,0.8,0,2.4,0,0,1
36,31,2,0.1,0.2,0,0.6,0,0,1
36,55,13,0,2.2,0.5,3.1,0,0,1
36,56,5,0,0.8,0.2,1.2,0,0,1
37,2,33,0,9,2,1,0,0,0
37,3,60,0,6.6,10.7,0.8,0,0,1
37,4,2,0,0.2,0.4,0,0,0,1
37,10,9,0.3,0.5,2.3,0.3,0,0,1
37,11,20,0.6,1.2,5.2,0.6,0,0,1
37,12,58,3,17,5,1,0,0,0
37,13,41,1,0,12,0,0,0,0
37,14,7,0.3,0,0.5,2,0,0,1
37,27,2,0.1,0.1,0.5,0.2,0,0,1
37,28,17,0.7,1.7,0,5,0,0,1
37,29,19.5,0.8,1.9,0,5.8,0,0,1
37,30,2,0.1,0.2,0,0.6,0,0,1
37,55,5,0,0.8,0.2,1.2,0,0,1
37,83,1,0,0.1,0.1,0.3,0,0,1
38,0,4,0,0.5,0.5,0.5,0,0,1
38,1,19,0,2.2,2.5,2.2,0,0,1
38,2,19,0,2.2,2.5,2.2,0,0,1
38,3,7,0,0.8,1.2,0.1,0,0,1
38,10,49,0,0,18,0,0,11,0
38,11,43,2,7,5,2,1,0,0
38,12,53,0,21,3,0,0,13,0
38,13,33,0,11,3,0,0,0,0
38,27,1,0.1,0.1,0.2,0.1,0,0,1
38,28,2,0.1,0.2,0,0.6,0,0,1
39,0,26,0,3,3.4,3,0,0,1
39,1,49,0,2,1,18,0,0,0
39,2,12,0,1.4,1.6,1.4,0,0,1
39,11,24,0.7,1.5,6.2,0.7,0,0,1
39,12,4,0.1,0.3,1,0.1,0,0,1
39,96,8,0,0.5,0.7,2,0,0,1
39,97,16,0,0.9,1.4,4.1,0,0,1
39,98,1,0,0.1,0.2,0.2,0,0,1
39,99,6,0.2,0.3,1.4,1,0,0,1
39,100,4,0.2,0.2,0.9,0.6,0,0,1
39,101,62.5,0,1,3,26,0,0,0
39,102,53,0,0,3,19,0,0,0
40,0,32,0,5,2,6,0,0,0
40,1,45,0,3,4,12,0,0,0
40,2,6,0,0.7,0.8,0.7,0,0,1
40,9,5,0.2,0.3,1.3,0.1,0,0,1
40,10,2,0.1,0.1,0.5,0.1,0,0,1
40,33,3,0.1,0,0.8,0.3,0,0,1
40,34,14,0.4,0.2,3.5,1.4,0,0,1
40,35,43.5,1.2,0.6,10.9,4.3,0,0,1
40,36,5,0.1,0.1,1.3,0.5,0,0,1
40,96,7,0,0.4,0.6,1.8,0,0,1
40,97,2,0,0.1,0.2,0.5,0,0,1
40,99,1,0,0.1,0.2,0.2,0,0,1
40,100,6,0.2,0.3,1.4,1,0,0,1
40,101,49.5,0,2,1,16,0,0,0
40,102,7,0.3,0.3,1.7,1.1,0,0,1
41,0,20,0,0.9,3.1,3.1,0,0,1
41,1,5,0,0.2,0.8,0.8,0,0,1
