x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,1,10,10.6,NA
0,2,35,11,NA
0,6,2,6.4,NA
0,7,1,5.5,NA
0,9,29,9.2,NA
0,96,14,13,NA
0,97,80,8.3,NA
0,99,1,12,NA
0,100,5,6.8,NA
0,101,145,2.7,NA
0,102,76,6.2,NA
0,106,10,21.5,NA
1,2,3,8,NA
1,3,7,6.9,NA
1,5,3,7.7,NA
1,6,161,3.2,NA
1,7,414,6.1,NA
1,8,319,9,NA
1,9,15,7.9,NA
1,95,1,23,NA
1,96,6,31.6,NA
1,97,2,9.5,NA
1,99,21,13.1,NA
1,100,91,11.6,NA
1,101,95,5.9,NA
1,102,196,6.1,NA
1,103,132,9.3,NA
1,104,73,13.4,NA
1,105,158,12.6,NA
1,106,51,16.8,NA
2,2,54,12.8,NA
2,3,7,5.3,NA
2,4,12,4.2,NA
2,5,42,3.3,NA
2,6,304,0.8,NA
2,7,215,4.3,NA
2,8,101,9.4,NA
2,93,1,16.1,NA
2,94,1,20.9,NA
2,95,4,17.5,NA
2,96,12,12.9,NA
2,97,1,17.8,NA
2,100,39,15.9,NA
2,101,0,8.7,NA
2,102,61,6.3,NA
2,103,183,6,NA
2,104,103,12,NA
2,105,21,10.7,NA
2,106,57,11.6,NA
2,107,10,17,NA
2,108,3,24.1,NA
2,109,2,32.1,NA
3,2,98,9.9,NA
3,3,61,7,NA
3,4,26,5.1,NA
3,5,38,3.1,NA
3,6,9,3.9,NA
3,7,12,6.9,NA
3,92,1,18.5,NA
3,93,10,14.6,NA
3,94,4,10.5,NA
3,96,69,8.7,NA
3,97,13,12.3,NA
3,99,65,16.3,NA
3,102,1,9.5,NA
3,103,81,5.2,NA
3,104,456,4.6,NA
3,105,193,10.4,NA
3,106,139,11.6,NA
3,107,12,12.4,NA
3,111,2,45.4,NA
4,2,1,9.7,NA
4,3,37,10.5,NA
4,4,15,9.6,NA
4,5,16,4.4,NA
4,7,0,8.2,NA
4,93,1,16.5,NA
4,94,72,8.3,NA
4,95,102,5.7,NA
4,96,21,6.6,NA
4,97,18,5,NA
4,98,110,8.9,NA
4,99,6,11.4,NA
4,100,16,13.3,NA
4,102,2,11.5,NA
4,103,14,9.8,NA
4,104,721,1,NA
4,105,149,3.1,NA
4,106,10,8.9,NA
4,107,3,13.2,NA
4,108,2,23.7,NA
4,111,18,47.7,NA
5,4,45,8.4,NA
5,5,11,6.8,NA
5,55,16,18.5,NA
5,56,3,19.1,NA
5,92,3,19.8,NA
5,93,1,17.7,NA
5,94,15,9.8,NA
5,95,37,7.1,NA
5,96,56,3.9,NA
5,97,47,3.6,NA
5,98,81,6,NA
5,99,60,9.1,NA
5,100,28,13.4,NA
5,102,66,14.4,NA
5,103,81,12.7,NA
5,104,3,11.5,NA
6,55,8,16.9,NA
6,56,58,15.5,NA
6,58,52,13.9,NA
6,90,8,27,NA
6,91,4,24.2,NA
6,92,1,21.6,NA
6,95,66,4.3,NA
6,96,217,3.6,NA
6,97,300,1.8,NA
6,98,254,3.3,NA
6,100,0,12.1,NA
6,102,0,15.5,NA
6,103,20,19.6,NA
7,53,2,17.8,NA
7,54,52,16.4,NA
7,55,133,13.7,NA
7,56,370,12.1,NA
7,57,87,13,NA
7,58,240,11.2,NA
7,59,30,12.9,NA
7,60,20,13.7,NA
7,61,21,14,NA
7,63,0,18.8,NA
7,88,1,34.4,NA
7,90,2,28.8,NA
7,91,0,29.2,NA
7,94,1,12.9,NA
7,96,3,2.4,NA
7,97,17,4.3,NA
7,98,4,5.4,NA
7,99,1,6,NA
8,53,1,16.7,NA
8,54,158,14.6,NA
8,55,364,13.1,NA
8,56,180,12.1,NA
8,57,28,10.1,NA
8,58,12,12.6,NA
8,59,95,9.4,NA
8,60,70,10.3,NA
8,61,375,12.5,NA
8,62,78,15.6,NA
8,63,29,18.2,NA
8,65,15,17.2,NA
8,67,5,16.5,NA
8,88,22,35.8,NA
8,89,3,34.3,NA
8,90,2,30.4,NA
9,53,20,19,NA
9,54,119,14.7,NA
9,55,28,15.3,NA
9,56,164,12.2,NA
9,57,153,8.8,NA
9,58,339,7.9,NA
9,59,162,7.2,NA
9,60,63,6.8,NA
9,61,96,8.9,NA
9,62,14,14.9,NA
9,63,2,13.1,NA
9,65,2,17.6,NA
9,66,18,13.6,NA
9,67,3,15.3,NA
9,88,2,182.1,NA
9,94,3,16.2,NA
9,95,9,13.3,NA
10,53,9,16.1,NA
10,54,290,11.4,NA
10,55,53,14.6,NA
10,56,16,9,NA
10,57,49,10.2,NA
10,58,143,6,NA
10,59,323,5.5,NA
10,60,225,5.4,NA
10,61,73,5.2,NA
10,62,99,7.9,NA
10,63,14,10.9,NA
10,64,40,8.5,NA
10,65,19,10.9,NA
10,66,11,15.6,NA
10,86,3,58.7,NA
10,87,17,58.7,NA
10,94,1,16.3,NA
10,95,3,16.6,NA
11,54,37,10.6,NA
11,55,78,11.2,NA
11,56,52,9.3,NA
11,57,99,6.6,NA
11,58,105,4.8,NA
11,59,226,4.1,NA
11,60,1155,3.8,NA
11,61,4332,0.8,NA
11,62,2635,2.9,NA
11,63,65,4.1,NA
11,64,22,10.9,NA
11,65,17,16.4,NA
11,86,4,54.9,NA
12,55,97,9.1,NA
12,56,70,7.9,NA
12,57,90,5.7,NA
12,58,265,2.9,NA
12,59,412,0.6,NA
12,60,96,2.5,NA
12,61,743,1.2,NA
12,62,3191,1.2,NA
12,63,198,4.4,NA
12,64,18,5.2,NA
12,87,13,59.4,NA
13,55,27,9.8,NA
13,56,360,6.5,NA
13,57,507,6.1,NA
13,58,217,3.6,NA
13,59,355,2.3,NA
13,60,98,4.1,NA
13,87,2,53.8,NA
13,88,2,53.7,NA
14,56,83,7.1,NA
14,57,105,6,NA
14,58,490,4.5,NA
14,59,151,4.8,NA
14,85,15,39.3,NA
14,86,23,41.2,NA
14,87,2,46.7,NA
14,88,6,52.3,NA
15,57,1,7.6,NA
15,58,21,6.3,NA
15,59,0,5.6,NA
15,83,3,41.5,NA
15,84,7,36.3,NA
15,85,17,37.5,NA
15,86,11,43.1,NA
16,82,2,31.8,NA
16,83,0,33.8,NA
16,84,10,34.8,NA
16,85,84,44.5,NA
16,86,10,48.4,NA
17,82,54,32.6,NA
17,83,3,27.5,NA
17,84,71,32.1,NA
17,85,65,33.9,NA
17,86,89,38.8,NA
17,87,7,42.9,NA
17,88,2,44.8,NA
18,82,5,28,NA
18,83,76,30.1,NA
18,84,9,31.6,NA
18,85,0,33.4,NA
18,86,21,45.2,NA
19,80,3,28.5,NA
19,82,1,23.3,NA
19,84,1,31.5,NA
20,80,31,23.9,NA
20,81,21,23,NA
20,82,1,21.5,NA
20,85,4,54.1,NA
21,80,17,26.5,NA
21,81,8,19.6,NA
21,82,0,19.9,NA
21,84,5,29.9,NA
22,80,1,17.8,NA
22,84,4,26.7,NA
22,85,1,29.4,NA
23,78,3,18.6,NA
23,79,3,18.5,NA
23,80,11,15.7,NA
23,83,1,23.6,NA
24,77,11,13.1,NA
24,78,53,14.2,NA
24,79,41,15.4,NA
24,80,11,14.3,NA
24,82,13,18.9,NA
24,83,224,19.2,NA
24,84,39,24.9,NA
25,77,14,8.8,NA
25,78,3,10.4,NA
25,79,7,12.1,NA
25,80,2,15.9,NA
25,81,5,19.5,NA
25,82,0,19.9,NA
25,83,8,18.2,NA
25,84,8,19.4,NA
26,77,16,7.2,NA
26,78,1,16.3,NA
26,79,3,12.1,NA
26,82,107,17.2,NA
26,83,61,16.6,NA
26,84,7,19.4,NA
26,85,22,25.5,NA
26,86,19,26,NA
26,87,3,27.8,NA
27,13,1,19.4,NA
27,77,197,6.1,NA
27,78,0,7.1,NA
27,79,8,10.7,NA
27,80,50,10.6,NA
27,81,7,14.2,NA
27,82,17,14.2,NA
27,84,1,25.4,NA
28,12,0,17,NA
28,13,1,16.9,NA
28,76,421,2.6,NA
28,77,23,4.6,NA
28,78,34,4.5,NA
28,79,60,7.5,NA
28,80,6,9.9,NA
28,81,85,11.5,NA
28,82,5,16.3,NA
28,83,57,22.1,NA
28,84,5,22.5,NA
28,85,11,25.9,NA
28,86,0,30.8,NA
29,12,0,15.4,NA
29,15,1,25,NA
29,16,2,12.5,NA
29,17,19,11,NA
29,18,1,10.2,NA
29,75,730,4.1,NA
29,76,1757,0.7,NA
29,77,19,4.9,NA
29,78,19,4.5,NA
29,79,75,6,NA
29,80,24,18,NA
29,81,34,14.8,NA
29,82,62,18.9,NA
29,84,5,30.7,NA
29,85,2,30.2,NA
29,86,1,32.7,NA
30,12,2,13.5,NA
30,13,6,12.4,NA
30,14,3,11.4,NA
30,15,2,27,NA
30,16,9,10.1,NA
30,17,15,8.9,NA
30,18,7,10.3,NA
30,19,6,10.1,NA
30,20,4,5.4,NA
30,75,277,4.8,NA
30,76,728,3.9,NA
30,77,82,5.6,NA
30,78,75,10.4,NA
30,79,68,11.1,NA
30,80,48,12.8,NA
30,81,9,17.4,NA
30,82,8,24.8,NA
30,83,3,27.8,NA
30,86,11,36.7,NA
31,12,1,15.4,NA
31,13,26,11.3,NA
31,14,21,10.4,NA
31,15,10,12.4,NA
31,16,11,7.6,NA
31,17,32,9.8,NA
31,18,34,6.2,NA
31,19,151,3.4,NA
31,20,259,3.5,NA
31,21,8,3.7,NA
31,75,188,6.5,NA
31,76,283,5.3,NA
31,77,31,7.3,NA
31,78,59,10.4,NA
31,79,93,16.1,NA
31,80,255,16.8,NA
31,81,235,18.5,NA
31,82,11,21,NA
32,10,9,22.2,NA
32,13,8,23.6,NA
32,14,52,10.6,NA
32,15,51,21.3,NA
32,16,25,7.7,NA
32,17,15,19,NA
32,18,14,17.8,NA
32,19,13,4,NA
32,20,341,1.8,NA
32,21,53,5.8,NA
32,75,96,9,NA
32,76,116,7.7,NA
32,77,104,9.3,NA
32,78,15,14.9,NA
32,79,21,19.7,NA
32,80,48,22.2,NA
32,81,66,20.3,NA
32,82,2,21.7,NA
33,19,4,16.1,NA
33,20,85,15,NA
33,21,0,63.1,NA
33,75,19,9.2,NA
33,76,188,9.8,NA
33,77,12,12.7,NA
33,78,0,17.6,NA
33,79,0,18.9,NA
33,80,4,24,NA
33,81,2,34.3,NA
33,84,2,29.9,NA
34,18,65,11.3,NA
34,19,91,10,NA
34,20,67,9.1,NA
34,21,67,7,NA
34,22,184,9,NA
34,23,70,9.9,NA
34,24,0,11.5,NA
34,76,153,12.1,NA
34,77,95,13.8,NA
34,78,7,19.1,NA
34,79,9,23.7,NA
34,80,29,28.8,NA
34,81,1,29.8,NA
34,83,4,25.1,NA
34,84,10,28.5,NA
35,16,1,22,NA
35,17,61,8.8,NA
35,18,49,8.2,NA
35,19,34,13.1,NA
35,20,22,9.6,NA
35,21,181,6.7,NA
35,22,112,12.5,NA
35,23,92,12.1,NA
35,24,123,8.6,NA
35,25,47,9.7,NA
35,27,70,13.3,NA
35,77,7,19.2,NA
35,78,0,19.2,NA
35,79,2,27.7,NA
35,80,9,29.4,NA
35,84,0,40.1,NA
35,85,0,35.3,NA
36,13,1,29.7,NA
36,16,85,9.4,NA
36,17,36,5.9,NA
36,18,33,4.8,NA
36,19,70,3.7,NA
36,20,47,4.7,NA
36,21,22,10.9,NA
36,22,80,13.5,NA
36,23,51,9.6,NA
36,24,97,7.6,NA
36,25,478,5.1,NA
36,26,153,7.9,NA
36,27,24,6.4,NA
36,28,77,8.6,NA
36,29,4,11.3,NA
36,63,3,30.1,NA
36,82,7,34.4,NA
37,16,100,5.4,NA
37,17,291,5.7,NA
37,18,18,2.3,NA
37,19,12,5.4,NA
37,20,35,6.7,NA
37,21,4,6.4,NA
37,23,54,12.1,NA
37,24,62,6.9,NA
37,25,241,4.6,NA
37,26,1225,2.1,NA
37,27,288,4.6,NA
37,28,75,8.1,NA
37,29,71,12.6,NA
37,30,3,14.6,NA
38,15,1,4.8,NA
38,16,64,3.1,NA
38,17,126,1.8,NA
38,18,25,4.9,NA
38,19,23,6.6,NA
38,20,4,8,NA
38,21,5,9,NA
38,22,12,9.6,NA
38,23,5,10.8,NA
38,25,33,8.6,NA
38,26,223,7.5,NA
38,27,408,4.7,NA
38,28,215,6.1,NA
38,29,67,7.7,NA
38,30,31,10.9,NA
39,16,6,3.5,NA
39,17,65,3,NA
39,18,2,4,NA
39,24,15,18.6,NA
39,25,1,14.6,NA
39,26,4,8.5,NA
39,27,117,5.8,NA
39,28,75,6.3,NA
39,29,52,8.8,NA
39,30,75,10,NA
39,31,5,13.1,NA
40,15,10,5.1,NA
40,16,33,3.3,NA
40,17,0,16.4,NA
40,19,6,10.6,NA
40,20,2,14.8,NA
40,21,5,23.1,NA
40,22,4,25.6,NA
40,23,2,28.2,NA
40,24,2,21.7,NA
40,25,4,16.5,NA
40,26,18,10.6,NA
40,27,87,7.6,NA
40,28,17,7.9,NA
40,29,12,8.3,NA
40,30,58,8.9,NA
40,31,52,9.7,NA
40,32,1,12.6,NA
41,16,24,4.5,NA
41,17,2,7.9,NA
41,18,2,13.5,NA
41,22,2,20.5,NA
41,25,5,19.7,NA
41,27,38,9.8,NA
41,28,13,13.5,NA
41,29,2,10,NA
41,30,73,7.2,NA
41,31,86,10,NA
41,32,49,10.6,NA
41,33,7,13.7,NA
41,62,0,18.8,NA
41,63,0,17.7,NA
42,16,32,5.5,NA
42,17,9,8.1,NA
42,18,53,11.6,NA
42,19,54,10.9,NA
42,20,0,19.2,NA
42,22,2,17.7,NA
42,23,16,15,NA
42,24,244,11.8,NA
42,25,12,11.6,NA
42,26,5,10.8,NA
42,27,12,10.1,NA
42,28,3,12.1,NA
42,29,2,9.2,NA
42,30,98,6.7,NA
42,31,167,5.4,NA
42,32,0,11.1,NA
42,33,32,11.1,NA
42,34,26,12,NA
43,16,7,10.1,NA
43,17,48,8.9,NA
43,18,200,9.6,NA
43,19,7,12.7,NA
43,23,1,14.9,NA
43,24,64,13.4,NA
43,25,9,6.8,NA
43,26,6,13.4,NA
43,27,61,8.5,NA
43,28,1,9.3,NA
43,30,7,6.1,NA
43,31,200,4.5,NA
43,32,264,4.3,NA
43,67,3,12.1,NA
43,71,3,9.8,NA
43,72,22,12.5,NA
43,73,24,12.9,NA
44,17,27,13.4,NA
44,18,89,11.5,NA
44,19,58,12.8,NA
44,20,5,11,NA
44,21,4,11.6,NA
44,22,3,10.4,NA
44,26,2,13.1,NA
44,27,81,10.1,NA
44,28,44,5.7,NA
44,29,43,6.7,NA
44,30,54,3.5,NA
44,31,357,2.1,NA
44,32,917,1.1,NA
44,33,0,2.4,NA
44,64,0,11.2,NA
44,65,0,9.1,NA
44,66,44,9.6,NA
44,67,6,9.6,NA
44,71,78,7.1,NA
44,72,101,12.6,NA
44,73,110,12,NA
44,74,0,14.1,NA
45,17,6,12.6,NA
45,18,30,11.4,NA
45,19,199,9,NA
45,20,47,9.1,NA
45,21,19,7.2,NA
45,22,7,6.4,NA
45,23,13,5.2,NA
45,24,320,4.9,NA
45,25,43,4.1,NA
45,26,105,6.1,NA
45,27,51,6.1,NA
45,28,20,4.7,NA
45,29,42,4.3,NA
45,30,61,3.5,NA
45,31,77,2.1,NA
45,32,69,4.6,NA
45,33,0,3.6,NA
45,34,2,12.2,NA
45,64,0,10,NA
45,65,0,9.5,NA
45,66,527,5.6,NA
45,67,206,5.8,NA
45,68,383,3.9,NA
45,69,356,4.9,NA
45,70,288,4.3,NA
45,71,280,7.4,NA
45,72,28,9.7,NA
45,73,0,11.7,NA
46,19,5,9.9,NA
46,20,29,7.6,NA
46,21,26,6,NA
46,22,5,6,NA
46,23,142,4.5,NA
46,24,377,0.9,NA
46,25,34,4,NA
46,26,74,6.3,NA
46,27,73,7.5,NA
46,28,32,8.2,NA
46,29,25,7.4,NA
46,30,123,4.3,NA
46,31,89,4.6,NA
46,32,56,5.5,NA
46,33,2,5.3,NA
46,34,19,11.8,NA
46,65,13,9.8,NA
46,66,408,6.1,NA
46,67,533,3.2,NA
46,68,793,1,NA
46,69,884,2.4,NA
46,70,411,4.9,NA
46,71,156,7.5,NA
46,72,117,10.5,NA
46,73,0,13,NA
47,20,0,8.3,NA
47,21,26,7.1,NA
47,22,110,7.9,NA
47,23,181,4.1,NA
47,24,15,6,NA
47,25,23,7.4,NA
47,26,37,8.7,NA
47,27,17,9.9,NA
47,29,64,8.1,NA
47,30,35,5,NA
47,31,33,6.9,NA
47,32,86,8.2,NA
47,33,60,8.7,NA
47,34,19,8,NA
47,35,0,10.5,NA
47,65,7,9,NA
47,66,69,8.4,NA
47,67,354,4.5,NA
47,68,151,3.2,NA
47,69,190,3.5,NA
47,70,247,5,NA
47,71,169,6.8,NA
47,72,38,8.9,NA
47,73,6,11.1,NA
47,74,1,13.5,NA
48,23,0,5.7,NA
48,24,14,7.5,NA
48,25,7,5.7,NA
48,26,1,8.6,NA
48,33,5,9.3,NA
48,34,1,10.7,NA
48,35,1,11.3,NA
48,65,44,10.4,NA
48,66,181,8.2,NA
48,67,159,5.9,NA
48,68,141,7.3,NA
48,69,18,6.3,NA
48,70,316,5.4,NA
48,71,35,9.7,NA
48,72,3,9.2,NA
48,73,0,11.4,NA
48,74,0,14.3,NA
49,65,33,11.7,NA
49,66,27,9.8,NA
49,67,125,8.3,NA
49,68,42,10.1,NA
49,69,7,10.4,NA
49,70,193,6.8,NA
49,71,61,9.7,NA
49,72,1,13.4,NA
49,74,1,19.3,NA
50,65,1,11.6,NA
50,66,17,11.5,NA
50,67,20,12.8,NA
50,68,13,13.4,NA
50,69,32,12.4,NA
50,70,84,8.2,NA
50,71,98,10.7,NA
50,72,51,14.5,NA
50,73,8,17.5,NA
50,74,0,19,NA
51,67,10,16.5,NA
51,68,19,13.5,NA
51,69,107,11.5,NA
51,70,401,10.5,NA
51,71,64,12.5,NA
51,72,2,13.2,NA
51,74,14,22.9,NA
52,67,18,17.9,NA
52,68,32,15.5,NA
52,69,58,12.9,NA
52,70,148,11.5,NA
52,71,58,13.5,NA
52,72,68,15.3,NA
52,73,0,17.7,NA
52,75,0,23.2,NA
53,69,23,13.7,NA
53,70,73,13.2,NA
53,71,45,14.1,NA
53,72,11,16.5,NA
53,73,22,20.4,NA
54,29,26,9.9,NA
54,30,22,8.1,NA
54,69,0,17,NA
54,70,5,15.7,NA
54,71,11,16.3,NA
54,72,31,18.2,NA
54,73,23,20.3,NA
55,27,40,8.9,NA
55,28,306,8.2,NA
55,29,220,7.7,NA
55,30,17,5.1,NA
55,70,17,18.8,NA
55,71,112,18.7,NA
55,72,2,19.9,NA
55,73,0,21.8,NA
56,27,136,11.8,NA
56,28,144,7.4,NA
56,29,24,6.3,NA
56,30,57,3.9,NA
56,31,54,2.8,NA
56,32,2489,1.9,NA
56,33,984,2.1,NA
56,71,3,21.6,NA
56,72,29,23.5,NA
56,74,0,25.9,NA
57,23,8,14.2,NA
57,24,2,13.3,NA
57,25,0,14.1,NA
57,26,108,8.9,NA
57,27,61,6.4,NA
57,28,55,4.4,NA
57,29,17,5.6,NA
57,30,19,4.2,NA
57,31,41,2.7,NA
57,32,2553,1.8,NA
57,33,757,2.4,NA
57,34,2,3.3,NA
57,72,13,29.8,NA
57,73,0,29,NA
58,22,2,12.7,NA
58,23,5,10.8,NA
58,24,35,10.3,NA
58,25,0,15.5,NA
58,26,33,9.8,NA
58,27,21,6.8,NA
58,28,187,3.1,NA
58,29,71,4.1,NA
58,31,7,3.7,NA
58,32,197,3.8,NA
58,33,77,5.1,NA
58,34,10,4.4,NA
58,35,11,4.7,NA
59,21,16,10.6,NA
59,22,70,9.8,NA
59,23,27,9,NA
59,24,12,10.6,NA
59,25,6,4.7,NA
59,26,7,13,NA
59,27,20,4.5,NA
59,28,73,1.7,NA
59,29,417,1.7,NA
59,30,121,4.8,NA
59,31,126,4.5,NA
59,32,69,6.7,NA
59,33,0,9.2,NA
59,35,47,4.8,NA
60,19,45,13.1,NA
60,20,60,11.4,NA
60,21,40,9.3,NA
60,22,20,8.3,NA
60,23,48,8.4,NA
60,24,10,5.5,NA
60,25,11,4.4,NA
60,26,24,3.7,NA
60,27,51,1.1,NA
60,28,384,0.7,NA
60,29,111,2.4,NA
60,30,272,1,NA
60,31,48,5.7,NA
60,32,52,5.3,NA
60,33,13,7.9,NA
60,34,33,1.1,NA
60,35,176,3,NA
60,36,18,5.9,NA
61,19,100,15.4,NA
61,20,33,15.1,NA
61,21,0,12.4,NA
61,22,2,11.6,NA
61,25,5,6.4,NA
61,26,17,4.2,NA
61,27,1,4.6,NA
61,28,5,4.4,NA
61,29,14,5.7,NA
61,30,46,4.6,NA
61,31,96,7.2,NA
61,32,48,3.8,NA
61,33,8,4.4,NA
61,34,14,2.6,NA
61,35,132,1.3,NA
61,36,35,4,NA
61,37,49,6.4,NA
62,19,19,17.9,NA
62,21,5,10.3,NA
62,22,2,8.7,NA
62,23,5,7.9,NA
62,24,7,5.9,NA
62,25,5,4.1,NA
62,26,4,2.5,NA
62,27,27,3.2,NA
62,28,11,3.9,NA
62,29,59,10,NA
62,30,8,10.7,NA
62,31,0,4.7,NA
