x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,23,7,0.3,0.3,0.3,0.9,1,0.2,1.6,1.8,0.2,0.4,0,141630.9,1
0,24,8,0.3,0.3,0.3,1,1.2,0.2,1.9,2.1,0.2,0.5,0,161863.9,1
0,25,10,0.4,0.4,0.4,1.3,1.5,0.2,2.4,2.6,0.2,0.6,0,202329.9,1
0,26,14,0,0.9,0.4,0.9,3.5,0,2.2,3.9,0.9,0.9,0.4,324125.9,1
0,27,71,2,10,3,13,20,3,4,6,7,3,0,1235069.3,0
0,30,2,0,0.1,0.1,0.1,0.5,0,0.3,0.6,0.1,0.1,0.1,46303.7,1
0,48,2,0,0.2,0.2,0.3,0.5,0,0.3,0.3,0.1,0.1,0,40404.1,1
0,66,26,0,0,0,2,3,1,7,8,0,5,0,632838.7,0
0,67,14,0,0.9,1.6,1,2.5,0,2.9,2.9,0,1.9,0.3,262361.7,1
0,113,6,0,0.9,0.5,0.9,1.4,0.1,0.6,1.1,0,0.5,0,130150.5,1
0,114,43,2,5,1,10,4,3,2,10,5,1,0,863969.1,0
0,115,40,2,3,2,5,3,0,11,11,2,1,0,698566.2,0
1,3,5,0.3,0.5,0.7,0.7,1,0,1.2,0.3,0.3,0,0,108172.2,1
1,12,5,0.1,0.8,0.1,0.9,1.9,0.1,0.3,0.4,0.4,0,0,105839.9,1
1,13,1,0,0.1,0,0.2,0.4,0,0.1,0.1,0.1,0,0,21168,1
1,22,2,0.1,0.1,0.1,0.3,0.3,0,0.5,0.5,0,0.1,0,40466,1
1,23,20,0.8,0.8,0.9,2.6,3,0.4,4.7,5.1,0.4,1.3,0,404659.7,1
1,24,45,0,3,6,0,15,0,2,10,1,7,1,873314.4,0
1,25,60.5,1,6.5,2,5,13,0,14,12,0,7,0,1283849.9,0
1,26,39,3,5,3,5,11,0,3,2,1,6,0,856840.6,0
1,27,75,3,7,3,13,11,3,3,18,6,8,0,1498547.3,0
1,36,1,0,0.1,0.1,0.2,0.3,0,0.1,0.2,0,0,0,20202.1,1
1,66,24,0,1,2,2,5,1,2,7,1,3,0,446064.5,0
1,67,40,3,0,2,6,4,0,10,12,1,2,0,909693.9,0
1,68,22,0,1.5,2.5,1.5,4,0,4.5,4.5,0,3,0.5,412282.7,1
