x,y,0_15,0_5,100_,15_20,20_25,25_30,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,m,pop
0,3,0,3,0,0,0,0,3,3,3,3,0,3,3,3,3,6,0,0,0,0,0,9,18,27
0,4,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,0,3,0,0,0,0,14,15,29
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3
0,6,3,3,0,3,3,0,3,0,0,7,3,4,0,5,0,0,0,0,0,0,0,18,15,33
0,10,4,6,0,4,3,6,5,3,3,7,3,12,3,8,3,3,0,0,0,0,0,31,38,69
0,11,3,3,0,0,0,0,0,3,4,0,0,3,0,0,3,4,0,0,0,0,0,10,11,21
0,12,38,26,0,21,6,18,20,15,26,24,16,17,24,17,18,31,13,7,3,3,0,155,185,340
0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,8
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3
0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,8
0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,5,4,9
0,18,8,4,0,11,5,3,5,7,8,8,6,7,3,9,7,6,6,4,0,0,3,55,54,109
0,19,4,3,0,5,3,0,3,3,3,5,8,5,0,3,0,7,7,0,0,0,0,23,31,54
0,20,3,7,0,3,0,6,8,3,3,6,3,4,6,9,8,4,3,4,0,0,0,38,41,79
0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,12
0,22,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,6
0,23,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,0,3,0,0,0,0,3,0,0,3,3,0,3,5,0,3,0,0,0,3,0,10,12,22
0,26,3,4,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,8,9,17
0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
0,28,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
0,29,0,3,0,3,0,3,0,0,3,0,6,8,3,6,4,8,3,5,0,0,0,26,32,58
0,31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0,35,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,3,0,0,8,8,16
0,36,3,5,0,3,10,4,4,3,3,5,5,5,3,4,6,5,4,0,0,0,0,33,37,70
0,37,8,9,0,4,7,9,7,8,7,11,12,8,11,7,12,10,9,5,0,0,0,65,79,144
0,38,3,3,0,3,0,0,4,0,0,3,5,3,0,4,0,3,0,0,0,0,0,13,19,32
0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
0,55,3,3,0,3,0,3,3,3,4,3,0,4,4,7,4,0,0,0,0,0,0,21,21,42
0,56,5,5,0,3,0,3,3,7,5,0,4,3,5,6,6,3,0,0,0,0,0,28,30,58
0,57,20,17,0,19,8,5,7,15,23,15,20,20,22,13,21,15,12,13,0,0,0,133,135,268
0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
