x,y,0_15,0_5,100_,15_20,20_25,30_35,35_40,40_45,45_50,50_55,55_60,5_10,60_65,65_70,70_75,75_80,80_85,85_90,90_95,95_100,f,ld25_30,m,pop
0,1,0,0,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,3,0,0,6,0,5,11
0,8,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,6,0,4,10
0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,0,7,10
0,10,0,3,0,0,0,3,0,3,0,0,0,3,0,3,3,3,0,0,3,0,9,3,7,16
0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
0,21,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,6,0,8,14
0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,6
0,37,0,0,0,0,0,3,0,3,3,0,7,3,4,3,3,0,0,3,0,0,13,0,15,28
0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,3,4,8
0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6
0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,0,0,0,0,0,7,0,7,14
0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,78,3,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,7,13
0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,84,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7
0,86,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,6
0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
