x,y,dlt,tcd
0,26,,222
0,27,,2
0,28,,217
0,29,,108
0,30,,74
0,44,,178
0,45,,163
0,46,,249
0,53,,191
0,54,,55
0,55,,2
0,58,,11
0,59,,55
0,60,,4
0,63,,1
0,64,,91
0,65,,24
0,66,,20
0,67,,65
0,68,,88
0,69,,245
0,87,,170
0,89,,8
0,90,,4
0,98,,116
1,26,,245
1,27,,101
1,28,,100
1,29,,195
1,30,,80
1,31,,249
1,44,,158
1,45,,18
1,46,,239
1,49,,242
1,50,,245
1,53,,236
1,54,,226
1,55,,129
1,56,,6
1,58,,3
1,59,,22
1,60,,5
1,61,,36
1,62,,4
1,63,,1
1,64,,135
1,65,,63
1,67,,59
1,69,,170
1,70,,74
1,71,,239
1,87,,170
1,89,,8
1,90,,32
1,92,,46
1,93,,23
1,98,,34
1,99,,210
2,28,,38
2,31,,166
2,48,,214
2,49,,39
2,50,,115
2,56,,78
2,60,,9
2,61,,17
2,65,,81
2,66,,60
2,67,,163
2,68,,59
2,69,,12
2,71,,85
2,87,,99
2,89,,13
2,90,,39
2,93,,13
2,94,,1
2,96,,41
2,97,,99
2,99,,45
3,28,,38
3,30,,11
3,31,,179
3,44,,230
3,48,,136
3,49,,19
3,50,,226
3,56,,78
3,60,,11
3,61,,23
3,65,,183
3,66,,118
3,67,,139
3,68,,28
3,69,,6
3,71,,85
3,87,,6
3,88,,36
3,89,,186
3,90,,42
3,91,,19
3,93,,6
3,94,,12
3,95,,16
3,96,,222
3,97,,250
3,98,,127
3,99,,77
4,28,,38
4,30,,74
4,44,,175
4,47,,168
4,49,,24
4,56,,78
4,62,,9
4,63,,11
4,64,,15
4,65,,90
4,69,,16
4,71,,169
4,87,,133
4,88,,217
4,89,,149
4,95,,4
4,96,,206
4,97,,137
5,27,,226
5,28,,29
5,30,,74
5,43,,146
5,44,,184
5,45,,221
5,46,,148
5,47,,11
5,49,,3
5,50,,33
5,51,,165
5,52,,227
5,54,,219
5,55,,142
5,56,,10
5,60,,23
5,62,,2
5,63,,3
5,64,,4
5,65,,7
5,66,,23
5,68,,17
5,69,,8
5,71,,32
5,72,,149
5,87,,197
5,88,,83
5,89,,19
5,95,,1
5,96,,20
5,97,,3
5,98,,134
5,99,,178
5,100,,120
5,101,,249
6,27,,130
6,30,,74
6,34,,187
6,35,,130
6,43,,130
6,44,,54
6,45,,109
6,51,,6
6,52,,72
6,53,,104
6,54,,40
6,57,1,
6,60,,31
6,70,,32
6,71,,16
6,72,,19
6,73,,167
6,87,,6
6,90,,7
6,91,,46
6,92,,5
6,98,,47
6,99,,19
6,101,,228
7,26,,204
7,27,,130
7,30,,156
7,31,,176
7,33,,182
7,34,,7
7,35,,30
7,36,,218
7,43,,169
7,44,,14
7,45,,5
7,46,,54
7,47,,8
7,51,,1
7,52,,1
7,58,,16
7,60,,3
7,70,,37
7,71,,3
7,72,,1
7,73,,106
7,86,,206
7,87,,4
7,88,,34
7,89,,46
7,90,,31
7,91,,14
7,92,,38
7,93,,19
7,94,,2
7,97,,2
7,98,,12
