x,y,dlt,tcd
37,126,,200
37,127,,234
38,125,,169
38,126,,7
38,127,,69
39,125,,248
39,126,,17
39,127,,2
40,126,,24
40,127,,1
41,126,,181
42,126,,237
42,127,,86
43,127,,253
44,127,,253
45,127,,253
46,127,,253
48,127,,254
49,127,,253
50,126,,223
50,127,,143
51,126,,240
51,127,,96
52,127,,253
56,127,,253
57,127,,254
58,126,,247
58,127,,121
59,126,,216
59,127,,43
60,127,,90
61,127,,182
78,127,,209
79,127,,193
80,127,,254
81,127,,253
82,127,,253
83,127,,253
93,127,,253
94,127,,253
95,127,,149
96,127,,90
97,127,,207
109,127,,253
