x,y,dlt,tcd
0,0,1,8
0,4,1,5
0,5,1,8
0,6,1,32
0,7,1,55
0,8,1,51
0,9,1,53
0,10,1,53
0,11,1,51
0,12,1,35
0,13,1,16
0,14,1,24
0,15,1,22
0,16,1,35
0,17,1,34
0,18,,18
0,19,1,23
0,20,,32
0,21,1,8
0,22,1,23
0,23,,11
0,24,,17
0,29,,9
0,30,,2
0,31,1,15
0,32,1,17
0,37,,2
0,38,,9
0,39,,1
0,41,,3
0,42,1,14
0,43,,6
0,44,,2
0,45,,17
0,46,,10
0,47,1,12
0,48,1,25
0,49,,5
0,50,1,13
0,51,1,23
0,52,1,12
0,53,1,12
0,54,1,25
0,55,1,40
0,56,1,28
0,57,1,25
0,58,1,15
0,59,1,23
0,60,1,24
0,61,1,25
0,62,1,30
0,63,1,29
0,64,1,9
0,65,,10
0,66,,4
0,67,,21
0,68,,8
0,69,,3
0,73,,5
0,76,1,10
0,77,,19
0,78,1,3
0,79,,19
0,80,,7
0,81,1,6
0,82,1,3
0,83,,16
0,84,,4
0,86,,12
0,87,,7
0,88,,7
0,89,,6
0,90,,2
0,91,,29
0,92,,6
0,93,,3
0,94,,1
0,96,,9
0,101,,2
0,102,,4
0,103,,4
0,104,1,5
0,106,,13
0,107,1,17
0,108,,8
0,111,,14
0,112,,1
0,113,1,17
0,114,2,14
0,117,1,5
0,118,1,44
0,119,,21
0,122,,3
0,123,,13
0,124,,44
0,125,,45
0,126,,21
0,127,,31
1,0,,15
1,2,,7
1,4,,2
1,5,,15
1,6,1,22
1,7,1,45
1,8,1,73
1,9,2,48
1,10,1,47
1,11,,36
1,12,1,33
1,13,1,31
1,14,1,35
1,15,1,19
1,16,1,31
1,17,1,34
1,18,1,38
1,19,1,45
1,20,1,39
1,21,1,20
1,22,,17
1,23,,16
1,24,,3
1,25,,20
1,26,,1
1,27,,7
1,28,,10
1,29,1,35
1,30,1,16
1,31,,4
1,32,,8
1,33,,5
1,38,,4
1,39,,1
1,41,,2
1,42,1,5
1,43,,10
1,44,,9
1,45,,21
1,46,,11
1,47,1,22
1,48,,14
1,49,,2
1,50,1,13
1,51,1,19
1,52,1,13
1,53,1,9
1,54,1,20
1,55,1,32
1,56,1,25
1,57,,13
1,58,,7
1,59,1,26
1,60,1,38
1,61,1,13
1,62,1,21
1,63,1,28
1,64,1,17
1,65,,3
1,66,,10
1,67,,13
1,68,,13
1,71,,4
1,72,,5
1,73,,2
1,76,,1
1,77,,7
1,78,,13
1,80,,2
1,81,,2
1,82,1,15
1,83,,16
1,84,,15
1,85,,3
1,86,,11
1,87,,7
1,88,,6
1,89,,13
1,90,,16
1,91,,3
1,92,,7
1,93,,5
1,94,,29
1,95,,16
1,96,,29
1,97,,8
1,101,,8
1,102,,14
1,104,1,
1,105,,5
1,106,,2
1,107,,3
1,108,,4
1,114,,6
1,115,,3
1,116,,21
1,117,,14
1,118,,28
1,119,,3
1,120,,9
1,122,,3
1,124,,14
1,125,,47
1,126,,21
1,127,2,39
2,0,,10
2,1,,1
2,2,1,12
2,5,,37
2,6,,60
2,7,2,43
2,8,1,70
2,9,1,59
2,10,1,47
2,11,,8
2,12,1,28
2,13,1,29
2,14,1,26
2,15,1,38
2,16,1,37
2,17,1,37
2,18,1,30
2,19,1,29
2,20,1,27
2,21,1,6
2,22,,16
2,23,,11
2,25,,16
2,27,1,
2,28,,3
2,30,1,10
2,31,,5
2,32,,4
2,33,1,17
2,34,,5
2,35,1,7
2,38,1,15
2,39,1,10
2,40,,9
2,41,,5
2,42,1,13
2,43,,20
2,44,1,30
2,45,,24
2,46,,29
2,47,,27
2,48,1,34
2,49,,12
2,50,1,30
2,51,1,17
2,52,,16
2,53,1,17
2,54,,29
2,55,1,5
2,56,1,27
2,57,1,29
2,58,1,17
2,59,1,33
2,60,1,30
2,61,,6
2,62,,13
2,63,1,19
2,64,,6
2,66,,5
2,67,,3
2,69,,2
2,70,1,6
2,71,,9
2,73,1,
2,75,,5
2,76,,7
2,78,,4
2,79,,7
2,81,,6
2,82,,3
2,83,,16
2,84,,14
2,85,1,2
2,86,1,28
2,87,1,11
2,88,,9
2,89,,5
2,92,1,37
2,93,,14
2,94,,8
2,95,,7
2,96,,10
2,101,,12
2,102,1,6
2,103,,1
2,105,,13
2,108,,11
2,109,,9
2,110,,2
2,111,1,4
2,114,,12
2,115,,24
2,116,,13
2,117,,6
2,118,,36
2,119,,8
2,120,,42
2,121,,7
2,122,,16
2,123,1,29
2,124,1,12
2,125,,28
2,126,,9
2,127,,13
3,0,,2
3,1,,3
3,2,1,22
3,3,1,3
3,4,1,7
3,5,1,20
3,6,2,58
3,7,2,53
3,8,1,61
3,9,1,51
3,10,1,49
3,11,1,34
3,12,1,39
3,13,1,42
3,14,1,30
3,15,,4
3,16,1,39
3,17,1,26
3,18,1,29
3,19,1,17
3,20,,35
3,21,,18
3,22,,21
3,23,,1
3,24,,6
3,25,,18
3,26,,9
3,27,,16
3,28,,3
3,30,,2
3,31,1,16
3,32,1,11
3,33,1,24
3,34,1,24
3,35,1,10
3,36,1,8
3,37,,8
3,38,1,30
3,39,1,22
3,40,1,23
3,41,1,7
3,42,1,27
3,43,1,34
3,44,1,22
3,45,1,22
3,46,1,31
3,47,1,32
3,48,1,18
3,49,1,26
3,50,1,45
3,51,1,21
3,52,1,12
3,53,,8
3,54,,25
3,55,1,15
3,56,1,8
3,57,1,13
3,58,1,25
3,59,1,10
3,60,,6
3,61,,9
3,62,1,9
3,63,1,25
3,64,1,19
3,65,,20
3,69,,3
3,70,1,8
3,71,,3
3,72,,2
3,74,,2
3,75,,2
3,76,,6
3,78,,1
3,79,,2
3,81,,1
3,82,,1
3,83,,1
3,84,1,8
3,85,1,24
3,86,1,20
3,87,,5
3,89,1,1
3,90,,19
3,91,,33
3,92,,5
3,94,,1
3,95,,17
3,96,,20
3,97,,54
3,98,,17
3,99,,4
3,100,,9
3,101,,7
3,102,,24
3,103,,6
3,104,,8
3,105,,2
3,106,1,18
3,107,1,12
3,108,,9
3,109,,11
3,110,,32
3,111,,12
3,112,,14
3,114,,3
3,115,,27
3,116,,5
3,117,,8
3,118,,2
3,119,,4
3,120,,9
3,121,,26
3,122,1,26
3,123,1,23
3,124,,7
3,125,,3
3,126,,18
3,127,,34
4,0,,15
4,1,,8
4,2,,17
4,3,,2
4,4,1,20
4,5,1,30
4,6,2,41
4,7,2,50
4,8,1,50
4,9,2,22
4,10,1,40
4,11,1,32
4,12,1,39
4,13,1,37
4,14,1,32
4,15,1,
4,16,1,31
4,17,1,42
4,18,1,33
4,19,1,11
4,20,1,12
4,21,,13
4,22,,16
4,23,,1
4,24,,18
4,25,1,15
4,26,,18
4,30,1,13
4,31,1,29
4,32,1,25
4,33,1,26
4,34,1,19
4,35,1,22
4,36,1,13
4,37,,2
4,38,,8
4,39,1,14
4,40,1,27
4,41,1,15
4,42,1,12
4,43,1,22
4,44,1,24
4,45,1,35
4,46,1,32
4,47,1,21
4,48,1,20
4,49,1,32
4,50,1,36
4,51,,32
4,52,1,11
4,54,,10
4,55,1,1
4,56,,4
4,57,,4
4,58,,8
4,59,,13
4,60,1,8
4,61,1,8
4,62,1,16
4,63,1,19
4,64,1,24
4,65,,11
4,68,,2
4,69,,2
4,70,,4
4,71,,5
4,72,1,3
4,73,,10
