x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,18,2,0.1,0.1,0.1,0.1,0.6,0.1,0.2,0.4,0.1,0.2,0,46370.9,1
0,19,5,0.2,0.3,0.4,0.4,1.5,0.2,0.5,0.9,0.2,0.4,0,115927.3,1
0,21,4,0.1,0.3,0.3,0.3,1.2,0.2,0.4,0.7,0.2,0.3,0,92741.8,1
0,24,6,0.2,0.4,0.4,0.5,1.8,0.2,0.7,1.1,0.2,0.5,0,139112.7,1
0,36,6,0.6,0,0.2,1.1,1,0.2,1.7,1.2,0,0,0,125628.3,1
0,45,2,0.2,0,0.1,0.4,0.3,0,0.6,0.4,0,0,0,41876.1,1
0,59,8,0.6,0.6,0.4,2.3,0.6,0.8,0.8,0.9,0.6,0.4,0,177875,1
0,63,5,0.3,0.7,0,0.9,1.1,0.3,1,0.1,0.3,0.3,0,114228.8,1
0,77,4,0.1,0.6,0.2,0.6,0.7,0.2,0.2,0.4,0.5,0.5,0,63209,1
0,81,1,0,0,0,0.2,0.2,0,0.1,0.3,0.1,0.1,0,20691.8,1
0,84,1,0,0,0,0.2,0.2,0,0.1,0.3,0.1,0.1,0,20691.8,1
0,90,6,0.4,0.4,0.7,1.5,0.8,0.1,0.9,0.5,0.5,0.2,0,107883.9,1
0,95,7.5,0.4,0.4,0.9,1.9,1,0.1,1.2,0.6,0.7,0.3,0,134854.8,1
0,125,1,0,0.1,0.1,0.2,0.2,0,0.1,0.1,0.1,0.1,0,19013.4,1
1,6,1,0.1,0,0.1,0.2,0.2,0,0.1,0.1,0.1,0.1,0,18456.9,1
1,12,2,0.2,0.1,0.1,0.3,0.4,0,0.2,0.2,0.2,0.3,0,36913.8,1
1,24,7,0.2,0.5,0.5,0.5,2.1,0.3,0.8,1.3,0.3,0.5,0,162298.2,1
1,35,8,0.3,0.9,0.5,1.4,2.3,0.4,0.2,0.5,1,0.5,0,186608,1
1,36,4,0.4,0,0.1,0.8,0.6,0.1,1.2,0.8,0,0,0,83752.2,1
1,42,3,0.3,0,0.1,0.6,0.5,0.1,0.8,0.6,0,0,0,62814.2,1
1,46,1,0,0.1,0,0.2,0.2,0,0.2,0.1,0.1,0.1,0,25220,1
1,59,5,0.4,0.4,0.2,1.4,0.4,0.5,0.5,0.6,0.4,0.2,0,111171.9,1
1,63,3,0.1,0.4,0,0.6,0.6,0.2,0.6,0.1,0.2,0.2,0,68537.3,1
1,68,6,0.3,0.7,0.2,1.1,1.1,0.2,1,0.3,0.3,0.8,0,138837,1
1,69,2,0.1,0.2,0.1,0.4,0.4,0,0.3,0.1,0.1,0.3,0,46279,1
1,70,8,0.4,0.9,0.3,1.5,1.5,0.2,1.3,0.4,0.4,1.1,0,185116,1
1,81,2,0,0.1,0.1,0.4,0.3,0.1,0.1,0.6,0.2,0.1,0,41383.5,1
1,82,14,0.2,0.6,0.6,2.5,2.3,0.4,1,4,1.3,1.1,0,289684.5,1
1,83,4,0.1,0.2,0.2,0.7,0.6,0.1,0.3,1.1,0.4,0.3,0,82767,1
1,85,1,0,0,0,0.2,0.2,0,0.1,0.3,0.1,0.1,0,20691.8,1
1,86,5,0.3,0.3,0.6,1.2,0.7,0.1,0.8,0.4,0.4,0.2,0,89903.2,1
1,91,5,0.3,0.3,0.6,1.2,0.7,0.1,0.8,0.4,0.4,0.2,0,89903.2,1
1,92,4,0.2,0.2,0.5,1,0.5,0.1,0.6,0.3,0.4,0.2,0,71922.6,1
1,125,4,0.2,0.3,0.3,0.8,0.7,0.2,0.5,0.5,0.3,0.2,0,76053.5,1
1,127,3,0.2,0.3,0.2,0.5,0.9,0.1,0.1,0,0.3,0.3,0.1,61011.8,1
2,1,2,0.1,0.2,0.1,0.3,0.4,0.1,0.3,0.2,0.2,0.1,0,40512.3,1
