x,y,dlt,tcd
0,0,,34
0,1,,3
0,2,1,63
0,3,2,81
0,4,2,83
0,5,1,33
0,6,,21
0,7,2,87
0,8,2,30
0,9,2,78
0,10,,56
0,11,,40
0,12,,29
0,13,,24
0,14,2,87
0,15,2,94
0,16,2,90
0,17,2,91
0,18,2,93
0,19,,40
0,20,,21
0,21,,41
0,22,1,85
0,23,1,87
0,24,2,84
0,25,1,35
0,26,1,65
0,27,,25
0,32,1,89
0,33,1,82
0,34,1,68
0,35,1,81
0,36,,36
0,37,,66
0,38,1,35
0,39,,25
0,40,1,1
0,41,1,47
0,42,1,75
0,43,1,64
0,44,,54
0,46,,7
0,47,,63
0,48,1,89
0,49,1,82
0,51,,35
0,52,,14
0,53,,20
0,54,,37
0,55,,14
0,56,,16
0,57,,20
0,58,,35
0,59,,17
0,60,,55
0,61,,28
0,62,1,65
0,63,1,45
0,64,2,71
0,65,,16
0,66,,16
0,67,,50
0,68,,59
0,69,2,80
0,70,,30
0,71,2,61
0,72,1,71
0,75,,36
0,76,2,61
0,77,2,87
0,78,2,87
0,79,,33
0,80,,30
0,81,,59
0,82,,26
0,83,,62
0,84,,54
0,85,1,43
0,86,,78
0,87,,36
0,88,2,39
0,89,,42
0,90,1,76
0,91,2,61
0,92,2,62
0,93,1,75
0,94,1,82
0,95,1,89
0,96,1,83
0,97,,30
0,98,1,58
0,99,1,24
0,100,,41
0,101,1,32
0,102,,22
0,103,,12
0,104,2,65
0,105,2,37
0,106,2,77
0,107,2,88
0,108,2,88
0,109,2,87
0,110,1,74
0,111,2,76
0,112,1,74
0,113,1,47
0,114,,18
0,116,,28
0,117,,7
0,120,,1
0,121,,20
0,123,,14
0,124,,5
1,0,,13
1,1,,50
1,2,1,39
1,3,2,60
1,4,2,25
1,5,1,54
1,6,1,49
1,7,,41
1,8,2,32
1,9,2,31
1,10,,33
1,11,,6
1,12,,10
1,13,,20
1,14,,16
1,15,2,59
1,16,2,77
1,17,2,75
1,18,2,82
1,19,,74
1,20,,16
1,21,2,61
1,22,,51
1,23,1,77
1,24,1,82
1,25,1,68
1,26,1,28
1,29,1,
1,30,,26
1,31,,32
1,32,,51
1,33,1,21
1,34,1,37
1,35,,71
1,36,,13
1,37,,23
1,38,1,20
1,39,,30
1,40,1,29
1,41,1,71
1,42,,77
1,43,1,82
1,44,1,67
1,46,,3
1,47,,15
1,48,,25
1,49,1,69
1,50,,72
1,51,1,35
1,52,,69
1,53,,62
1,54,,33
1,55,1,70
1,56,,60
1,57,1,7
1,58,,10
1,59,,8
1,60,,25
1,61,,5
1,62,,19
1,63,,35
1,64,,12
1,65,,1
1,66,,26
1,67,,51
1,68,,49
1,69,2,78
1,70,2,76
1,71,2,72
1,72,2,71
1,73,,37
1,74,,7
1,75,,45
1,76,,7
1,77,,17
1,78,,17
1,79,,6
1,80,,30
1,81,1,68
1,82,,11
1,83,,26
1,84,2,55
1,85,2,74
1,86,,24
1,87,,40
1,88,2,22
1,89,,47
1,90,,25
1,91,,54
1,92,2,38
1,93,1,86
1,94,1,76
1,95,1,41
1,96,1,75
1,97,,39
1,98,1,84
1,99,1,50
1,100,,7
1,101,,10
1,102,,38
1,103,,29
1,104,1,34
1,105,2,89
1,106,2,83
1,107,2,68
1,108,2,89
1,109,2,90
1,110,1,77
1,111,2,77
1,112,2,81
1,113,1,73
1,114,,20
1,115,,2
2,0,,39
2,1,1,72
2,2,1,80
2,3,1,16
2,4,,45
2,5,2,93
2,6,2,60
2,7,,45
2,8,2,48
2,9,1,76
2,10,,51
2,11,,21
2,12,,8
2,13,,41
2,14,1,44
2,15,2,69
2,16,,19
2,17,,3
2,18,,42
2,19,1,65
2,20,,58
2,21,,41
2,22,,41
2,23,,55
2,24,1,88
2,25,1,56
2,26,2,73
2,28,,25
2,29,,38
2,30,,8
2,31,,7
2,32,,16
2,33,,19
2,34,,16
2,35,,46
2,36,1,59
2,37,1,40
2,38,1,66
2,39,1,46
2,40,,62
2,42,,22
2,43,1,52
2,44,1,71
2,47,,28
2,48,1,57
2,49,1,88
2,50,2,89
2,51,2,82
2,52,1,65
2,53,,34
2,55,,51
2,56,1,85
2,57,,65
2,58,,11
2,59,2,21
2,60,2,81
2,61,1,37
2,62,,28
2,65,,5
2,66,,42
2,67,,6
2,68,1,64
2,69,1,85
2,70,1,85
2,71,,47
2,72,,29
2,73,2,63
2,74,,38
2,75,,31
2,76,,31
2,80,,13
2,81,1,60
2,82,1,60
2,83,,38
2,84,,36
2,85,2,51
2,86,2,38
2,87,,7
2,88,2,37
2,89,1,81
2,90,,25
2,91,,21
2,92,,69
2,93,,90
2,94,2,45
2,95,2,62
2,96,1,43
2,97,1,74
2,98,1,84
2,99,1,54
2,100,2,62
2,101,1,15
2,102,,31
2,103,,66
2,104,1,47
2,105,1,73
2,106,1,40
2,107,,21
2,108,,80
2,109,2,85
2,110,1,89
2,111,2,84
2,112,2,73
2,113,1,83
2,114,,76
2,115,,14
3,0,,58
3,1,1,76
3,2,1,81
3,3,1,71
3,4,1,78
3,5,1,87
3,6,2,90
3,7,2,80
3,8,,30
3,9,,56
3,10,,30
3,11,2,48
3,12,2,79
3,13,2,82
3,14,1,68
3,15,,66
3,16,,46
3,17,,5
3,19,1,64
3,20,,45
3,21,,37
3,23,,38
3,24,,17
3,25,,12
3,26,1,71
3,27,1,62
3,28,1,21
3,29,,19
3,30,,15
3,31,,43
3,32,,5
3,35,,39
3,36,2,58
3,37,1,67
3,38,1,76
3,39,1,86
3,40,1,82
3,41,,9
3,43,1,27
3,44,1,23
3,45,,15
3,47,,20
3,48,1,41
3,49,1,83
3,50,2,89
3,51,2,79
3,52,,43
3,53,,17
