x,y,dlt,tcd
0,2,,14
0,3,,6
0,4,1,
0,5,,34
0,6,,19
0,7,1,31
0,8,,11
0,9,,11
0,10,,24
0,11,1,17
0,12,,12
0,13,,15
0,14,,18
0,17,,45
0,21,,30
0,22,,28
0,23,,1
0,24,,21
0,25,,23
0,26,,30
0,40,,18
0,42,,6
0,43,,22
0,47,,2
0,58,,34
1,1,,4
1,2,,27
1,3,,2
1,4,1,14
1,5,,23
1,6,,17
1,7,,61
1,8,,20
1,9,,25
1,10,,11
1,11,,8
1,12,,6
1,13,,7
1,17,,12
1,18,,7
1,21,,26
1,30,,13
1,31,,15
1,32,,19
1,33,,13
1,37,,27
1,40,,9
1,48,,95
2,1,,4
2,2,,23
2,3,,14
2,4,1,62
2,5,,5
2,7,,62
2,8,,36
2,17,,3
2,18,,38
2,19,,13
2,20,,16
2,21,,23
2,22,,22
2,23,,1
2,48,,46
3,0,,11
3,1,,14
3,3,,14
3,4,1,24
3,5,,2
3,7,,10
3,8,,3
3,14,,28
3,15,,20
3,18,,4
3,19,,3
3,20,,4
3,21,,25
3,22,,5
3,23,,7
3,24,,6
3,63,,68
3,64,,12
3,65,,52
4,0,,19
4,1,2,58
4,2,,25
4,3,,22
4,4,1,32
4,5,,15
4,6,,18
4,14,,58
4,15,,10
4,19,,8
4,20,,23
4,23,,11
4,24,,10
4,33,,28
4,34,,40
4,35,,8
4,40,,2
4,41,,22
4,42,,7
4,43,,27
4,62,,83
4,65,,24
5,0,,23
5,1,1,37
5,2,,16
5,5,,1
5,6,,1
5,10,,3
5,11,,13
5,14,,23
5,15,,25
5,16,,8
5,17,,6
5,19,,1
5,20,,2
5,21,,12
5,22,,19
5,28,,23
5,29,,19
5,30,,28
5,33,,2
5,34,,3
5,35,,1
5,41,,2
5,42,,1
5,43,,2
5,49,,31
5,62,,2
5,64,,9
5,65,,23
6,0,,3
6,1,,3
6,2,,14
6,10,,3
6,11,,14
6,14,,24
6,15,,29
6,16,,8
6,17,,6
6,18,,1
6,28,,14
6,31,,2
6,42,,5
6,43,,20
6,44,,5
6,45,,10
6,49,,24
6,61,,72
6,62,,32
6,63,,3
6,64,,42
6,65,,7
7,0,,45
7,1,,8
7,8,,21
7,17,,6
7,18,1,35
7,31,,27
7,44,,18
7,45,,7
7,49,,24
7,60,,23
7,61,,19
7,62,,2
7,63,,32
7,64,,15
7,65,,11
8,0,,4
8,8,,13
8,13,,32
8,14,,6
8,15,,3
8,17,,1
8,18,,9
8,34,,18
8,35,,7
8,44,,11
8,45,,5
8,49,,24
8,60,,19
8,62,,19
8,65,,28
9,0,,19
9,13,,19
9,14,,13
9,15,,12
9,16,,13
9,17,,10
9,28,,8
9,29,,34
9,30,,2
9,35,,18
9,44,,22
9,49,,24
9,60,,85
9,61,,70
9,63,,42
10,8,,7
10,11,,19
10,12,,6
10,13,,7
10,14,,17
10,15,,43
10,16,,5
10,17,,3
10,19,,27
10,28,,3
10,29,,12
10,30,,1
10,33,,9
10,34,,8
10,35,,10
10,38,,29
10,39,,1
10,44,,8
10,49,,56
10,60,,74
11,8,,15
11,14,,28
11,19,,7
11,20,,21
11,21,,22
11,33,,20
11,34,,18
11,35,,7
12,1,,32
12,4,,18
12,5,,4
12,8,,1
12,9,,12
12,13,,35
12,14,,37
12,16,,16
12,19,,1
12,20,,3
12,21,,3
12,23,,16
12,28,,38
12,35,,10
12,37,,9
12,38,,13
12,48,,61
12,65,,7
13,2,1,
13,3,,22
13,8,,1
13,9,,16
13,10,,5
13,11,,19
13,16,,21
13,18,,28
13,19,,35
13,23,,21
13,35,,14
13,49,,83
14,4,,24
14,5,,9
14,6,,7
14,8,,28
14,9,,14
14,10,,8
14,12,,19
14,17,,17
14,24,,2
14,25,,27
14,26,,7
14,27,,27
14,32,,7
14,33,,5
14,39,,13
14,40,,1
14,41,,15
14,49,,24
15,2,,2
15,5,,3
15,6,,5
15,7,,25
15,8,,6
15,9,,27
15,10,,14
15,11,,51
15,12,,21
15,15,,30
15,17,,14
15,19,,1
15,20,,3
15,24,,3
15,28,,3
15,32,,6
15,33,,8
15,39,,11
15,40,,1
15,41,,12
15,49,,24
15,68,,72
15,69,,8
15,70,,12
16,0,,11
16,1,,3
16,2,,16
16,8,,36
16,15,,27
16,16,,14
16,17,,14
16,18,,20
16,19,,9
16,20,1,24
16,22,1,
16,23,1,31
16,24,,34
16,27,,21
16,28,,53
16,33,,27
16,49,,24
16,68,,52
17,0,,5
17,1,,6
17,2,,34
17,10,,23
17,11,,4
17,16,,7
17,17,,6
17,18,,9
17,23,,14
17,24,,4
17,27,,10
17,28,,54
17,29,,5
17,32,,17
17,33,,14
17,34,,7
17,37,,31
17,38,,20
17,39,,1
17,44,,9
17,45,,17
17,49,,24
18,10,,3
18,11,,32
18,12,,6
18,28,,30
18,29,,16
18,33,,4
18,34,,21
18,35,,26
18,49,,11
18,69,,65
18,71,,3
19,11,,5
19,12,,16
19,13,,5
19,24,,10
19,25,,7
19,26,,4
19,28,,16
19,29,,21
19,32,,23
19,33,,8
19,35,,6
19,67,,6
19,69,,8
19,71,,7
20,10,,6
20,11,,24
20,12,,24
20,13,,9
20,19,,7
20,20,,20
20,24,,17
20,25,,12
20,26,,7
20,30,,26
20,32,,20
20,68,,71
20,71,,7
20,72,,79
21,5,,29
21,11,,2
21,16,,17
21,19,,1
21,20,,1
21,21,,7
21,22,,12
21,25,,21
21,26,,50
21,30,,2
21,71,,15
21,72,,21
22,10,,43
22,11,,26
22,16,,18
22,21,,8
22,22,,12
22,23,,15
22,24,,14
22,72,,22
23,8,,20
23,10,,17
23,13,1,
23,14,,10
23,15,,12
23,72,,31
24,1,,27
24,6,,7
24,7,,34
24,8,,15
24,10,,10
24,12,,6
24,14,,6
24,15,,43
24,16,,19
24,17,,18
24,18,,46
24,19,,8
24,24,,25
24,28,,6
24,50,,28
24,72,,42
25,2,,18
25,3,,7
25,6,,30
25,7,,1
25,8,,14
25,9,,12
25,10,,7
25,12,,26
25,13,,17
25,14,,2
25,15,,16
25,18,,12
25,19,,5
25,28,,26
25,30,1,
25,37,,11
25,38,,17
25,72,,7
26,0,,28
26,1,,15
26,2,,12
26,3,,3
26,9,,4
26,10,,2
26,13,,6
26,14,,1
26,15,,5
26,18,,4
26,19,,2
26,30,,11
26,37,,4
26,38,,6
26,39,,26
27,0,,19
27,1,,2
27,2,,13
27,3,,31
27,7,,23
27,14,,35
27,16,,17
27,17,,12
27,19,,28
27,27,,21
27,28,,6
27,30,,23
28,0,,8
28,1,,37
28,2,,30
28,3,,9
28,7,,3
28,8,,11
28,14,,5
28,16,,2
28,17,,2
28,19,,4
28,20,,20
28,21,,4
28,27,,3
28,28,,1
28,29,,26
28,30,,3
28,40,,12
28,51,,17
28,72,,22
29,0,1,10
29,1,,7
29,2,,12
29,3,,5
29,5,,9
29,6,1,44
29,7,,1
29,8,,37
29,9,,26
29,15,,32
29,18,1,
29,34,,26
29,35,,11
29,40,,16
29,53,,59
29,56,,9
29,72,,78
30,0,,13
30,1,,29
30,2,,14
30,12,,8
30,13,,15
30,17,,34
30,18,1,18
30,46,,5
30,47,,6
30,50,,7
30,51,,3
30,55,,30
30,72,,78
31,0,,51
31,1,,13
31,2,,11
31,3,,9
31,4,,24
31,12,,1
31,13,,3
31,15,,1
31,16,,36
31,17,,2
31,18,,14
31,35,,1
31,36,,2
31,37,,3
31,45,,1
31,46,,4
31,47,,5
31,55,,31
31,72,,78
32,3,,13
32,4,,36
32,12,,9
32,13,,19
32,35,,10
32,36,,27
32,37,,24
32,38,,23
32,39,,1
32,41,,10
32,42,,6
32,45,,10
32,46,,1
32,55,,85
32,60,,52
32,72,,78
33,3,,2
33,4,,7
33,35,,2
33,36,,5
33,37,,2
33,38,,14
33,41,,5
33,42,,3
33,55,,31
33,59,,26
33,62,,96
33,72,,28
33,73,,84
34,3,,8
34,4,,43
34,5,,34
34,35,,24
34,37,,7
34,38,,11
34,42,,4
34,43,,15
34,55,,41
34,57,,72
34,63,,82
35,3,,11
35,4,,36
35,5,,34
35,8,,2
35,9,,48
35,10,,20
35,11,,27
35,35,,6
35,37,,12
35,42,,1
35,43,,4
35,44,,7
35,49,,26
35,50,,19
35,53,,3
35,54,,5
35,56,,20
35,63,,3
36,9,,27
36,10,,15
36,37,,20
36,42,,21
36,44,,12
36,49,,2
36,50,,15
36,53,,5
36,54,,8
36,64,,38
37,1,,13
37,8,,13
37,9,,1
37,10,,1
37,14,,18
37,15,,42
37,16,,20
37,35,,11
37,36,,15
37,37,,13
37,42,,1
37,48,,22
37,50,,1
37,59,,11
37,60,,3
37,62,,6
37,63,,7
37,64,,16
37,66,,5
37,74,,63
37,75,,36
37,76,,66
38,0,,2
38,1,,14
38,6,,1
38,8,,13
38,9,,1
38,10,,3
38,11,,11
38,15,,21
38,16,,34
38,17,,12
38,35,,12
38,36,,1
38,37,,10
38,42,,27
38,59,,13
38,60,,4
38,62,,6
38,63,,8
38,64,,18
38,67,,95
38,75,,16
38,76,,57
39,0,,34
39,3,,22
39,4,,15
39,5,,11
39,6,,36
39,7,,1
39,8,,1
39,9,1,33
39,10,,10
39,15,,21
39,17,,28
39,35,,6
39,36,,16
39,40,1,23
39,59,,20
39,60,,6
39,62,,9
39,63,,11
39,64,,42
39,68,,82
39,74,,64
39,75,,26
40,3,,13
40,4,,9
40,5,,24
40,6,,11
40,8,,1
40,9,1,12
40,10,1,2
40,15,,12
40,24,,3
40,33,,4
40,34,,23
40,36,,24
40,37,,7
40,38,,25
40,39,,1
40,40,,52
40,41,,29
40,44,,6
40,60,,5
40,63,,1
40,64,,31
40,74,,77
40,75,,21
40,76,,6
41,5,,8
41,6,,12
41,9,,29
41,10,1,16
41,16,,12
41,17,,9
41,24,,14
41,37,,8
41,38,,12
41,42,,2
41,43,,8
41,44,,28
41,60,,23
41,69,,34
42,0,,25
42,3,,39
42,4,,25
42,7,,12
42,8,,4
42,9,,4
42,10,,3
42,12,,28
42,13,,28
42,14,,4
42,16,,21
42,17,,13
42,24,,1
42,25,,7
42,31,,24
42,38,,9
42,42,,1
42,43,,3
42,46,,3
42,47,,4
42,59,,9
42,60,,51
42,61,,30
42,70,,25
42,74,,58
43,0,,32
43,7,,27
43,8,,10
43,9,,20
43,12,,7
43,13,,36
43,14,,3
43,17,,26
43,18,,27
43,24,,1
43,25,,15
43,38,,20
43,39,,1
43,41,,17
43,42,,9
43,44,,10
43,45,,20
43,46,,7
43,47,,8
43,53,,5
43,54,1,7
43,55,,29
43,56,,24
43,59,,21
43,60,,11
43,61,,11
43,63,,1
43,64,,49
43,65,,48
43,74,,58
44,0,,22
44,1,,13
44,9,,3
44,12,,34
44,13,,2
44,14,,11
44,16,,16
44,17,,1
44,18,,4
