x,y,elevation
0,41,4
0,42,16
0,43,23
0,44,24
0,45,32
0,46,42
0,47,50
0,48,43
0,49,47
0,50,46
0,51,45
0,52,51
0,53,54
0,54,53
0,55,49
0,56,17
1,41,8
1,42,23
1,43,30
1,44,35
1,45,49
1,46,53
1,47,56
1,48,55
1,49,58
1,50,58
1,51,59
1,52,58
1,53,58
1,54,57
1,55,50
1,56,2
2,41,10
2,42,28
2,43,44
2,44,59
2,45,79
2,46,79
2,47,72
2,48,73
2,49,70
2,50,69
2,51,71
2,52,63
2,53,59
2,54,55
2,55,38
3,41,7
3,42,26
3,43,46
3,44,75
3,45,107
3,46,105
3,47,95
3,48,93
3,49,82
3,50,76
3,51,77
3,52,71
3,53,63
3,54,51
3,55,16
4,41,6
4,42,19
4,43,33
4,44,63
4,45,99
4,46,107
4,47,112
4,48,108
4,49,94
4,50,93
4,51,86
4,52,73
4,53,63
4,54,37
4,55,5
5,41,7
5,42,17
5,43,30
5,44,61
5,45,82
5,46,99
5,47,113
5,48,107
5,49,102
5,50,101
5,51,95
5,52,59
5,53,34
5,54,7
6,41,7
6,42,18
6,43,35
6,44,64
6,45,82
6,46,105
6,47,121
6,48,124
6,49,118
6,50,93
6,51,58
6,52,15
6,53,2
7,41,6
7,42,25
7,43,47
7,44,75
7,45,90
7,46,111
7,47,118
7,48,112
7,49,89
7,50,38
7,51,7
8,42,10
8,43,43
8,44,78
8,45,83
8,46,79
8,47,50
8,48,15
8,49,2
9,43,1
9,44,11
9,45,7
9,46,1
