x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,1,2,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.6,0.1,0.2,0,41992.5,1
0,11,12,0.6,0.6,0.3,3.2,1.2,0.3,1.7,2.6,0.6,0.9,0,282798.1,1
0,12,4,0.3,0.1,0.4,1.1,1,0,0.6,0.4,0.1,0,0,90675.9,1
0,53,23.5,1.3,3,0,7.3,3.3,0.7,0.7,2.6,2.6,2,0,577414.3,1
0,54,1,0.1,0.1,0,0.3,0.2,0,0,0.1,0.1,0.1,0,24570.8,1
0,59,7,0.4,0.9,0,2.1,1,0.2,0.2,0.8,0.8,0.6,0,171995.7,1
0,63,19,1.7,0.3,0.6,4.6,2.3,0,3.4,3.5,0.3,2.3,0,447441.3,1
0,64,35,1,8,2,6,7,0,4,3,2,2,0,697692.1,0
0,65,6,0.5,0.1,0.2,1.5,0.7,0,1.1,1.1,0.1,0.7,0,141297.3,1
0,88,8,0.5,0.2,0.7,0.8,2.4,0.5,1.2,1.2,0.3,0.2,0,185820.7,1
0,89,18,1.1,0.4,1.5,1.9,5.4,1.1,2.7,2.7,0.8,0.4,0,418096.5,1
0,100,5,0.4,0.5,0.7,1,0.8,0,0.6,0.7,0.2,0.1,0,129617.2,1
0,101,21,1.5,1.9,3,4.1,3.6,0,2.4,3,0.9,0.6,0,544392.3,1
1,0,2,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.6,0.1,0.2,0,41992.5,1
1,10,2,0.1,0.1,0.1,0.5,0.2,0.1,0.3,0.4,0.1,0.1,0,47133,1
1,11,4,0.2,0.2,0.1,1,0.4,0.1,0.6,0.9,0.2,0.3,0,94266,1
1,63,5,0.5,0.1,0.1,1.2,0.6,0,0.9,0.9,0.1,0.6,0,117747.7,1
1,84,3,0.2,0.1,0.3,0.3,0.9,0.2,0.4,0.4,0.1,0.1,0,69682.8,1
1,99,1.5,0.1,0.1,0.2,0.3,0.3,0,0.2,0.2,0.1,0,0,38885.2,1
