x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,8,3,0,0.4,0.2,0.2,0.9,0,0.3,0.6,0.1,0.3,0,69460.2,1
0,9,9,0,1.1,0.7,0.7,2.6,0,0.9,1.9,0.4,0.7,0,208380.5,1
0,10,44,1,6,1,10,10,3,5,2,6,0,0,878032,0
0,11,14,0,1.5,0,0.6,2.4,0,3.7,4.3,0.9,0.6,0,315550,1
0,12,5,0,0.6,0,0.2,0.9,0,1.3,1.5,0.3,0.2,0,112696.4,1
0,13,1,0,0.1,0,0,0.2,0,0.3,0.3,0.1,0,0,22539.3,1
0,37,5,0,0.2,0.2,0.4,0.9,0.2,0.5,1.8,0.5,0.2,0.1,100461.6,1
0,40,5,0,0.2,0.2,0.4,0.9,0.2,0.5,1.8,0.5,0.2,0.1,100461.6,1
0,50,2,0,0.1,0.1,0.1,0.4,0.1,0.2,0.7,0.2,0.1,0,40184.6,1
0,86,2,0,0,0.1,0.3,0.3,0,0.4,0.8,0,0.1,0,51162.7,1
0,93,2,0,0,0.1,0.3,0.3,0,0.4,0.8,0,0.1,0,51162.7,1
0,95,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,102325.4,1
0,113,3,0,0.1,0.2,0.1,0.6,0,1,0.6,0.1,0.3,0,62625.7,1
0,116,4,0.1,0.4,0.3,0.6,0.8,0,0.8,0.6,0.2,0.2,0,78280.9,1
1,5,2,0,0.2,0.2,0.3,0.5,0.1,0.2,0.2,0.2,0.1,0,37605.7,1
1,7,15,0,1.8,1.2,1.2,4.3,0,1.6,3.1,0.6,1.2,0,347300.8,1
1,9,1,0,0.1,0.1,0.1,0.3,0,0.1,0.2,0,0.1,0,23153.4,1
1,10,4,0,0.5,0.3,0.3,1.2,0,0.4,0.8,0.2,0.3,0,92613.5,1
1,11,1,0,0.1,0,0,0.2,0,0.3,0.3,0.1,0,0,22539.3,1
1,20,1,0.1,0.1,0,0.2,0.1,0,0.1,0.2,0.1,0.1,0,17066.9,1
1,39,2,0,0.1,0.1,0.1,0.4,0.1,0.2,0.7,0.2,0.1,0,40184.6,1
1,74,2,0,0.2,0.2,0,0.4,0,0.3,0.5,0.2,0.2,0,35587.1,1
1,75,7,0,0.5,0.7,0.2,1.4,0.2,1,1.8,0.5,0.7,0,124554.8,1
1,89,5,0.1,0.1,0.1,0.7,0.9,0,1,1.9,0.1,0.1,0,127906.7,1
1,90,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,76744,1
1,94,1,0,0,0,0.2,0.2,0,0.2,0.4,0,0,0,25581.3,1
2,1,4,0.1,0.3,0.4,0.6,1,0.1,0.4,0.4,0.4,0.3,0,75211.5,1
2,10,4,0,0.5,0.3,0.3,1.2,0,0.4,0.8,0.2,0.3,0,92613.5,1
2,18,5,0.4,0.6,0.2,0.7,0.6,0.2,0.4,1.1,0.4,0.4,0,85334.5,1
2,19,2,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.5,0.1,0.2,0,34133.8,1
2,38,3,0,0.1,0.1,0.2,0.6,0.1,0.3,1.1,0.3,0.1,0.1,60277,1
2,75,1,0,0.1,0.1,0,0.2,0,0.2,0.2,0.1,0.1,0,17793.5,1
2,79,1,0,0.1,0,0.1,0.1,0,0.2,0.3,0.1,0.1,0,19210.6,1
2,89,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,76744,1
2,90,2,0,0,0.1,0.3,0.3,0,0.4,0.8,0,0.1,0,51162.7,1
2,91,1,0,0,0,0.2,0.2,0,0.2,0.4,0,0,0,25581.3,1
3,28,4,0.1,0.3,0.2,0.4,0.8,0.1,0.9,0.7,0.3,0.2,0,74352.9,1
3,43,3,0,0.1,0.1,0.2,0.6,0.1,0.3,1.1,0.3,0.1,0.1,60277,1
3,75,2,0,0.2,0.2,0,0.4,0,0.3,0.5,0.2,0.2,0,35587.1,1
3,90,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,76744,1
4,9,2,0,0.2,0.1,0.2,0.6,0,0.2,0.4,0.1,0.2,0,46306.8,1
4,15,2,0,0.2,0,0.1,0.4,0,0.5,0.6,0.1,0.1,0,45078.6,1
4,16,2,0.1,0.2,0.1,0.3,0.2,0.1,0.2,0.5,0.1,0.2,0,34133.8,1
4,18,1,0.1,0.1,0,0.2,0.1,0,0.1,0.2,0.1,0.1,0,17066.9,1
4,50,6,0,0.2,0.2,0.5,1.1,0.2,0.7,2.2,0.6,0.2,0.1,120553.9,1
4,76,4,0,0.3,0.1,0.5,0.6,0,0.7,1.1,0.3,0.4,0,76842.4,1
4,86,4,0.1,0.1,0.1,0.6,0.7,0,0.7,1.5,0.1,0.1,0,102325.4,1
4,89,5,0.1,0.1,0.1,0.7,0.9,0,1,1.9,0.1,0.1,0,127906.7,1
4,90,3,0.1,0.1,0.1,0.4,0.5,0,0.5,1.1,0.1,0.1,0,76744,1
4,94,2,0,0,0.1,0.3,0.3,0,0.4,0.8,0,0.1,0,51162.7,1
5,7,2,0,0.2,0.3,0.1,0.4,0,0.2,0.5,0.1,0.2,0,40111.6,1
5,10,1,0,0.1,0.2,0,0.2,0,0.1,0.3,0,0.1,0,20055.8,1
5,35,5,0.1,0.4,0.2,0.6,1,0.1,1.2,0.9,0.3,0.2,0,92941.1,1
5,86,8.5,0,0.6,0.2,0.6,1.9,0.2,1.7,2.4,0,0.9,0,167778.2,1
5,87,4,0,0.3,0.1,0.3,0.9,0.1,0.8,1.1,0,0.4,0,78954.4,1
5,88,5,0,0.4,0.1,0.3,1.1,0.1,1,1.4,0,0.6,0,98693,1
5,89,3,0,0.2,0.1,0.2,0.7,0.1,0.6,0.8,0,0.3,0,59215.8,1
5,103,3,0,0.1,0.2,0.1,0.6,0,1,0.6,0.1,0.3,0,62625.7,1
5,107,1,0,0,0.1,0,0.2,0,0.4,0.2,0,0.1,0,20875.2,1
5,124,3,0.1,0.3,0.2,0.4,0.6,0,0.6,0.5,0.1,0.2,0,58710.7,1
5,125,3,0.1,0.3,0.2,0.4,0.6,0,0.6,0.5,0.1,0.2,0,58710.7,1
6,1,4,0.1,0.3,0.4,0.6,1,0.1,0.4,0.4,0.4,0.3,0,75211.5,1
6,6,1,0,0.1,0.2,0,0.2,0,0.1,0.3,0,0.1,0,20055.8,1
6,23,1,0.1,0.1,0,0.2,0.1,0,0.1,0.2,0.1,0.1,0,17066.9,1
6,83,6,0,0.5,0.1,0.8,0.9,0,1,1.7,0.4,0.6,0,115263.7,1
6,84,23,0.1,1.8,0.3,2.9,3.4,0,3.9,6.6,1.6,2.4,0,441844.1,1
6,85,5.5,0,0.4,0.1,0.7,0.8,0,0.9,1.6,0.4,0.6,0,105658.4,1
6,86,2,0,0.2,0.1,0.1,0.4,0,0.4,0.6,0,0.2,0,39477.2,1
6,87,4,0,0.3,0.1,0.3,0.9,0.1,0.8,1.1,0,0.4,0,78954.4,1
6,88,24,1,1,0,5,2,0,3,7,3,2,0,458601.4,0
6,102,6,0,0.2,0.4,0.3,1.1,0,2.1,1.1,0.1,0.7,0,125251.3,1
6,105,6,0,0.2,0.4,0.3,1.1,0,2.1,1.1,0.1,0.7,0,125251.3,1
6,124,6,0.1,0.6,0.5,0.9,1.2,0,1.3,0.9,0.2,0.3,0,117421.4,1
6,125,3,0.1,0.3,0.2,0.4,0.6,0,0.6,0.5,0.1,0.2,0,58710.7,1
