x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
0,28,1,0.5,0.1,0,0.1,0.1,0.4,0.1,0.2,70.9,1
0,55,1,0.6,0.3,0,0,0,0.6,0.2,0.2,90.8,1
0,114,1,0.5,0.2,0,0,0,0.5,0,0.3,93.7,1
0,123,24,11,2,0,0,2,11,1,8,1121,0
0,124,2,0.7,0.1,0.1,0,0.1,0.7,0.1,0.6,76.5,1
0,125,8,2.9,0.5,0.3,0,0.4,2.9,0.3,2.2,306.2,1
0,126,17,6.2,1.1,0.7,0,0.9,6.2,0.7,4.8,650.6,1
0,127,19,6.9,1.2,0.8,0,1,6.9,0.8,5.3,727.1,1
1,43,4,1.8,0.5,0,0.1,0.3,1.7,0.3,0.6,283.7,1
1,52,1,0.6,0.3,0,0,0,0.6,0.2,0.2,90.8,1
1,53,2,1.3,0.6,0,0,0,1.3,0.4,0.5,181.6,1
1,87,1,0.6,0.3,0,0,0,0.6,0.1,0.3,67.4,1
1,120,2,1,0.5,0.1,0,0,1,0.1,0.7,187.4,1
1,123,8,4,2,0.4,0,0.2,4,0.4,2.6,749.4,1
1,124,6,2.2,0.4,0.3,0,0.3,2.2,0.3,1.7,229.6,1
2,3,1,0.5,0.1,0,0,0,0.5,0.1,0.1,97.6,1
2,31,2,0.9,0.3,0,0.1,0.1,0.8,0.1,0.3,141.9,1
2,42,2,0.9,0.3,0.1,0,0.1,0.9,0.1,0.7,79.5,1
2,44,21,12,5,0,0,1,12,3,5,1132,0
2,60,2,1.3,0.6,0,0,0,1.3,0.4,0.5,181.6,1
2,73,3,1.8,1,0,0,0,1.8,0.2,1,202.3,1
2,104,5,2.5,1.2,0.2,0,0.1,2.5,0.2,1.6,468.4,1
2,122,1,0.5,0.2,0,0,0,0.5,0,0.3,93.7,1
2,123,1,0.5,0.2,0,0,0,0.5,0,0.3,93.7,1
2,126,6,2.5,0.4,0.1,0,0.3,2.5,0,1.8,290.5,1
3,16,2,1,0.2,0,0,0,1,0.2,0.3,195.1,1
3,35,2,1.1,0.3,0,0,0.1,1.1,0,0.9,103.5,1
3,38,8,4.3,1.2,0,0,0.3,4.3,0.2,3.6,414,1
3,44,26,12,7,1,0,0,12,1,6,940,0
3,48,1,0.6,0.3,0,0,0,0.6,0,0.4,67.8,1
3,63,2,1.3,0.6,0,0,0,1.3,0.4,0.5,181.6,1
3,112,1,0.5,0.2,0,0,0,0.5,0,0.3,93.7,1
3,124,2,0.8,0.1,0,0,0.1,0.8,0,0.6,96.8,1
4,38,1,0.5,0.1,0,0,0,0.5,0,0.4,51.7,1
4,40,17,7.7,2.6,0.5,0.2,0.9,7.5,1.2,6.3,676,1
4,41,4,1.8,0.6,0.1,0,0.2,1.8,0.3,1.5,159.1,1
4,42,6,2.7,0.9,0.2,0.1,0.3,2.6,0.4,2.2,238.6,1
4,43,26,11.8,4,0.8,0.3,1.4,11.5,1.8,9.6,1033.9,1
4,44,9,5,2.4,0,0,0.1,5,0.4,3.8,610.3,1
4,45,2,1.1,0.5,0,0,0,1.1,0.1,0.9,135.6,1
4,71,3,1.8,1,0,0,0,1.8,0.2,1,202.3,1
5,33,2,0.9,0.3,0,0.1,0.1,0.8,0.1,0.3,141.9,1
5,37,14,7.4,2.1,0,0,0.6,7.4,0.3,6.3,724.4,1
5,38,23.5,12,5,0,0,1,12,1,8,1026,0
5,39,17.5,8,2.7,0.5,0.2,1,7.8,1.2,6.5,695.9,1
5,40,15,6.8,2.3,0.5,0.2,0.8,6.6,1,5.5,596.5,1
5,41,21,9.6,3.2,0.6,0.3,1.2,9.3,1.4,7.8,835.1,1
5,42,47,22,6,0,0,3,22,4,12,1864,0
5,43,12,5.5,1.8,0.4,0.2,0.7,5.3,0.8,4.4,477.2,1
5,44,4,2.2,1.1,0,0,0.1,2.2,0.2,1.7,271.2,1
5,45,3,1.7,0.8,0,0,0,1.7,0.1,1.3,203.4,1
5,46,5,2.8,1.3,0,0,0.1,2.8,0.2,2.1,339,1
5,47,1,0.6,0.3,0,0,0,0.6,0,0.4,67.8,1
5,121,1,0.5,0.2,0,0,0,0.5,0,0.3,93.7,1
5,124,2,0.8,0.1,0,0,0.1,0.8,0,0.6,96.8,1
6,32,1,0.5,0.1,0,0.1,0.1,0.4,0.1,0.2,70.9,1
6,36,2,1.1,0.3,0,0,0.1,1.1,0,0.9,103.5,1
6,37,20,10.6,3,0,0,0.9,10.6,0.4,8.9,1034.9,1
6,38,23.5,14,8,0,0,2,14,2,11,1278,0
6,39,8,3.6,1.2,0.2,0.1,0.4,3.5,0.5,3,318.1,1
6,40,27,17,9,0,0,1,17,4,14,1609,0
6,41,49,29,16,0,4,3,25,5,15,2532,0
6,42,15,6.8,2.3,0.5,0.2,0.8,6.6,1,5.5,596.5,1
6,43,19,8.7,2.9,0.6,0.3,1.1,8.4,1.3,7,755.6,1
6,44,16,8.9,4.2,0,0,0.2,8.9,0.7,6.8,1084.9,1
6,45,13,7.3,3.4,0,0,0.2,7.3,0.6,5.5,881.5,1
7,8,2,1,0.2,0,0,0,1,0.2,0.3,195.1,1
7,38,4.5,1.9,0.6,0.3,0.2,0.3,1.7,0.3,1.3,202.3,1
7,39,31,18,7,0,0,2,18,1,15,1975,0
7,40,75,38,19,3,11,2,27,8,18,3506,0
7,41,22,15,8,0,1,2,14,3,6,1363,0
7,42,3,1.2,0.2,0.1,0,0,1.2,0.1,1.1,207.4,1
7,43,29,14,3,0,0,0,14,2,10,1215,0
7,44,6,3.4,1.6,0,0,0.1,3.4,0.3,2.6,406.9,1
7,75,2,1.2,0.7,0,0,0,1.2,0.1,0.7,134.9,1
8,25,4,1.8,0.5,0,0.1,0.3,1.7,0.3,0.6,283.7,1
8,34,1,0.4,0.1,0.1,0,0.1,0.4,0.1,0.3,45,1
8,37,4,1.7,0.5,0.2,0.1,0.2,1.6,0.2,1.1,179.8,1
8,38,1,0.4,0.1,0.1,0,0.1,0.4,0.1,0.3,45,1
8,40,14,5.8,0.9,0.3,0,0,5.8,0.6,5.2,967.8,1
8,41,4,1.7,0.3,0.1,0,0,1.7,0.2,1.5,276.5,1
8,43,6,2.5,0.4,0.1,0,0,2.5,0.3,2.2,414.8,1
8,48,2,1.1,0.5,0,0,0,1.1,0.1,0.9,135.6,1
9,28,2,0.9,0.3,0,0.1,0.1,0.8,0.1,0.3,141.9,1
9,36,16,6.9,2.1,0.9,0.6,0.9,6.3,0.9,4.5,719.3,1
9,37,6,2.6,0.8,0.3,0.2,0.3,2.4,0.3,1.7,269.7,1
9,38,18,7.7,2.4,1,0.7,1,7,1,5,809.2,1
9,39,12,5,0.8,0.3,0,0,5,0.5,4.4,829.6,1
9,58,2,1.3,0.6,0,0,0,1.3,0.4,0.5,181.6,1
9,66,1,0.6,0.3,0,0,0,0.6,0.1,0.3,67.4,1
10,24,2,0.9,0.3,0,0.1,0.1,0.8,0.1,0.3,141.9,1
10,36,3,1.3,0.4,0.2,0.1,0.2,1.2,0.2,0.8,134.9,1
10,39,2,0.8,0.1,0,0,0,0.8,0.1,0.7,138.3,1
10,40,5,2.1,0.3,0.1,0,0,2.1,0.2,1.8,345.7,1
10,46,4,2.2,1.1,0,0,0.1,2.2,0.2,1.7,271.2,1
10,48,2,1.1,0.5,0,0,0,1.1,0.1,0.9,135.6,1
10,96,4,1.7,0.5,0,0,0.1,1.7,0.3,1.6,138.3,1
10,97,5,2.2,0.7,0,0,0.2,2.2,0.3,2,172.8,1
10,98,1,0.4,0.1,0,0,0,0.4,0.1,0.4,34.6,1
10,100,2,1.2,0.5,0,0,0,1.2,0.1,0.9,93.2,1
11,7,2,1,0.2,0,0,0,1,0.2,0.3,195.1,1
11,83,1,0.6,0.3,0,0,0,0.6,0.1,0.3,67.4,1
11,94,1,0.4,0.1,0,0,0,0.4,0.1,0.4,34.6,1
11,96,9,3.9,1.2,0,0,0.3,3.9,0.6,3.6,311.1,1
11,97,23,11,3,0,0,1,11,1,8,933,0
11,98,10,4.3,1.3,0,0,0.3,4.3,0.7,4,345.7,1
11,99,11,6.4,2.9,0,0,0,6.4,0.5,4.9,512.4,1
11,100,2,1.2,0.5,0,0,0,1.2,0.1,0.9,93.2,1
11,101,5.5,3.2,1.5,0,0,0,3.2,0.2,2.4,256.2,1
11,102,2,1.2,0.5,0,0,0,1.2,0.1,0.9,93.2,1
11,123,2,1,0.5,0.1,0,0,1,0.1,0.7,187.4,1
12,7,4,1.9,0.4,0,0,0,1.9,0.4,0.6,390.2,1
12,24,4,2.1,0.5,0,0,0.2,2.1,0.2,1,260.2,1
12,31,2,1,0.3,0,0,0.1,1,0.1,0.5,130.1,1
12,41,2,1,0.3,0.1,0,0.1,1,0.3,0.6,108.3,1
12,73,2,1.2,0.7,0,0,0,1.2,0.1,0.7,134.9,1
12,96,20,7.8,2.4,0.7,0,0.3,7.8,1.4,7.5,870.8,1
12,97,39,21,6,0,0,1,21,3,17,1759,0
12,98,41,17,9,4,0,1,17,1,13,1546,0
12,99,40,19,8,1,0,2,19,1,18,1874,0
12,100,17,7.3,2.6,0.4,0,0.6,7.3,0.4,6.5,786.5,1
12,101,3,1.3,0.5,0.1,0,0.1,1.3,0.1,1.1,138.8,1
12,102,2,0.9,0.3,0.1,0,0.1,0.9,0.1,0.8,92.5,1
12,125,6,2.7,0.5,0,0,0.2,2.7,0,2.2,331.6,1
13,40,2,1,0.3,0.1,0,0.1,1,0.3,0.6,108.3,1
13,97,37,13,3,1,0,1,13,1,13,1368,0
13,98,35,14,4,1,0,0,14,1,11,1415,0
13,99,49,25,14,2,1,2,24,4,20,2389,0
13,100,49,19,3,2,0,3,19,1,17,1790,0
13,101,7,3,1.1,0.2,0,0.3,3,0.2,2.7,323.9,1
14,40,8,3.8,1.4,0.3,0,0.3,3.8,1.4,2.4,433.4,1
14,41,9,4.3,1.6,0.4,0,0.4,4.3,1.6,2.7,487.6,1
14,44,1,0.5,0.2,0,0,0,0.5,0.1,0.2,71.2,1
14,59,3,1.5,0.7,0.1,0,0,1.5,0.3,0.7,213.7,1
14,97,10,3.9,1.2,0.3,0,0.2,3.9,0.7,3.7,435.4,1
14,98,19,7.4,2.3,0.6,0,0.3,7.4,1.3,7.1,827.3,1
14,99,13,5.6,2,0.3,0,0.5,5.6,0.3,4.9,601.5,1
14,100,9,3.9,1.4,0.2,0,0.3,3.9,0.2,3.4,416.4,1
14,101,13,5.6,2,0.3,0,0.5,5.6,0.3,4.9,601.5,1
14,102,2,0.9,0.3,0.1,0,0.1,0.9,0.1,0.8,92.5,1
14,108,1,0.5,0.2,0,0,0,0.5,0.1,0.3,68.9,1
15,37,1,0.5,0.1,0,0,0,0.5,0,0.3,65,1
15,42,2,1,0.3,0.1,0,0.1,1,0.3,0.6,108.3,1
15,87,2,0.9,0.2,0,0,0.1,0.9,0.4,0.2,141.1,1
15,98,6,2.3,0.7,0.2,0,0.1,2.3,0.4,2.2,261.3,1
15,99,4,1.7,0.6,0.1,0,0.2,1.7,0.1,1.5,185.1,1
15,101,4,1.7,0.6,0.1,0,0.2,1.7,0.1,1.5,185.1,1
15,111,1.5,0.8,0.4,0,0,0.1,0.8,0.1,0.5,103.4,1
16,33,2,1,0.3,0,0,0.1,1,0.1,0.5,130.1,1
16,34,1,0.5,0.1,0,0,0,0.5,0,0.3,65,1
16,45,1,0.5,0.2,0,0,0,0.5,0.1,0.2,71.2,1
16,85,2,0.9,0.2,0,0,0.1,0.9,0.4,0.2,141.1,1
16,100,4,1.7,0.6,0.1,0,0.2,1.7,0.1,1.5,185.1,1
16,102,1,0.4,0.2,0,0,0,0.4,0,0.4,46.3,1
17,23,1,0.5,0.1,0,0,0,0.5,0.1,0.1,97.6,1
17,91,2,0.9,0.2,0,0,0.1,0.9,0.4,0.2,141.1,1
17,99,2,0.8,0.2,0.1,0,0,0.8,0.1,0.7,87.1,1
17,121,1,0.5,0.2,0,0,0,0.5,0.1,0.3,68.9,1
18,37,4,2.1,0.5,0,0,0.2,2.1,0.2,1,260.2,1
18,40,2,1,0.3,0,0,0.1,1,0.1,0.5,130.1,1
18,92,2,0.9,0.2,0,0,0.1,0.9,0.4,0.2,141.1,1
18,125,2,0.9,0.2,0,0,0.1,0.9,0,0.7,110.5,1
19,0,2,1,0.2,0,0,0,1,0.2,0.3,195.1,1
19,37,2,1,0.3,0,0,0.1,1,0.1,0.5,130.1,1
19,38,1,0.5,0.1,0,0,0,0.5,0,0.3,65,1
19,69,1,0.6,0.3,0,0,0,0.6,0.1,0.3,67.4,1
19,93,3,1.4,0.3,0,0,0.1,1.4,0.6,0.4,211.6,1
