x,y,dlt,tcd
0,0,,21
0,1,,17
0,2,,17
0,3,,21
0,4,,55
0,5,,4
0,8,,23
0,12,,7
0,13,,14
0,14,,8
0,15,,9
0,16,,13
0,17,,14
0,18,,28
0,19,,48
0,20,,14
0,21,,11
0,23,,20
1,0,1,21
1,1,,21
1,2,,6
1,3,,5
1,4,,7
1,5,,3
1,6,,12
1,7,,17
1,8,,17
1,9,,42
1,10,,10
1,11,,29
1,12,,42
1,13,,5
1,14,,3
1,15,,3
1,16,,19
1,17,,14
1,19,,17
1,21,,6
1,22,,3
1,25,,20
2,0,,8
2,1,,20
2,3,,7
2,4,,19
2,5,,7
2,6,,29
2,7,,1
2,10,,3
2,11,,13
2,19,,26
2,21,,6
2,22,,8
3,3,,1
3,4,,3
3,7,,7
3,8,,6
3,18,,8
3,19,,6
3,20,,53
3,21,,9
3,23,,15
3,24,,11
3,25,,78
4,1,,27
4,5,,13
4,6,,39
4,7,,10
4,8,,8
4,10,,5
4,11,,21
4,12,,9
4,13,,17
4,18,,12
4,19,,8
4,20,1,28
4,21,,4
4,23,,51
4,24,,15
4,25,,66
5,1,,1
5,3,,4
5,4,,10
5,6,,25
5,7,,1
5,15,,13
5,17,,2
5,18,,10
5,23,,1
5,24,,14
6,0,,22
6,1,,4
6,3,,3
6,4,,8
6,6,1,2
6,8,,21
6,10,,34
6,13,1,
6,15,,11
6,17,,1
6,18,,8
6,20,,9
6,21,,2
6,23,,17
7,0,,12
7,1,,34
7,4,,9
7,5,,21
7,6,,20
7,7,,13
7,9,,15
7,10,,8
7,14,,18
7,19,,89
8,0,,6
8,2,,21
8,3,,9
8,4,,5
8,5,,18
8,6,,5
8,7,,6
8,8,,30
8,9,,7
8,10,,39
8,14,,9
8,17,,4
9,0,,19
9,3,,22
9,5,,24
9,6,,16
9,7,,24
9,9,1,15
9,10,,30
9,17,,24
10,3,,6
10,5,,4
10,6,,35
10,7,,52
10,8,,14
10,9,,4
10,10,,28
10,11,,6
10,12,,2
10,17,,3
11,2,,24
11,3,,10
11,5,,51
11,6,,62
11,7,,2
11,11,,11
11,12,,20
11,13,,24
11,14,,3
12,1,,5
12,2,1,29
12,3,,1
12,5,,4
12,6,,4
12,10,,12
12,11,,20
12,12,,17
12,13,,22
12,14,,24
12,15,,10
12,16,,10
12,19,,2
12,20,,44
13,1,,27
13,2,,1
13,4,,19
13,5,,4
13,7,,20
13,8,,17
13,9,,1
13,10,,13
13,14,,26
13,15,,11
13,16,,11
13,21,,70
14,1,,5
14,2,,29
14,5,,16
14,7,,80
14,8,,26
14,9,,21
14,10,,12
15,2,,3
15,3,,41
15,5,,16
15,6,,6
15,7,,37
15,8,,14
15,9,,40
15,10,,41
15,11,,28
15,12,,38
15,13,2,16
15,16,,19
15,17,,50
16,1,,19
16,2,,14
16,3,,25
16,5,,28
16,6,,27
16,7,,1
16,8,,56
16,9,,20
16,10,,5
16,11,,18
16,17,,4
16,18,,24
16,20,,64
17,0,,5
17,1,,10
17,8,,10
17,9,,16
17,13,,28
17,14,,29
17,15,,37
17,17,,9
17,18,,31
18,0,,11
18,1,,8
18,5,,9
18,6,,13
18,8,,36
18,9,,21
18,14,,21
18,15,,25
18,17,,31
19,0,,47
19,1,,14
19,5,,1
19,6,,14
19,7,,1
19,8,,6
19,9,,24
19,10,,13
19,12,,4
19,13,,9
19,14,,27
19,15,,2
19,17,,24
20,6,,16
20,7,,1
20,8,,22
20,9,,16
20,10,,9
20,12,,6
20,13,,12
20,15,,21
20,17,,9
21,0,,8
21,1,,10
21,2,,25
21,5,,16
21,6,,24
21,10,,33
21,11,,27
21,12,,66
21,13,,30
21,17,,8
22,0,,7
22,1,,8
22,3,,11
22,4,,29
22,10,,11
22,11,,28
22,12,,21
22,13,,9
22,14,,5
22,15,,1
23,0,,15
23,1,,39
23,8,,14
23,10,,32
23,11,,14
23,12,,4
23,14,,42
23,15,,35
24,0,,7
24,1,,5
24,3,,11
24,4,,16
24,7,,6
24,8,,7
24,11,,12
24,12,,4
24,13,,7
24,14,,1
24,15,,11
24,16,,14
25,3,,16
25,7,,21
25,8,,19
25,9,,11
25,10,,32
25,11,2,18
25,12,2,5
25,13,,22
25,14,,3
25,16,,96
25,21,,93
26,5,,8
26,6,,12
26,8,,38
26,9,,21
26,10,,18
26,11,,7
26,12,,2
26,16,,12
26,17,,48
26,20,,76
26,39,,37
27,0,,20
27,1,,15
27,7,,33
27,8,,15
27,11,,11
27,12,,3
27,15,,36
27,20,,20
27,21,,4
27,38,,98
28,0,,2
28,1,,1
28,3,,24
28,7,,28
28,8,,1
28,9,,33
28,10,,30
28,11,,10
28,12,,16
28,15,,26
28,16,,12
28,18,,6
28,19,,2
28,20,,2
28,38,,5
28,41,,5
28,42,,34
29,0,,14
29,1,,9
29,6,,1
29,8,,1
29,9,,11
29,10,,24
29,11,,60
29,12,,70
29,13,,19
29,16,,13
29,18,,1
29,19,,2
29,21,,12
29,22,,17
29,23,,84
29,37,,1
29,38,,24
29,39,,1
30,0,,27
30,6,,28
30,7,1,1
30,9,,22
30,10,,12
30,11,,37
30,12,,11
30,14,,15
30,17,,4
30,18,,39
30,19,,36
30,20,,13
30,21,,22
30,22,,30
30,23,,52
30,37,,11
30,38,,16
30,43,,77
31,0,,56
31,1,,18
31,4,,4
31,5,,1
31,6,,6
31,8,,27
31,10,,5
31,11,,10
31,12,,28
31,13,,27
31,14,,61
31,15,,19
31,16,1,31
31,17,,3
31,18,,11
31,19,,4
31,20,,8
31,21,,6
31,22,,7
31,35,,52
32,0,,63
32,1,,35
32,3,,18
32,4,,19
32,5,,4
32,6,,28
32,7,,31
32,8,,20
32,9,,24
32,10,,21
32,11,,31
32,12,,9
32,14,,26
32,16,,17
32,17,1,12
32,24,,100
32,35,,22
32,41,,11
32,42,,6
33,0,,33
33,1,,38
33,3,,13
33,4,,22
33,5,,4
33,6,,16
33,7,,16
33,8,,11
33,9,,16
33,10,,4
33,11,,32
33,12,,10
33,14,,56
33,15,,4
33,16,,18
33,17,,14
33,18,,7
