x,y,BASIC_EDUCATION_OR_LESS,INACTIVE_POPULATION,LABOUR_FORCE,MEN,MEN_0_14,MEN_15_64_,MEN_65p,TERTIARY_EDUCATION,TOTAL,TOTAL_0_14,TOTAL_15_64,TOTAL_65p,UPPER_SECONDARY_EDUCATION,WOMEN,WOMEN_0_14,WOMEN_15_64,WOMEN_65p
123,62,151,280,284,316,29,216,58,85,645,72,432,141,331,329,27,216,78
123,63,44,54,87,93,12,67,12,14,186,27,129,26,95,93,15,62,14
124,57,0,0,11,10,0,7,0,0,23,0,14,6,0,13,0,7,0
124,58,0,13,0,15,0,7,0,0,30,8,14,8,0,15,0,7,0
124,59,90,164,226,202,14,141,27,71,448,47,327,67,220,246,14,178,34
124,60,977,1672,2401,2165,290,1582,268,668,4662,570,3350,742,2412,2497,263,1768,446
124,61,682,1492,1810,1892,272,1341,259,697,3826,501,2701,616,1906,1934,229,1342,342
124,62,61,83,147,167,5,122,0,26,311,42,233,21,134,144,8,111,0
124,63,29,17,55,54,0,45,0,0,102,5,79,8,41,48,0,34,0
125,56,631,1016,1037,1054,130,733,186,322,2306,253,1504,549,1095,1252,118,771,363
125,57,281,471,657,644,90,485,67,145,1323,190,971,160,689,679,100,486,88
125,58,96,154,165,197,7,152,27,40,405,38,285,64,178,190,6,128,37
125,59,213,227,293,327,30,227,36,45,660,102,450,96,246,324,29,216,41
125,60,176,209,327,299,31,233,26,25,647,87,462,86,316,333,51,221,47
125,61,234,359,475,499,76,374,40,126,1009,153,743,102,460,510,77,369,52
125,62,22,47,73,73,0,57,5,12,157,9,120,20,77,77,0,58,10
126,50,165,253,249,287,40,195,52,41,583,80,380,123,296,296,40,185,71
126,51,146,328,327,374,55,258,50,101,761,106,533,122,389,387,42,275,62
126,52,56,189,278,268,38,185,31,112,547,64,405,69,285,279,20,210,38
126,53,1347,3055,3417,3432,448,2457,527,1382,7376,894,5204,1274,3734,3944,446,2747,747
126,54,128,327,388,408,61,276,66,124,877,124,589,149,447,449,57,298,83
126,55,161,291,346,356,71,243,42,76,778,128,532,114,400,409,57,280,72
126,56,35,51,61,60,5,45,10,12,134,14,89,23,65,66,9,44,13
126,57,81,123,209,224,42,156,15,14,450,102,313,32,206,226,42,157,17
126,58,82,79,113,124,5,89,0,0,247,12,181,31,98,118,7,76,0
126,59,205,234,259,267,10,197,30,19,571,51,404,102,257,304,15,207,46
126,60,93,118,129,166,8,117,13,19,323,30,232,48,128,157,8,105,10
126,61,28,64,56,86,8,55,5,0,190,17,131,23,47,90,9,56,5
126,62,0,0,14,13,0,10,0,0,35,0,22,7,12,13,0,6,0
127,47,65,148,90,124,7,88,29,49,264,26,167,71,124,140,19,79,42
127,48,846,1447,1636,1662,195,1236,222,498,3474,364,2465,642,1701,1812,160,1229,420
127,49,0,22,12,30,0,19,0,0,65,0,49,0,22,25,0,16,0
127,50,226,458,526,594,94,432,59,105,1187,180,863,139,633,585,80,424,74
127,51,51,144,131,165,11,122,18,36,311,36,224,51,169,146,10,102,18
127,52,113,188,274,279,42,196,23,59,596,102,421,65,274,296,40,200,36
127,53,217,475,688,695,137,500,55,183,1412,249,1025,138,763,717,112,525,76
127,54,337,638,998,990,180,712,92,312,1979,343,1434,202,981,989,163,722,100
127,55,188,215,352,336,37,253,27,43,673,83,489,89,315,328,34,229,41
127,56,230,321,515,487,71,357,48,71,994,144,722,125,526,500,62,359,65
127,57,27,31,26,37,0,26,5,0,88,5,63,12,28,42,0,31,7
127,58,282,302,321,344,38,256,48,36,705,65,502,127,295,347,27,240,74
127,59,89,130,171,185,26,134,21,48,366,57,258,49,151,181,26,124,28
127,60,499,779,1147,1085,141,806,123,272,2229,279,1639,300,1133,1135,118,828,159
127,61,192,280,436,439,51,328,43,86,880,119,652,99,425,441,52,312,49
127,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
