x,y,dlt,tcd
0,0,,33
0,1,2,73
0,5,,33
0,6,,61
0,7,1,86
0,8,1,25
0,10,,15
0,11,,44
0,12,,51
0,13,,65
0,14,,32
0,15,,61
0,16,1,62
0,17,,11
0,19,,38
0,20,2,63
0,21,1,86
0,22,1,89
0,23,1,90
0,24,,28
0,25,,24
0,27,,14
0,28,,14
0,29,,43
0,30,,48
0,31,,32
0,32,2,79
0,33,2,84
0,34,2,64
0,35,2,14
0,36,2,62
0,37,,7
0,46,,8
0,47,,9
0,48,,20
0,49,,44
0,50,,20
0,51,2,70
0,52,2,66
0,53,,6
0,55,2,89
0,56,2,59
0,57,2,38
0,58,2,36
0,59,1,23
0,60,,6
0,61,,21
0,62,,2
0,63,,26
0,64,1,16
0,65,1,10
0,67,,40
0,68,2,87
0,69,1,65
0,70,1,46
0,71,,57
0,72,2,80
0,73,2,42
0,74,,29
0,90,,12
0,91,,37
0,92,,32
0,93,,14
0,94,,21
0,104,1,21
0,105,1,57
0,106,1,85
0,107,,57
0,108,,51
0,109,,82
0,110,,4
0,112,,17
0,113,,46
0,114,,38
0,115,1,68
0,116,1,33
0,117,1,11
0,118,1,59
0,119,1,80
0,120,1,74
1,0,,60
1,1,,37
1,2,,7
1,3,,34
1,5,,12
1,6,,19
1,7,1,88
1,8,1,82
1,9,1,61
1,10,2,68
1,11,,44
1,12,1,27
1,13,1,19
1,14,,35
1,15,,68
1,16,1,54
1,17,,4
1,19,,29
1,20,,57
1,21,,19
1,22,,16
1,23,,34
1,24,,37
1,25,,31
1,28,,12
1,29,,21
1,30,,7
1,31,2,36
1,32,2,74
1,33,2,63
1,34,,36
1,35,,24
1,36,,40
1,37,,3
1,39,,43
1,40,,1
1,41,,11
1,46,,2
1,47,,2
1,48,,5
1,49,,43
1,50,,40
1,51,2,79
1,52,2,33
1,53,,1
1,55,2,79
1,56,2,80
1,57,2,67
1,58,,14
1,59,1,25
1,60,,52
1,61,,18
1,63,,7
1,64,,35
1,65,1,10
1,66,,43
1,67,1,55
1,68,1,40
1,69,,6
1,70,,11
1,71,,17
1,72,2,27
1,73,2,81
1,74,2,73
1,75,,32
