x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
55,98,23,483,31,1374,229,118,192,4,51,2393,121,7843,1761,664,993,1405,7964
55,99,11039,82684,29560,426072,70561,53211,108065,1265,30900,377109,89342,2256076,525848,207186,480223,455632,2345418
56,96,21,6,6,438,66,74,5,19,53,22,55,2431,458,417,22,444,2486
56,97,18695,110325,54768,734921,183271,95017,80857,3379,50969,610087,182330,4672831,1598064,482533,379461,789689,4855161
56,98,37048,234723,56599,1219773,314424,134298,174217,4351,100034,1252866,170682,7819683,2640878,616303,832001,1276372,7990365
56,99,2829,4651,2827,35430,9292,7860,2344,675,6938,21951,7590,179760,73704,22600,6808,38257,187350
57,96,13321,58092,11976,385662,107291,50569,48952,2820,36959,347436,49163,2602821,922212,285844,274758,397638,2651984
57,97,15609,60487,49301,549851,136391,56028,39497,4081,40623,313933,142511,3215388,1075983,264608,170021,599152,3357899
57,98,3128,10486,5477,74971,29153,6437,2614,1327,7959,57689,16035,538670,272369,29977,10425,80448,554705
57,99,399,827,1923,7587,1063,860,401,162,866,2428,3873,23342,5112,1558,583,9510,27215
58,95,323,991,636,6588,1054,1680,1385,163,935,8555,4353,55228,10810,13292,11141,7224,59581
58,96,2762,4015,1977,60920,13056,6698,27683,404,8335,28577,11281,458078,106303,47894,220727,62897,469359
58,97,2896,9965,4771,92907,25705,18711,18974,542,8052,69267,26593,675882,240262,114028,139125,97678,702475
58,98,3823,23938,16091,148699,30873,16874,13721,884,9580,106076,44366,656769,193887,67561,50477,164790,701135
58,99,7287,66894,86776,462636,61828,58709,23678,2171,17017,237783,195241,1486386,306850,144831,55110,549412,1681627
59,94,189,423,1068,2245,240,352,726,119,563,4497,8276,20342,2285,2818,7180,3313,28618
59,95,5351,29482,37706,167489,40344,25994,30901,829,13833,178280,173856,1154562,337514,158612,208580,205195,1328418
59,96,8754,31891,16491,211905,71635,19049,17801,1685,24223,202467,76999,1542408,638595,128066,121491,228396,1619407
59,97,11737,60791,19560,404340,101403,47045,54769,2667,32656,321462,83639,2385579,735664,249044,287868,423900,2469218
59,98,20597,72716,96632,648439,165986,38923,92312,6116,55485,352148,438692,3737328,1240055,194390,433875,745071,4176020
59,99,435,354,9442,11676,1260,1006,311,206,1143,1088,22200,30767,7376,2263,684,21118,52967
59,100,58,0,251,45,2,6,9,24,195,0,605,97,3,14,20,296,702
60,93,495,1628,3148,12038,2946,1420,2608,134,1340,10565,20318,81381,21186,9366,19179,15186,101699
60,94,159,150,306,2099,325,143,597,95,510,1382,2326,18498,3626,1401,5751,2405,20824
60,95,12469,17137,12398,220451,38384,39919,24257,3272,35055,89594,69833,1395080,264227,251796,171618,232849,1464913
60,96,1972,4426,1758,32676,13022,2941,2964,769,5761,31316,11595,276198,135870,22897,22383,34434,287793
60,97,2000,4308,3532,72030,17980,6703,2003,802,5750,17060,8672,319322,106569,24182,8268,75562,327994
60,98,1466,2425,1592,37687,11560,3386,2716,295,4196,12276,6398,197469,70242,13540,12270,39279,203867
60,99,284,94,2876,3435,256,604,90,107,793,160,6649,5178,611,760,186,6311,11827
60,100,5,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
61,92,78,57,83,801,104,167,291,38,199,517,930,7310,834,1408,3165,884,8240
61,93,10067,23076,62182,418902,47942,24006,31232,4238,27681,119734,212494,1671274,300749,81941,213246,481084,1883768
61,94,15846,40287,49863,419073,93698,12860,41254,4474,46146,261127,278430,2968729,846836,79814,302496,468936,3247159
61,95,595,431,3069,8848,1619,1837,694,167,1588,2682,9810,43552,11585,3593,4341,11917,53362
61,96,66,39,425,737,92,147,24,22,144,57,1171,1624,139,331,31,1162,2795
61,97,320,418,1588,37861,1408,1550,169,80,743,1057,2288,43921,2323,2535,252,39449,46209
61,98,169,21,146,849,127,102,1,53,470,111,255,1983,443,138,1,995,2238
61,99,231,142,1477,5567,282,443,32,66,573,195,2329,6256,393,632,37,7044,8585
61,100,118,0,0,0,0,0,0,20,295,0,0,0,0,0,0,0,0
61,101,13,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0
62,92,3463,6532,11275,67885,14942,4823,14110,833,9909,53714,74233,554549,153756,34288,112668,79160,628782
62,93,11653,16672,49003,259869,35043,7740,57674,2407,31850,107821,280395,1772314,292498,44863,435749,308872,2052709
62,94,4194,6606,8628,101528,25537,2791,9192,1345,11764,36447,44753,616687,183087,11222,55492,110156,661440
62,95,61,0,0,0,0,0,0,12,163,0,0,0,0,0,0,0,0
62,96,698,465,562,20451,1532,2299,194,147,1741,813,902,32105,2833,3800,231,21013,33007
62,97,2810,8425,9100,277040,25603,19256,1783,508,7084,14330,13678,407946,48093,30775,2250,286140,421624
62,98,2857,514,1891,26142,1462,1637,159,133,5904,868,2995,39063,2689,2745,224,28033,42058
62,99,224,0,95,248,8,41,0,34,591,0,171,295,8,52,0,343,466
62,100,513,468,2120,10968,1206,356,201,67,1229,567,4211,14553,1831,498,356,13088,18764
62,101,389,0,0,0,0,0,0,61,882,0,0,0,0,0,0,0,0
62,102,630,0,0,0,0,0,0,66,1268,0,0,0,0,0,0,0,0
62,103,62,18,254,808,77,11,20,14,142,22,790,980,86,15,24,1062,1770
63,91,966,693,551,12971,1689,399,484,229,2537,5108,3218,100010,15603,3024,3390,13522,103228
63,92,17491,34128,94239,495959,69682,16894,38139,4839,45716,194694,390939,2782570,516240,77710,237589,590198,3173509
63,93,71,0,0,0,0,0,0,28,171,0,0,0,0,0,0,0,0
63,94,62,7,119,373,41,76,16,21,160,13,484,748,80,266,20,492,1232
63,95,23,0,0,0,0,0,0,8,63,0,0,0,0,0,0,0,0
63,96,24,0,0,0,0,0,0,7,57,0,0,0,0,0,0,0,0
63,97,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
63,99,192,98,9627,7729,115,141,928,27,327,249,36577,13121,448,399,2473,17356,49698
63,100,31,0,0,0,0,0,0,13,67,0,0,0,0,0,0,0,0
63,101,11561,28669,159007,879087,51951,51010,21898,2007,24180,47617,283844,1584734,99452,99550,35359,1038094,1868578
63,102,642,0,0,0,0,0,0,53,1213,0,0,0,0,0,0,0,0
63,103,249,0,0,0,0,0,0,22,538,0,0,0,0,0,0,0,0
63,104,12,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
64,89,685,406,5588,11701,762,453,1788,215,1905,3213,31005,76085,5375,2928,13292,17289,107090
64,90,22,37,22,296,41,5,68,11,53,313,162,3025,418,35,679,318,3187
64,91,11245,15285,29444,328044,47747,7916,17616,3703,32722,109320,140794,2198565,402195,42645,138967,357488,2339359
64,92,907,966,2309,32953,4552,1062,1163,372,2585,4679,10490,142824,26831,4023,8791,35262,153314
64,93,127,23,156,365,42,35,13,43,302,59,402,1714,213,156,52,521,2116
64,94,30,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0
64,95,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
64,99,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
64,100,156,30,290,234,26,41,46,29,327,45,624,518,52,110,111,524,1142
64,101,153,1,12,48,1,5,4,13,332,1,22,71,4,5,5,60,93
64,102,98,0,0,0,0,0,0,9,180,0,0,0,0,0,0,0,0
64,103,1024,0,0,0,0,0,0,62,1881,0,0,0,0,0,0,0,0
64,104,603,386,3600,4998,301,232,780,61,1368,659,6770,8565,903,397,1557,8598,15335
65,86,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
65,89,979,495,6687,20683,1148,1238,3206,406,2586,3812,35872,121277,7630,8394,26263,27370,157149
65,90,4894,4373,9490,205244,9794,7792,7351,1304,12252,27806,41729,804757,65030,39140,57813,214734,846486
65,91,19648,18631,72855,956004,80189,31524,18063,9186,54280,90413,193165,3663350,467000,96538,103787,1028859,3856515
65,92,34,0,0,84,24,0,0,18,96,0,0,776,239,0,0,84,776
65,93,22,0,0,0,0,0,0,11,67,0,0,0,0,0,0,0,0
65,99,64,0,0,0,0,0,0,13,141,0,0,0,0,0,0,0,0
65,100,75,113,65,700,151,64,49,13,170,223,116,1255,314,97,111,765,1371
65,101,61,0,0,0,0,0,0,12,125,0,0,0,0,0,0,0,0
65,102,70,0,0,0,0,0,0,8,149,0,0,0,0,0,0,0,0
65,103,198,0,0,0,0,0,0,18,385,0,0,0,0,0,0,0,0
65,104,102,0,0,0,0,0,0,9,205,0,0,0,0,0,0,0,0
66,88,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
66,89,1872,1954,4111,42325,5196,1525,5180,533,4914,16323,18733,298657,45108,8876,46935,46436,317390
66,90,6802,13642,18924,184318,20203,10249,15037,1509,17130,101145,106222,1192225,165383,59941,117198,203242,1298447
66,91,13194,12984,26760,376680,47417,6995,16045,3878,35767,79589,106081,2387529,376365,36746,103670,403440,2493610
66,92,302,104,3864,7550,1029,117,136,75,675,408,7182,13356,2895,288,277,11414,20538
66,99,35,0,0,0,0,0,0,8,88,0,0,0,0,0,0,0,0
66,100,112,0,0,0,0,0,0,9,197,0,0,0,0,0,0,0,0
66,101,8,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0
66,102,224,100,1797,1347,203,137,121,29,624,172,3244,3351,505,311,230,3144,6595
66,103,109,0,0,0,0,0,0,7,221,0,0,0,0,0,0,0,0
67,88,382,154,948,3090,252,366,677,101,937,1331,5946,23895,1986,2980,6482,4038,29841
67,89,2066,2327,2575,40210,6525,1743,5965,740,5915,21290,18651,342631,65105,13117,61941,42785,361282
67,90,15109,17074,26280,452597,52535,8937,12120,3788,37397,96678,123177,2980866,387428,48929,79639,478877,3104043
67,91,7884,6963,12962,218506,27889,2336,8178,1575,19646,44053,61349,1506086,197877,12459,58584,231468,1567435
67,92,11,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0
67,99,22,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0
67,100,56,0,0,0,0,0,0,12,144,0,0,0,0,0,0,0,0
67,101,275,200,8817,2544,241,126,464,17,504,396,39253,7321,661,281,1633,11361,46574
67,102,112,33,932,244,41,7,24,16,212,48,2326,485,122,9,28,1176,2811
68,88,254,19,91,1014,71,48,53,33,545,174,568,4726,418,240,508,1105,5294
68,89,7529,5566,17957,182383,18885,5504,12843,1569,18460,39186,98451,1141503,146204,29511,109372,200340,1239954
68,90,7398,5145,10326,198867,13898,1950,6569,1272,18021,25840,47594,1342413,94540,8729,39953,209193,1390007
68,91,249,49,837,1102,405,34,22,93,682,406,1393,9868,5092,68,35,1939,11261
68,99,122,84,1529,1636,279,207,67,14,286,114,3036,3143,458,358,194,3165,6179
68,100,198,75,3226,1208,156,109,178,17,476,169,6503,3859,559,163,295,4434,10362
68,101,51,92,425,481,8,136,46,8,100,188,1594,1581,27,324,144,906,3175
68,102,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
69,88,700,167,1057,8590,569,587,361,144,1924,1010,5650,33281,3170,2297,2966,9647,38931
69,89,2259,757,1753,33970,2751,669,1290,625,6002,5217,10363,251070,23963,3720,9484,35723,261433
69,90,15,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0
69,99,82,0,0,0,0,0,0,12,182,0,0,0,0,0,0,0,0
69,100,162,0,0,0,0,0,0,12,440,0,0,0,0,0,0,0,0
69,101,9,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
69,102,6,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0
70,88,1594,1042,2255,46470,5275,1342,909,347,3693,6998,10238,251207,40235,6232,6073,48725,261445
70,89,98,172,841,4276,424,353,121,36,225,433,1810,11990,1527,824,265,5117,13800
70,99,296,480,7508,8887,1260,650,447,46,702,709,14886,16106,2188,837,753,16395,30992
70,100,76,86,2628,1246,104,84,157,9,133,99,4993,2833,271,169,216,3874,7826
70,101,23,0,0,0,0,0,0,6,57,0,0,0,0,0,0,0,0
70,102,36,48,403,291,27,89,22,5,62,76,593,791,38,391,24,694,1384
71,87,50,20,28,1337,78,18,7,23,135,79,40,3546,331,33,8,1365,3586
71,88,16679,23654,67330,1289555,77704,36852,7736,4344,38979,100543,175971,4548394,322579,110182,22348,1356885,4724365
71,99,33,6,330,285,46,59,22,4,69,8,639,689,84,335,22,615,1328
71,100,116,255,4770,3025,324,166,223,15,235,479,10621,5345,850,330,284,7795,15966
71,101,426,0,0,0,0,0,0,37,804,0,0,0,0,0,0,0,0
71,102,151,155,4075,3934,166,158,537,30,334,222,6843,5120,368,184,602,8009,11963
72,87,380,297,800,10407,1323,337,251,152,939,1442,2433,51234,6488,1456,1288,11207,53667
72,88,13,0,0,0,0,0,0,7,30,0,0,0,0,0,0,0,0
