x,y,value
30,48,15342
30,49,15342
30,50,15342
31,48,15342
31,49,15342
31,50,15342
32,48,15342
32,49,15342
32,50,15342
38,48,22848
38,49,22848
38,50,22848
39,48,22848
39,49,22848
39,50,22848
40,48,22848
40,49,22848
40,50,22848
46,51,26694
46,52,26694
46,53,26694
47,51,26694
47,52,26694
47,53,26694
48,51,26694
48,52,26694
48,53,26694
51,51,29616
51,52,29616
51,53,29616
52,51,29616
52,52,29616
52,53,29616
53,51,29616
53,52,29616
53,53,29616
65,52,31274
65,53,31274
65,54,31274
66,52,31274
66,53,31274
66,54,31274
67,52,31274
67,53,31274
67,54,31274
73,18,7210
73,19,7210
73,20,7210
74,18,7210
74,19,7210
74,20,7210
74,49,27504
74,50,27504
74,51,27504
75,18,7210
75,19,7210
75,20,7210
75,49,27504
75,50,27504
75,51,27504
76,30,6107
76,31,6107
76,32,6107
76,49,27504
76,50,27504
76,51,27504
77,30,6107
77,31,6107
77,32,6107
78,30,6107
78,31,6107
78,32,6107
