x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,17,3,0,0.2,0.1,0.4,0.5,0.1,0.4,0.7,0.1,0.4,0.1,64627.2,1
0,21,3,0,0.2,0.1,0.4,0.5,0.1,0.4,0.7,0.1,0.4,0.1,64627.2,1
0,26,3,0.1,0.1,0.1,0.3,0.8,0,0.5,0.7,0.1,0.2,0.1,67244,1
0,27,9,0.2,0.5,0.2,0.9,2.3,0,1.6,2.1,0.2,0.7,0.3,201732.1,1
0,30,9,0.2,0.5,0.2,0.9,2.3,0,1.6,2.1,0.2,0.7,0.3,201732.1,1
0,42,2,0,0,0.2,0.2,0.3,0,0.2,0.7,0,0.4,0,38780,1
0,58,2,0,0.4,0.1,0,0.4,0,0.4,0.5,0.1,0.1,0,31656.9,1
0,61,3,0,0.6,0.1,0,0.7,0,0.6,0.7,0.1,0.2,0,47485.4,1
0,62,2,0.1,0.1,0.1,0.2,0.5,0,0.3,0.4,0.1,0.2,0,46963.2,1
0,65,17,0.7,1.2,1,2.2,4.3,0.2,2.2,3.1,0.5,1.4,0.2,399187.3,1
0,70,2,0,0.2,0.1,0.4,0.3,0,0.3,0.5,0,0.1,0.1,39414.5,1
0,71,3,0,0.3,0.1,0.6,0.5,0,0.5,0.7,0,0.2,0.1,59121.8,1
0,72,3,0.3,0.2,0.2,0.5,1,0.1,0.2,0.2,0.1,0.1,0.1,57325.7,1
0,74,3,0.3,0.2,0.2,0.5,1,0.1,0.2,0.2,0.1,0.1,0.1,57325.7,1
0,76,4,0.4,0.3,0.2,0.7,1.3,0.2,0.2,0.3,0.2,0.1,0.1,76434.3,1
0,77,10,0.2,0.8,0.2,1.5,2.4,0.2,2.1,1.3,0.7,0.4,0.2,216806.3,1
0,79,2,0,0.2,0,0.3,0.5,0,0.4,0.3,0.2,0.1,0,43361.3,1
0,81,1,0,0.1,0,0.2,0.3,0,0.2,0.1,0.1,0,0,21680.6,1
0,82,2,0,0,0.1,0.4,0.1,0,0.5,0.4,0,0.4,0.1,36859.1,1
0,85,1,0,0,0,0.2,0,0,0.3,0.2,0,0.2,0.1,18429.6,1
0,86,2,0,0,0.1,0.4,0.1,0,0.5,0.4,0,0.4,0.1,36859.1,1
0,87,6,0.2,0,0.2,0.7,0.6,0.2,1.7,2.2,0,0.2,0,133581.7,1
0,90,5,0.1,0,0.2,0.6,0.5,0.1,1.4,1.9,0,0.2,0,111318.1,1
0,91,4,0.1,0,0.1,0.5,0.4,0.1,1.1,1.5,0,0.2,0,89054.4,1
0,109,33,0,4,2.7,2.7,8.8,0.7,4,5.4,2,1.3,1.4,815982,1
0,110,28,0,0.5,1.5,2,3,0,8,4,0,9,0,662494.1,0
0,111,67,2,11,2,9,15,3,8,9,3,3,2,1666172.4,0
0,112,56,1,6,1,7,12,1,12,11,1,4,0,1267925.5,0
0,113,80,1,14,9,7,20,1,10,8,4,5,1,1287591,0
0,114,19,0,1,1,2,3,1,3,3,0,5,0,534782.4,0
0,116,17,0,2.1,0.8,1.1,4.6,0.2,2.5,2.5,0.8,1.5,0.9,345602.2,1
0,117,172,6,10,12,27,44,4,25,24,5,12,3,3367483.5,0
0,118,158,11,19,8,18,38,2,16,20,9,14,3,2712164.9,0
0,119,64,3,11,2,14,9,3,4,9,8,1,0,1257681.7,0
0,120,95,5,9,4,20,19,2,17,6,7,5,1,1796133.4,0
0,121,78,2,5,4,15,12,3,14,11,1,9,2,1882578.2,0
0,122,69.5,2,1.5,4,9,8,2,15,9,2,16,1,1817593.1,0
0,123,24,1,1,4,6,2,0,2,4,0,4,0,415662.4,0
0,124,27.5,0,3,2,8,6,0,3,2,1.5,2,0,550324.8,0
0,125,126,2,10,4,17,27,2,33,23,3,4,1,1690286.5,0
0,126,12,0,1,1.1,0.5,2.6,0,0.5,3.1,1.6,1.1,0.5,310565.5,1
1,16,2,0,0.1,0.1,0.3,0.3,0,0.3,0.4,0.1,0.3,0.1,43084.8,1
1,17,5,0,0.3,0.2,0.7,0.9,0.1,0.7,1,0.2,0.7,0.2,107712,1
1,25,2,0,0.1,0,0.2,0.5,0,0.4,0.5,0,0.2,0.1,44829.4,1
1,31,2,0,0.1,0,0.2,0.5,0,0.4,0.5,0,0.2,0.1,44829.4,1
1,38,3,0,0.3,0.3,0.1,0.9,0,0.5,0.3,0.3,0.2,0.1,65180.3,1
1,43,2,0,0,0.2,0.2,0.3,0,0.2,0.7,0,0.4,0,38780,1
1,54,8,0,1.6,0.3,0,1.9,0,1.6,1.9,0.3,0.4,0,126627.8,1
1,62,2,0.1,0.1,0.1,0.2,0.5,0,0.3,0.4,0.1,0.2,0,46963.2,1
1,63,3,0.1,0.2,0.2,0.4,0.8,0,0.4,0.5,0.1,0.3,0,70444.8,1
1,65,19,0.8,1.3,1.1,2.4,4.8,0.3,2.4,3.5,0.5,1.6,0.3,446150.5,1
1,71,3,0,0.3,0.1,0.6,0.5,0,0.5,0.7,0,0.2,0.1,59121.8,1
1,72,2,0.2,0.2,0.1,0.4,0.7,0.1,0.1,0.1,0.1,0,0,38217.1,1
1,76,11,1.1,0.9,0.7,2,3.6,0.4,0.7,0.7,0.5,0.2,0.2,210194.3,1
1,79,10,0.2,0.8,0.2,1.5,2.4,0.2,2.1,1.3,0.7,0.4,0.2,216806.3,1
1,80,5,0.1,0.4,0.1,0.7,1.2,0.1,1,0.7,0.4,0.2,0.1,108403.2,1
1,81,2,0,0.2,0,0.3,0.5,0,0.4,0.3,0.2,0.1,0,43361.3,1
1,90,3,0.1,0,0.1,0.4,0.3,0.1,0.8,1.1,0,0.1,0,66790.8,1
1,99,7,0.5,0.2,0.2,0.9,1.9,0.3,1.1,0.7,0.7,0.3,0.2,159224,1
1,109,1,0,0.1,0.1,0.1,0.3,0,0.1,0.2,0.1,0,0,24726.7,1
1,110,1,0,0.1,0.1,0.1,0.3,0,0.1,0.2,0.1,0,0,24726.7,1
1,111,49,3,4,1,11,12,3,5,4,3,1,2,1074221.4,0
1,112,79.5,6,7,4,11,28,6,5,0,9.5,0,3,1511799.1,0
1,113,5,0,0.6,0.3,0.3,1.4,0.1,0.7,0.7,0.2,0.4,0.3,101647.7,1
1,114,23,0,0,0,3,4,1,5,4,1,3,2,461539.5,0
