x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
3,63,7,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
5,118,8,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
6,115,8,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0
6,125,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6,126,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
11,102,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0
15,104,25,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0
17,72,13,0,0,0,0,0,0,4,28,0,0,0,0,0,0,0,0
19,75,17,0,0,0,0,0,0,3,41,0,0,0,0,0,0,0,0
20,65,8,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0
20,93,221,200,8817,2544,241,126,464,10,403,396,39253,7321,661,281,1633,11361,46574
20,94,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
21,56,9,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0
21,92,5,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
22,93,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
23,85,9,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0
23,122,14,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0
24,73,12,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0
24,107,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
25,123,10,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0
30,115,21,0,0,0,0,0,0,2,39,0,0,0,0,0,0,0,0
30,120,25,33,932,244,41,7,24,6,46,48,2326,485,122,9,28,1176,2811
32,127,18,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0
35,60,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
36,57,68,84,1529,1636,279,207,67,5,171,114,3036,3143,458,358,194,3165,6179
38,57,17,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0
42,90,3,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0
43,89,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
45,98,6,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
47,55,16,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0
49,116,18,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0
55,48,5,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
55,68,21,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0
56,75,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
56,79,86,0,0,0,0,0,0,4,202,0,0,0,0,0,0,0,0
56,109,27,92,425,481,8,136,46,6,49,188,1594,1581,27,324,144,906,3175
57,68,7,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
58,67,6,0,0,0,0,0,0,1,22,0,0,0,0,0,0,0,0
58,68,63,75,3226,1208,156,109,178,4,125,169,6503,3859,559,163,295,4434,10362
58,92,13,0,0,0,0,0,0,1,56,0,0,0,0,0,0,0,0
59,69,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0
