x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
0,72,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,74,21,23,3,341,55,8,0,10,55,241,55,2576,549,70,0,344,2631
0,75,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
0,77,4,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0
0,78,627,941,1613,15541,2070,721,2850,102,1611,8843,13018,120406,22926,5225,22567,17154,133424
0,94,15,41,17,255,61,26,0,6,40,403,77,2187,638,236,0,272,2264
0,105,51,0,0,0,0,0,0,12,148,0,0,0,0,0,0,0,0
0,106,118,93,231,7118,259,11,933,15,255,706,586,32968,1785,119,5561,7349,33554
0,107,146,50,86,3745,467,19,60,71,476,268,436,26726,4005,105,314,3831,27162
0,110,27,63,3,726,265,1,0,18,92,523,7,6996,2917,16,0,729,7003
0,124,11,0,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0
0,126,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
0,127,39,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0
1,52,6,14,4,110,31,0,9,3,14,157,36,1021,353,0,65,114,1057
1,55,8,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0
1,56,11,11,6,221,91,4,6,5,30,140,42,2219,1105,32,98,227,2261
1,71,3,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
1,72,40,101,29,874,177,37,227,14,112,932,269,8839,1817,377,2454,903,9108
1,76,79,47,121,1702,195,192,72,37,214,343,823,10720,1450,1222,583,1823,11543
1,77,21,20,21,387,46,14,43,9,57,214,158,3030,489,100,447,408,3188
1,104,71,37,20,1091,78,6,42,16,191,301,130,8446,619,102,330,1111,8576
1,105,180,225,150,4963,422,70,113,30,486,1245,772,30050,3089,272,757,5113,30822
1,110,3,0,0,81,36,6,0,3,13,0,0,944,463,60,0,81,944
1,118,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0
2,50,10,12,23,217,18,12,76,7,32,164,241,2101,219,112,874,240,2342
2,52,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
2,53,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
2,55,493,680,906,8776,1659,492,830,246,1259,6538,5945,71530,17871,3297,8558,9682,77475
2,56,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
2,72,276,332,196,4578,796,222,980,75,779,2893,1568,38987,7395,1524,9907,4774,40555
2,76,1372,1292,3884,33007,3685,1637,4546,216,3459,9647,23052,218532,28942,10077,36793,36891,241584
2,77,5,3,2,75,10,3,2,4,14,36,23,624,78,15,26,77,647
2,97,15,2,34,219,23,43,19,5,37,2,224,1302,125,212,212,253,1526
2,104,585,264,131,9945,1046,67,240,184,1638,1998,846,75769,9233,509,1912,10076,76615
2,109,10,5,2,224,88,6,0,8,44,70,4,2286,1070,42,0,226,2290
2,113,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
2,127,19,0,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0
3,53,18,38,9,253,62,0,19,10,50,436,110,2825,867,0,213,262,2935
3,56,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
3,68,4,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
3,72,2,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0
3,76,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
3,91,8,18,12,326,56,22,0,3,17,104,44,1779,483,119,0,338,1823
3,97,154,69,440,2384,308,112,258,87,439,564,3544,17956,3374,814,2195,2824,21500
3,104,210,87,112,4083,554,20,126,73,609,821,788,32255,5669,119,906,4195,33043
3,105,4,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0
3,109,6,11,0,158,70,0,1,4,19,114,0,1390,744,0,1,158,1390
3,116,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0
3,122,7,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0
3,123,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
4,55,6,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0
4,97,12,10,17,245,47,26,22,7,29,42,142,1632,339,81,164,262,1774
