x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
1,7,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
1,8,3,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0
2,16,95,0,0,0,0,0,0,2,192,0,0,0,0,0,0,0,0
3,22,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
6,26,6,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0
11,7,6,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
15,2,5,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
20,7,25,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0
26,8,9,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
45,3,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
