x,y,val
165,24,24
233,78,134
199,1,1830
46,234,1
202,7,257
75,233,2
158,21,116
181,17,344
202,45,42
171,25,63
161,38,443
178,10,1116
202,43,682
202,38,110
206,11,132
199,31,1596
177,19,6
45,237,96
202,39,119
69,188,3
157,1,27
186,22,170
174,1,33
128,230,131
57,242,30
54,220,1
173,25,10
147,21,143
192,16,2649
105,228,37
189,7,118
159,20,16
157,10,1
178,15,489
58,255,203
68,253,11
50,235,1
55,222,3
204,13,7
198,9,282
58,206,2884
195,14,1641
153,19,48
186,7,741
195,36,202
144,17,121
186,13,577
60,198,139
160,10,29
42,211,63
174,22,92
161,11,663
181,11,112
119,235,2
183,7,31
227,64,1037
198,6,582
170,7,6
184,19,11
197,9,155
186,24,121
154,17,230
154,28,501
72,187,1
108,223,6
207,7,481
51,251,589
135,212,132
177,12,102
114,233,1
227,72,39
189,23,1492
155,33,10
165,13,357
46,213,234
51,212,16615
201,13,1994
176,35,2
209,5,166
158,22,142
193,9,79
228,74,144
208,10,1196
65,195,8
62,198,13
165,22,61
59,193,1855
199,30,492
205,12,896
123,199,2
178,14,69
225,66,248
204,43,227
197,14,980
196,34,135
226,73,116
59,254,1
195,31,27
64,208,5
173,29,134
64,231,1
198,13,300
178,16,35
71,187,6
197,8,69
182,16,341
185,5,409
175,12,33
198,2,254
192,25,660
176,12,26
193,15,1227
206,2,5604
208,7,300
76,232,2
153,29,10
65,199,2
179,0,28
193,10,612
169,25,21
193,8,84
166,18,48
199,4,2352
172,1,496
226,60,392
52,251,306
162,9,184
191,7,59
88,243,1
200,4,320
196,10,203
163,5,3
200,5,547
65,235,2
231,75,73
181,16,205
50,212,7845
187,8,6
177,31,36
56,204,936
197,35,1262
180,25,12
195,27,255
183,19,11
202,12,267
159,21,185
44,234,52
173,1,55
59,209,1
185,4,72
59,200,25
204,6,420
158,31,40
160,9,85
75,224,1
69,230,8
193,13,292
193,26,24
127,197,191
207,3,2465
193,35,246
59,203,38
160,19,8
218,66,38
175,34,74
180,16,3315
190,6,15
201,41,89
65,204,1
102,234,5
153,18,183
208,6,297
159,15,97
226,68,421
203,1,3870
81,235,11
149,23,147
190,7,85
202,44,237
156,28,22
129,205,10
89,236,1
152,31,3
168,1,770
133,207,1
61,207,342
207,5,10558
192,14,562
158,19,49
173,4,113
62,243,1
53,213,35016
169,20,5
182,24,38
174,30,93
190,35,241
106,230,11
187,19,409
206,9,1002
205,5,535
191,6,236
109,246,35
227,62,594
47,252,2
62,203,26
185,17,277
62,205,17
63,241,91
84,243,14
65,197,23
200,2,228
185,14,1563
196,13,3110
202,9,185
126,230,17
63,198,5
157,35,248
159,30,130
193,14,5853
71,232,3
234,78,205
143,13,209
179,12,1103
129,202,46
200,6,1036
168,14,43
167,20,4
65,206,2
183,27,4
179,22,20
97,225,3
100,228,56
55,229,1
62,206,12
195,1,54
171,17,3
84,232,5
55,235,29
197,1,146
184,10,88
201,8,250
51,232,1
99,240,2
79,233,12
206,0,52870
58,250,28
58,205,3056
178,12,283
70,233,30
61,208,6
167,11,14
167,7,2
188,6,810
63,206,17
64,196,19
198,3,212
62,200,4
166,15,8
60,208,4
203,13,8247
173,32,27
200,46,378
82,235,13
81,238,4
172,24,13
56,216,41
198,10,228
181,3,716
64,234,1
83,238,4
112,190,2089
201,1,222
153,30,20
120,193,2
44,212,3
155,16,226
188,7,513
