x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,1,1,16.1,23
0,4,1,15.8,NA
0,5,3,13.2,NA
0,6,2,12.5,NA
0,7,1,16.4,NA
0,15,2,6.1,NA
0,16,27,10.7,NA
0,17,13,10.3,NA
0,19,3,6.2,NA
0,20,8,5.7,NA
0,21,5,5.4,NA
0,22,2,4.6,NA
0,23,2,5.4,NA
0,25,2,4.8,NA
0,26,6,3.7,NA
0,27,1,5.3,NA
0,28,11,6.3,NA
0,29,3,8.2,NA
0,31,0,14,NA
0,33,3,9,NA
0,34,3,9.2,NA
0,35,5,9.4,NA
0,36,4,6.4,NA
0,37,3,2.5,NA
0,38,5,3.5,NA
0,39,10,6.5,NA
0,40,11,7.2,NA
0,41,5,10.8,NA
0,42,1,15.3,NA
0,52,0,10.4,NA
0,53,1,10.4,NA
0,58,1,3,NA
0,59,5,2.9,NA
0,60,5,5.8,NA
0,61,3,7.2,NA
0,62,5,3.5,NA
0,63,1,3.9,NA
0,64,5,5.9,NA
0,65,2,5.7,NA
0,66,20,5.3,NA
0,67,7,6.7,NA
0,68,16,6,NA
0,69,1,10.7,NA
0,78,2,18.7,NA
0,79,2,13.6,NA
0,80,4,15.8,NA
0,81,2,10,NA
0,82,5,12.5,NA
0,83,4,13.9,NA
0,84,4,11.7,NA
0,85,8,4.2,NA
0,86,10,4.8,NA
0,87,1,9.8,NA
0,88,0,3,NA
0,89,23,2.6,NA
0,90,10,8.2,NA
0,91,11,5,NA
0,92,1,4.9,NA
0,93,1,9.5,NA
0,96,2,8.4,NA
0,97,4,4.6,NA
0,98,11,6,NA
0,99,1,6,NA
0,106,1,7,NA
0,107,2,7,NA
0,117,3,15.1,NA
0,118,3,13.4,NA
0,119,7,10.6,NA
0,122,4,9.8,NA
0,123,6,8.7,NA
0,124,36,8,NA
0,125,184,4.5,NA
0,126,27,5.5,NA
0,127,26,5.6,NA
1,0,1,25.9,32
1,1,3,29,39
1,5,1,17.5,NA
1,6,2,14.8,NA
1,7,3,13.6,NA
1,8,1,14.4,NA
1,9,4,14.5,NA
1,15,5,10.5,NA
1,16,72,6,NA
1,17,13,7.1,NA
1,18,11,6.3,NA
1,19,3,5.1,NA
1,20,37,3.7,NA
1,21,16,3.5,NA
1,22,3,3.1,NA
1,23,3,3.2,NA
1,24,5,3,NA
1,25,14,2.6,NA
1,26,10,4,NA
1,27,5,6.1,NA
1,28,3,6.9,NA
1,29,4,7.5,NA
1,30,2,11.2,NA
1,31,2,13.7,NA
1,32,1,14,NA
1,35,1,10,NA
1,36,0,5.4,NA
1,37,118,3.6,NA
1,38,5,7,NA
1,39,1,5.8,NA
1,40,2,10.3,NA
1,41,1,13.8,NA
1,42,1,11.6,NA
1,43,2,13.8,NA
1,59,5,3.1,NA
1,60,12,1.9,NA
1,61,4,2.4,NA
1,62,121,1.9,NA
1,63,3,5.1,NA
1,64,2,3.6,NA
1,65,9,4.6,NA
1,66,6,6.7,NA
1,67,7,7.1,NA
1,68,4,7.3,NA
1,69,3,9.1,NA
1,77,2,20.8,NA
1,78,1,16.5,NA
1,79,15,13.6,NA
1,80,24,12.4,NA
1,81,4,11,NA
1,82,5,13,NA
1,83,6,9.4,NA
1,84,46,6.2,NA
1,85,6,6.2,NA
1,86,7,7.5,NA
1,87,4,8.2,NA
1,88,2,4,NA
1,89,4,4.7,NA
1,90,7,10.4,NA
1,91,6,9.7,NA
1,92,2,9.4,NA
1,93,9,4.9,NA
1,94,8,9.8,NA
1,96,1,6.3,NA
1,97,2,6.3,NA
1,98,3,4.4,NA
1,100,3,20.7,NA
1,105,1,14.5,NA
1,106,2,14.5,NA
1,107,3,4.8,NA
1,108,3,3.7,NA
1,117,3,16.9,NA
1,118,4,9.9,NA
1,121,1,11.4,NA
1,122,18,6.7,NA
1,123,3,7,NA
1,124,9,5.1,NA
1,125,0,7.8,NA
2,7,1,12.1,NA
2,8,3,10,NA
2,11,1,8.4,NA
2,12,2,12.3,NA
2,14,3,9.6,NA
2,15,5,7.7,NA
2,16,239,5.3,NA
2,17,1,9.3,NA
2,18,14,5,NA
2,19,0,4.8,NA
2,20,12,4.2,NA
2,21,8,3.1,NA
2,22,5,1.4,NA
2,23,15,0.8,NA
2,24,115,1.4,NA
2,25,3,3.5,NA
2,26,1,5.4,NA
2,27,3,8.1,NA
2,28,3,15.6,NA
2,29,6,9.3,NA
2,30,7,10.7,NA
2,31,4,14.1,NA
2,32,3,13.7,NA
2,33,2,16,NA
2,34,4,10.5,NA
2,35,4,9.7,NA
2,36,0,8.2,NA
2,37,110,4,NA
2,38,5,5.7,NA
2,40,1,9.3,NA
2,59,5,4.2,NA
