x,y,TOT_P,avg_time_nearest_h
0,2,0,NA
0,3,1060,NA
0,4,121,NA
0,5,52,NA
0,8,16,NA
0,9,30,NA
0,109,0,NA
0,110,0,NA
0,124,8,NA
0,125,0,NA
1,56,0,NA
1,57,0,NA
1,81,50,NA
1,82,97,NA
1,83,0,NA
1,110,19,NA
1,121,22,NA
1,124,22,NA
1,125,9,NA
2,51,32,NA
2,52,17,NA
2,53,0,NA
2,54,63,NA
2,57,117,NA
2,83,0,NA
2,114,0,NA
2,118,9,NA
2,120,0,NA
2,124,0,NA
2,125,42,NA
3,51,27,NA
3,52,54,NA
3,55,1,NA
3,56,0,NA
3,57,90,NA
3,59,9,NA
3,83,9,NA
3,84,0,NA
3,111,5,NA
3,114,4,NA
3,115,9,NA
3,117,0,NA
3,118,0,NA
3,120,4,NA
3,122,0,NA
3,123,0,NA
3,124,199,NA
4,50,0,NA
4,51,63,NA
4,52,0,NA
4,53,48,NA
4,54,0,NA
4,55,2,NA
4,56,49,NA
4,57,0,NA
4,58,280,NA
4,59,18,NA
4,60,55,NA
4,62,0,NA
4,63,73,NA
4,70,0,NA
4,110,8,NA
4,111,0,NA
4,112,19,NA
4,117,22,NA
4,118,13,NA
4,124,0,NA
4,126,29,NA
5,50,0,NA
5,51,7,NA
5,53,6,NA
5,54,9,NA
5,55,75,NA
5,56,106,NA
5,57,135,NA
5,58,21,NA
5,59,2,NA
5,60,0,NA
5,61,0,NA
5,64,3,NA
5,65,93,NA
5,70,0,NA
5,71,98,NA
5,86,2,NA
5,117,6,NA
6,51,25,NA
6,56,2265,NA
6,57,2263,NA
6,58,48,NA
6,59,7,NA
6,65,15,NA
6,66,40,NA
6,67,51,NA
6,68,30,NA
6,88,6,NA
6,93,0,NA
6,108,10,NA
6,111,26,NA
6,112,2,NA
6,117,0,NA
6,124,17,NA
6,125,0,NA
7,51,0,NA
7,52,0,NA
7,53,0,NA
7,56,162,NA
7,57,220,NA
7,59,0,NA
7,65,0,NA
7,68,12,NA
7,69,116,NA
7,70,11,NA
7,112,3,NA
7,117,4,NA
7,118,0,NA
7,120,5,NA
7,121,0,NA
7,124,153,NA
7,125,1036,NA
8,53,0,NA
8,54,0,NA
8,55,2,NA
8,57,3,NA
8,58,0,NA
8,59,0,NA
8,61,11,NA
8,70,48,NA
8,71,22,NA
8,90,4,NA
8,116,1,NA
8,117,37,NA
8,118,9,NA
8,120,0,NA
8,124,22,NA
9,58,112,NA
9,59,0,NA
9,72,4,NA
9,77,0,NA
9,78,9,NA
9,79,0,NA
9,90,20,NA
9,118,75,NA
9,119,34,NA
9,120,26,NA
9,121,0,NA
9,122,0,NA
9,124,0,NA
10,60,21,NA
10,61,2,NA
10,62,38,NA
10,63,0,NA
10,73,0,NA
10,78,25,NA
10,79,0,NA
10,83,0,NA
10,85,0,NA
10,86,0,NA
10,109,12,NA
10,118,227,NA
10,123,57,NA
10,124,0,NA
11,62,12,NA
11,64,0,NA
11,65,3,NA
11,66,11,NA
11,73,29,NA
11,74,36,NA
11,75,0,NA
11,76,13,NA
11,77,7,NA
11,79,5,NA
11,82,54,NA
11,85,0,NA
11,88,0,NA
11,127,0,NA
12,64,204,NA
12,65,112,NA
12,66,10,NA
12,67,6,NA
12,73,0,NA
12,74,57,NA
12,75,4,NA
12,82,0,NA
12,83,0,NA
12,84,0,NA
12,86,0,NA
12,94,0,NA
13,27,0,NA
13,64,0,NA
13,65,53,NA
13,68,26,NA
13,75,0,NA
13,76,13,NA
13,83,56,NA
13,84,16,NA
13,87,0,NA
13,88,0,NA
13,89,250,NA
13,90,0,NA
13,117,39,NA
13,119,27,NA
13,127,54,NA
14,21,150,NA
14,22,58,NA
14,23,31,NA
14,24,16,NA
14,25,22,NA
14,26,17,NA
14,27,23,NA
14,28,14,NA
14,29,28,NA
14,30,0,NA
14,70,5,NA
14,71,3,NA
14,75,0,NA
14,76,17,NA
14,77,0,NA
14,84,42,NA
14,85,6,NA
14,88,0,NA
14,90,24,NA
14,100,5,NA
14,111,15,NA
14,118,0,NA
14,124,6,NA
14,127,5,NA
15,20,6,NA
15,21,123,NA
15,22,138,NA
15,23,13,NA
15,24,15,NA
15,25,33,NA
15,26,38,NA
15,27,35,NA
15,28,1,NA
15,29,19,NA
15,30,36,NA
15,59,10,NA
15,61,0,NA
15,64,2,NA
15,65,2,NA
15,71,0,NA
15,72,21,NA
15,75,0,NA
15,76,70,NA
15,77,33,NA
15,89,68,NA
15,90,14,NA
15,91,0,NA
15,95,0,NA
15,99,0,NA
15,100,50,NA
15,101,11,NA
15,102,77,NA
15,104,67,NA
15,109,8,NA
15,115,0,NA
15,118,207,NA
15,119,2,NA
15,122,5,NA
15,126,24,NA
16,19,31,NA
16,20,40,NA
16,21,92,NA
16,22,7,NA
16,23,23,NA
16,24,29,NA
16,25,14,NA
16,26,313,NA
16,27,32,NA
16,28,43,NA
16,29,23,NA
16,30,37,NA
16,56,17,NA
16,57,8,NA
16,58,50,NA
16,59,248,NA
16,60,12,NA
16,61,18,NA
16,62,25,NA
16,63,12,NA
16,67,0,NA
16,68,0,NA
16,72,0,NA
16,73,0,NA
16,74,0,NA
16,77,7,NA
16,78,23,NA
16,79,0,NA
16,91,31,NA
16,92,18,NA
16,93,0,NA
16,96,34,NA
16,99,4,NA
16,101,3,NA
16,102,26,NA
16,103,56,NA
16,104,151,NA
16,112,83,NA
16,113,0,NA
16,114,86,NA
16,115,76,NA
16,119,20,NA
16,120,12,NA
17,11,8,NA
17,15,7,NA
17,16,20,NA
17,17,46,NA
17,18,28,NA
17,19,57,NA
17,20,9,NA
17,21,27,NA
17,22,35,NA
17,23,19,NA
17,24,910,NA
17,25,586,NA
17,26,59,NA
17,27,14,NA
17,28,249,NA
17,29,47,NA
17,30,30,NA
17,55,5,NA
17,56,73,NA
17,57,5,NA
17,60,136,NA
17,61,2,NA
17,69,0,NA
17,73,0,NA
17,74,30,NA
17,77,5,NA
17,79,875,NA
17,80,0,NA
17,85,0,NA
17,86,12,NA
17,93,62,NA
17,96,0,NA
17,97,0,NA
17,98,32,NA
17,99,12,NA
17,103,35,NA
17,104,256,NA
17,112,2,NA
18,10,0,NA
18,11,13,NA
18,12,8,NA
18,13,4,NA
18,14,84,NA
18,15,10,NA
18,16,45,NA
18,17,53,NA
18,18,23,NA
18,19,68,NA
18,20,59,NA
18,21,65,NA
18,22,273,NA
18,23,270,NA
18,24,7490,NA
18,25,354,NA
18,55,155,NA
18,56,0,NA
18,57,27,NA
18,59,26,NA
18,60,10,NA
18,61,8,NA
18,62,2,NA
18,64,0,NA
18,67,84,NA
18,69,18,NA
18,73,0,NA
18,74,0,NA
18,79,306,NA
