x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
63,0,0,1,0,0,0,0,0,1,0
64,0,0,1,0,0,0,0,0,1,0
64,1,0,1,0,0,0,0,0,1,0
65,0,0,1,0,0,0,0,0,1,0
65,1,0,1,0,0,0,0,0,1,0
65,2,0,1,0,0,0,0,0,1,0
66,0,0,1,0,0,0,0,0,1,0
66,1,0,1,0,0,0,1,0,0,0
66,2,0,1,0,1,0,0,0,0,0
66,3,0,1,0,1,0,0,0,0,0
66,4,0,1,0,1,0,0,0,0,0
67,0,0,1,0,1,0,0,0,0,0
67,2,0,1,0,0,0,0,0,0,1
67,3,0,1,0,1,0,0,0,0,0
67,4,0,1,0,1,0,0,0,0,0
67,5,0,1,0,1,0,0,0,0,0
68,0,0,1,0,1,0,0,0,0,0
68,1,0,1,0,0,0,0,0,0,1
68,4,0,1,0,0,0,0,0,0,1
68,5,0,1,0,1,0,0,0,0,0
69,0,0,1,0,0,0,0,0,0,1
69,1,0,1,0,0,1,0,0,0,0
69,2,0,1,0,0,0,0,0,0,1
69,4,0,1,0,1,0,0,0,0,0
69,5,0,1,0,1,0,0,0,0,0
70,0,0,1,0,1,0,0,0,0,0
70,1,0,1,0,0,0,0,0,0,1
70,2,0,1,0,0,0,0,0,0,1
70,3,0,1,0,0,0,0,0,0,1
70,4,0,1,0,0,0,0,1,0,0
70,5,0,1,0,0,0,0,1,0,0
71,0,0,1,0,1,0,0,0,0,0
71,1,0,1,0,0,0,0,1,0,0
71,2,0,1,0,0,0,0,1,0,0
71,3,0,1,0,0,0,0,1,0,0
71,4,0,1,0,0,0,0,1,0,0
71,5,0,1,0,0,0,0,0,0,1
72,0,0,1,0,0,0,0,0,0,1
72,1,0,1,0,0,0,0,1,0,0
72,2,0,1,0,0,0,0,1,0,0
72,3,0,1,0,1,0,0,0,0,0
72,4,0,1,0,1,0,0,0,0,0
72,5,0,1,0,0,0,0,0,0,1
73,0,0,1,0,1,0,0,0,0,0
73,1,0,1,0,1,0,0,0,0,0
73,2,0,1,0,0,0,0,1,0,0
73,3,0,1,0,1,0,0,0,0,0
73,4,0,1,0,0,0,0,0,0,1
73,5,0,1,0,1,0,0,0,0,0
73,6,0,1,0,1,0,0,0,0,0
74,0,0,1,0,1,0,0,0,0,0
74,1,0,1,0,1,0,0,0,0,0
74,2,0,1,0,1,0,0,0,0,0
74,3,0,1,0,0,0,0,0,0,1
74,4,0,1,0,0,0,0,0,0,1
74,5,0,1,0,0,0,0,0,0,1
74,6,0,1,0,1,0,0,0,0,0
75,0,0,1,0,0,0,0,0,0,1
75,1,0,1,0,1,0,0,0,0,0
75,2,0,1,0,1,0,0,0,0,0
75,3,0,1,0,0,0,0,0,0,1
75,4,0,1,0,0,0,0,0,0,1
75,5,0,1,0,0,0,0,0,0,1
75,6,0,1,0,1,0,0,0,0,0
75,7,0,1,0,1,0,0,0,0,0
76,0,0,1,0,0,0,0,0,0,1
76,1,0,1,0,1,0,0,0,0,0
76,3,0,1,0,0,0,0,0,0,1
76,5,0,1,0,0,0,0,0,0,1
76,6,0,1,0,0,1,0,0,0,0
76,7,0,1,0,1,0,0,0,0,0
76,8,0,1,0,1,0,0,0,0,0
77,0,0,1,0,0,0,0,0,0,1
77,1,0,1,0,0,0,0,0,0,1
77,2,0,1,0,1,0,0,0,0,0
77,4,0,1,0,0,0,0,0,0,1
77,5,0,1,0,0,0,0,0,0,1
77,6,0,1,0,0,1,0,0,0,0
77,7,0,1,0,1,0,0,0,0,0
77,8,0,1,0,0,0,0,0,0,1
78,1,0,1,0,0,0,0,0,0,1
78,3,0,1,0,0,0,0,0,0,1
78,4,0,1,0,1,0,0,0,0,0
78,5,0,1,0,0,1,0,0,0,0
78,6,0,1,0,0,1,0,0,0,0
78,7,0,1,0,0,1,0,0,0,0
78,8,0,1,0,0,0,0,0,0,1
78,9,0,1,0,0,0,0,0,0,1
79,2,0,1,0,0,0,0,0,0,1
79,5,0,1,0,0,0,0,0,0,1
79,6,0,1,0,1,0,0,0,0,0
79,7,0,1,0,0,0,0,0,0,1
80,0,0,1,0,0,0,0,0,0,1
80,1,0,1,0,0,0,0,0,0,1
80,2,0,1,0,0,0,0,0,0,1
80,3,0,1,0,0,0,0,0,0,1
80,6,0,1,0,1,0,0,0,0,0
80,7,0,1,0,0,0,0,0,0,1
80,9,0,1,0,0,0,0,0,0,1
81,0,0,1,0,0,1,0,0,0,0
81,1,0,1,0,1,0,0,0,0,0
81,2,0,1,0,0,0,0,0,0,1
81,6,0,1,0,1,0,0,0,0,0
81,7,0,1,0,0,0,0,0,0,1
81,9,0,1,0,0,0,0,0,0,1
81,10,0,1,0,0,0,0,0,0,1
81,14,0,1,0,0,0,0,0,0,1
81,15,0,1,0,0,0,0,0,0,1
81,16,0,1,0,0,0,0,0,0,1
81,17,0,1,0,1,0,0,0,0,0
81,18,0,1,0,1,0,0,0,0,0
82,0,0,1,0,1,0,0,0,0,0
82,1,0,1,0,0,0,0,0,0,1
82,2,0,1,0,0,0,0,0,0,1
82,5,0,1,0,0,0,0,0,0,1
82,6,0,1,0,0,0,0,0,0,1
82,8,0,1,0,1,0,0,0,0,0
82,9,0,1,0,0,1,0,0,0,0
82,10,0,1,0,0,0,0,0,0,1
82,11,0,1,0,0,0,0,0,0,1
82,12,0,1,0,1,0,0,0,0,0
82,13,0,1,0,1,0,0,0,0,0
82,14,0,1,0,0,0,0,0,0,1
82,15,0,1,0,1,0,0,0,0,0
82,16,0,1,0,0,1,0,0,0,0
82,17,0,1,0,0,1,0,0,0,0
82,18,0,1,0,1,0,0,0,0,0
83,2,0,1,0,0,0,0,0,0,1
83,6,0,1,0,0,0,0,0,0,1
83,8,0,1,0,0,1,0,0,0,0
83,9,0,1,0,0,0,0,0,0,1
83,12,0,1,0,0,0,0,0,0,1
83,13,0,1,0,1,0,0,0,0,0
83,15,0,1,0,0,0,0,0,0,1
83,16,0,1,0,0,0,0,0,0,1
83,17,0,1,0,0,0,0,0,0,1
84,0,0,1,0,0,0,0,0,0,1
84,1,0,1,0,0,0,0,0,0,1
84,2,0,1,0,0,0,0,0,0,1
84,6,0,1,0,0,0,0,0,0,1
84,7,0,1,0,0,0,0,0,0,1
84,8,0,1,0,0,0,0,0,0,1
84,15,0,1,0,0,0,0,0,0,1
84,16,0,1,0,0,0,0,0,0,1
84,17,0,1,0,0,0,0,0,0,1
85,0,0,1,0,0,0,0,0,0,1
