x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,48,1.5,12
0,1,25,3.1,10
0,2,5,3.2,9
0,3,13,3.8,7
0,5,8,6.2,6
0,6,16,4.9,4
0,7,8,3.6,6
0,8,6,3.9,6
0,9,46,2.6,4
0,10,90,2.3,4
0,11,25,4.1,6
0,12,7,4,3
0,13,18,6.7,6
0,14,4,5.7,8
0,15,22,4.9,9
0,16,16,4.7,11
0,17,41,1.8,10
0,18,60,1.3,11
0,19,16,2.6,13
0,20,17,4.3,14
0,21,1,6.7,17
0,23,4,6.6,19
0,24,37,4.2,20
0,25,18,5.4,21
0,27,16,6.1,21
0,28,0,6.2,21
0,29,40,5,20
0,30,15,5.1,18
0,31,1,6.1,19
0,32,14,5.7,18
0,33,11,4.3,17
0,34,10,6.6,19
0,35,32,2.7,15
0,36,8,3.1,15
0,37,2,3.9,14
0,38,19,4.3,14
0,39,20,4.9,14
0,40,16,6,15
0,41,46,7.8,17
0,42,3,6.7,18
0,44,2,4.2,16
0,45,16,5.2,16
0,46,55,5.3,16
0,48,36,4.1,15
0,49,9,1.8,13
0,51,1,4.1,14
0,52,9,4.9,16
0,53,2,4,16
0,54,10,2.5,14
0,55,39,1.4,14
0,56,16,3,16
0,57,3,4.3,17
0,58,0,4.3,17
0,59,13,2.9,15
0,60,7,3.2,14
0,61,3,7.3,15
0,62,3,6.7,13
0,63,2,9.4,17
0,64,22,7.7,14
0,65,10,9.8,14
0,66,17,6.9,11
0,67,26,6.3,10
0,68,4,5,9
0,69,307,1.2,10
0,70,26,2.9,11
0,71,52,5.3,11
0,72,54,4.4,9
0,73,7,6.8,13
0,76,10,4.6,12
0,77,23,3,9
0,78,3,3.5,10
0,79,6,3.9,11
0,80,10,4,11
0,81,4,5.9,13
0,82,54,6.5,12
0,83,6,4.9,12
0,84,6,2.1,9
0,85,14,3.7,12
0,86,1,4.1,14
0,87,12,2.3,14
0,88,2,2.5,14
0,89,13,5,17
0,90,2,10,22
0,91,14,6.5,20
0,92,3,8,21
0,94,2,5.7,19
0,96,2,8.4,17
0,97,2,4.9,15
0,98,4,6.7,16
0,100,10,4.3,12
0,101,2,6.7,15
0,102,4,5.8,14
0,103,2,1.9,10
0,110,3,9.9,14
0,112,3,5.5,10
0,115,26,7.4,9
0,117,36,4.8,7
0,118,1,3.3,5
0,119,237,2.6,4
0,120,2314,1.5,3
0,121,2663,0.4,2
0,122,646,2.9,2
0,123,6,2.8,2
0,124,0,3.3,5
0,125,7,2.4,6
0,126,9,3.2,6
0,127,59,3.8,7
1,0,16,2.4,11
1,1,384,2.7,11
1,2,235,1.9,9
1,3,8,4.4,10
1,4,4,4.2,8
1,6,16,6.2,6
1,7,2,3.8,3
1,8,2,2.5,4
1,9,199,1.7,3
1,10,422,0.2,4
1,11,14,4.4,5
1,12,2,6.3,7
1,13,49,6.4,8
1,14,19,4.5,9
1,16,3,2.3,9
1,18,2,4.6,14
1,19,25,4.8,14
1,20,9,5.1,15
1,21,45,6.1,16
1,23,12,7.5,18
1,24,2,4.4,20
1,26,22,9.1,25
1,28,3,5.6,21
1,29,14,3.4,19
1,31,9,8.9,22
1,32,11,6.8,19
1,34,13,4.6,17
1,39,32,4.8,15
1,40,1,7.2,18
1,41,4,9.7,20
1,43,16,6.8,18
1,44,8,5.7,17
1,45,6,9.2,20
1,46,11,3,14
1,47,12,3,14
1,48,9,3.8,15
1,49,0,1.1,12
1,50,7,2.5,13
1,51,11,3.9,12
1,52,0,6.2,15
1,53,4,4.5,15
1,54,33,3.9,13
1,55,21,2.7,14
1,56,9,2.3,14
1,57,29,3,15
1,58,8,4.3,17
1,59,10,1.8,14
1,60,2,2.3,15
1,61,11,4.5,16
1,62,12,4.9,15
1,63,14,5.9,15
1,64,13,7.5,14
1,65,6,7.3,13
1,66,8,5.7,11
1,67,6,4.2,10
1,69,149,2.7,9
1,70,98,2.2,10
1,71,4,4.8,11
1,72,12,5.3,11
1,73,8,4.9,11
1,74,2,7,13
1,76,8,4.9,11
1,78,5,4.3,11
1,79,29,4.2,12
1,81,4,6.8,13
1,82,8,6.2,12
1,83,14,4.1,11
1,84,5,6.1,13
1,85,6,3.6,14
1,86,21,2.3,14
