x,y,TOT_P,avg_time_nearest_h
0,0,8,30
0,1,6,27
0,2,13,29
0,3,3,30
0,4,2,29
0,5,11,28
0,6,6,28
0,7,2,28
0,8,3,27
0,9,16,25
0,10,6,24
0,11,21,22
0,12,8,21
0,13,0,18
0,14,15,18
0,15,490,16
0,16,156,18
0,17,37,14
0,18,22,14
0,19,1,14
0,20,2,17
0,21,52,15
0,22,72,14
0,23,3,15
0,24,1,21
0,25,8,16
0,26,26,14
0,27,6,16
0,28,7,16
0,30,2,24
0,31,29,23
0,32,15,23
0,35,4,28
0,36,5,27
0,37,17,29
0,38,1,37
0,39,21,47
0,40,2,33
0,42,4,26
0,44,2,25
0,45,7,23
0,46,2,20
0,47,30,17
0,48,32,15
0,49,4,18
0,51,17,18
0,53,0,18
0,54,2,18
0,56,17,11
0,58,50,10
0,59,13,13
0,63,2,23
0,64,3,26
0,65,2,26
0,66,2,26
0,67,10,25
0,68,4,27
0,69,12,27
0,70,17,27
0,71,5,27
0,72,9,25
0,74,2,25
0,77,38,25
0,80,12,19
0,82,7,18
0,85,6,15
0,86,44,12
0,88,5,10
0,89,2,14
0,90,4,16
0,91,1,18
0,93,6,16
0,96,7,16
0,97,20,18
0,100,3,19
0,105,46,19
0,106,193,20
0,107,38,20
0,108,0,22
0,109,19,23
0,111,2,25
0,112,2,25
0,113,6,24
0,114,3,22
0,115,1,22
0,116,5,20
0,117,11,19
0,118,43,20
0,119,32,22
0,122,11,16
0,123,36,16
0,124,6,18
0,126,20,15
0,127,109,13
1,0,6,31
1,1,2,29
1,2,13,28
1,3,8,29
1,4,9,28
1,5,5,27
1,6,13,28
1,7,1,28
1,8,4,27
1,9,2,26
1,10,94,23
1,11,22,21
1,12,14,20
1,14,2,17
1,15,294,16
1,16,56,17
1,17,4,15
1,18,11,12
1,19,12,14
1,20,1,14
1,21,27,11
1,22,57,16
1,23,33,14
1,24,53,18
1,25,72,13
1,26,53,14
1,27,35,19
1,28,25,22
1,29,15,25
1,31,9,24
1,32,35,27
1,33,7,31
1,34,9,30
1,36,15,33
1,37,15,33
1,38,2,34
1,40,16,32
1,41,5,33
1,42,4,25
1,43,8,24
1,44,15,23
1,45,10,23
1,46,4,19
1,47,2,19
1,48,9,15
1,49,4,14
1,50,8,17
1,51,4,17
1,52,15,18
1,53,21,16
1,54,4,18
1,55,6,25
1,56,1,10
1,57,19,10
1,58,16,9
1,59,1,10
1,60,10,10
1,62,22,28
1,63,7,28
1,64,14,25
1,65,1,25
1,67,12,27
1,68,21,25
1,70,1,26
1,72,11,24
1,73,7,24
1,74,9,24
1,75,16,23
1,76,2,25
1,77,6,23
1,79,2,20
1,80,17,18
1,84,23,14
1,85,8,13
1,86,4,12
1,87,185,12
1,88,2,9
1,89,5,13
1,90,3,17
1,91,1,17
1,92,7,15
1,93,14,16
1,94,2,15
1,95,19,14
1,97,1,17
1,98,10,19
1,99,7,18
1,100,4,17
1,102,5,20
1,105,131,16
1,106,81,18
1,107,6,19
1,108,5,21
1,109,10,22
1,112,18,23
1,113,10,26
1,116,10,23
1,118,1,23
1,121,1,20
1,122,1,19
1,124,20,14
1,125,34,15
1,126,21,15
1,127,11,13
2,1,7,34
2,2,5,30
2,3,69,28
2,4,8,26
2,5,9,26
2,6,12,25
2,7,6,28
2,8,2,25
2,9,5,27
2,10,32,25
2,11,4,27
2,14,25,17
2,16,9,16
2,18,20,12
2,19,15,13
2,20,25,11
2,21,4,12
2,22,10,14
2,23,103,12
2,24,440,12
2,25,478,13
2,26,34,16
2,27,25,20
2,28,49,16
2,29,30,20
2,30,16,19
2,32,3,27
2,33,1,28
2,35,10,32
2,36,23,35
2,37,35,35
2,38,95,32
2,41,11,30
2,42,30,25
2,43,3,23
2,44,34,25
2,45,6,19
2,46,2,21
2,47,4,17
2,48,15,15
2,49,12,13
2,50,55,15
2,51,48,15
2,52,11,15
2,53,22,13
2,56,33,8
2,57,1,12
2,58,50,7
2,60,19,11
2,61,16,11
2,62,1,12
2,65,13,25
2,66,2,23
2,67,1,22
2,68,1,24
2,70,9,24
2,71,1,24
2,72,5,23
2,73,4,22
2,74,23,22
2,75,23,23
2,76,0,23
2,80,14,18
2,81,9,17
2,84,4,16
2,85,2,14
2,87,183,11
2,88,73,12
2,89,2,13
2,91,6,14
2,92,12,12
2,94,32,12
2,96,2,17
2,97,3,15
2,98,3,14
2,99,11,15
2,100,2,16
2,102,3,19
2,103,14,18
2,104,1,17
2,106,6,20
2,107,4,20
2,108,8,23
2,112,3,23
2,113,37,24
2,120,4,20
2,121,1,19
2,122,5,18
2,123,7,17
3,0,12,31
3,2,1,35
3,3,3,28
3,4,4,26
3,5,2,24
3,6,182,25
3,7,38,24
3,8,4,23
3,9,5,24
3,10,2,23
3,12,9,19
3,13,17,19
3,14,4,19
3,15,5,18
3,16,34,17
3,17,5,15
3,18,100,10
3,19,24,12
3,20,18,9
3,21,31,11
3,22,129,11
3,23,30,13
3,24,78,11
3,26,3,16
3,27,5,17
3,28,58,18
3,29,146,18
3,31,3,23
3,32,3,25
3,36,5,30
3,37,42,32
3,38,150,30
3,39,2,33
3,40,29,30
3,41,35,28
3,42,1,27
3,43,7,25
3,44,13,22
3,46,0,17
3,47,3,16
3,48,10,14
3,49,5,14
3,50,10,15
3,51,13,14
3,53,2,10
3,54,17,12
3,56,41,6
3,57,3,10
3,58,19,6
3,59,4,8
3,60,21,9
3,66,6,22
3,68,10,22
3,69,15,23
3,70,6,23
3,71,5,22
3,72,20,23
3,73,285,21
3,74,237,20
3,75,7,20
3,76,12,21
3,77,43,20
3,78,3,21
3,80,11,20
3,81,15,18
3,84,14,17
3,85,9,15
3,86,4,16
3,87,6,10
3,88,20,9
3,89,53,11
3,90,9,12
3,91,1,12
3,94,5,11
3,95,5,14
3,96,0,14
3,98,12,13
3,99,3,18
3,102,7,16
3,103,53,15
3,106,1,22
3,108,3,22
3,109,19,24
3,112,4,22
3,113,1,25
3,114,8,25
3,121,2,21
3,122,5,19
3,123,13,19
3,125,0,15
3,126,21,14
3,127,14,14
4,0,7,29
4,1,1,33
4,2,0,29
4,3,14,28
4,5,10,25
4,6,117,24
4,7,2,22
4,8,9,20
4,9,15,21
4,10,10,20
4,11,4,18
4,12,3,19
4,13,2,17
4,14,10,16
4,15,2,15
4,16,36,16
4,17,51,13
4,18,560,10
4,19,76,8
4,20,21,12
4,21,6,13
4,22,44,13
4,23,117,9
4,24,33,15
4,25,23,13
4,26,86,15
4,27,60,15
4,28,37,15
4,29,132,17
4,30,10,20
4,31,19,21
4,32,2,23
4,33,29,25
4,34,4,27
4,35,18,27
4,36,28,29
4,37,35,33
4,38,7,30
4,40,11,28
4,42,11,29
4,43,5,24
4,44,10,23
4,45,0,24
4,46,4,27
4,47,13,17
4,48,31,15
4,49,8,14
4,50,91,12
4,51,11,18
4,52,1,11
4,54,4,7
4,55,5,8
4,56,75,5
4,57,0,6
4,58,35,6
4,59,2,8
4,61,7,11
4,64,8,23
4,67,8,25
4,68,10,25
4,69,3,26
4,70,17,25
4,72,7,23
4,73,346,20
4,74,297,19
4,75,27,17
4,76,3,19
