x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
114,61,2,0,3,0,0,3,6,0,4,1,0,2,0,5,0,0,0,1,1,0,28
114,62,21,1,73,6,4,109,266,24,96,17,4,80,82,64,3,9,5,47,67,0,978
115,60,74,3,352,8,19,630,666,98,322,171,15,265,533,266,16,90,56,230,357,0,4171
115,61,74,8,329,10,14,504,854,89,390,63,11,399,392,282,36,63,46,160,307,0,4031
115,62,22,1,134,0,7,105,218,16,51,13,2,43,71,24,8,16,15,33,76,0,855
116,59,7,2,9,0,0,23,36,21,44,4,2,24,24,22,5,5,7,32,20,0,287
116,60,9,1,12,1,2,22,32,11,29,4,0,6,6,14,1,2,2,13,16,0,183
116,61,61,8,458,16,20,544,1130,244,489,214,34,292,882,267,28,126,110,313,606,0,5842
116,62,31,4,474,6,18,584,1062,174,306,145,23,91,502,110,14,54,52,161,372,0,4183
117,58,1,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,2,8,0,19
117,59,6,0,9,0,3,28,27,18,62,1,0,7,13,21,2,2,1,15,32,0,247
117,60,3,0,18,1,3,19,55,9,46,5,2,16,24,31,4,7,3,17,25,0,288
117,61,31,2,102,5,14,135,205,40,195,31,5,64,127,96,21,29,31,119,160,0,1412
117,62,21,0,72,7,8,45,61,19,32,6,0,5,42,44,10,16,4,24,63,0,479
118,57,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
118,58,116,3,297,10,23,362,669,135,366,71,13,116,382,280,30,105,83,195,319,0,3575
118,59,17,9,56,4,14,74,123,16,99,15,1,17,35,35,20,27,12,45,116,0,735
118,60,10,0,40,3,4,19,42,21,23,3,0,2,15,4,3,9,6,22,47,0,273
118,61,28,1,54,2,6,26,59,19,22,9,3,0,21,2,8,12,11,25,55,0,363
118,62,50,4,284,10,24,164,396,55,135,63,7,19,219,40,21,56,49,91,242,0,1929
118,63,7,1,17,0,3,11,16,8,5,1,0,1,4,0,2,2,2,3,24,0,107
118,64,2,0,14,1,1,6,14,3,1,1,0,3,4,0,2,2,2,1,6,0,63
119,57,33,2,142,17,16,165,382,76,228,47,2,68,184,134,18,47,48,168,195,0,1972
119,58,30,10,64,6,5,45,60,17,43,5,0,6,12,24,12,13,8,30,55,0,445
119,59,19,8,17,7,7,12,16,3,14,1,0,2,3,10,6,11,5,7,26,0,174
119,60,5,0,6,2,4,2,8,3,6,0,0,1,7,3,3,5,3,7,20,0,85
119,61,26,0,21,3,5,11,9,3,10,2,0,2,4,2,3,7,5,13,19,0,145
119,62,44,2,62,4,8,26,60,16,27,4,1,2,29,3,12,20,15,15,81,0,431
