x,y,clc
2,69,28
3,66,32
3,67,32
3,69,28
4,67,32
33,121,28
33,122,28
34,122,28
34,123,28
35,123,28
93,127,28
94,125,26
94,126,26
94,127,18
95,119,32
95,120,26
95,121,26
95,122,26
95,123,26
95,124,26
95,125,26
95,126,26
95,127,18
96,119,32
96,120,32
96,121,26
96,122,26
96,123,26
96,124,26
96,125,18
96,126,18
96,127,26
97,119,26
97,120,32
97,121,32
97,122,26
97,123,26
97,124,26
97,125,26
97,126,18
97,127,26
98,118,32
98,119,26
98,120,26
98,121,26
98,122,32
98,123,26
98,124,26
98,125,26
98,126,26
99,117,32
99,118,32
99,119,32
99,120,26
99,121,26
99,122,26
99,123,26
99,124,26
99,125,26
99,126,21
99,127,12
100,120,26
100,121,32
100,122,32
100,123,32
100,124,26
100,125,21
100,126,21
100,127,12
101,120,26
101,121,26
101,122,32
101,123,32
101,124,18
101,125,21
101,126,20
101,127,26
102,120,32
102,123,32
102,124,18
102,125,20
102,126,20
102,127,20
103,124,20
103,125,20
103,126,20
103,127,20
104,0,28
104,1,28
104,2,28
104,123,18
104,124,12
104,125,12
104,126,12
104,127,32
105,0,28
105,1,28
105,2,28
105,3,28
105,122,32
105,123,18
105,124,12
105,125,12
105,126,32
105,127,32
106,0,28
106,1,26
106,2,28
106,3,26
106,120,26
106,121,26
106,122,32
106,123,26
106,124,26
106,125,18
106,126,18
106,127,32
107,0,28
107,1,28
107,2,28
107,3,28
107,117,32
107,118,32
107,119,32
107,120,26
107,121,26
107,122,26
107,123,26
107,124,26
107,125,26
107,126,26
107,127,26
108,116,32
108,117,32
108,118,32
108,119,32
108,120,21
108,121,21
108,122,21
108,123,21
108,124,21
108,125,32
108,126,26
108,127,26
109,117,32
109,118,26
109,119,26
109,120,21
109,121,21
109,122,21
109,123,21
109,124,32
109,125,32
109,126,32
110,116,32
110,117,32
110,118,26
110,119,26
110,120,2
110,121,21
110,122,32
110,123,18
110,124,26
110,125,26
111,116,26
111,117,26
111,118,26
111,119,18
111,120,2
111,122,32
111,123,32
111,124,26
112,114,32
112,115,32
112,116,32
112,117,26
112,118,26
112,119,12
113,114,32
113,115,26
113,116,26
113,117,26
113,118,26
113,119,26
114,113,32
114,114,32
114,115,32
114,116,26
114,117,26
114,118,26
114,119,26
114,120,26
114,121,26
115,114,32
115,115,32
115,116,32
115,117,26
115,118,26
115,119,26
115,120,26
115,121,26
116,115,26
116,116,32
116,117,26
116,118,26
116,119,26
117,115,32
117,116,26
117,117,26
117,118,26
117,119,26
118,116,32
118,117,26
118,118,18
118,119,18
119,116,26
119,117,26
119,118,18
119,119,26
120,118,32
120,119,26
120,120,26
120,121,26
120,122,26
121,119,32
121,120,26
121,121,26
121,122,26
126,113,32
