x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
38,112,11,14.7,39
39,110,2,8.9,33
39,111,17,10.8,35
39,112,11,12.9,37
39,113,0,11.1,35
40,110,1068,9.7,34
40,111,707,8.6,33
40,113,31,8,32
40,114,0,10.6,35
40,115,0,13.7,38
41,111,2,9.3,33
41,112,13,4.9,29
41,113,19,4.2,29
41,114,5,4.8,30
41,115,0,5,30
41,116,0,7.9,32
42,112,1,18.8,39
42,113,2,4.2,26
42,114,834,1.8,26
42,115,6,5,29
42,116,1,11.4,35
43,112,20,8.5,28
43,113,83,5.7,26
43,114,341,4.2,24
43,115,2,5.9,24
43,116,2,7.3,31
43,118,25,10,37
43,119,13,10.8,38
44,112,13,8.2,24
44,113,21,5.2,22
44,115,0,7,27
44,116,1,6.4,30
44,119,202,6.5,34
44,120,21,5.2,32
45,112,222,4.8,21
45,113,514,3.2,20
45,114,8,2.5,20
45,116,30,11.3,29
45,117,9,9.7,31
45,118,16,12.8,37
45,119,42,7.5,35
45,120,23,2.6,30
46,112,80,5.8,21
46,113,201,2.7,18
46,114,15,3.9,18
46,115,0,7.6,22
46,116,0,12.2,27
46,117,0,12.1,26
46,118,1,15.5,39
46,119,1,8,37
46,120,2,1.4,27
46,121,4,14,30
46,122,8,12.8,29
46,123,1,18.4,38
46,125,33,15.8,39
47,112,29,4.8,19
47,113,102,4.5,14
47,114,402,2.6,17
47,115,29,5.3,21
47,116,17,12.8,23
47,117,5,12,22
47,118,2,11.2,30
47,119,0,10.9,39
47,120,6,12.4,33
47,121,26,6.9,23
47,122,58,10.2,26
47,123,1,21.9,35
47,124,19,9.8,33
47,125,336,11.4,35
47,126,444,14,37
47,127,5,13.7,37
48,112,503,3.6,16
48,113,621,5.2,13
48,114,50,4.5,15
48,115,167,4.5,17
48,116,329,9.4,19
48,117,0,10.4,21
48,118,2,16.6,22
48,119,0,15.2,25
48,120,18,11.5,26
48,121,20,9.7,23
48,122,40,9.6,22
48,123,16,15.5,33
48,124,23,9.1,32
48,125,161,10.5,34
48,126,5,9.9,33
48,127,34,9.4,36
49,112,338,5.7,14
49,113,165,3.9,12
49,114,19,6.7,15
49,115,90,7.1,14
49,116,74,7.3,14
49,117,7,8.2,13
49,118,4,12.9,18
49,119,9,16.6,22
49,120,17,13.4,19
49,121,17,16,23
49,122,12,15,29
49,123,59,8.4,24
49,124,30,7.1,27
49,125,242,5,29
49,126,124,5.4,35
49,127,16,5.7,36
50,112,845,6,12
50,113,1238,3.3,10
50,114,52,6,11
50,115,68,7.3,12
50,116,874,6.1,12
50,117,5,7.4,12
50,118,1,9.3,14
50,119,4,12.1,16
50,120,0,12.2,16
50,121,6,17.1,24
50,124,8,8.3,31
50,125,1094,5.6,31
50,126,60,4.9,32
50,127,22,3.1,34
51,112,140,1.9,8
51,113,213,4.5,8
51,114,61,5.4,9
51,115,104,4.6,11
51,116,188,4.8,12
51,117,1,7.6,13
51,118,0,12.3,18
51,119,23,15.3,20
51,120,8,18.4,25
51,121,13,20.1,27
51,124,8,13.2,38
51,125,50,7.6,33
51,126,27,9.5,36
51,127,121,5.8,37
52,111,11,3.8,5
52,112,9995,1.6,5
52,113,7476,1.7,5
52,114,638,3.4,8
52,115,262,4.4,10
52,116,113,6.7,13
52,117,49,7.9,15
52,118,3,10.1,16
52,119,2,12.3,19
52,120,14,14.9,22
52,121,16,16.5,25
52,122,2,16.2,29
52,123,0,7.5,33
52,124,3,8.5,34
52,125,16,15.7,42
52,126,20,14,41
52,127,40,8.5,39
53,112,334,1.3,3
53,113,846,3.1,7
53,114,2022,2.6,8
53,115,187,4.1,9
53,116,100,6.4,13
53,117,8,8,15
53,118,4,13.3,20
53,119,2,18.6,24
53,120,3,16.3,25
53,121,13,11.7,26
53,122,19,9.4,29
53,123,5,6.7,32
53,124,3,5,33
53,125,3,12.1,39
53,126,3,15.7,42
53,127,6,11.4,42
54,113,230,5.1,8
54,114,161,3.8,11
54,115,1904,2,11
54,116,129,4.5,13
54,117,4,8.6,16
54,118,7,9.6,17
54,119,10,15.2,21
54,120,2,19.6,28
54,121,10,13.3,29
54,122,8,17.7,36
54,123,6,12.3,39
54,124,4,4.3,33
54,127,3,20.4,47
55,113,0,8.7,11
55,114,76,5.3,14
55,115,199,3,11
55,116,96,5.7,12
55,117,28,6.6,14
55,118,26,9.3,15
55,119,55,11,17
55,120,4,12.7,19
55,121,19,12,23
55,122,11,7,25
55,123,89,3.5,29
55,124,184,4.1,33
55,125,0,8.2,37
55,126,11,10.3,39
55,127,2,10.5,39
56,113,1524,4.3,14
56,114,95,4.1,11
56,115,2182,2.7,10
56,116,78,4.7,11
56,117,42,8.1,15
56,118,17,9.3,14
56,120,7,14.5,20
56,121,8,12.4,21
56,122,20,9.3,30
56,123,68,6.7,30
56,124,15,6.3,33
56,126,6,13.3,42
56,127,15,14.5,40
57,112,103,3.5,11
