x,y,2018,2006,2011
44,99,9,217,9
44,110,22,70,25
44,100,8,17,9
44,101,5,2,6
44,102,15,13,17
44,103,25,31,28
44,127,10,2,11
44,108,0,10,0
44,109,48,50,54
44,95,3,0,3
44,96,1575,1655,1756
44,97,422,495,471
44,98,386,512,423
88,110,14,14,16
88,111,1,3,3
88,112,3,0,3
88,113,9,0,10
88,115,9,35,10
88,116,0,52,0
88,105,4,1,5
88,117,0,8,0
88,106,4,38,4
88,109,13,33,15
89,110,5,27,6
89,111,0,19,0
89,112,9,0,10
89,113,5,0,6
89,114,7,1,8
89,115,13,12,15
89,105,4,9,5
89,106,24,15,27
89,107,8,0,9
89,108,3,4,9
89,109,5,0,6
45,99,117,80,131
45,110,8,23,9
45,111,5,0,6
45,100,4,12,4
45,101,4,0,5
45,113,11,0,12
45,102,0,6,0
45,103,6,25,7
45,104,56,103,63
45,108,0,10,0
45,95,8,32,9
45,96,589,440,657
45,97,0,9,0
45,98,17,5,19
46,99,4,28,0
46,110,6,11,7
46,121,6,0,0
46,100,20,0,14
46,111,19,0,21
46,112,4,2,5
46,102,0,3,0
46,103,15,4,17
46,114,3,0,3
46,104,21,31,23
46,115,4,0,5
46,127,3,0,3
46,105,4,9,5
46,106,0,9,0
46,107,3,0,3
46,109,0,5,0
46,93,18,0,0
46,94,22,0,4
46,95,0,2,0
46,97,0,11,0
46,98,129,138,145
47,110,25,6,28
47,100,10,2,11
47,112,6,11,7
47,101,13,5,14
47,102,3,0,3
47,126,5,3,3
47,105,2,0,3
47,127,97,146,108
47,117,0,8,0
47,107,3,0,3
47,108,10,0,11
47,93,4,0,4
47,109,11,7,12
47,94,26,23,29
47,95,0,21,0
47,97,0,27,0
47,98,13,14,15
48,99,3,0,3
48,111,4,0,5
48,100,70,33,78
48,103,3,0,3
48,125,0,7,0
48,126,3,93,3
48,105,3,0,3
48,127,126,201,134
48,106,5,0,6
48,117,0,9,0
48,107,4,0,4
48,108,4,0,4
48,109,42,14,47
48,94,21,7,23
48,95,89,141,92
48,96,3,8,3
48,97,0,16,0
48,98,121,139,135
49,110,5,11,6
49,111,35,18,39
