x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10,1,0,5,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,15
0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
0,15,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,7
1,3,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,6,6,1,14,0,0,6,21,4,9,0,0,0,12,0,2,7,3,6,17,0,108
1,7,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5
1,10,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2,6,0,1,4,1,4,3,4,1,4,5,0,1,5,0,0,0,3,2,8,0,46
2,7,0,0,1,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,3,0,12
2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,5,0,0,5,0,0,2,2,1,0,1,0,0,1,2,0,0,0,0,0,0,14
3,6,1,0,3,0,0,1,2,0,0,1,0,0,2,0,1,2,0,1,5,0,19
4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6
4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4,10,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,7
