x,y,population
3715000,2345000,730
5225000,2970000,165
4920000,2865000,1266
4965000,3035000,9373
5115000,3750000,69
3850000,3135000,4242
4395000,2645000,826
4315000,2985000,2859
4845000,3280000,1376
5590000,1485000,743
5685000,2455000,7909
3510000,2410000,493
3390000,2245000,136
4870000,3180000,1314
4180000,2825000,2519
4860000,4760000,103
5545000,2460000,949
3560000,2625000,518
3450000,2900000,4136
5325000,3825000,26
2940000,3395000,43
5505000,2400000,895
4675000,1625000,0
4245000,3130000,947
3965000,2325000,104
5255000,4430000,135
2810000,1950000,565
4035000,2260000,33
4685000,2805000,2319
4770000,4765000,29
3160000,3475000,911
4980000,4345000,117
4570000,5090000,95
5205000,3240000,448
4755000,3140000,3408
3915000,2290000,1343
4465000,2745000,1569
3555000,3450000,7141
5335000,2080000,8
5310000,4055000,288
2995000,1655000,701
5235000,1740000,4366
4960000,2290000,1357
5225000,4320000,79
3125000,3365000,9907
5470000,2395000,0
4990000,4525000,64
5015000,2420000,7551
4650000,4200000,0
4995000,3395000,15029
5735000,2390000,730
5200000,4365000,47
5250000,4630000,20
4270000,3180000,643
4720000,5160000,12
4125000,2405000,4529
3945000,3110000,14617
3920000,3035000,6339
5295000,3880000,70
5410000,1850000,17
3135000,3500000,92
3720000,2205000,5197
4400000,3925000,305
3825000,2600000,683
4655000,3350000,622
3035000,1660000,25
5385000,1710000,155
3215000,2350000,3444
5195000,3970000,13
4175000,2625000,957
5640000,2720000,606
3485000,2905000,9507
4475000,4490000,72
3330000,1965000,1
5035000,3525000,16
4700000,3100000,332
5280000,4375000,2
4240000,4055000,239
4790000,2975000,522
3395000,2050000,27
4935000,2805000,610
4610000,3925000,205
5035000,4385000,21
4745000,2755000,292
3470000,2995000,1385
5590000,1490000,2303
4450000,3315000,2092
3860000,2925000,2569
4115000,2860000,1532
5195000,2495000,103
4785000,1915000,763
2820000,1950000,4
5220000,3060000,3142
5290000,2640000,431
4855000,2650000,1087
3665000,3390000,4515
4050000,4130000,1309
3640000,2855000,835
3115000,2005000,1509
5245000,3720000,221
5040000,1930000,4058
4345000,2725000,4396
3225000,1735000,2
3815000,2440000,155
3410000,2375000,1823
5260000,2150000,394
5380000,1695000,355
3575000,3405000,6901
3605000,2380000,715
4920000,3055000,1945
5050000,2530000,15
5145000,3995000,19
5265000,1730000,682
4340000,2550000,198
5460000,2620000,25
5335000,2385000,1118
3470000,2705000,519
5010000,4400000,117
3975000,3285000,1914
4950000,3310000,1
4855000,1680000,1019
4250000,2420000,674
4520000,5085000,1
3585000,2590000,391
4805000,2725000,1126
3770000,2470000,347
5040000,4720000,1
3830000,2605000,186
3170000,2115000,79
4575000,3715000,170
4530000,3785000,88
4850000,3135000,722
5255000,1895000,1429
4165000,2390000,1695
3725000,2450000,6600
4060000,3140000,8356
2765000,2120000,4561
3740000,2975000,1421
4990000,3440000,65
3240000,3640000,99
4995000,4210000,12763
3600000,3260000,21212
4715000,2450000,9
3725000,2155000,908
4025000,3225000,793
4485000,4090000,73
4560000,3630000,376
3045000,3615000,4
4445000,2915000,564
3305000,2845000,1749
2910000,2435000,131
4680000,4750000,2
5135000,3285000,410
3090000,3425000,1242
5320000,4450000,2115
4610000,4455000,10
4405000,2750000,3360
3625000,3255000,856
5565000,2885000,195
4235000,2660000,20
5235000,4735000,2
3665000,3375000,3168
4090000,2900000,23883
4375000,2780000,6935
4370000,2320000,838
3555000,3380000,15552
3365000,1930000,10
2775000,2290000,1715
3515000,2580000,1207
5180000,3695000,1657
4635000,2915000,657
5130000,4005000,128
4945000,4315000,33696
4585000,3090000,1917
3480000,2585000,1811
5275000,4340000,335
3425000,2360000,99
4595000,4220000,0
4185000,3150000,288
5740000,2630000,9
3245000,2095000,58
4810000,2580000,4673
4400000,2590000,1234
4290000,3080000,2174
3485000,3735000,18078
5050000,4315000,5300
5200000,4090000,32
4420000,3160000,9617
4655000,2495000,737
4870000,4140000,22
4675000,4260000,6
3800000,2780000,978
3085000,4790000,0
4825000,2945000,932
5195000,4085000,25
5135000,1985000,2981
3390000,2070000,127
4545000,2300000,592
4855000,3890000,48
4770000,3155000,431
3130000,2140000,97
4310000,3525000,117
4960000,2710000,14523
4425000,3195000,8335
4350000,3530000,36
2700000,1840000,126
4520000,2505000,29205
4125000,2665000,2395
4495000,2330000,3180
5280000,2605000,317
3755000,2380000,102
4520000,4510000,1
4290000,3515000,3849
2775000,2160000,9031
5160000,2750000,21
5060000,2230000,6
5365000,1630000,3975
5375000,1610000,318
4590000,2625000,87
4320000,3455000,2220
4755000,3515000,45
2770000,1910000,23
3830000,2570000,1453
5345000,2725000,4589
2795000,2230000,7530
4375000,2480000,9193
3755000,2590000,282
3585000,3160000,2153
3740000,2435000,227
5040000,4840000,31
3460000,3525000,16936
4120000,3280000,3041
3635000,2650000,4945
4825000,4705000,166
4355000,3370000,822
4565000,1630000,3
4665000,2025000,1755
3565000,3480000,682
4085000,2665000,5800
4905000,2345000,1671
5730000,2425000,504
3515000,3170000,1809
5430000,2260000,41
4645000,2715000,8
4670000,2865000,300
3205000,3510000,2266
5430000,2065000,449
3270000,1665000,866
3850000,2875000,452
4645000,4250000,0
4625000,3690000,166
2885000,2180000,786
3510000,3470000,16350
3595000,2140000,141
5070000,4520000,6
4170000,3190000,5148
3365000,3160000,1041
3490000,3395000,8086
5265000,4745000,8
4725000,2755000,35
3500000,3595000,997
4640000,3325000,1065
4290000,4490000,7
5215000,2135000,16
5195000,3425000,956
3875000,2860000,259
4720000,4160000,1512
4635000,2685000,360
3375000,1740000,57
4535000,3030000,121
4460000,4635000,3
5360000,4475000,183
4080000,4250000,1
5155000,4955000,8
4395000,4225000,1046
3060000,2055000,15
5170000,2625000,6516
3885000,3095000,6353
4430000,3265000,144
4170000,2930000,2320
3700000,2300000,921
5345000,2730000,1957
4645000,3945000,58
4375000,2775000,1833
4770000,4585000,38
3465000,3685000,283
2770000,2360000,2330
4675000,2890000,436
3745000,2650000,11667
5395000,2465000,909
2760000,1975000,12
3595000,2435000,371
4380000,2260000,758
4195000,4150000,0
4865000,3195000,2696
4445000,2920000,1813
4310000,3015000,1999
4450000,2750000,2462
5130000,2850000,1998
3100000,3620000,524
5035000,5165000,1
2705000,1760000,1030
4390000,3950000,504
3435000,3420000,762
5745000,2345000,210
4765000,2990000,1408
2785000,1950000,682
4170000,3385000,10421
4295000,3720000,1345
3635000,3325000,2197
3760000,2370000,346
4940000,2415000,5113
3645000,2065000,14065
5065000,3400000,933
4245000,3965000,16
4225000,3005000,71569
2840000,1900000,435
4830000,3480000,428
3535000,2235000,549
4180000,2760000,747
4660000,2010000,3582
4905000,3170000,2198
5705000,2630000,711
5585000,2895000,1472
4895000,2020000,29600
4095000,2815000,321
5765000,2635000,646
5390000,2170000,6
4655000,3955000,550
4020000,2335000,328
3550000,2310000,343
4810000,5315000,0
5655000,1500000,571
3675000,2900000,1009
5260000,4100000,7
5040000,5235000,8
4615000,5085000,92
3825000,3095000,20059
2895000,4795000,8
3545000,2665000,255
2885000,1865000,62
2860000,2010000,339
5170000,2895000,2131
3550000,3455000,27461
3120000,3505000,5748
3105000,1980000,568
4600000,5045000,13
4350000,3630000,182
3855000,3155000,4158
5100000,4805000,9
3390000,3725000,703
3410000,2320000,859
4885000,2620000,447
4050000,2520000,502
4720000,3025000,2655
2810000,2365000,2037
4125000,2760000,2025
3310000,3195000,1428
5380000,2800000,556
3955000,2530000,950
3590000,2870000,874
5655000,2500000,1412
4950000,3220000,2316
3915000,2420000,1116
3955000,3040000,5888
5525000,2240000,3747
3595000,3290000,11804
5000000,1920000,4604
4670000,1565000,30567
3730000,3310000,40748
3875000,2960000,49
4480000,5020000,78
3600000,2235000,1183
4420000,4040000,59
2855000,4885000,0
4455000,4285000,2
3565000,2050000,3142
3585000,2855000,2746
4030000,2290000,2
3255000,2250000,645
4565000,4665000,11
5510000,2200000,6
4260000,2495000,113611
3705000,2905000,1471
5675000,1735000,1133
4480000,3670000,3415
5750000,2330000,319
4275000,4020000,1082
4905000,3400000,1124
2845000,1830000,0
4990000,3800000,1
3140000,1625000,77
4565000,3775000,71
4295000,3450000,966
3830000,2345000,374
4985000,4240000,6
3505000,2785000,4057
4615000,3435000,6
4565000,3735000,62
4035000,3170000,3224
4345000,3480000,96
5075000,5290000,0
5665000,2445000,792
4835000,2920000,1111
3210000,1775000,4
3110000,2345000,251
5350000,2005000,196
3120000,3570000,575
3455000,2360000,276
5005000,2190000,307
4315000,4275000,142
4610000,2885000,10520
4025000,2255000,244
5225000,4875000,20
4970000,4860000,6
4980000,3325000,3405
4420000,3920000,815
3390000,2770000,3673
3285000,3955000,218
3615000,2150000,25
4430000,3260000,12
5200000,4360000,84
3720000,1875000,6775
3200000,2215000,63
2725000,1820000,6
3805000,2800000,842
4760000,2305000,5
3920000,2665000,1749
4870000,2250000,74
5265000,4035000,70
4925000,4895000,2
5050000,2315000,3567
3195000,2345000,2795
3405000,2340000,1356
3720000,2230000,26
5050000,4780000,33
3655000,2305000,801
3010000,1695000,57
3285000,3825000,112
4945000,2885000,2102
4780000,4035000,1532
4270000,3965000,32
2965000,2170000,18
4420000,3370000,445
4085000,2880000,2263
5010000,2465000,318
3470000,2430000,83
4755000,4775000,1
4840000,3400000,116
4725000,4055000,157
4345000,3320000,4797
5040000,4650000,495
3070000,3440000,17802
3355000,3155000,727
5330000,2745000,274
4980000,2610000,552
5250000,4525000,48
5265000,2765000,626
3115000,2370000,619
3715000,2320000,205
3110000,1955000,7
4435000,4040000,147
5300000,3750000,134
5390000,2235000,159
4555000,3080000,1527
5370000,2140000,0
5200000,2290000,85
4290000,1950000,1187
4045000,2495000,1598
5210000,2125000,598
4785000,1975000,4571
4065000,2905000,964
3470000,2495000,7151
5220000,3810000,99
5070000,2570000,972
4135000,2730000,4304
4250000,4100000,116
3115000,3585000,241
4180000,4420000,16
5055000,3650000,262
4805000,3445000,117
4670000,4955000,0
5375000,2245000,62
4880000,5290000,0
3125000,3405000,472
5250000,1760000,77
4125000,2615000,1090
4205000,1795000,110
4185000,3985000,69
4525000,2770000,2507
5240000,3260000,485
5210000,2250000,1262
4630000,3685000,557
4235000,3410000,3020
4185000,2365000,143
2970000,2015000,149
3780000,2805000,3672
4860000,2465000,30
3000000,1850000,3172
3450000,2750000,33411
5390000,2495000,307
5235000,3050000,2790
4150000,3340000,6459
4525000,2070000,3246
4390000,4635000,160
4320000,2805000,44654
5180000,3225000,1283
2800000,2275000,1847
3065000,2030000,1432
5430000,1710000,34
4700000,2820000,911
5570000,2810000,2062
4615000,2895000,1455
5165000,3135000,348
2835000,2295000,471
2870000,1655000,2462
3465000,3660000,10
5060000,3880000,54
4465000,2165000,11
3685000,1865000,11933
3425000,3665000,0
3915000,2485000,2688
3855000,2375000,310
4475000,3060000,16633
5580000,2610000,833
5070000,3650000,303
5175000,4905000,33
4115000,3050000,22275
4595000,3430000,23692
4200000,2510000,20929
4720000,3975000,1181
4865000,1880000,380
3520000,3155000,26550
4435000,4435000,2
3760000,2920000,12646
3445000,3280000,788
4635000,5110000,8
4090000,2920000,4416
5045000,2445000,12109
4320000,3765000,14141
4235000,3550000,576
5090000,2405000,133
4080000,2780000,402
4540000,3410000,367
5035000,3670000,688
5090000,2785000,391
4435000,2295000,15137
4270000,4445000,9
4725000,2930000,3214
5185000,4750000,0
5260000,2660000,0
4485000,4875000,59
5180000,4680000,319
4855000,2305000,2637
3230000,2315000,10
4250000,2985000,14058
3565000,2120000,401
3900000,2895000,604
4235000,3940000,141
5175000,4340000,228
3625000,3485000,196
4995000,4955000,8
4395000,2855000,1290
4250000,1955000,4
5000000,3370000,466
4135000,3390000,14354
2695000,1830000,74
4300000,2640000,1586
4435000,2190000,25
3260000,3130000,597
3605000,2155000,137
4465000,2415000,3625
4500000,2160000,818
2760000,1740000,442
4785000,3525000,1338
4490000,2910000,1078
4170000,3085000,10192
2935000,2375000,187
3545000,2730000,528
4440000,4335000,3
4235000,2995000,40311
4310000,3535000,5900
3010000,2170000,695
4260000,2770000,5783
4140000,2355000,1666
4130000,3220000,5736
4420000,4670000,34
4720000,4645000,132
4880000,2560000,3071
4750000,4090000,573
3010000,2245000,22
2925000,2180000,2542
4825000,2865000,821
3455000,3410000,3940
5425000,2690000,2631
4230000,1795000,1602
5085000,4580000,15
3160000,3600000,135
5155000,3170000,1212
2985000,1640000,2109
5140000,2030000,8425
4765000,4080000,628
4735000,2095000,4129
5030000,4325000,420
4230000,4405000,26
4160000,2710000,3007
4500000,3770000,184
3545000,3810000,71
4010000,2635000,1261
5080000,3250000,1559
5675000,2360000,1293
3245000,1830000,62
4795000,3150000,1008
2960000,2385000,20
4255000,3935000,948
4080000,4095000,82
4295000,3605000,935
4525000,3100000,9826
4670000,3960000,1746
4060000,2345000,107
5000000,3720000,17
5260000,3960000,106
5205000,4070000,1081
4220000,3245000,3098
4435000,3285000,280
4960000,4595000,1
5420000,2715000,1523
2775000,2400000,842
4020000,2785000,392
4190000,3285000,6584
5020000,2335000,310
4220000,2820000,6125
5600000,1710000,380
3545000,2395000,1527
4020000,3255000,41991
3290000,1840000,0
3845000,2785000,1307
4825000,2500000,710
5220000,2595000,390
3530000,2080000,37
4520000,4340000,26
5025000,4510000,41
4375000,2530000,2062
4320000,2475000,2915
4910000,3495000,625
3520000,3665000,912
5085000,4055000,9
4805000,2700000,999
3090000,2300000,14
5215000,3700000,424
5560000,2880000,1083
5020000,4350000,441
2820000,2110000,496
5695000,2375000,384
3655000,2415000,124
3315000,1900000,365
3475000,2665000,2326
4995000,4245000,157
4700000,3380000,28
5660000,2815000,2406
5160000,4130000,3745
5055000,3245000,1097
2985000,2380000,292
5220000,3450000,454
5245000,4425000,223
5130000,3380000,839
3635000,2145000,51
5055000,4865000,15
4000000,3220000,9593
3155000,1690000,4
4460000,2230000,1157
4990000,5180000,1
4380000,3280000,220
4800000,3065000,1326
2820000,1725000,467
4430000,4460000,0
3745000,2360000,116
4350000,3220000,2395
5375000,3850000,73
4485000,2950000,1990
3520000,3920000,2557
4915000,2575000,477
3995000,2780000,138
3040000,3565000,43
4255000,2880000,17941
3615000,3385000,1386
5355000,1685000,618
4700000,3235000,553
3375000,1945000,105
4990000,3385000,1054
4775000,1955000,326
3400000,2880000,563
4910000,4380000,191
4485000,4425000,0
5245000,4470000,450
2710000,1895000,4557
4795000,4100000,212
3560000,3650000,39
4710000,1635000,27
3555000,3600000,2001
4380000,3330000,208
4220000,2890000,4868
3310000,1710000,143
3580000,2855000,1516
4520000,3290000,299
3685000,2570000,161
4580000,1655000,9734
4810000,2030000,101
3660000,2465000,1600
5670000,2180000,1259
4605000,2955000,22809
3600000,3155000,36620
4900000,2885000,2001
3530000,2170000,100
5175000,4740000,6
4220000,3755000,192
4870000,2765000,0
5080000,2560000,923
4570000,2625000,610
4725000,2765000,5
5350000,2245000,288
4890000,2590000,0
5570000,2235000,5528
3375000,3450000,1686
5255000,4485000,29
5360000,1980000,114
4970000,4890000,75
3700000,2950000,1120
4200000,2860000,2528
3230000,3705000,754
5240000,4525000,56
5150000,2240000,8
3495000,2585000,870
4315000,3585000,2155
4245000,2740000,3444
5065000,2885000,1259
4185000,1875000,63
4835000,3080000,627
5085000,2300000,0
4845000,3095000,1074
5765000,1485000,854
4500000,3715000,1302
4085000,3220000,6499
2865000,2315000,717
4210000,2940000,16866
3305000,2290000,20
4235000,4195000,389
4260000,2790000,6311
5815000,1795000,1969
4890000,4455000,352
5130000,4110000,283
3560000,2460000,3761
3660000,2400000,203
3475000,2530000,95
4890000,2705000,439
5130000,4195000,9927
3405000,3330000,289
4130000,2390000,2240
3140000,1865000,1
5005000,4270000,157
5095000,2155000,163
4820000,2350000,84
4980000,3465000,1027
5470000,1750000,14
4755000,3135000,4468
5045000,4010000,89
5135000,2670000,148
3500000,2430000,1595
3080000,3565000,3708
3005000,1815000,0
5080000,3745000,360
3530000,3250000,2483
5460000,1660000,68
5045000,4030000,219
5690000,2300000,152
5215000,3515000,67
4625000,4080000,37
3630000,3285000,5148
5255000,2670000,545
5405000,2255000,9
4595000,2565000,574
4670000,3165000,1585
3585000,4060000,126
3580000,2040000,52840
4025000,2995000,504
4235000,4145000,106
5270000,2655000,509
4150000,3110000,1775
4085000,4135000,21
2815000,2110000,1266
3680000,2160000,249
3975000,3230000,38420
4680000,4185000,924
1715000,1050000,29214
5525000,2780000,16
5245000,3200000,989
2765000,2290000,24
5190000,2810000,10532
5040000,2765000,5992
5125000,4605000,70
4905000,2530000,703
3425000,2335000,2993
4725000,2695000,734
4235000,4110000,5
5120000,2575000,2312
3900000,2780000,954
5210000,2565000,599
3300000,2270000,112
5160000,3790000,463
3700000,2170000,98
5195000,3985000,1817
4065000,2810000,942
4125000,2320000,33
3715000,2880000,801
4445000,4570000,7
4890000,4970000,87
5260000,1900000,2504
3940000,2530000,5603
5180000,3800000,146
4155000,2680000,5492
4645000,4245000,0
4830000,3380000,1051
5115000,3160000,843
4585000,4440000,67
4855000,1895000,112
4850000,2725000,1899
4200000,2825000,1388
4000000,2670000,391
4670000,4455000,116
3705000,2820000,340
3165000,4815000,0
4125000,4125000,57
5195000,3150000,1704
4715000,2860000,1285
3200000,3455000,958
4965000,3490000,597
3210000,1975000,6155
4615000,3710000,26
2925000,2395000,1590
4940000,4215000,27
5165000,3835000,4583
4560000,4430000,0
3345000,3180000,725
4760000,2670000,2460
4020000,3355000,1948
3015000,2400000,521
5135000,2495000,114
4905000,2610000,1632
4825000,1955000,266
4890000,2665000,1607
5390000,2730000,1781
5655000,2670000,1852
3360000,2220000,48
5560000,2365000,398
3150000,1765000,3947
4885000,3160000,9399
5665000,2325000,0
4715000,3320000,570
4805000,2790000,4070
4420000,2980000,992
5010000,3725000,625
5415000,2045000,54942
5600000,2335000,103
3280000,2075000,124
4870000,2810000,2549
2795000,2030000,1073
5325000,4565000,34
4110000,2450000,1584
5075000,2880000,1843
5185000,4550000,84
4515000,4650000,0
3510000,3340000,98612
2945000,2140000,556
5180000,2555000,664
4840000,2890000,4687
3705000,3285000,2879
3950000,3155000,801
4210000,2525000,5173
5315000,2170000,71
3390000,1945000,86
5145000,4065000,79
4925000,2625000,943
4785000,2905000,8199
4290000,4470000,60
5370000,1995000,574
5725000,1825000,171
3020000,3360000,465
4385000,3795000,67
4830000,2925000,1606
5285000,3800000,117
4785000,3030000,128
4680000,2380000,83
3490000,2365000,2747
4475000,3075000,2108
4630000,4565000,15
3045000,1945000,270
4690000,3765000,315
2790000,1950000,15
4855000,3845000,39
4275000,4145000,4
5350000,3775000,206
3405000,2765000,6798
4095000,2400000,254
4870000,2450000,128
4395000,2655000,526
3370000,4020000,0
4710000,3075000,950
3515000,2660000,587
5440000,2440000,873
4690000,5215000,19
5355000,2110000,2
4770000,1650000,9
4370000,4515000,257
4560000,3395000,264
3145000,3695000,0
4270000,3675000,245
4160000,3190000,2567
4740000,3825000,0
4300000,3540000,321
4160000,2945000,5286
5390000,2845000,675
3420000,2410000,3870
3995000,2290000,205
3810000,2335000,764
5235000,3180000,8974
4590000,5105000,9
3560000,2400000,1092
5330000,2835000,88
4215000,3650000,466
4875000,2780000,385
4445000,3230000,518
4015000,2760000,324
5315000,3630000,58
5135000,4920000,0
5270000,2110000,1370
4155000,3030000,7972
4420000,3280000,610
4225000,2845000,15537
3675000,3155000,1424
5605000,2715000,2869
5080000,2680000,2072
3285000,2845000,13591
5680000,2290000,267
4580000,2795000,5014
5235000,2805000,168
4405000,3265000,519
4140000,2620000,13166
4390000,2735000,1872
4055000,2875000,479
5310000,3835000,19
3900000,2740000,464
4475000,3395000,392
5120000,4805000,28
4555000,4260000,4
3460000,2580000,836
4145000,2820000,6396
4575000,4090000,46
5695000,2175000,3398
4720000,4470000,6
4255000,4265000,4
5325000,2115000,2821
5495000,2550000,2535
3095000,1995000,1570
3335000,3705000,55
4945000,2255000,5081
4440000,3085000,2992
4735000,3185000,7159
5100000,3130000,963
5125000,2240000,5712
2925000,1920000,0
4655000,2970000,14768
4560000,2295000,1617
3740000,2250000,129
3890000,2630000,10846
2885000,2350000,95
3370000,3320000,651
3735000,3245000,64
4550000,3025000,763
5085000,3670000,441
4650000,4680000,12
5250000,2110000,50
4640000,4005000,32
4950000,3005000,4579
5700000,2570000,1361
4520000,2775000,865
5055000,3520000,858
5195000,4585000,67
2925000,2020000,49
3520000,3365000,1895
2930000,2170000,118
4720000,4415000,893
5585000,2575000,2588
3500000,2480000,3047
5345000,2785000,259
4930000,3300000,2787
5435000,1735000,62
5560000,2550000,1519
5075000,3860000,7667
