ALTITUDE,x,y,LON,LAT,IDELEMENT,IDGRID,AREA,value
629.0000000000,3137500.0000000000,1004200.0000000000,-2.2737487338,31.1944684223,1018062.0000000000,"1018062",625.0000000000,2.0000000000
631.0000000000,3162500.0000000000,1004200.0000000000,-2.0173876178,31.2298455833,1018063.0000000000,"1018063",625.0000000000,2.0000000000
675.0000000000,3187500.0000000000,1004200.0000000000,-1.7608447193,31.2644805217,1018064.0000000000,"1018064",625.0000000000,2.0000000000
731.0000000000,3212500.0000000000,1004200.0000000000,-1.5041234954,31.2983724181,1018065.0000000000,"1018065",625.0000000000,2.0000000000
715.0000000000,3237500.0000000000,1004200.0000000000,-1.2472274323,31.3315204680,1018066.0000000000,"1018066",625.0000000000,2.0000000000
707.0000000000,3262500.0000000000,1004200.0000000000,-0.9901600448,31.3639238822,1018067.0000000000,"1018067",625.0000000000,2.0000000000
697.0000000000,3287500.0000000000,1004200.0000000000,-0.7329248757,31.3955818872,1018068.0000000000,"1018068",625.0000000000,2.0000000000
601.0000000000,3312500.0000000000,1004200.0000000000,-0.4755254958,31.4264937249,1018069.0000000000,"1018069",625.0000000000,2.0000000000
612.0000000000,3337500.0000000000,1004200.0000000000,-0.2179655025,31.4566586533,1018070.0000000000,"1018070",625.0000000000,2.0000000000
617.0000000000,3362500.0000000000,1004200.0000000000,0.0397514797,31.4860759462,1018071.0000000000,"1018071",625.0000000000,4.0000000000
609.0000000000,3387500.0000000000,1004200.0000000000,0.2976218008,31.5147448935,1018072.0000000000,"1018072",625.0000000000,4.0000000000
590.0000000000,3412500.0000000000,1004200.0000000000,0.5556417849,31.5426648015,1018073.0000000000,"1018073",625.0000000000,6.0000000000
623.0000000000,3437500.0000000000,1004200.0000000000,0.8138077314,31.5698349931,1018074.0000000000,"1018074",625.0000000000,5.0000000000
609.0000000000,3462500.0000000000,1004200.0000000000,1.0721159155,31.5962548074,1018075.0000000000,"1018075",625.0000000000,5.0000000000
513.0000000000,3487500.0000000000,1004200.0000000000,1.3305625884,31.6219236005,1018076.0000000000,"1018076",625.0000000000,6.0000000000
505.0000000000,3512500.0000000000,1004200.0000000000,1.5891439781,31.6468407454,1018077.0000000000,"1018077",625.0000000000,5.0000000000
501.0000000000,3537500.0000000000,1004200.0000000000,1.8478562902,31.6710056319,1018078.0000000000,"1018078",625.0000000000,5.0000000000
495.0000000000,3562500.0000000000,1004200.0000000000,2.1066957083,31.6944176672,1018079.0000000000,"1018079",625.0000000000,5.0000000000
463.0000000000,3587500.0000000000,1004200.0000000000,2.3656583944,31.7170762756,1018080.0000000000,"1018080",625.0000000000,5.0000000000
148.0000000000,4462500.0000000000,1004200.0000000000,11.4759829286,32.0323309420,1018115.0000000000,"1018115",625.0000000000,22.0000000000
160.0000000000,4487500.0000000000,1004200.0000000000,11.7367002838,32.0276366730,1018116.0000000000,"1018116",625.0000000000,25.0000000000
158.0000000000,4512500.0000000000,1004200.0000000000,11.9973898902,32.0221806545,1018117.0000000000,"1018117",625.0000000000,25.0000000000
197.0000000000,4537500.0000000000,1004200.0000000000,12.2580475943,32.0159630247,1018118.0000000000,"1018118",625.0000000000,30.0000000000
471.0000000000,4562500.0000000000,1004200.0000000000,12.5186692483,32.0089839411,1018119.0000000000,"1018119",625.0000000000,14.0000000000
635.0000000000,4587500.0000000000,1004200.0000000000,12.7792507106,32.0012435804,1018120.0000000000,"1018120",625.0000000000,14.0000000000
723.0000000000,4612500.0000000000,1004200.0000000000,13.0397878465,31.9927421382,1018121.0000000000,"1018121",625.0000000000,10.0000000000
747.0000000000,4637500.0000000000,1004200.0000000000,13.3002765290,31.9834798295,1018122.0000000000,"1018122",625.0000000000,9.0000000000
455.0000000000,4662500.0000000000,1004200.0000000000,13.5607126394,31.9734568883,1018123.0000000000,"1018123",625.0000000000,20.0000000000
336.0000000000,4687500.0000000000,1004200.0000000000,13.8210920680,31.9626735673,1018124.0000000000,"1018124",625.0000000000,19.0000000000
225.0000000000,4712500.0000000000,1004200.0000000000,14.0814107149,31.9511301385,1018125.0000000000,"1018125",625.0000000000,30.0000000000
137.0000000000,4737500.0000000000,1004200.0000000000,14.3416644906,31.9388268926,1018126.0000000000,"1018126",625.0000000000,23.0000000000
93.0000000000,4762500.0000000000,1004200.0000000000,14.6018493168,31.9257641391,1018127.0000000000,"1018127",625.0000000000,23.0000000000
40.0000000000,4787500.0000000000,1004200.0000000000,14.8619611270,31.9119422063,1018128.0000000000,"1018128",625.0000000000,16.0000000000
8.0000000000,4812500.0000000000,1004200.0000000000,15.1219958673,31.8973614413,1018129.0000000000,"1018129",625.0000000000,10.0000000000
111.0000000000,5587500.0000000000,1004200.0000000000,23.1235206791,31.0717043448,1018160.0000000000,"1018160",625.0000000000,18.0000000000
112.0000000000,5612500.0000000000,1004200.0000000000,23.3790574976,31.0331305604,1018161.0000000000,"1018161",625.0000000000,16.0000000000
109.0000000000,5637500.0000000000,1004200.0000000000,23.6343946525,30.9938191614,1018162.0000000000,"1018162",625.0000000000,13.0000000000
121.0000000000,5662500.0000000000,1004200.0000000000,23.8895288820,30.9537710592,1018163.0000000000,"1018163",625.0000000000,12.0000000000
158.0000000000,5687500.0000000000,1004200.0000000000,24.1444569571,30.9129871789,1018164.0000000000,"1018164",625.0000000000,8.0000000000
165.0000000000,5712500.0000000000,1004200.0000000000,24.3991756816,30.8714684591,1018165.0000000000,"1018165",625.0000000000,6.0000000000
176.0000000000,5737500.0000000000,1004200.0000000000,24.6536818928,30.8292158522,1018166.0000000000,"1018166",625.0000000000,6.0000000000
179.0000000000,5762500.0000000000,1004200.0000000000,24.9079724616,30.7862303236,1018167.0000000000,"1018167",624.9999303822,8.0000000000
195.0000000000,5787500.0000000000,1004200.0000000000,25.1620442935,30.7425128517,1018168.0000000000,"1018168",625.0000000000,12.0000000000
201.0000000000,5812500.0000000000,1004200.0000000000,25.4158943282,30.6980644278,1018169.0000000000,"1018169",625.0000000000,3.0000000000
211.0000000000,5837500.0000000000,1004200.0000000000,25.6695195405,30.6528860560,1018170.0000000000,"1018170",625.0000000000,7.0000000000
227.0000000000,6287500.0000000000,1004200.0000000000,30.1930984085,29.7160689540,1018188.0000000000,"1018188",625.0000000000,24.0000000000
216.0000000000,6312500.0000000000,1004200.0000000000,30.4419261836,29.6572276029,1018189.0000000000,"1018189",625.0000000000,26.0000000000
1.0000000000,6337500.0000000000,1004200.0000000000,30.6904764766,29.5976787117,1018190.0000000000,"1018190",625.0000000000,12.0000000000
6.0000000000,6362500.0000000000,1004200.0000000000,30.9387470674,29.5374235006,1018191.0000000000,"1018191",625.0000000000,22.0000000000
20.0000000000,6387500.0000000000,1004200.0000000000,31.1867357766,29.4764631972,1018192.0000000000,"1018192",625.0000000000,24.0000000000
123.0000000000,6412500.0000000000,1004200.0000000000,31.4344404662,29.4147990368,1018193.0000000000,"1018193",625.0000000000,23.0000000000
491.0000000000,6437500.0000000000,1004200.0000000000,31.6818590390,29.3524322621,1018194.0000000000,"1018194",625.0000000000,18.0000000000
648.0000000000,6462500.0000000000,1004200.0000000000,31.9289894394,29.2893641229,1018195.0000000000,"1018195",625.0000000000,19.0000000000
573.0000000000,6487500.0000000000,1004200.0000000000,32.1758296532,29.2255958759,1018196.0000000000,"1018196",625.0000000000,24.0000000000
120.0000000000,6512500.0000000000,1004200.0000000000,32.4223777078,29.1611287845,1018197.0000000000,"1018197",625.0000000000,16.0000000000
350.0000000000,6612500.0000000000,1004200.0000000000,33.4056103435,28.8962974625,1018201.0000000000,"1018201",625.0000000000,13.0000000000
821.0000000000,6637500.0000000000,1004200.0000000000,33.6506694762,28.8283553166,1018202.0000000000,"1018202",625.0000000000,20.0000000000
1126.0000000000,6662500.0000000000,1004200.0000000000,33.8954254934,28.7597220336,1018203.0000000000,"1018203",625.0000000000,23.0000000000
1064.0000000000,6687500.0000000000,1004200.0000000000,34.1398767165,28.6903989169,1018204.0000000000,"1018204",625.0000000000,18.0000000000
493.0000000000,6712500.0000000000,1004200.0000000000,34.3840215091,28.6203872749,1018205.0000000000,"1018205",625.0000000000,8.0000000000
272.0000000000,1637500.0000000000,1029200.0000000000,-17.2814799053,27.9676843395,1019002.0000000000,"1019002",94.3788158157,10.0000000000
308.0000000000,1662500.0000000000,1029200.0000000000,-17.0405510132,28.0458614003,1019003.0000000000,"1019003",62.0481442957,13.0000000000
335.0000000000,1687500.0000000000,1029200.0000000000,-16.7992955943,28.1233642043,1019004.0000000000,"1019004",259.3353872204,14.0000000000
552.0000000000,1712500.0000000000,1029200.0000000000,-16.5577147986,28.2001913863,1019005.0000000000,"1019005",606.4840576255,14.0000000000
435.0000000000,1737500.0000000000,1029200.0000000000,-16.3158098188,28.2763415830,1019006.0000000000,"1019006",116.0198257419,12.0000000000
311.0000000000,1987500.0000000000,1029200.0000000000,-13.8792230744,29.0003114522,1019016.0000000000,"1019016",139.7176528780,6.0000000000
270.0000000000,2012500.0000000000,1029200.0000000000,-13.6338431007,29.0689256831,1019017.0000000000,"1019017",425.5002476571,2.0000000000
193.0000000000,2037500.0000000000,1029200.0000000000,-13.3881566126,29.1368468213,1019018.0000000000,"1019018",136.3842066335,2.0000000000
695.0000000000,2887500.0000000000,1029200.0000000000,-4.8674209484,31.0247966513,1019052.0000000000,"1019052",625.0000000000,7.0000000000
713.0000000000,2912500.0000000000,1029200.0000000000,-4.6124076428,31.0676837607,1019053.0000000000,"1019053",625.0000000000,7.0000000000
723.0000000000,2937500.0000000000,1029200.0000000000,-4.3571767676,31.1098355193,1019054.0000000000,"1019054",625.0000000000,7.0000000000
711.0000000000,2962500.0000000000,1029200.0000000000,-4.1017315023,31.1512509521,1019055.0000000000,"1019055",625.0000000000,6.0000000000
564.0000000000,3662500.0000000000,1029200.0000000000,3.1238684837,32.0084326909,1019083.0000000000,"1019083",625.0000000000,5.0000000000
549.0000000000,3687500.0000000000,1029200.0000000000,3.3840085790,32.0281370083,1019084.0000000000,"1019084",625.0000000000,5.0000000000
6.0000000000,4837500.0000000000,1004200.0000000000,15.3819494968,31.8820222094,1018130.0000000000,"1018130",334.4370944250,8.0000000000
213.0000000000,5862500.0000000000,1004200.0000000000,25.9229169408,30.6069787526,1018171.0000000000,"1018171",625.0000000000,3.0000000000
205.0000000000,5887500.0000000000,1004200.0000000000,26.1760835748,30.5603435464,1018172.0000000000,"1018172",625.0000000000,4.0000000000
179.0000000000,5912500.0000000000,1004200.0000000000,26.4290165246,30.5129814779,1018173.0000000000,"1018173",625.0000000000,7.0000000000
148.0000000000,5937500.0000000000,1004200.0000000000,26.6817129084,30.4648935997,1018174.0000000000,"1018174",625.0000000000,8.0000000000
142.0000000000,5962500.0000000000,1004200.0000000000,26.9341698813,30.4160809758,1018175.0000000000,"1018175",625.0000000000,9.0000000000
186.0000000000,5987500.0000000000,1004200.0000000000,27.1863846355,30.3665446817,1018176.0000000000,"1018176",625.0000000000,10.0000000000
-56.0000000000,6012500.0000000000,1004200.0000000000,27.4383544004,30.3162858041,1018177.0000000000,"1018177",625.0000000000,21.0000000000
-78.0000000000,6037500.0000000000,1004200.0000000000,27.6900764432,30.2653054406,1018178.0000000000,"1018178",625.0000000000,23.0000000000
-69.0000000000,6062500.0000000000,1004200.0000000000,27.9415480689,30.2136046996,1018179.0000000000,"1018179",625.0000000000,14.0000000000
-43.0000000000,6087500.0000000000,1004200.0000000000,28.1927666209,30.1611846999,1018180.0000000000,"1018180",625.0000000000,15.0000000000
1.0000000000,6112500.0000000000,1004200.0000000000,28.4437294811,30.1080465707,1018181.0000000000,"1018181",625.0000000000,23.0000000000
24.0000000000,6137500.0000000000,1004200.0000000000,28.6944340700,30.0541914513,1018182.0000000000,"1018182",625.0000000000,22.0000000000
70.0000000000,6162500.0000000000,1004200.0000000000,28.9448778472,29.9996204908,1018183.0000000000,"1018183",625.0000000000,26.0000000000
137.0000000000,6187500.0000000000,1004200.0000000000,29.1950583118,29.9443348481,1018184.0000000000,"1018184",625.0000000000,26.0000000000
165.0000000000,6212500.0000000000,1004200.0000000000,29.4449730021,29.8883356912,1018185.0000000000,"1018185",625.0000000000,21.0000000000
139.0000000000,6237500.0000000000,1004200.0000000000,29.6946194962,29.8316241975,1018186.0000000000,"1018186",625.0000000000,22.0000000000
202.0000000000,6262500.0000000000,1004200.0000000000,29.9439954123,29.7742015535,1018187.0000000000,"1018187",625.0000000000,24.0000000000
11.0000000000,5287500.0000000000,1004200.0000000000,20.0427348131,31.4767437988,1018148.0000000000,"1018148",410.7529524967,10.0000000000
49.0000000000,5312500.0000000000,1004200.0000000000,20.3004019548,31.4470871845,1018149.0000000000,"1018149",625.0000000000,10.0000000000
85.0000000000,5337500.0000000000,1004200.0000000000,20.5579109449,31.4166831654,1018150.0000000000,"1018150",625.0000000000,10.0000000000
83.0000000000,5362500.0000000000,1004200.0000000000,20.8152581675,31.3855324726,1018151.0000000000,"1018151",625.0000000000,7.0000000000
77.0000000000,5387500.0000000000,1004200.0000000000,21.0724400336,31.3536358535,1018152.0000000000,"1018152",625.0000000000,11.0000000000
116.0000000000,5412500.0000000000,1004200.0000000000,21.3294529815,31.3209940709,1018153.0000000000,"1018153",625.0000000000,17.0000000000
135.0000000000,5437500.0000000000,1004200.0000000000,21.5862934771,31.2876079036,1018154.0000000000,"1018154",625.0000000000,15.0000000000
137.0000000000,5462500.0000000000,1004200.0000000000,21.8429580147,31.2534781455,1018155.0000000000,"1018155",625.0000000000,10.0000000000
121.0000000000,5487500.0000000000,1004200.0000000000,22.0994431175,31.2186056059,1018156.0000000000,"1018156",625.0000000000,10.0000000000
133.0000000000,5512500.0000000000,1004200.0000000000,22.3557453379,31.1829911094,1018157.0000000000,"1018157",625.0000000000,14.0000000000
130.0000000000,5537500.0000000000,1004200.0000000000,22.6118612582,31.1466354952,1018158.0000000000,"1018158",625.0000000000,12.0000000000
126.0000000000,5562500.0000000000,1004200.0000000000,22.8677874908,31.1095396174,1018159.0000000000,"1018159",625.0000000000,10.0000000000
745.0000000000,2987500.0000000000,1029200.0000000000,-3.8460750607,31.1919290977,1019056.0000000000,"1019056",624.9999606421,6.0000000000
970.0000000000,3012500.0000000000,1029200.0000000000,-3.5902106907,31.2318690083,1019057.0000000000,"1019057",624.9999732299,8.0000000000
923.0000000000,3037500.0000000000,1029200.0000000000,-3.3341416734,31.2710697499,1019058.0000000000,"1019058",625.0000000000,8.0000000000
771.0000000000,3062500.0000000000,1029200.0000000000,-3.0778713229,31.3095304027,1019059.0000000000,"1019059",625.0000000000,2.0000000000
648.0000000000,3087500.0000000000,1029200.0000000000,-2.8214029860,31.3472500611,1019060.0000000000,"1019060",625.0000000000,2.0000000000
661.0000000000,3112500.0000000000,1029200.0000000000,-2.5647400413,31.3842278340,1019061.0000000000,"1019061",625.0000000000,2.0000000000
676.0000000000,3137500.0000000000,1029200.0000000000,-2.3078858995,31.4204628449,1019062.0000000000,"1019062",625.0000000000,2.0000000000
710.0000000000,3162500.0000000000,1029200.0000000000,-2.0508440019,31.4559542320,1019063.0000000000,"1019063",625.0000000000,2.0000000000
655.0000000000,3187500.0000000000,1029200.0000000000,-1.7936178208,31.4907011489,1019064.0000000000,"1019064",625.0000000000,2.0000000000
727.0000000000,3212500.0000000000,1029200.0000000000,-1.5362108587,31.5247027639,1019065.0000000000,"1019065",625.0000000000,2.0000000000
744.0000000000,3237500.0000000000,1029200.0000000000,-1.2786266476,31.5579582610,1019066.0000000000,"1019066",625.0000000000,2.0000000000
799.0000000000,3262500.0000000000,1029200.0000000000,-1.0208687487,31.5904668397,1019067.0000000000,"1019067",625.0000000000,4.0000000000
727.0000000000,3287500.0000000000,1029200.0000000000,-0.7629407521,31.6222277150,1019068.0000000000,"1019068",625.0000000000,3.0000000000
622.0000000000,3312500.0000000000,1029200.0000000000,-0.5048462757,31.6532401180,1019069.0000000000,"1019069",625.0000000000,2.0000000000
672.0000000000,3337500.0000000000,1029200.0000000000,-0.2465889651,31.6835032957,1019070.0000000000,"1019070",625.0000000000,5.0000000000
620.0000000000,3362500.0000000000,1029200.0000000000,0.0118275070,31.7130165115,1019071.0000000000,"1019071",625.0000000000,4.0000000000
584.0000000000,3387500.0000000000,1029200.0000000000,0.2703994414,31.7417790450,1019072.0000000000,"1019072",625.0000000000,4.0000000000
643.0000000000,3412500.0000000000,1029200.0000000000,0.5291231131,31.7697901923,1019073.0000000000,"1019073",625.0000000000,3.0000000000
658.0000000000,3437500.0000000000,1029200.0000000000,0.7879947716,31.7970492663,1019074.0000000000,"1019074",625.0000000000,5.0000000000
618.0000000000,3462500.0000000000,1029200.0000000000,1.0470106417,31.8235555967,1019075.0000000000,"1019075",625.0000000000,6.0000000000
597.0000000000,3487500.0000000000,1029200.0000000000,1.3061669239,31.8493085300,1019076.0000000000,"1019076",625.0000000000,6.0000000000
567.0000000000,3512500.0000000000,1029200.0000000000,1.5654597953,31.8743074300,1019077.0000000000,"1019077",625.0000000000,6.0000000000
534.0000000000,3537500.0000000000,1029200.0000000000,1.8248854097,31.8985516777,1019078.0000000000,"1019078",625.0000000000,5.0000000000
523.0000000000,3562500.0000000000,1029200.0000000000,2.0844398988,31.9220406715,1019079.0000000000,"1019079",625.0000000000,5.0000000000
521.0000000000,3587500.0000000000,1029200.0000000000,2.3441193724,31.9447738273,1019080.0000000000,"1019080",625.0000000000,5.0000000000
569.0000000000,3612500.0000000000,1029200.0000000000,2.6039199190,31.9667505786,1019081.0000000000,"1019081",625.0000000000,5.0000000000
608.0000000000,3637500.0000000000,1029200.0000000000,2.8638376067,31.9879703767,1019082.0000000000,"1019082",625.0000000000,5.0000000000
25.0000000000,6537500.0000000000,1004200.0000000000,32.6686316722,29.0959641185,1018198.0000000000,"1018198",241.7382312799,19.0000000000
17.0000000000,6562500.0000000000,1004200.0000000000,32.9145896574,29.0301031539,1018199.0000000000,"1018199",0.9543136958,13.0000000000
1047.0000000000,2787500.0000000000,1029200.0000000000,-5.8852361025,30.8459146658,1019048.0000000000,"1019048",625.0000000000,9.0000000000
941.0000000000,2812500.0000000000,1029200.0000000000,-5.6311241728,30.8917331661,1019049.0000000000,"1019049",625.0000000000,9.0000000000
892.0000000000,2837500.0000000000,1029200.0000000000,-5.3767823055,30.9368203463,1019050.0000000000,"1019050",625.0000000000,9.0000000000
849.0000000000,2862500.0000000000,1029200.0000000000,-5.1222135392,30.9811751794,1019051.0000000000,"1019051",625.0000000000,9.0000000000
25.0000000000,6587500.0000000000,1004200.0000000000,33.1602498162,28.9635471726,1018200.0000000000,"1018200",330.5945332697,18.0000000000
59.0000000000,2412500.0000000000,1029200.0000000000,-9.6673699345,30.0716132689,1019033.0000000000,"1019033",361.5480591178,17.0000000000
96.0000000000,2437500.0000000000,1029200.0000000000,-9.4170462968,30.1282703933,1019034.0000000000,"1019034",625.0000000000,7.0000000000
195.0000000000,2462500.0000000000,1029200.0000000000,-9.1664516683,30.1842129738,1019035.0000000000,"1019035",625.0000000000,7.0000000000
270.0000000000,2487500.0000000000,1029200.0000000000,-8.9155885116,30.2394398194,1019036.0000000000,"1019036",625.0000000000,14.0000000000
788.0000000000,2512500.0000000000,1029200.0000000000,-8.6644593297,30.2939497487,1019037.0000000000,"1019037",625.0000000000,17.0000000000
983.0000000000,2537500.0000000000,1029200.0000000000,-8.4130666655,30.3477415900,1019038.0000000000,"1019038",625.0000000000,3.0000000000
1172.0000000000,2562500.0000000000,1029200.0000000000,-8.1614131019,30.4008141812,1019039.0000000000,"1019039",625.0000000000,5.0000000000
1161.0000000000,2587500.0000000000,1029200.0000000000,-7.9095012614,30.4531663704,1019040.0000000000,"1019040",625.0000000000,5.0000000000
1599.0000000000,2612500.0000000000,1029200.0000000000,-7.6573338055,30.5047970157,1019041.0000000000,"1019041",625.0000000000,5.0000000000
1575.0000000000,2637500.0000000000,1029200.0000000000,-7.4049134352,30.5557049861,1019042.0000000000,"1019042",625.0000000000,5.0000000000
1410.0000000000,2662500.0000000000,1029200.0000000000,-7.1522428900,30.6058891611,1019043.0000000000,"1019043",625.0000000000,5.0000000000
1356.0000000000,2687500.0000000000,1029200.0000000000,-6.8993249480,30.6553484311,1019044.0000000000,"1019044",625.0000000000,5.0000000000
1218.0000000000,2712500.0000000000,1029200.0000000000,-6.6461624253,30.7040816977,1019045.0000000000,"1019045",625.0000000000,6.0000000000
1005.0000000000,2737500.0000000000,1029200.0000000000,-6.3927581762,30.7520878740,1019046.0000000000,"1019046",625.0000000000,5.0000000000
1088.0000000000,2762500.0000000000,1029200.0000000000,-6.1391150923,30.7993658846,1019047.0000000000,"1019047",625.0000000000,5.0000000000
448.0000000000,3712500.0000000000,1029200.0000000000,3.6442539028,32.0470828344,1019085.0000000000,"1019085",625.0000000000,5.0000000000
404.0000000000,3737500.0000000000,1029200.0000000000,3.9046004476,32.0652696926,1019086.0000000000,"1019086",625.0000000000,5.0000000000
327.0000000000,3762500.0000000000,1029200.0000000000,4.1650441883,32.0826971250,1019087.0000000000,"1019087",625.0000000000,5.0000000000
267.0000000000,3787500.0000000000,1029200.0000000000,4.4255810834,32.0993646918,1019088.0000000000,"1019088",625.0000000000,5.0000000000
245.0000000000,3812500.0000000000,1029200.0000000000,4.6862070755,32.1152719720,1019089.0000000000,"1019089",625.0000000000,5.0000000000
260.0000000000,3837500.0000000000,1029200.0000000000,4.9469180916,32.1304185632,1019090.0000000000,"1019090",625.0000000000,5.0000000000
205.0000000000,3862500.0000000000,1029200.0000000000,5.2077100444,32.1448040815,1019091.0000000000,"1019091",625.0000000000,5.0000000000
158.0000000000,3887500.0000000000,1029200.0000000000,5.4685788326,32.1584281620,1019092.0000000000,"1019092",625.0000000000,5.0000000000
163.0000000000,3912500.0000000000,1029200.0000000000,5.7295203417,32.1712904588,1019093.0000000000,"1019093",625.0000000000,5.0000000000
178.0000000000,3937500.0000000000,1029200.0000000000,5.9905304445,32.1833906447,1019094.0000000000,"1019094",625.0000000000,5.0000000000
195.0000000000,3962500.0000000000,1029200.0000000000,6.2516050023,32.1947284118,1019095.0000000000,"1019095",625.0000000000,5.0000000000
233.0000000000,3987500.0000000000,1029200.0000000000,6.5127398648,32.2053034710,1019096.0000000000,"1019096",625.0000000000,5.0000000000
206.0000000000,4012500.0000000000,1029200.0000000000,6.7739308719,32.2151155527,1019097.0000000000,"1019097",625.0000000000,5.0000000000
141.0000000000,4037500.0000000000,1029200.0000000000,7.0351738532,32.2241644064,1019098.0000000000,"1019098",625.0000000000,5.0000000000
135.0000000000,4062500.0000000000,1029200.0000000000,7.2964646298,32.2324498008,1019099.0000000000,"1019099",625.0000000000,5.0000000000
139.0000000000,4087500.0000000000,1029200.0000000000,7.5577990141,32.2399715242,1019100.0000000000,"1019100",625.0000000000,5.0000000000
153.0000000000,4112500.0000000000,1029200.0000000000,7.8191728113,32.2467293840,1019101.0000000000,"1019101",625.0000000000,5.0000000000
179.0000000000,4137500.0000000000,1029200.0000000000,8.0805818195,32.2527232072,1019102.0000000000,"1019102",625.0000000000,6.0000000000
241.0000000000,4162500.0000000000,1029200.0000000000,8.3420218310,32.2579528403,1019103.0000000000,"1019103",625.0000000000,6.0000000000
251.0000000000,4187500.0000000000,1029200.0000000000,8.6034886323,32.2624181492,1019104.0000000000,"1019104",625.0000000000,7.0000000000
209.0000000000,4212500.0000000000,1029200.0000000000,8.8649780056,32.2661190194,1019105.0000000000,"1019105",625.0000000000,9.0000000000
226.0000000000,4237500.0000000000,1029200.0000000000,9.1264857292,32.2690553560,1019106.0000000000,"1019106",625.0000000000,9.0000000000
246.0000000000,4262500.0000000000,1029200.0000000000,9.3880075779,32.2712270837,1019107.0000000000,"1019107",625.0000000000,7.0000000000
284.0000000000,4287500.0000000000,1029200.0000000000,9.6495393243,32.2726341467,1019108.0000000000,"1019108",625.0000000000,7.0000000000
317.0000000000,4312500.0000000000,1029200.0000000000,9.9110767393,32.2732765090,1019109.0000000000,"1019109",625.0000000000,5.0000000000
389.0000000000,4337500.0000000000,1029200.0000000000,10.1726155925,32.2731541539,1019110.0000000000,"1019110",625.0000000000,4.0000000000
280.0000000000,4362500.0000000000,1029200.0000000000,10.4341516538,32.2722670847,1019111.0000000000,"1019111",625.0000000000,4.0000000000
186.0000000000,4387500.0000000000,1029200.0000000000,10.6956806930,32.2706153241,1019112.0000000000,"1019112",625.0000000000,4.0000000000
172.0000000000,4412500.0000000000,1029200.0000000000,10.9571984815,32.2681989146,1019113.0000000000,"1019113",625.0000000000,15.0000000000
138.0000000000,4437500.0000000000,1029200.0000000000,11.2187007925,32.2650179180,1019114.0000000000,"1019114",625.0000000000,9.0000000000
110.0000000000,4462500.0000000000,1029200.0000000000,11.4801834020,32.2610724162,1019115.0000000000,"1019115",625.0000000000,30.0000000000
98.0000000000,4487500.0000000000,1029200.0000000000,11.7416420892,32.2563625101,1019116.0000000000,"1019116",625.0000000000,32.0000000000
99.0000000000,4512500.0000000000,1029200.0000000000,12.0030726378,32.2508883207,1019117.0000000000,"1019117",625.0000000000,31.0000000000
120.0000000000,4537500.0000000000,1029200.0000000000,12.2644708360,32.2446499881,1019118.0000000000,"1019118",625.0000000000,31.0000000000
167.0000000000,4562500.0000000000,1029200.0000000000,12.5258324780,32.2376476722,1019119.0000000000,"1019119",625.0000000000,27.0000000000
173.0000000000,4587500.0000000000,1029200.0000000000,12.7871533639,32.2298815523,1019120.0000000000,"1019120",625.0000000000,28.0000000000
293.0000000000,4612500.0000000000,1029200.0000000000,13.0484293011,32.2213518269,1019121.0000000000,"1019121",625.0000000000,29.0000000000
389.0000000000,4637500.0000000000,1029200.0000000000,13.3096561050,32.2120587142,1019122.0000000000,"1019122",625.0000000000,26.0000000000
377.0000000000,4662500.0000000000,1029200.0000000000,13.5708295991,32.2020024515,1019123.0000000000,"1019123",625.0000000000,26.0000000000
298.0000000000,4687500.0000000000,1029200.0000000000,13.8319456163,32.1911832955,1019124.0000000000,"1019124",625.0000000000,19.0000000000
196.0000000000,4712500.0000000000,1029200.0000000000,14.0929999994,32.1796015220,1019125.0000000000,"1019125",625.0000000000,29.0000000000
142.0000000000,4737500.0000000000,1029200.0000000000,14.3539886020,32.1672574262,1019126.0000000000,"1019126",625.0000000000,27.0000000000
110.0000000000,4762500.0000000000,1029200.0000000000,14.6149072888,32.1541513221,1019127.0000000000,"1019127",625.0000000000,20.0000000000
58.0000000000,4787500.0000000000,1029200.0000000000,14.8757519368,32.1402835429,1019128.0000000000,"1019128",625.0000000000,11.0000000000
10.0000000000,4812500.0000000000,1029200.0000000000,15.1365184354,32.1256544407,1019129.0000000000,"1019129",625.0000000000,10.0000000000
7.0000000000,4837500.0000000000,1029200.0000000000,15.3972026879,32.1102643864,1019130.0000000000,"1019130",195.3201567404,8.0000000000
-2.0000000000,5262500.0000000000,1029200.0000000000,19.8123602655,31.7326567517,1019147.0000000000,"1019147",27.1503368024,8.0000000000
200.0000000000,6037500.0000000000,1029200.0000000000,27.7380550386,30.4883537823,1019178.0000000000,"1019178",625.0000000000,2.0000000000
34.0000000000,5287500.0000000000,1029200.0000000000,20.0708828560,31.7036539225,1019148.0000000000,"1019148",601.1177594989,7.0000000000
70.0000000000,5312500.0000000000,1029200.0000000000,20.3292487976,31.6739006398,1019149.0000000000,"1019149",625.0000000000,10.0000000000
163.0000000000,5337500.0000000000,1029200.0000000000,20.5874543995,31.6433976290,1019150.0000000000,"1019150",625.0000000000,6.0000000000
132.0000000000,5362500.0000000000,1029200.0000000000,20.8454959978,31.6121456322,1019151.0000000000,"1019151",625.0000000000,3.0000000000
112.0000000000,5387500.0000000000,1029200.0000000000,21.1033699554,31.5801454074,1019152.0000000000,"1019152",625.0000000000,4.0000000000
126.0000000000,5412500.0000000000,1029200.0000000000,21.3610726634,31.5473977287,1019153.0000000000,"1019153",625.0000000000,17.0000000000
