x,y,value
3643801.798961368,5416186.980693408,0
3663733.159853858,5416186.980693408,0
3603939.077176389,5391450.669182266,0
3623870.4380688784,5391450.669182266,0
3643801.798961368,5391450.669182266,0
3663733.159853858,5391450.669182266,0
4879546.17429573,5391450.669182266,0
4899477.5351882195,5391450.669182266,0
4979202.978758178,5391450.669182266,0
4999134.339650668,5391450.669182266,0
5019065.700543158,5391450.669182266,0
5078859.783220626,5391450.669182266,0
3643801.798961368,5366714.357671123,0
3663733.159853858,5366714.357671123,0
4879546.17429573,5366714.357671123,0
4899477.5351882195,5366714.357671123,0
4919408.896080709,5366714.357671123,0
4939340.256973199,5366714.357671123,0
4959271.617865688,5366714.357671123,0
4979202.978758178,5366714.357671123,0
4999134.339650668,5366714.357671123,0
5019065.700543158,5366714.357671123,0
5038997.061435647,5366714.357671123,0
5058928.422328137,5366714.357671123,0
5078859.783220626,5366714.357671123,0
5098791.144113116,5366714.357671123,0
5118722.505005606,5366714.357671123,0
4779889.369833281,5341978.046159981,0
4799820.730725771,5341978.046159981,0
4819752.09161826,5341978.046159981,0
4839683.45251075,5341978.046159981,0
4859614.81340324,5341978.046159981,0
4879546.17429573,5341978.046159981,0
4899477.5351882195,5341978.046159981,0
4919408.896080709,5341978.046159981,0
4939340.256973199,5341978.046159981,0
4959271.617865688,5341978.046159981,0
4979202.978758178,5341978.046159981,0
4999134.339650668,5341978.046159981,0
5019065.700543158,5341978.046159981,0
5038997.061435647,5341978.046159981,0
5058928.422328137,5341978.046159981,0
5078859.783220626,5341978.046159981,0
5098791.144113116,5341978.046159981,0
5118722.505005606,5341978.046159981,0
4779889.369833281,5317241.734648839,0
4799820.730725771,5317241.734648839,0
4819752.09161826,5317241.734648839,0
4839683.45251075,5317241.734648839,0
4859614.81340324,5317241.734648839,0
4879546.17429573,5317241.734648839,0
4899477.5351882195,5317241.734648839,0
4919408.896080709,5317241.734648839,0
4939340.256973199,5317241.734648839,0
4959271.617865688,5317241.734648839,0
4979202.978758178,5317241.734648839,0
4999134.339650668,5317241.734648839,0
5019065.700543158,5317241.734648839,0
5038997.061435647,5317241.734648839,0
5058928.422328137,5317241.734648839,0
5078859.783220626,5317241.734648839,0
5098791.144113116,5317241.734648839,0
5118722.505005606,5317241.734648839,0
4779889.369833281,5292505.4231376955,0
4799820.730725771,5292505.4231376955,0
4819752.09161826,5292505.4231376955,0
4839683.45251075,5292505.4231376955,0
4859614.81340324,5292505.4231376955,0
4879546.17429573,5292505.4231376955,0
4899477.5351882195,5292505.4231376955,0
4919408.896080709,5292505.4231376955,0
4939340.256973199,5292505.4231376955,0
4959271.617865688,5292505.4231376955,0
4979202.978758178,5292505.4231376955,0
4999134.339650668,5292505.4231376955,0
5019065.700543158,5292505.4231376955,0
5038997.061435647,5292505.4231376955,0
5058928.422328137,5292505.4231376955,0
5078859.783220626,5292505.4231376955,0
5098791.144113116,5292505.4231376955,0
5118722.505005606,5292505.4231376955,0
4740026.648048302,5267769.111626553,0
4759958.008940792,5267769.111626553,0
4779889.369833281,5267769.111626553,0
4799820.730725771,5267769.111626553,0
4819752.09161826,5267769.111626553,0
4839683.45251075,5267769.111626553,0
4859614.81340324,5267769.111626553,0
4879546.17429573,5267769.111626553,0
4899477.5351882195,5267769.111626553,0
4919408.896080709,5267769.111626553,0
4939340.256973199,5267769.111626553,0
4959271.617865688,5267769.111626553,0
4979202.978758178,5267769.111626553,0
4999134.339650668,5267769.111626553,0
5019065.700543158,5267769.111626553,0
5038997.061435647,5267769.111626553,0
5058928.422328137,5267769.111626553,0
5078859.783220626,5267769.111626553,0
5098791.144113116,5267769.111626553,0
5118722.505005606,5267769.111626553,0
4660301.204478343,5243032.80011541,0
4680232.565370833,5243032.80011541,0
4700163.926263322,5243032.80011541,0
4720095.287155812,5243032.80011541,0
4740026.648048302,5243032.80011541,0
4759958.008940792,5243032.80011541,0
4779889.369833281,5243032.80011541,0
4799820.730725771,5243032.80011541,0
4819752.09161826,5243032.80011541,0
4839683.45251075,5243032.80011541,0
4859614.81340324,5243032.80011541,0
4879546.17429573,5243032.80011541,0
4899477.5351882195,5243032.80011541,0
4919408.896080709,5243032.80011541,0
4939340.256973199,5243032.80011541,0
4959271.617865688,5243032.80011541,0
4979202.978758178,5243032.80011541,0
4999134.339650668,5243032.80011541,0
5019065.700543158,5243032.80011541,0
