x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,2,15,0.1,1.4,2,1.8,3.4,0.5,1.9,2.3,0.8,0.8,0,423256.3,1
0,3,20,0.2,1.8,2.7,2.4,4.5,0.7,2.5,3.1,1,1.1,0,564341.8,1
0,19,16,0,2,1.3,2.9,4.2,0.3,1.3,3.3,0.7,0,0,536667,1
0,20,46,1,6,4,5,11,0,5,9,4,1,0,1557504.7,0
0,21,5,0,0.6,0.4,0.9,1.4,0.1,0.4,1,0.2,0,0,167708.4,1
0,97,4,0,0.5,0.5,0.3,1.2,0.1,0.6,0.4,0.3,0.1,0,144163.3,1
0,98,15,0.2,1.8,1.9,1.3,4.6,0.3,2.2,1.3,1,0.4,0,540612.5,1
0,99,20,0.2,2.4,2.5,1.7,6.2,0.4,2.9,1.8,1.4,0.5,0,720816.6,1
0,100,22,0.3,2.6,2.8,1.9,6.8,0.4,3.2,1.9,1.5,0.6,0,792898.3,1
0,101,5,0.1,0.6,0.6,0.4,1.6,0.1,0.7,0.4,0.4,0.1,0,180204.2,1
0,116,1,0,0,0.1,0.2,0.1,0,0.2,0.3,0.1,0,0,33419.6,1
0,123,1,0,0,0.1,0.1,0.3,0,0.1,0.2,0.1,0.1,0,30588.1,1
0,124,4,0.2,0.3,0.4,0.7,0.8,0.1,0.2,0.8,0.2,0.3,0,127521.9,1
0,127,5,0.3,0.4,0.5,0.9,1,0.1,0.3,1,0.2,0.3,0,159402.4,1
1,2,6,0.1,0.5,0.8,0.7,1.4,0.2,0.8,0.9,0.3,0.3,0,169302.5,1
1,3,6,0.1,0.5,0.8,0.7,1.4,0.2,0.8,0.9,0.3,0.3,0,169302.5,1
1,5,5,0.3,0.3,0.4,0.8,0.7,0,0.7,1.3,0.3,0.2,0,146794.2,1
1,20,30,1,1,2,2,5,1,2,12,1,3,0,965012.5,0
1,21,38,1,4,6,4,6,0,6,7,4,0,0,1434422.2,0
1,98,6,0.1,0.7,0.8,0.5,1.8,0.1,0.9,0.5,0.4,0.2,0,216245,1
1,99,8,0.1,1,1,0.7,2.5,0.1,1.2,0.7,0.5,0.2,0,288326.6,1
1,100,19,0.2,2.3,2.4,1.7,5.8,0.4,2.7,1.7,1.3,0.5,0,684775.8,1
1,101,14,0.2,1.7,1.8,1.2,4.3,0.3,2,1.2,1,0.3,0,504571.6,1
1,102,1,0,0.1,0.1,0.1,0.3,0,0.2,0.1,0.1,0,0,36040.8,1
1,118,10.5,0.4,0.2,0.8,1.9,1.1,0.4,1.5,2.7,1.1,0.4,0,350905.5,1
1,124,39,2,4,3,4,10,1,10,3,0,2,0,1093927.7,0
1,125,26,0,1,5,4,4,1,4,5,1,1,0,750904.9,0
1,126,26,1.6,2.1,2.5,4.5,5,0.4,1.6,5.4,1.2,1.7,0,828892.4,1
1,127,10,0.6,0.8,1,1.7,1.9,0.2,0.6,2.1,0.5,0.6,0,318804.8,1
2,1,3,0,0.3,0.4,0.3,0.7,0.1,0.4,0.5,0.1,0.2,0,84651.3,1
2,3,25.5,2,1.5,1,8,6,1,0,5,1,0,0,693906.3,0
2,4,17,1.1,0.9,1.4,2.6,2.3,0,2.4,4.5,1.1,0.7,0,499100.2,1
2,5,9,0.5,0.5,0.7,1.4,1.2,0,1.3,2.4,0.6,0.4,0,264229.5,1
2,6,40,0,9,1,3,8,2,3,8,4,2,0,1028367.2,0
2,20,2,0,0.2,0.2,0.4,0.5,0,0.2,0.4,0.1,0,0,67083.4,1
2,21,2,0,0.2,0.2,0.4,0.5,0,0.2,0.4,0.1,0,0,67083.4,1
2,22,17,0,2.1,1.4,3.1,4.5,0.3,1.4,3.5,0.7,0,0,570208.7,1
2,100,10,0.1,1.2,1.3,0.9,3.1,0.2,1.4,0.9,0.7,0.2,0,360408.3,1
2,101,11,0.1,1.3,1.4,1,3.4,0.2,1.6,1,0.7,0.3,0,396449.1,1
2,102,10,0.1,1.2,1.3,0.9,3.1,0.2,1.4,0.9,0.7,0.2,0,360408.3,1
2,103,5,0.1,0.6,0.6,0.4,1.6,0.1,0.7,0.4,0.4,0.1,0,180204.2,1
2,105,2,0.1,0.2,0.2,0.1,0.6,0.1,0.2,0.2,0.1,0.2,0,76145.5,1
2,118,10,0.4,0.2,0.7,1.8,1.1,0.4,1.4,2.5,1.1,0.4,0,334195.7,1
2,119,13,0.2,0.6,0.8,1.1,3.7,0.1,2.1,2.4,1.1,0.9,0,397644.7,1
2,122,1,0,0,0.1,0.1,0.3,0,0.1,0.2,0.1,0.1,0,30588.1,1
2,123,1,0,0,0.1,0.1,0.3,0,0.1,0.2,0.1,0.1,0,30588.1,1
2,124,49,2,4.5,2.5,6,9,1,14,7,1,2,0,1482044.7,0
2,125,69,1,2,7,2,14,1,13,22,1,6,0,2072790.1,0
2,126,83,4,8,8,15,22,2,6,9,9,0,0,2427538.8,0
2,127,13,0.8,1,1.3,2.3,2.5,0.2,0.8,2.7,0.6,0.8,0,414446.2,1
3,0,1.5,0,0.1,0.2,0.2,0.3,0.1,0.2,0.2,0.1,0.1,0,42325.6,1
3,1,28.5,1,2,2.5,7,5,1,7,1,0,2,0,886480.1,0
3,2,7,0.1,0.6,0.9,0.8,1.6,0.3,0.9,1.1,0.3,0.4,0,197519.6,1
3,3,9,0.1,0.8,1.2,1.1,2,0.3,1.1,1.4,0.5,0.5,0,253953.8,1
3,4,27,1.7,1.4,2.2,4.1,3.6,0,3.9,7.2,1.7,1.2,0,792688.6,1
3,5,55,10.5,4,2,23,7,2,1,1,2.5,2,0,1314965.8,0
3,6,33,2,0,3,9,2,2,7,5,2,1,0,1318756.2,0
3,102,3,0,0.4,0.4,0.3,0.9,0,0.4,0.3,0.2,0.1,0,108122.5,1
3,103,5,0.1,0.6,0.6,0.4,1.6,0.1,0.7,0.4,0.4,0.1,0,180204.2,1
3,119,6,0.1,0.3,0.4,0.5,1.7,0.1,0.9,1.1,0.5,0.4,0,183528.3,1
3,120,8,0.1,0.4,0.5,0.7,2.3,0.1,1.2,1.5,0.7,0.5,0,244704.4,1
3,122,7,0.1,0.3,0.4,0.6,2,0.1,1.1,1.3,0.6,0.5,0,214116.4,1
3,123,17,0.3,0.8,1.1,1.4,4.9,0.2,2.7,3.1,1.4,1.1,0,519996.9,1
3,124,95,4,7,11,13,19,4,18,14,4,1,0,2737187.5,0
3,125,66,4,4,1,11,15,1,12,9,7,2,0,2110717.3,0
3,126,44,3,6,0,7,8,1,7,6,4,2,0,1147638,0
3,127,43,2,4,4,6,6,1.5,5,8,2.5,4,0,1294976.2,0
4,0,2,0,0.2,0.3,0.2,0.4,0.1,0.3,0.3,0.1,0.1,0,56434.2,1
4,1,20,0.2,1.8,2.7,2.4,4.5,0.7,2.5,3.1,1,1.1,0,564341.8,1
4,3,21,0.2,1.9,2.8,2.5,4.8,0.8,2.7,3.2,1,1.1,0,592558.8,1
4,4,54,1,7,5,4,17,3,9,4,3,1,0,1746470.1,0
4,5,21,1.3,1.1,1.7,3.2,2.8,0,3,5.6,1.3,1,0,616535.6,1
4,6,21,1.3,1.1,1.7,3.2,2.8,0,3,5.6,1.3,1,0,616535.6,1
4,103,1,0,0.1,0.1,0.1,0.3,0,0.2,0.1,0.1,0,0,36040.8,1
4,104,9,0.4,1,0.9,0.4,2.7,0.3,0.9,1,0.7,0.7,0,342654.6,1
4,118,6,0.2,0.1,0.4,1.1,0.7,0.2,0.9,1.5,0.7,0.2,0,200517.4,1
4,119,13,0.2,0.6,0.8,1.1,3.7,0.1,2.1,2.4,1.1,0.9,0,397644.7,1
4,120,13,0.2,0.6,0.8,1.1,3.7,0.1,2.1,2.4,1.1,0.9,0,397644.7,1
4,121,17,0.3,0.8,1.1,1.4,4.9,0.2,2.7,3.1,1.4,1.1,0,519996.9,1
4,122,11,0.2,0.5,0.7,0.9,3.2,0.1,1.7,2.1,0.9,0.7,0,336468.6,1
4,123,60,3,3,3,11,12,1,6,11,6,4,0,1616989.5,0
4,124,73,2,6,4,9,19,0,11,15,6,1,0,2073953.2,0
4,125,47.5,1,3.5,2,6,9,2,12,8,1,3,0,1583051.6,0
4,126,39,1,2,0,6,7,0,6,12,2,3,0,1142292.9,0
4,127,99,1,10.5,11,10,23,2,22,9,5.5,5,0,2843473.3,0
