x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,imputed
0,15,4,0.1,0.2,0.3,1,0.8,0.2,1,0.2,0,0.2,0,76101.2,1
0,21,8,0.3,0.5,0.4,1.4,1.4,0.3,1.2,1.4,0.8,0.3,0,196824.8,1
0,39,8,0.7,0.7,0.2,1.2,1.9,0,1.2,1.2,0.7,0.2,0,166352.7,1
0,45,2,0,0.1,0.3,0.1,0.5,0,0.5,0.4,0,0.1,0,36490.1,1
0,56,8,0.2,0.3,0.8,1,0.8,0.2,2.6,1.3,0.3,0.5,0,125902.1,1
0,57,4,0.1,0.1,0.4,0.5,0.4,0.1,1.3,0.7,0.1,0.3,0,62951,1
0,58,2,0.1,0.1,0.2,0.2,0.2,0.1,0.6,0.3,0.1,0.1,0,31475.5,1
0,71,1,0,0.1,0.1,0.1,0.2,0,0.1,0.2,0,0.2,0,16321.1,1
0,78,1,0,0.1,0.1,0.1,0.2,0,0.1,0.2,0,0.2,0,16321.1,1
0,101,3,0.1,0.1,0.1,0.5,0.7,0.1,0.3,0.4,0.4,0.3,0,46060.2,1
0,105,7,0.2,0.4,0.2,1.1,1.6,0.3,0.7,0.9,0.9,0.7,0,107473.8,1
0,118,5,0.1,0.3,0.1,1.1,1,0.1,0.7,0.8,0.4,0.4,0,94158.3,1
1,15,1,0,0,0.1,0.3,0.2,0,0.3,0,0,0.1,0,19025.3,1
1,21,2,0.1,0.1,0.1,0.3,0.3,0.1,0.3,0.4,0.2,0.1,0,49206.2,1
1,27,2,0.1,0.2,0.1,0.2,0.4,0,0.3,0.3,0.1,0.3,0,42113.2,1
1,54,3,0.1,0.2,0.1,0.5,0.4,0.1,0.5,0.9,0,0.2,0,58649.5,1
1,56,2,0.1,0.1,0.2,0.2,0.2,0.1,0.6,0.3,0.1,0.1,0,31475.5,1
1,73,7,0,0.7,0.6,0.9,1.1,0,0.9,1.5,0,1.3,0,114247.5,1
