x,y,pp,ra,rp
0,23,2389254,1770801,74
0,24,2391212,1801776,75
0,26,2412644,1815048,75
0,27,2429599,1830842,75
0,28,2455391,1807978,73
0,33,2580981,1810715,70
0,47,2801047,2047356,73
0,48,2821808,2066088,73
0,51,2837510,2327708,82
0,52,2855150,2322770,81
0,53,2874559,2350433,81
0,61,2883362,2575371,89
0,62,2882452,2601131,90
0,63,2882618,2647749,91
0,64,2883719,2703441,93
0,65,2883171,2663522,92
0,66,2881786,2654529,92
0,67,2889871,2661986,92
0,68,2889262,2624428,90
1,22,2358380,1768599,74
1,23,2377641,1770486,74
1,24,2384766,1816111,76
1,25,2385387,1766139,74
1,26,2389608,1793617,75
1,27,2403984,1789826,74
1,28,2426052,1814959,74
1,35,2613891,1876382,71
1,46,2740785,2057235,75
1,47,2756945,2010268,72
1,48,2771202,2067943,74
1,49,2773370,2163417,78
1,51,2784734,2318945,83
1,52,2808514,2284593,81
1,57,2871506,2430360,84
1,58,2874012,2469237,85
1,60,2881445,2575020,89
1,61,2881407,2578588,89
1,62,2880135,2597660,90
1,63,2875605,2580186,89
1,64,2875083,2663999,92
1,65,2874507,2625243,91
1,66,2872630,2624959,91
1,67,2871909,2571820,89
1,68,2871047,2570475,89
2,21,2307383,1754372,76
2,22,2319203,1768317,76
2,23,2348309,1769780,75
2,24,2363460,1801240,76
2,25,2374938,1778609,74
2,34,2545709,1849289,72
2,35,2567188,1837092,71
2,42,2673144,1983146,74
2,43,2684090,2011742,74
2,44,2704264,1985425,73
2,46,2723867,2027654,74
2,47,2729117,2016606,73
2,48,2736774,2092468,76
2,49,2740725,2115768,77
2,57,2804840,2433921,86
2,58,2833866,2468936,87
2,59,2861313,2508528,87
2,61,2862956,2578433,90
2,62,2862290,2579589,90
2,63,2860664,2594914,90
2,64,2860166,2574416,90
2,65,2858348,2625152,91
2,66,2853020,2595043,90
2,67,2851741,2450345,85
2,68,2848405,2565835,90
3,20,2257550,1727888,76
3,21,2272253,1758744,77
3,22,2297385,1768510,76
3,23,2313281,1792670,77
3,24,2333690,1792596,76
3,25,2344817,1792766,76
3,27,2370832,1789820,75
3,34,2483323,1824663,73
3,35,2518335,1859212,73
3,42,2647828,1990671,75
3,43,2667167,1993767,74
3,46,2701891,2062594,76
3,52,2735068,2345075,85
3,53,2747933,2397979,87
3,54,2746673,2411168,87
3,57,2750274,2443392,88
3,58,2772431,2508525,90
3,59,2788709,2550956,91
3,60,2799975,2554640,91
3,61,2812359,2574894,91
3,62,2814986,2576158,91
3,63,2817738,2576117,91
3,64,2816884,2574865,91
3,65,2812538,2571373,91
3,66,2807255,2572497,91
3,67,2805023,2570982,91
4,19,2229307,1718173,77
4,20,2233410,1744096,78
4,21,2244747,1752388,78
4,22,2262646,1768642,78
4,23,2276005,1790976,78
4,24,2293205,1775477,77
4,25,2315191,1756275,75
4,26,2328424,1800327,77
4,29,2353891,1810257,76
4,34,2451664,1865433,76
4,37,2545746,1950945,76
4,38,2565493,1952414,76
4,41,2607126,1970479,75
4,46,2671001,2066741,77
4,53,2717963,2396142,88
4,54,2723840,2403563,88
4,59,2744146,2555057,93
4,60,2755241,2510474,91
4,61,2764457,2576943,93
4,62,2775301,2574827,92
4,63,2784980,2519719,90
4,64,2784169,2554479,91
4,66,2785533,2551598,91
5,15,2188328,1691529,77
5,16,2195362,1710655,77
5,17,2204650,1716511,77
5,18,2215226,1714889,77
5,19,2217838,1714025,77
5,20,2223591,1746142,78
5,21,2227282,1758660,78
5,22,2230918,1764532,79
5,23,2242320,1787901,79
5,24,2253432,1789897,79
5,25,2276373,1756162,77
5,26,2295479,1780785,77
5,29,2333991,1780843,76
5,30,2342143,1810679,77
5,32,2359775,1823916,77
5,35,2424847,1880300,77
5,36,2459379,1931380,78
5,37,2488130,1951870,78
5,38,2531185,1953016,77
5,45,2630416,2016565,76
5,46,2646297,2043012,77
5,54,2703718,2420504,89
5,58,2732961,2428271,88
5,60,2737916,2465263,90
5,61,2735634,2507691,91
5,62,2745659,2554532,93
5,63,2754203,2507475,91
5,64,2752715,2519247,91
6,13,2095462,1652330,78
6,14,2125964,1674753,78
6,17,2190510,1712322,78
6,18,2199593,1740777,79
6,22,2217688,1756671,79
6,24,2235231,1800101,80
6,28,2295563,1776818,77
6,30,2326083,1805779,77
6,31,2330716,1804040,77
6,32,2332265,1848363,79
6,35,2378776,1904171,80
6,36,2414726,1925540,79
6,37,2437581,1945225,79
6,38,2451955,1952610,79
6,39,2487627,1948482,78
6,40,2516672,1936792,76
6,41,2531145,1957816,77
6,45,2590647,2041876,78
6,46,2598031,2051571,78
6,47,2611110,2144646,82
6,54,2684681,2430457,90
6,60,2718836,2440061,89
6,61,2718226,2496540,91
6,65,2732238,2481767,90
7,14,2081965,1665790,80
7,15,2112600,1674733,79
7,16,2141411,1714882,80
7,18,2180720,1738516,79
7,28,2265069,1786849,78
7,29,2288582,1780431,77
7,30,2294395,1789691,78
7,31,2308807,1805624,78
7,32,2312451,1811773,78
7,33,2312823,1877345,81
7,34,2317303,1904402,82
7,35,2331552,1925573,82
7,36,2358742,1928699,81
7,37,2377528,1939404,81
7,38,2396195,1945004,81
7,39,2416295,1933488,80
7,40,2441687,1932271,79
7,41,2489368,1924894,77
7,45,2559443,1990834,77
7,46,2565495,2032100,79
7,47,2569641,2186945,85
7,48,2578178,2254587,87
7,55,2661329,2432837,91
7,60,2678373,2432771,90
7,63,2695200,2432974,90
8,12,2074145,1652549,79
8,14,2074417,1634802,78
8,15,2077835,1704812,82
8,16,2103324,1716965,81
8,18,2143358,1719067,80
8,19,2166291,1741775,80
8,25,2208583,1796894,81
8,29,2251723,1788574,79
8,30,2275664,1795105,78
8,31,2276045,1822148,80
8,32,2286047,1852338,81
8,33,2299868,1803641,78
8,35,2304791,1924662,83
8,36,2312819,1928061,83
8,40,2396205,1930029,80
8,47,2543061,2226437,87
8,48,2550636,2244012,87
8,49,2553632,2297807,89
8,64,2665914,2294982,86
8,65,2669262,2294982,85
9,11,2068257,1641604,79
9,12,2068453,1676345,81
9,13,2068142,1698021,82
9,14,2067672,1700929,82
9,15,2067811,1712078,82
9,20,2148835,1723009,80
9,25,2195292,1778728,81
9,26,2200812,1786271,81
9,29,2213482,1793269,81
9,31,2245550,1824680,81
9,32,2271833,1863089,82
9,38,2309975,1938340,83
9,47,2526492,2189546,86
9,48,2527571,2236719,88
9,49,2530683,2308623,91
10,11,2065046,1649956,79
10,12,2065041,1654407,80
10,13,2065255,1704021,82
10,20,2115882,1725129,81
10,23,2172235,1748278,80
10,24,2186182,1763664,80
10,25,2190766,1761877,80
10,26,2192342,1784684,81
10,27,2197548,1789612,81
10,32,2242802,1857999,82
10,36,2288226,1925921,84
10,37,2289998,1925475,84
10,38,2292875,1936098,84
10,39,2297760,1939004,84
10,40,2314682,1952148,84
10,47,2478066,2173587,87
11,0,1970257,1498043,76
11,1,0,1500692,
11,9,2048355,1640800,80
11,10,2053935,1654258,80
11,11,2054788,1642995,79
11,16,2061630,1700103,82
11,20,2103420,1719647,81
11,24,2149286,1754925,81
11,25,2172982,1777831,81
11,26,2187003,1781190,81
11,27,2190255,1782981,81
11,36,2269419,1922798,84
11,37,2284064,1927796,84
11,38,2287440,1937905,84
11,39,2287869,1969582,86
11,40,2291129,1973326,86
11,42,2315007,1957556,84
11,43,2328376,1952494,83
12,0,1964514,1503605,76
12,1,1969798,1500111,76
12,7,2027276,1597364,78
12,8,2038591,1619046,79
12,9,2043781,1663361,81
12,10,2044151,1667435,81
12,11,2045160,1690663,82
12,12,2050397,1678732,81
12,17,2053012,1690707,82
12,23,2112038,1759501,83
12,24,2119102,1771063,83
12,26,2164668,1773799,81
12,32,2196809,1831128,83
12,36,2249881,1911811,84
12,37,2260599,1922772,85
12,38,2268704,1936897,85
12,39,2283126,1930786,84
12,41,2286426,1992246,87
12,42,2288895,1986511,86
12,43,2303249,1991105,86
12,48,2397777,2294988,95
13,0,1946737,1511937,77
13,1,1955866,1519212,77
13,2,1962026,1520059,77
13,6,2002138,1555285,77
13,7,2010906,1577217,78
13,8,2024368,1609328,79
13,9,2037650,1664274,81
13,10,2041741,1669893,81
13,11,2042033,1667533,81
13,12,2043212,1667593,81
13,13,2048437,1666856,81
13,14,2049353,1693367,82
13,15,2049479,1704050,83
13,16,2049212,1692574,82
13,17,2049444,1693595,82
13,18,2050298,1692913,82
13,23,2100546,1741023,82
13,24,2108860,1754912,83
13,26,2124114,1765951,83
13,31,2186910,1789861,81
13,32,2193947,1794648,81
13,33,2194999,1829982,83
13,35,2197383,1885205,85
13,36,2213651,1905211,86
13,37,2234338,1928130,86
13,38,2249026,1934561,86
13,39,2262035,1917767,84
13,41,2274901,1985879,87
13,42,2279922,2006568,88
13,43,2282934,2141313,93
13,47,2323650,2228586,95
13,48,2343550,2276517,97
13,49,2375220,2222831,93
13,54,2499227,2275346,91
14,0,1929391,1508759,78
14,1,1935817,1512765,78
14,2,1943258,1540714,79
14,3,1952968,1521522,77
14,4,1962466,1532440,78
14,5,1978305,1513446,76
14,6,1988167,1546080,77
14,7,2000119,1643532,82
14,8,2008443,1667643,83
14,9,2022693,1668618,82
14,10,2034758,1643789,80
14,11,2037239,1654411,81
14,12,2041090,1658057,81
14,13,2042385,1671775,81
14,14,2047510,1684436,82
14,15,2047986,1698353,82
14,16,2048567,1676295,81
14,17,2048794,1675894,81
14,18,2048837,1685389,82
14,19,2046530,1701779,83
14,21,2046580,1701763,83
14,22,2066680,1713780,82
14,23,2078880,1732452,83
14,24,2086591,1734520,83
14,25,2087278,1760986,84
14,30,2153754,1786140,82
