x,y,pp,ra,rp
13,127,1939575,1504672,77
14,122,1857076,1276922,68
14,127,1926952,1487622,77
15,119,1816400,1378355,75
15,120,1817570,1421469,78
15,124,1884715,1499961,79
15,125,1908056,1500415,78
15,126,1913082,1496230,78
15,127,1915644,1500116,78
16,118,1804554,1374664,76
16,119,1810001,1378111,76
16,120,1811538,1276453,70
16,124,1841989,1499941,81
16,126,1900426,1502999,79
17,116,1772900,1254717,70
17,117,1780525,1276794,71
17,118,1790650,1277165,71
17,119,1802295,1277216,70
17,120,1807118,1277216,70
17,125,1845114,1503012,81
17,126,1882839,1501341,79
18,115,1756130,1224763,69
18,116,1758759,1259776,71
18,117,1760418,1230082,69
18,118,1770067,1235095,69
18,121,1802227,1357267,75
18,124,1809734,1492621,82
18,125,1819100,1499870,82
19,114,1749177,1222961,69
19,115,1750228,1203410,68
19,116,1751687,1216106,69
19,120,1778213,1259448,70
19,121,1787962,1413515,79
19,122,1793828,1421571,79
19,123,1795287,1482948,82
19,124,1799037,1493847,83
19,125,1802865,1483216,82
19,126,1812387,1482782,81
19,127,1842822,1490110,80
20,114,1746425,1193196,68
20,117,1750209,1194026,68
20,118,1752418,1216143,69
20,119,1754861,1255211,71
20,120,1758241,1325770,75
20,121,1769541,1382213,78
20,122,1780967,1475057,82
20,124,1793196,1481978,82
20,125,1796101,1460505,81
20,126,1800124,1458742,81
20,127,1809644,1483373,81
21,113,1732154,1177701,67
21,114,1739640,1165599,67
21,117,1747785,1191728,68
21,118,1749338,1224857,70
21,119,1751079,1261206,72
21,120,1752706,1287884,73
21,121,1756481,1398576,79
21,122,1763465,1405268,79
21,124,1786107,1352831,75
21,125,1788906,1466231,81
21,126,1791405,1438267,80
22,112,1696066,1155336,68
22,113,1715947,1151394,67
22,116,1740334,1179685,67
22,117,1745920,1211594,69
22,118,1747677,1225261,70
22,119,1748635,1274729,72
22,120,1749841,1276873,72
22,121,1751400,1326269,75
22,122,1754174,1357494,77
22,124,1773395,1390206,78
22,125,1781855,1406516,78
22,126,1785898,1397857,78
23,112,1684171,1148334,68
23,115,1732231,1172471,67
23,116,1736326,1192797,68
23,117,1740081,1200405,68
23,118,1745547,1225370,70
23,119,1747154,1271592,72
23,120,1748324,1260428,72
23,121,1749754,1378604,78
23,122,1751153,1377679,78
23,123,1753652,1381929,78
23,124,1761277,1357954,77
24,111,1677902,1139257,67
24,112,1680660,1140781,67
24,116,1727080,1223013,70
24,117,1735173,1203334,69
24,119,1741033,1271427,73
24,120,1746504,1273735,72
24,121,1747859,1293740,74
24,124,1753390,1295065,73
