x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
16,97,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
16,98,699,2913,446,27106,5480,2969,8862,168,1960,14712,1582,146712,34352,15054,47852,27552,148294
16,99,6268,66916,24519,298640,49004,41100,61023,756,16184,305750,72384,1581006,382205,156998,235682,323159,1653390
16,100,1960,12388,4483,91644,14981,8591,33134,172,5698,53967,14940,472058,99292,32089,165284,96127,486998
17,94,6291,35719,4217,204435,61980,24424,32078,249,17667,233426,16029,1556399,603207,135330,179902,208652,1572428
17,95,7346,24464,9527,239313,61888,25391,35548,409,20433,154565,35403,1769620,586544,129473,181216,248840,1805023
17,96,9080,95019,30056,415764,94474,51303,37859,1318,22132,436261,78791,2271108,668278,195737,146512,445820,2349899
17,97,11119,75473,10691,320811,75564,29015,72764,903,31746,400912,33035,1904661,587020,135915,352788,331502,1937696
17,98,1938,1375,558,6359,1746,794,513,169,6284,7732,1463,37750,14014,3635,1797,6917,39213
17,99,245,662,339,5345,1263,1104,467,102,610,3058,1088,27287,10387,3859,1323,5684,28375
17,100,426,0,0,0,0,0,0,2,1256,0,0,0,0,0,0,0,0
18,93,12859,94527,43479,531675,123785,70805,43512,2074,34165,509219,125036,3215677,1069013,340259,160763,575154,3340713
18,94,92,93,15,633,290,38,2,41,233,607,56,5162,2862,327,56,648,5218
18,95,675,1320,516,13681,5626,1896,596,350,2027,7914,1850,100323,52963,9242,2179,14197,102173
18,96,480,793,382,8431,3693,1125,369,230,1394,4837,1469,64331,35357,5874,1188,8813,65800
18,97,432,82,25,567,318,34,35,184,1073,554,89,4243,2863,162,92,592,4332
18,98,235,786,720,4619,963,755,308,86,607,2612,2124,21566,7570,1725,807,5339,23690
18,99,313,530,369,8177,1851,4269,303,81,720,2585,834,37560,17604,10302,627,8546,38394
19,91,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
19,92,145,338,99,3286,1433,295,269,68,419,2380,540,26556,14412,1834,1466,3385,27096
19,93,867,5741,1908,45735,12572,7749,11574,115,2396,34420,5962,289513,107716,38437,69171,47643,295475
19,94,542,990,604,9688,3392,1472,220,224,1332,6115,2246,64780,30223,6899,708,10292,67026
19,95,545,804,162,5756,2837,201,76,214,1290,5455,488,48887,27188,1188,290,5918,49375
19,96,379,564,238,3931,1537,178,170,135,853,3609,688,28334,13645,786,470,4169,29022
19,97,300,176,213,2303,804,136,87,124,728,1057,503,16438,7378,290,157,2516,16941
19,98,78,74,11,335,144,0,2,30,169,494,69,2717,1302,0,8,346,2786
19,99,13,27,23,190,31,36,15,7,26,83,33,763,279,73,29,213,796
20,89,1991,3930,3157,42403,12571,3473,5839,405,5618,23360,11218,292323,105822,20257,41497,45560,303541
