x,y,2006,2011,2018
110,11,3,8,2
110,1,8,28,12
110,12,12,0,0
110,15,17,11,11
111,11,0,1,1
111,12,53,51,52
112,12,69,48,48
112,14,5,0,0
112,15,5,13,16
113,12,90,99,98
113,13,19,79,79
113,14,0,6,3
114,11,2,0,0
114,13,0,12,11
114,7,0,4,0
114,8,0,0,3
114,10,13,0,0
115,11,37,36,26
115,12,12,8,10
115,17,3,2,2
115,7,3,0,0
115,8,2,0,0
115,9,38,22,16
115,10,8,33,24
115,21,0,0,5
116,11,108,18,26
116,22,0,10,10
116,12,187,3,3
116,13,50,44,42
116,14,7,0,1
116,15,0,6,7
116,16,8,0,0
116,17,0,9,6
116,20,3,0,0
116,21,26,11,4
117,11,542,586,576
117,12,510,435,415
117,13,98,67,75
117,14,52,57,74
117,15,31,6,8
117,16,12,3,5
117,17,0,7,5
117,18,8,0,0
117,19,13,3,3
117,5,0,59,46
117,6,64,86,281
117,7,48,129,69
117,8,6,21,13
117,9,0,11,37
117,20,0,8,12
118,11,191,460,535
118,12,0,21,66
118,13,34,65,49
118,14,5,0,0
118,25,1,0,0
118,27,0,15,9
118,16,2,2,2
118,17,9,11,10
118,28,17,6,0
118,18,5,2,0
118,5,0,4,6
118,6,311,468,357
118,7,358,135,139
118,8,102,31,53
118,9,108,131,89
118,10,108,137,118
119,11,0,2,2
119,13,44,124,153
119,25,1,18,12
119,14,465,125,207
119,15,24,0,0
119,26,12,0,3
119,16,25,18,34
119,27,0,1,2
119,17,0,9,0
119,18,4,13,11
119,19,50,40,41
119,7,0,1,1
119,8,2,10,7
119,9,4,14,4
119,20,6,0,0
119,10,29,0,9
98,1,0,0,1
120,13,66,270,349
120,14,568,787,977
120,25,50,10,2
120,15,564,181,133
120,26,37,19,26
120,16,29,7,7
120,17,16,28,17
120,18,17,37,22
120,19,11,5,9
120,20,3,0,0
121,11,0,7,4
121,12,96,68,46
121,24,2,12,12
121,13,35,25,42
121,25,70,69,77
121,14,610,753,904
121,15,390,507,457
121,26,11,19,20
121,16,188,161,216
121,17,51,57,68
121,18,44,36,38
121,19,30,7,5
121,7,0,0,5
121,9,0,1,3
121,10,0,18,21
121,32,0,11,13
121,21,0,6,7
100,2,0,2,1
100,5,0,1,1
100,7,0,14,11
100,8,1,14,13
122,11,24,66,59
122,22,11,16,17
122,12,0,19,40
122,24,0,5,8
122,13,75,104,85
122,25,55,52,56
122,14,37,218,187
122,26,19,0,0
122,15,56,43,109
122,16,15,5,8
122,18,0,0,7
122,19,107,112,113
122,7,15,13,8
122,8,9,8,13
122,9,9,23,24
122,20,33,46,51
122,10,40,48,48
122,21,39,42,43
122,32,57,54,59
123,22,40,36,22
123,11,37,0,0
123,23,2,6,6
123,24,1,0,0
123,14,0,1,0
123,25,42,63,74
123,26,36,41,51
123,15,18,27,29
123,16,6,0,14
123,19,2,0,0
123,9,16,0,0
123,20,55,39,22
123,31,0,0,12
123,10,22,3,2
123,32,29,12,0
123,21,55,53,72
101,2,1,0,0
101,3,4,9,12
101,4,1,0,0
101,5,7,10,5
101,6,2,19,17
101,7,23,24,33
102,0,36,8,5
102,1,3,0,0
102,2,0,1,6
102,3,6,1,0
102,5,30,0,0
102,6,72,71,76
102,7,22,34,37
102,8,2,2,0
124,11,4,43,31
124,22,31,33,16
124,23,0,16,20
124,24,54,18,15
124,28,12,4,3
124,29,12,15,10
124,30,9,5,3
124,21,18,7,3
124,10,17,49,62
125,11,56,22,12
125,22,37,26,39
125,23,68,45,47
125,12,0,0,8
125,24,60,75,83
125,13,13,2,0
125,14,11,0,0
125,25,139,166,141
125,15,37,9,5
125,26,42,0,3
125,28,0,10,14
125,8,8,0,0
125,9,5,18,16
125,10,56,10,25
125,21,37,13,16
103,0,56,36,26
103,7,3,0,0
103,8,0,0,1
126,11,2,0,0
126,12,0,2,1
126,24,0,12,12
126,13,14,4,0
126,14,37,13,21
126,25,6,8,8
126,26,92,81,73
126,15,43,52,55
126,27,55,45,62
126,16,13,14,18
126,29,5,0,0
126,9,5,0,0
126,30,0,6,5
126,10,14,0,0
104,11,2,0,0
104,7,0,114,150
104,8,0,7,0
104,9,32,0,0
127,11,0,5,19
127,12,12,19,10
127,13,4,8,5
127,24,10,0,0
127,25,0,11,7
127,14,0,30,24
127,15,50,34,30
127,27,9,67,71
127,16,17,62,71
127,28,18,16,15
127,17,0,0,4
127,30,0,0,2
105,2,0,14,4
105,3,5,12,5
105,4,29,41,54
105,5,6,0,0
105,7,40,43,14
105,8,104,80,112
105,9,11,0,6
106,2,19,22,26
106,3,28,12,16
106,8,8,0,0
107,12,1,11,7
107,13,18,0,0
107,9,7,4,3
108,11,6,0,0
108,12,0,7,7
108,13,54,66,67
108,7,9,18,18
108,9,7,12,8
109,11,22,18,16
109,1,16,2,11
109,15,0,3,2
109,16,1,0,1
109,6,13,13,12
109,7,9,9,4
109,10,41,40,29
