x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
34,125,4,2.2,1.2,0.2,1.4,0.2,0.8,0.4,1.2,154.4,2
34,126,2,1.3,0.8,0,0.8,0.1,0.5,0.2,0.7,87.2,1
47,86,1,0.4,0.2,0,0.1,0.1,0.3,0.1,0.3,35.9,1
49,81,2,1,0.3,0,0.4,0,0.6,0.2,0.7,89.4,1
49,82,5,2.5,0.8,0,1,0,1.5,0.6,1.8,223.6,1
49,83,8,4.1,1.4,0,1.6,0,2.5,0.9,2.9,357.7,2
49,84,30,15.5,5.5,0,4.6,0,10.9,9.4,11.1,1042.1,1
49,85,39,19.9,6.7,0,7.9,0,12,4.5,13.9,1743.8,4
49,86,5,2.1,0.9,0.1,0.6,0.3,1.5,0.6,1.4,179.4,2
50,85,2,1,0.3,0,0.4,0,0.6,0.2,0.7,89.4,1
50,86,4,1.7,0.7,0.1,0.5,0.2,1.2,0.5,1.1,143.5,1
50,87,3,1.3,0.5,0.1,0.4,0.2,0.9,0.4,0.8,107.6,1
50,88,2,0.8,0.4,0.1,0.2,0.1,0.6,0.2,0.5,71.8,1
50,127,32,13.9,4.9,0.7,2.1,1.4,11.8,1.4,12.5,1396.9,2
51,87,2,0.8,0.4,0.1,0.2,0.1,0.6,0.2,0.5,71.8,1
51,88,4,1.7,0.7,0.1,0.5,0.2,1.2,0.5,1.1,143.5,1
51,89,6,2.5,1.1,0.2,0.7,0.4,1.8,0.7,1.6,215.3,1
51,125,10,4.1,1.1,0.3,1.6,0.3,2.5,0.8,3.5,410,2
51,126,66.5,31.4,11.4,1,7.4,3.2,24,4.4,22.2,3101.8,1
51,127,1,0.4,0.1,0,0,0,0.4,0,0.4,44.9,1
52,122,1,0.4,0.1,0,0.2,0,0.2,0.1,0.3,41,1
52,125,20,8.2,2.1,0.6,3.2,0.6,5,1.6,6.9,820,2
52,126,28,11.3,3.5,0,1,0.6,10.3,1,10.8,1257.1,3
53,91,5.5,2.3,0.9,0.2,0.7,0.3,1.6,0.7,1.5,197.3,2
53,113,1,0.5,0.3,0,0.1,0.1,0.4,0.1,0.5,52.4,1
53,118,4,2,1,0,0.8,0.2,1.2,0.7,1.5,155.1,1
53,119,2,1,0.5,0,0.4,0.1,0.6,0.4,0.7,77.5,1
53,120,18,9.1,4.7,0,3.8,1.1,5.3,3.4,6.6,697.8,3
53,121,36,19,9.7,0.1,9,1.2,10,3.4,14.4,1830.3,2
53,122,4,1.7,0.4,0.1,0.7,0.1,1,0.3,1.4,164,1
53,123,39,17,4.6,0.8,6.1,1.2,10.9,2.4,13.7,1709.1,4
53,124,43,19.3,5.3,0.2,8.6,5.3,10.7,1.7,11.6,1692.4,2
53,125,2,0.8,0.2,0.1,0.3,0.1,0.5,0.2,0.7,82,1
53,126,7,3.2,1.2,0,0.8,0.3,2.4,0.3,2.7,327.2,2
53,127,3,1.2,0.3,0,0.1,0,1.1,0.1,1.2,134.7,2
54,95,1,0.4,0.2,0,0.1,0.1,0.3,0.1,0.3,35.9,1
54,111,2,1.1,0.5,0,0.2,0.2,0.9,0.1,0.9,104.8,1
54,112,7,3.8,1.8,0,0.8,0.6,3,0.4,3.2,366.8,1
54,118,3,1.5,0.8,0,0.6,0.2,0.9,0.6,1.1,116.3,2
54,119,11,5.6,2.8,0,2.3,0.6,3.3,2,4.1,426.5,2
