x,y,NA,TOT,du,lr,r,sbu,sdu,uc,vlr
94,95,0,1,0,0,0,0,0,0,1
94,96,0,4,0,1,0,0,0,0,3
94,97,0,1,0,0,0,0,0,0,1
95,96,0,1,0,0,0,0,0,0,1
100,103,0,2,0,0,0,0,0,0,2
101,103,0,2,0,1,0,0,0,0,1
102,87,0,1,0,0,0,0,0,0,1
102,88,0,2,0,1,0,0,0,0,1
102,89,0,2,0,2,0,0,0,0,0
102,90,0,3,0,3,0,0,0,0,0
102,91,0,3,0,3,0,0,0,0,0
102,92,0,2,0,0,0,0,0,0,2
102,93,0,2,0,0,0,0,2,0,0
102,94,0,1,0,0,0,0,0,0,1
102,99,0,1,0,0,0,0,0,0,1
102,100,0,3,0,0,0,0,0,0,3
102,112,0,1,0,0,0,0,0,0,1
102,122,0,1,0,0,0,0,0,0,1
102,125,0,1,0,0,0,0,0,0,1
102,126,0,2,0,0,0,0,0,0,2
102,127,0,3,0,0,0,0,0,0,3
103,86,0,1,0,0,0,0,0,0,1
103,87,0,4,0,3,0,0,0,0,1
103,88,0,3,0,1,0,0,0,0,2
103,89,0,1,0,0,0,0,0,0,1
103,90,0,2,0,1,0,0,0,0,1
103,91,0,4,0,2,0,0,0,0,2
103,92,0,4,0,1,0,0,2,0,1
103,93,0,4,0,0,0,0,4,0,0
103,94,0,4,0,1,0,0,2,0,1
103,95,0,4,0,2,0,0,2,0,0
103,96,0,1,0,1,0,0,0,0,0
103,97,0,2,0,1,0,0,0,0,1
103,98,0,1,0,0,0,0,0,0,1
103,111,0,2,0,1,0,0,0,0,1
103,112,0,2,0,0,0,0,0,0,2
103,115,0,1,0,0,0,0,0,0,1
103,116,0,2,0,0,0,0,0,0,2
103,117,0,1,0,0,0,0,0,0,1
103,119,0,2,0,1,0,0,0,0,1
103,120,0,2,0,0,0,0,0,0,2
103,121,0,2,0,1,0,0,0,0,1
103,122,0,4,0,3,0,0,0,0,1
103,123,0,3,0,3,0,0,0,0,0
