x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
88,48,11,0.6,0.7999999999999999,0.8999999999999999,2.1,1.7,0.2,1.2,2.5,0.4,0.6,0,259856.4,5.1000000000000005,0
88,49,3,0.2,0.2,0.2,0.6,0.4,0.1,0.3,0.7,0.1,0.2,0,70869.9,1.4,0
88,110,359,13.5,26,16.5,63,69,6,52,50,16,36,11,10207525,192,20
88,111,364.5,16,27,19,40,81,6,39,52,23.5,47,14,9601812.4,173,7
88,112,439,18,32,28.5,93,77,14,57,51,18.5,42,8,8476631.9,237,35
88,113,246.5,9,24.2,14,33.2,53.4,7.1,26.5,33.8,13.8,22.5,9,5498689.3,106.9,3.4
88,115,1,0,0.1,0,0.2,0.2,0,0.1,0.3,0,0.1,0,22357.7,0.4,0.1
88,119,69,2.2,9.2,4.4,13.9,15.8,1.5,6.2,7.4,6.4,0.7,1.3,1737270,22.8,0.5
88,50,5,0.30000000000000004,0.4,0.4,1,0.7,0.1,0.6,1.1,0.1,0.30000000000000004,0,118116.5,2.4,0
88,53,9,0.9,0.1,0,1.8,2,0.4,1.6,1.6,0.2,0.4,0,203403.4,4.199999999999999,0.2
88,54,17,1.7000000000000002,0.2,0,3.4000000000000004,3.7,0.8,2.9000000000000004,3,0.5,0.8,0,384206.2,7.9,0.30000000000000004
88,98,2,0,0.1,0.2,0.2,0.4,0,0.6,0.2,0.1,0.1,0.1,49000.4,0.9,0
88,55,1,0.1,0,0,0.2,0.2,0,0.2,0.2,0,0.1,0,22600.4,0.5,0
88,56,3,0.1,0.2,0.2,0.4,0.8,0.1,0.3,0.4,0.2,0.1,0.2,70867.2,1.1,0
88,13,3,0.1,0.1,0.1,0.4,0.6,0.1,0.4,0.7,0.3,0.2,0,54710.3,1.5,0.1
88,14,17,0.30000000000000004,0.5,0.6000000000000001,2.3,3.4000000000000004,0.4,2.3,4,1.7000000000000002,1.5,0,310024.9,8.4,0.8
88,59,5,0.1,0.3,0.3,0.7,1.3,0.1,0.5,0.7,0.4,0.3,0.3,118111.9,1.8,0.1
88,15,106.5,6.2,7.2,7.7,12.9,18.4,2.2,17.9,19.7,4.7,8.6,1,2067245.7000000002,45.4,3.3
88,16,7,0.2,0.5,0.6,0.5,1.7,0,0.7,1.5,0.5,0.8,0,132865.9,3.3,0.3
88,17,8,0.2,0.5,0.7000000000000001,0.6000000000000001,1.9,0,0.9,1.8,0.5,0.9,0,151846.7,3.6999999999999997,0.30000000000000004
88,18,49,1,2.1999999999999997,2.4,4.5,7.6,0.5,7.699999999999999,14.9,2.4,5.800000000000001,0,1140867.4,22.7,1
88,19,4,0,0.1,0.1,0.5,0.3,0.1,0.8,1.5,0.1,0.5,0,108355.1,1.8,0
88,120,309,16.700000000000003,47.1,18.2,67.6,65,8.399999999999999,35.400000000000006,15.2,25.5,4.199999999999999,5.699999999999999,6355190.8,104.9,7.3999999999999995
88,0,1,0,0,0,0.1,0.2,0,0.1,0.3,0.1,0.2,0,17470.2,0.6,0.1
88,6,12,0.30000000000000004,0.8999999999999999,0,2.1,2.1,0.30000000000000004,1.2,2.8,0.30000000000000004,1.6,0.4,279376.8,5.9,0.30000000000000004
88,7,3,0,0.30000000000000004,0,0.6000000000000001,0.6000000000000001,0,0.30000000000000004,0.8,0,0.4,0,69844.20000000001,1.5,0.1
88,9,6,0.2,0.6,0.4,0.7999999999999999,1.2,0,0.7999999999999999,0.5,0.4,0.8999999999999999,0.2,124207.3,2.5,0.4
88,60,2,0,0.1,0.1,0.3,0.5,0.1,0.2,0.3,0.2,0.1,0.1,47244.8,0.7,0
88,62,1,0,0.1,0,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0,22150.8,0.4,0
88,22,7,0.2,0.7,0.4,0.4,1.5,0,1.5,1.1,0,1.1,0.1,145172.1,3,0.5
88,67,7,0.5,0.4,0.4,0.7,2,0.4,0.7,0.9,0.4,0.5,0.1,143533.9,2.8,0.2
88,23,8,0.30000000000000004,0.30000000000000004,0.5,0.8999999999999999,1.5,0.2,1.1,1.6,0.5,1.1,0,165398.2,3.6999999999999997,0.30000000000000004
88,24,61,1.3,3.3,3.6999999999999997,4.5,13.4,0.7000000000000001,8.5,15.2,2.1,7.9,0.4,1222935,29.5,3.8
88,68,42,0.2,6.8999999999999995,3.4000000000000004,6.200000000000001,11.600000000000001,0.2,6,3.4,3.4000000000000004,0.6000000000000001,0.1,1096267.9,14.799999999999999,1.3000000000000003
88,69,22,0.2,1.2999999999999998,1.6,4.4,3.0999999999999996,0.30000000000000004,3.0999999999999996,5.7,0.6000000000000001,1.7000000000000002,0,459694.2,12.7,1
88,25,127.5,6.3,5.3,8.6,27,18.7,4.7,15.2,19.8,12.5,8.3,1.1,2292818.5,56.2,6.4
88,26,63,1.2,7.6,4.4,7.6,14.399999999999999,0.4,8.6,9.600000000000001,3,5.300000000000001,0.8999999999999999,1323775.2000000002,25.900000000000002,2.5
88,27,14,0.30000000000000004,1.7000000000000002,1,1.7000000000000002,3.2,0.1,1.9,2.1,0.6,1.2,0.2,294172.3,5.7,0.5
88,28,20,0.8,1.1,1.1,2.4,4,0.3,1.6,5.7,1.1,1.6,0.3,407552.4,10,2.2
88,29,22,0.9,1.2,1.2,2.7,4.4,0.30000000000000004,1.8,6.199999999999999,1.2,1.8,0.30000000000000004,448307.6,11,2.4000000000000004
88,70,10,0,0.6000000000000001,0.7,2,1.4,0.2,1.4,2.6,0.30000000000000004,0.8,0,208952,5.8,0.4
88,74,10,0,0.8999999999999999,0.30000000000000004,1.1,2.5,0,2.6,1.1,0.6,0.4,0.5,253347.19999999998,3.8,0.2
88,30,1,0,0.1,0.1,0.1,0.2,0,0.1,0.3,0,0.1,0,20377.6,0.5,0.1
88,75,21,0,2,0.5,2.2,5.3,0.2,5.4,2.2,1.4000000000000001,0.8999999999999999,0.8999999999999999,532029.2,8,0.5
88,77,4,0.1,0.4,0.6,0.7,0.9,0.1,0.3,0.3,0.1,0.4,0.1,89444.1,1.8,0.4
88,78,5,0.2,0.2,0.3,0.5,1.1,0.2,0.8,1,0.1,0.4,0.2,116401,2.1,0.1
88,79,3,0.1,0.1,0.2,0.3,0.7,0.1,0.5,0.6,0.1,0.2,0.1,69840.6,1.3,0
88,37,2,0,0.2,0.2,0.1,0.5,0.1,0.3,0.2,0.2,0.2,0,43097.5,0.9,0
88,38,4,0,0.4,0.4,0.3,1.1,0.1,0.6,0.4,0.4,0.3,0,86195,1.8,0.1
88,104,24,1.1,1.4000000000000001,1.7000000000000002,3.6999999999999997,6.2,0.7000000000000001,1.8,3.6999999999999997,1.1,2.6000000000000005,0,508178.89999999997,10.6,0.7999999999999999
88,105,171.5,5.8,13.6,8.3,21.8,37.7,6.4,22.3,21.8,12.9,14.9,6,3728668.4,74.9,5.6
88,106,560.5,20,41.5,25.5,93,125,10,85,76,29.5,43,12,1.07264968E7,292,43
88,80,13,0.4,0.6,0.7999999999999999,1.2000000000000002,2.9000000000000004,0.4,2.1,2.7,0.2,1,0.7,302642.5,5.5,0.2
88,107,732,30.5,56.5,49,169,161,22,85,63,45,38,13,1.5911484399999999E7,378,54
88,108,313.5,10.5,11.5,35,91,53,4.5,41,40,13,13,1,6260362.600000001,219,48
88,109,1010,35,61,105.5,311,205,14.5,109,75,45,32,17,2.07557932E7,635,144
88,82,1,0,0.1,0,0,0.3,0,0.2,0.2,0.1,0.1,0,30510.1,0.4,0
88,40,5,0,0.5,0.5,0.4,1.4000000000000001,0.1,0.7,0.5,0.5,0.4,0,107743.8,2.2,0.1
88,86,6,0.3,0.7,0.3,1,1.7,0.1,1,0.8,0,0.1,0,147333,2.7,0.3
88,87,18,0.8,2,0.8,3.1,5.1,0.4,3.1,2.3,0,0.4,0,441999.1,8.2,0.8
88,43,1,0,0.1,0,0,0.2,0,0.4,0.1,0.1,0.1,0,24136.1,0.5,0.1
89,44,3,0,0.2,0.1,0.1,0.6,0.1,1.1,0.2,0.2,0.3,0.1,72408.2,1.5,0.2
89,89,21,0.8,1.4000000000000001,1.2,2.1,4.3,0.8,4.2,3.6999999999999997,1,1.1,0.4,530339.4,8.4,0.1
89,47,2,0.1,0.1,0.2,0.4,0.3,0,0.2,0.5,0.1,0.1,0,47246.6,0.9,0
89,48,6,0.4,0.5,0.5,1.2000000000000002,0.8,0.1,0.7,1.3,0.1,0.4,0,141739.8,2.9,0
89,110,565,16,22,62,120,107,7,53,89,17,62,10,1.3309391600000001E7,361,50
89,111,527.5,24.5,32,56,168,76,11.5,64,49,16.5,24,6,1.2758808700000001E7,309,26
89,112,388,18.5,35.4,23.8,70,85.2,11,30.2,50.2,28.5,27.4,7.8,8367031.3,190.8,12.8
89,113,323.5,26,17.5,30,111.7,52,7.2,21.5,17.2,25.9,9.5,5,7310314.7,144.5,6.1
89,114,22,1,1.2,0.5,2.2,3.7,0,1.9,7.1,0.5,3.2,0.7,536226.4,11.2,0
89,116,5,0.1,0.5,0.1,1.1,1.2,0.1,0.1,1,0.3,0.3,0.2,101922.2,2.2,0.1
89,90,25,1,1.7,1.4,2.5999999999999996,5.1,0.8,5,4.3,1.3,1.3,0.5,631356.3999999999,10,0.1
89,119,51.5,1.5,3.9,2.3,4.8,8.1,1.5,7,14.8,1.3,4.5,1.8,1260403.3,20.9,0
