x,y,Ind,Men,Men_1ind,Men_5ind,Men_coll,Men_fmp,Men_mais,Men_pauv,Men_prop,Men_surf,imputed
100,58,34,14,3,0,2,1,12,0,14,2287,0
100,60,2,0.8,0.2,0.1,0,0,0.8,0,0.7,86.4,1
100,61,20,7.8,1.6,0.8,0,0,7.8,0,6.7,863.9,1
100,62,2,0.8,0.1,0,0,0,0.8,0,0.7,76.8,1
101,57,68,31,5,2,3,1,28,2,29,5273.3,0
101,58,20,11,4,0,0,1,11,1,10,2459,0
101,59,5,2,0.4,0.2,0,0,2,0,1.7,216,1
101,60,24,9.4,1.9,0.9,0,0,9.4,0,8,1036.7,1
101,61,113.5,50,9,2,0,2,50,2,47,4370,0
101,62,131,56,11,1,0,3,56,2,56,5672,0
101,63,115.5,49,12,2,0,5,49,0,47,4985,0
101,64,107.5,36,5,7,0,2,36,1,31,3601,0
101,65,39,14,2,1,0,2,14,1,13,1480,0
102,56,35,13,1.9,0.6,5.9,1.3,7.1,0,13,2376.1,1
102,57,95,38,8,5,6,1,32,1,33,6706,0
102,58,59,20,3,5,3,0,17,0,16,2709,0
102,60,108.5,46,11,1,42,16,4,6,3,3488,0
102,61,113,44,5,1,0,3,44,0,42,4541,0
102,62,181.5,80,21,2,0,3,80,2,78,7265,0
102,63,216.5,96,29,2,52,4,44,4,74,8571,0
102,64,171,80,23,2,32,5,48,1,75,7308,0
102,65,110.5,43,8,0,0,7,43,1,38,3953,0
102,66,108.5,42,11,5,0,0,42,5,40,3695,0
102,67,4,1.3,0.2,0.3,0.1,0.1,1.2,0.2,1.1,138.2,1
103,55,19,7,1.1,0.4,3.1,0.7,3.9,0,7,1289.9,1
103,56,53,22,5,1,13,2,9,0,21,3497.3,0
103,57,184,80,23,4,38,5,42,4,60,9404,0
103,58,446.5,233,113,10,194,45,39,45,26,14263,0
103,59,126,49,8,2,0,1,49,0,48,5319,0
103,60,253.5,104,31,12,64,18,40,7,36,10131,0
103,61,155.5,77,34,4,37,6,40,2,71,7124,0
103,62,168.5,69,11,4,1,7,68,2,68,7310,0
103,63,143,60,13,2,0,0,60,0,60,5516,0
103,64,175,70,14,1,0,6,70,3,70,6758,0
103,65,123,53,12,1,0,2,53,2,50,4685,0
