x,y,TOT_P,avg_time_nearest_h
0,81,126,NA
0,82,10,NA
0,84,19,NA
0,88,20,NA
0,89,3,NA
0,90,0,NA
0,91,28,NA
0,92,20,NA
0,93,95,NA
0,95,26,NA
0,96,31,NA
0,97,5,NA
0,98,10,NA
0,100,20,NA
0,102,19,NA
0,104,11,NA
0,105,0,NA
0,107,4,NA
0,116,174,NA
0,119,57,NA
0,120,111,NA
0,121,28,NA
0,122,3,NA
0,123,9,NA
0,125,171,NA
1,78,357,NA
1,80,87,NA
1,81,14,NA
1,82,24,NA
1,91,4,NA
1,92,23,NA
1,94,20,NA
1,95,23,NA
1,96,4,NA
1,97,5,NA
1,99,11,NA
1,100,24,NA
1,101,13,NA
1,104,6,NA
1,115,13,NA
1,116,5,NA
1,117,22,NA
1,118,144,NA
1,119,44,NA
1,120,21,NA
1,121,63,NA
1,122,1,NA
1,123,9,NA
1,125,51,NA
1,126,37,NA
2,3,20,NA
2,4,29,NA
2,5,39,NA
2,6,2,NA
2,67,4,NA
2,68,311,NA
2,69,45,NA
2,77,46,NA
2,78,582,NA
2,79,9,NA
2,81,5,NA
2,93,7,NA
2,99,4,NA
2,100,0,NA
2,101,23,NA
2,103,8,NA
2,119,44,NA
2,120,55,NA
2,121,41,NA
2,122,12,NA
2,123,4,NA
2,124,126,NA
2,125,168,NA
2,126,5,NA
2,127,32,NA
3,0,47,NA
3,2,7,NA
3,3,2,NA
3,4,3547,NA
3,5,2845,NA
3,6,446,NA
3,66,1087,NA
3,67,4775,NA
3,68,2802,NA
3,69,1100,NA
3,77,178,NA
3,78,257,NA
3,79,586,NA
3,80,10,NA
3,84,21,NA
3,96,13,NA
3,99,41,NA
3,101,5,NA
3,116,18,NA
3,117,10,NA
3,121,62,NA
3,123,131,NA
3,126,2,NA
4,0,729,NA
4,1,1208,NA
4,2,67,NA
4,3,317,NA
4,4,4121,NA
4,5,2723,NA
4,6,1453,NA
4,7,7,NA
4,61,4,NA
4,65,63,NA
4,66,417,NA
4,67,717,NA
4,68,347,NA
4,69,95,NA
4,77,0,NA
4,78,1187,NA
4,79,3110,NA
4,80,20,NA
4,81,10,NA
4,82,7,NA
4,83,13,NA
4,84,17,NA
4,99,101,NA
4,103,61,NA
4,104,19,NA
4,124,133,NA
4,125,21,NA
4,126,105,NA
5,1,23,NA
5,3,240,NA
5,4,2759,NA
5,5,2946,NA
5,6,1696,NA
5,8,6,NA
5,10,21,NA
5,60,15,NA
5,66,903,NA
5,67,3571,NA
5,68,7143,NA
5,69,3429,NA
5,70,2288,NA
5,71,160,NA
5,72,8,NA
5,78,584,NA
5,79,412,NA
5,80,0,NA
5,81,56,NA
5,82,153,NA
5,83,44,NA
5,84,3,NA
5,87,5,NA
5,88,2,NA
5,98,23,NA
5,99,42,NA
5,123,23,NA
5,124,0,NA
5,127,184,NA
6,0,152,NA
6,1,194,NA
6,2,10,NA
6,3,5,NA
6,4,71,NA
6,5,25,NA
6,6,56,NA
6,7,78,NA
6,8,2083,NA
6,9,2575,NA
6,10,1165,NA
6,67,4987,NA
6,68,3397,NA
6,69,4012,NA
6,70,2665,NA
6,71,365,NA
6,74,4,NA
6,78,0,NA
6,81,31,NA
6,82,61,NA
6,83,144,NA
6,84,39,NA
6,85,17,NA
6,87,6,NA
6,100,7,NA
6,122,24,NA
6,124,23,NA
6,126,13,NA
6,127,9,NA
7,0,7,NA
7,3,96,NA
7,6,2,NA
7,7,6,NA
7,8,1182,NA
7,9,3385,NA
7,10,642,NA
7,11,0,NA
7,12,49,NA
7,13,2,NA
7,62,4,NA
7,63,53,NA
7,67,2420,NA
7,68,3146,NA
7,69,1238,NA
7,70,561,NA
7,71,89,NA
7,72,71,NA
7,73,0,NA
7,74,5,NA
7,75,1068,NA
7,76,121,NA
7,84,45,NA
7,85,13,NA
7,86,25,NA
7,90,23,NA
7,91,17,NA
7,99,55,NA
7,113,5,NA
7,125,42,NA
7,126,24,NA
8,3,5,NA
8,7,15,NA
8,9,188,NA
8,10,2396,NA
8,11,2842,NA
8,12,1552,NA
8,13,1570,NA
8,64,258,NA
8,67,435,NA
8,68,1705,NA
8,69,159,NA
8,70,18,NA
8,71,956,NA
8,72,795,NA
8,73,27,NA
8,74,16,NA
8,75,887,NA
8,76,1017,NA
8,77,8,NA
8,85,9,NA
8,86,27,NA
8,87,12,NA
8,88,28,NA
8,91,14,NA
8,93,14,NA
8,96,4,NA
8,99,40,NA
8,120,42,NA
8,127,8,NA
9,2,4,NA
9,3,5,NA
9,4,9,NA
9,8,5,NA
9,10,541,NA
9,11,4044,NA
9,12,5144,NA
9,13,4880,NA
9,14,921,NA
9,15,1,NA
9,26,0,NA
9,27,619,NA
9,28,0,NA
9,29,2355,NA
9,30,684,NA
9,31,93,NA
9,64,88,NA
9,65,54,NA
9,66,31,NA
9,67,127,NA
9,68,48,NA
9,69,16,NA
9,70,32,NA
9,71,2006,NA
9,72,3797,NA
9,73,48,NA
9,74,6,NA
9,75,111,NA
9,76,57,NA
9,77,8,NA
9,79,14,NA
9,83,49,NA
9,84,80,NA
9,85,492,NA
9,86,11,NA
9,87,11,NA
9,88,5,NA
9,91,26,NA
9,99,39,NA
9,120,6,NA
9,121,54,NA
9,122,18,NA
9,123,6,NA
9,125,11,NA
9,126,23,NA
9,127,9,NA
10,0,110,NA
10,1,98,NA
10,2,29,NA
10,3,98,NA
10,4,494,NA
10,6,70,NA
10,7,18,NA
10,9,8,NA
10,10,14,NA
10,11,479,NA
10,12,2090,NA
10,13,5532,NA
10,14,4712,NA
10,15,1462,NA
10,25,0,NA
10,26,0,NA
10,27,3091,NA
10,28,135,NA
10,29,5714,NA
10,30,5676,NA
10,31,5694,NA
10,32,4601,NA
10,33,1731,NA
10,34,3331,NA
10,35,870,NA
10,36,37,NA
10,65,91,NA
10,66,8,NA
10,67,5,NA
10,68,37,NA
10,69,7,NA
10,70,179,NA
10,71,27,NA
10,72,12,NA
10,73,73,NA
10,74,69,NA
10,75,82,NA
10,76,5,NA
10,78,29,NA
10,79,178,NA
10,80,459,NA
10,81,12,NA
10,82,16,NA
10,84,45,NA
10,85,2,NA
10,86,19,NA
10,87,15,NA
10,88,15,NA
10,90,2,NA
10,92,17,NA
10,93,3,NA
10,107,17,NA
10,119,14,NA
10,121,4,NA
10,122,13,NA
10,124,114,NA
10,125,0,NA
10,126,14,NA
10,127,17,NA
11,0,3345,NA
11,1,437,NA
11,2,160,NA
11,3,18,NA
11,4,52,NA
11,5,147,NA
11,6,239,NA
11,7,38,NA
11,8,25,NA
11,9,72,NA
11,10,10,NA
11,11,921,NA
11,12,2687,NA
11,13,5453,NA
11,14,5141,NA
11,15,1755,NA
11,24,512,NA
11,25,4262,NA
11,26,5429,NA
11,27,4131,NA
11,28,107,NA
11,29,4295,NA
11,30,5819,NA
11,31,7908,NA
11,32,7973,NA
11,33,8511,NA
11,34,6424,NA
11,35,5219,NA
11,36,3615,NA
11,37,3664,NA
11,38,920,NA
11,66,38,NA
11,67,6,NA
11,68,195,NA
11,69,11,NA
11,70,13,NA
11,72,44,NA
11,73,513,NA
11,74,119,NA
11,75,25,NA
11,76,2,NA
11,77,5,NA
11,80,105,NA
11,81,186,NA
11,82,74,NA
11,83,47,NA
11,87,23,NA
11,88,38,NA
11,89,5,NA
