x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,60,19,NA,NA
0,62,49,NA,NA
0,63,2,NA,NA
0,64,5,NA,NA
0,65,18,NA,NA
0,66,1,NA,NA
0,67,4,NA,NA
0,68,19,NA,NA
0,71,32,NA,NA
0,72,7,NA,NA
0,73,2,NA,NA
0,74,17,NA,NA
0,75,167,NA,NA
0,76,18,NA,NA
0,77,10,NA,NA
0,80,235,NA,NA
0,81,15,NA,NA
0,83,11,NA,NA
0,84,73,NA,NA
0,85,22,NA,NA
0,86,5,NA,NA
0,87,403,NA,NA
0,89,19,NA,NA
0,91,177,NA,NA
0,93,0,NA,NA
0,94,3,NA,NA
0,95,1822,NA,NA
0,96,6,NA,NA
0,97,10,NA,NA
0,98,11,NA,NA
0,99,3,NA,NA
0,105,37,NA,NA
0,106,1564,NA,NA
0,107,28,NA,NA
0,108,20,NA,NA
0,109,17,NA,NA
0,110,14,NA,NA
0,111,10,NA,NA
0,114,15,NA,NA
0,116,2,NA,NA
0,117,4,NA,NA
0,120,28,NA,NA
0,124,80,NA,NA
0,125,336,NA,NA
0,126,38,NA,NA
0,127,1543,NA,NA
1,57,4,NA,NA
1,58,11,NA,NA
1,61,331,NA,NA
1,62,56,NA,NA
1,63,21,NA,NA
1,66,382,NA,NA
1,67,6,NA,NA
1,68,32,NA,NA
1,71,189,NA,NA
1,74,15,NA,NA
1,75,39,NA,NA
1,76,6,NA,NA
1,78,9,NA,NA
1,79,14,NA,NA
1,81,111,NA,NA
1,83,3,NA,NA
1,84,6,NA,NA
1,85,6,NA,NA
1,88,88,NA,NA
1,89,3,NA,NA
1,91,99,NA,NA
1,93,0,NA,NA
1,94,0,NA,NA
1,96,0,NA,NA
1,97,14,NA,NA
1,98,117,NA,NA
1,99,21,NA,NA
1,101,6,NA,NA
1,102,19,NA,NA
1,105,35,NA,NA
1,106,49,NA,NA
1,107,84,NA,NA
1,108,42,NA,NA
1,109,94,NA,NA
1,110,42,NA,NA
1,111,6,NA,NA
1,112,22,NA,NA
1,113,109,NA,NA
1,114,81,NA,NA
1,115,18,NA,NA
1,116,9,NA,NA
1,117,128,NA,NA
1,118,13,NA,NA
1,119,286,NA,NA
1,120,17,NA,NA
1,121,20,NA,NA
1,122,5,NA,NA
1,123,0,NA,NA
1,124,9,NA,NA
1,125,7,NA,NA
1,126,9,NA,NA
1,127,412,NA,NA
2,56,46,NA,NA
2,57,190,NA,NA
2,59,1,NA,NA
