x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,65,47,13.8,33
0,66,397,9.5,29
0,67,1666,4.1,20
0,68,2703,3.6,23
0,69,12,4.4,26
0,70,745,3.9,20
0,71,32,8.9,30
0,72,1,15.2,37
0,73,3,17.4,37
0,103,56,6.4,16
0,104,40,8.6,17
0,105,77,8.6,16
0,106,68,6.4,18
0,107,15,13.2,23
0,108,0,16.3,23
0,109,30,8.5,12
0,110,35,10.4,14
0,111,3,8.7,12
0,112,61,5.3,8
0,113,7,6,11
0,114,753,3.6,7
0,115,94,9.2,9
0,116,169,8.7,10
0,117,233,6.8,10
0,118,121,6.8,12
0,119,892,3.4,7
0,120,18553,2.1,4
0,121,13476,1.9,4
0,122,1494,4,7
0,123,743,3.8,10
0,124,6722,2.4,12
0,125,773,4.9,12
0,126,1388,4.1,10
0,127,964,5.1,6
1,65,15,21.5,41
1,66,0,15.2,35
1,67,64,6.2,26
1,68,792,4.8,25
1,69,99,6.8,28
1,70,735,5.2,29
1,71,115,4.4,28
1,72,7,12.8,35
1,73,675,15.3,35
1,102,455,2.4,14
1,103,3788,4.3,14
1,104,366,5.8,13
1,105,1,10.2,21
1,106,550,2.9,21
1,107,234,5.4,22
1,108,55,7.9,17
1,109,3,7.8,15
1,110,123,13.2,18
1,111,3,8,14
1,112,99,3.8,11
1,113,42,6.4,13
1,114,687,3.6,9
1,115,31,7.4,9
1,116,58,10.2,14
1,117,26,6.9,12
1,118,302,2.5,9
1,119,4912,1.9,7
1,120,17885,1.2,4
1,121,7044,2.2,4
1,122,980,3.3,8
1,123,1853,2.6,10
1,124,2753,3.8,13
1,125,1413,6.5,13
1,126,777,4.8,10
1,127,1642,3,5
2,65,0,26.6,45
2,66,6,20.5,39
2,68,19,10.3,31
2,69,35,9.3,31
2,70,439,6,33
2,71,314,4.9,32
2,72,8,9.4,36
2,73,4,9.9,33
2,100,666,2.4,12
2,101,441,3.1,13
2,102,4749,1.4,14
2,103,9029,2.2,12
2,104,96,7.5,16
2,105,856,8.1,17
2,106,66,8.1,22
2,107,856,4.6,22
2,108,287,4.6,20
2,109,313,8.5,20
2,110,291,9.1,20
2,111,353,8.2,16
2,112,78,5.7,15
2,113,848,2.9,13
2,114,251,4.4,11
2,115,36,5.5,12
2,116,158,6,11
2,117,65,6.1,10
2,118,100,5.2,8
2,119,5953,2.8,7
2,120,5443,2.3,7
2,121,2384,4,7
2,122,30,3.3,7
2,123,2368,3.8,13
2,124,840,4.1,15
2,125,35,15.2,22
2,126,45,10.1,17
2,127,1988,3.7,9
3,98,58,4.8,10
3,99,256,4.5,10
3,100,2581,2.3,10
3,101,549,2.8,12
3,102,751,3.5,11
3,103,2702,2.7,11
3,104,355,3.5,13
3,105,184,6.4,16
3,106,146,7.2,17
3,107,48,5.8,20
3,108,34,5.6,18
3,109,39,7.4,16
3,110,258,7.9,20
3,111,288,5.8,18
3,112,226,3.1,14
3,113,2487,2.6,14
3,114,2911,2.5,12
3,115,2190,2.4,10
3,116,39,6.2,11
3,117,127,6.2,8
3,118,271,4.2,5
3,119,5791,2.8,5
3,120,2484,2.4,9
3,121,1642,2.1,8
3,122,1668,4.1,9
3,123,855,4.1,14
3,124,1208,3.6,14
3,125,1100,2.5,12
3,126,474,4.9,11
3,127,4091,1.5,7
4,77,298,3.7,5
4,78,28,4.7,6
4,80,30,11,19
4,97,1551,2.5,8
4,98,1663,3.3,8
4,99,1387,5.4,8
4,100,74,4.6,8
4,101,202,4.4,10
4,102,117,6.8,9
4,103,474,4.4,11
4,104,108,5.6,12
4,105,67,7.9,12
4,106,36,8.9,16
4,107,32,9.1,16
4,108,178,8.1,17
4,109,38,8,22
4,110,62,9.2,21
4,111,603,5.7,18
4,112,97,6.4,19
4,113,320,3,16
4,114,126,4.1,13
4,115,111,5.9,13
4,116,12,7.3,12
4,117,327,5.9,10
4,118,2523,2.6,6
4,119,9309,2.3,3
4,120,1449,2.6,6
4,121,1357,5.1,10
4,122,259,7.6,14
4,123,10,6.4,18
4,124,36,8.9,18
4,125,900,2.8,12
4,126,1419,2.4,9
4,127,12731,1.7,5
5,76,204,2.1,6
5,77,18311,1.3,3
5,78,1632,4.5,6
5,79,11,7.3,11
5,80,34,5.6,13
5,81,69,4.9,13
5,82,13,3.8,11
5,94,2,8.2,13
5,95,0,10.1,14
5,96,7,6.3,11
5,97,1467,3.8,7
5,98,14422,1.4,4
5,99,2483,3.6,4
5,100,400,5.8,7
5,101,118,6.2,8
5,102,14,9.7,12
5,103,161,7.9,13
5,104,105,9.1,15
5,105,32,9.4,19
5,106,27,7.7,21
5,107,19,9.3,22
5,108,384,6.7,18
5,109,6,4.7,21
5,110,38,3.5,22
5,111,422,5.7,20
5,112,1155,3.4,19
5,113,403,3.5,16
5,114,793,3.2,14
5,115,293,4.2,12
5,116,62,7.3,13
5,117,186,5.1,11
5,118,4745,3.3,7
5,119,5098,3.2,7
5,120,593,6,10
5,121,3530,3.1,10
5,122,657,5.9,15
5,123,23,11,34
5,124,398,13.2,23
5,125,760,5.6,14
5,126,1880,2.7,9
5,127,6855,2.4,4
6,73,0,14.5,19
6,76,1878,2.7,9
6,77,7043,4.5,9
6,78,354,4,8
6,79,570,4.5,8
6,80,146,3.8,11
6,81,268,3.8,12
6,82,35,8.3,16
6,83,5,6.9,15
6,84,15,7.1,19
6,85,296,4.2,20
6,86,4808,2.2,19
6,87,486,4.1,18
6,88,6,6.2,19
6,89,125,6.1,20
6,90,16,6,19
6,91,217,3.1,15
6,92,1,9.5,18
6,93,2,10.3,16
6,94,253,8.4,13
6,95,120,5,9
6,96,1363,2.4,7
6,97,746,2.9,5
6,98,4490,1.7,3
6,99,341,3.6,4
6,100,92,6.7,7
6,101,60,9.4,9
6,102,15,12.1,14
6,103,10,10.6,17
6,104,130,7,16
6,105,22,13,22
6,106,33,8.2,24
6,107,160,5.1,21
6,108,67,7.3,22
6,109,45,7.1,26
6,110,561,2.8,22
6,111,139,5.4,20
6,112,330,5.6,18
6,113,482,6.4,16
6,114,2105,3.1,14
6,115,54,6.3,18
6,116,120,7.6,13
6,117,852,3.8,10
6,118,9351,1.6,9
6,119,1451,7.4,14
6,120,25,12.6,20
6,121,299,8.5,16
6,122,34,3.2,23
6,123,12,3.7,28
6,124,1,9.9,18
6,125,1096,4.4,11
6,126,1246,2.2,8
6,127,3906,2,4
7,77,3,4.9,10
7,79,230,6.7,10
7,80,30,8.3,13
7,81,57,6.3,14
7,82,148,6.6,15
7,83,118,6.5,19
7,84,100,5.4,19
7,85,82,4,19
7,86,737,3.4,21
7,87,37,4.7,20
7,88,23,9.6,23
7,89,69,3.2,17
7,90,5100,3.4,16
7,91,491,3.2,14
7,92,132,6.6,17
7,93,202,7.2,14
7,94,249,7.1,12
7,95,25,5.5,10
7,96,109,3.7,7
7,97,260,5.2,7
7,98,74,3.5,5
7,99,113,5.7,6
7,100,133,6.9,8
7,101,54,12.8,15
7,102,17,9.5,18
7,103,357,4.4,20
7,104,628,3.7,18
7,105,350,8.3,19
7,106,362,7,25
7,107,420,2.8,24
7,108,22,4.4,23
7,109,32,8.6,28
7,110,55,7.8,26
7,111,118,8.9,24
7,112,406,4.2,18
7,113,377,4.4,16
7,114,1143,3.4,13
7,115,300,5,12
7,116,9,6.8,10
7,117,649,6.1,13
7,118,4729,2.6,11
7,119,2597,4.4,14
7,120,321,6.3,18
7,121,367,4.9,22
7,122,0,6.4,23
7,123,267,12.2,29
7,124,910,2.1,14
7,125,1039,2.2,11
7,126,618,3.9,9
7,127,3508,2.7,7
8,78,8,14,17
8,79,12,8.7,12
8,80,191,7.4,14
8,81,152,4.2,12
8,82,2724,4,15
8,83,1963,2.9,17
8,84,115,8.2,23
8,85,43,6.2,22
8,86,293,6.6,23
8,87,0,6.9,22
8,89,44,4.4,18
8,90,338,3.9,17
8,91,271,5.2,17
8,92,43,9,19
8,93,84,7.9,15
8,94,57,8.2,15
8,95,134,4.6,12
8,96,1096,3.6,11
8,97,138,7,10
8,98,100,6.2,8
8,99,33,7.3,11
8,100,161,5.8,8
8,101,879,5.3,12
8,102,84,7.6,18
8,103,116,3.2,20
8,104,4,3.6,20
8,105,5,8.3,25
8,107,0,9.6,30
8,108,4,12.6,31
8,109,7,8.8,28
8,110,522,4.9,22
8,111,688,4.6,20
8,112,950,3.9,17
8,113,768,3.1,13
8,114,2994,2.3,12
8,115,192,3.3,9
8,116,824,3.9,6
8,117,108,3.8,7
8,118,5083,2.5,9
8,119,1379,2.8,11
8,120,833,3.1,14
8,121,2314,3.4,18
8,122,7,7,21
8,123,699,4.7,19
8,124,1060,2.3,14
8,125,710,4.1,14
8,126,141,5.1,11
8,127,652,3.1,9
9,78,6,9.7,14
9,79,48,7.8,12
9,80,212,9.3,15
9,81,118,4.7,15
9,82,3016,2.6,14
9,83,1775,3.5,18
9,84,1472,2.6,20
9,85,32,5.1,24
9,86,5,12.8,29
9,89,49,3.6,21
9,90,1273,3.1,19
9,91,114,6.4,19
9,92,34,9.1,21
9,93,26,10.7,18
9,94,150,9.4,17
9,95,35,8.9,17
9,96,53,5,12
9,97,823,5.7,10
9,98,400,5.9,11
9,99,407,3.2,11
9,100,135,7.6,12
9,101,43,4.6,13
9,102,13,6.2,16
9,103,0,6.6,17
9,104,2,6.1,22
9,105,8,8.8,26
9,107,0,10.9,32
9,108,14,11.7,31
9,109,404,4.6,23
9,110,2623,2,20
9,111,164,4.8,19
9,112,358,4.7,16
9,113,610,5.4,15
9,114,239,5.3,14
9,115,5525,2.4,8
9,116,4022,2.5,6
9,117,2127,3.3,5
9,118,5384,2.6,7
9,119,3536,2.2,10
9,120,5553,2.3,13
9,121,3189,2.4,15
9,122,60,7.6,21
9,123,537,4.8,19
9,124,1,6.6,19
9,125,258,8.1,18
9,126,567,4.9,13
9,127,3987,1.7,12
10,79,138,7,14
10,80,85,7.6,17
10,81,168,4.5,16
10,82,84,6,18
10,83,599,4.7,17
10,84,56,6.3,22
10,85,27,11,30
10,86,13,10.6,28
10,87,11,9.2,33
10,88,435,2.7,31
10,89,1,6.9,27
10,90,40,10,30
10,91,15,10.8,26
10,92,6,12.5,22
10,96,19,11,17
10,97,15,8.9,14
10,98,611,5.3,12
10,99,283,5.9,15
10,100,45,14.6,19
10,101,12,18.7,21
10,102,13,22.1,32
10,103,3,14.7,25
