x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,294,4.4,8
0,1,69,8.6,12
0,2,264,5.1,13
0,3,236,3.9,21
0,4,175,3.3,26
0,6,74,9.4,36
0,7,102,16.4,36
0,8,148,13,28
0,10,87,20.6,26
0,11,57,15,20
0,12,125,13.4,17
0,13,153,15.1,19
0,14,3008,2.5,5
0,15,2565,2.2,5
0,16,816,3.8,9
0,17,839,1.8,12
0,18,171,7.2,19
0,20,0,29.7,48
0,21,0,34.8,46
0,23,0,22.4,59
0,24,1,24.4,50
0,25,2,23,49
0,26,0,20.2,43
0,27,0,13.1,27
0,28,168,11.4,24
0,29,58,15.3,24
0,30,37,8.9,11
0,31,146,5.2,6
0,32,4322,1.7,3
0,33,309,4.7,6
0,34,65,8.8,10
0,35,54,14,16
0,36,116,9.9,23
0,37,94,5.7,28
0,38,159,6.1,28
0,39,123,5.5,24
0,40,204,5.2,19
0,41,1674,5.1,19
0,42,450,5.8,17
0,43,444,3.9,14
0,44,483,4.3,13
0,45,80,6,12
0,46,519,4.4,8
0,47,1264,2.7,8
0,48,2923,2,4
0,49,1149,2.4,3
0,50,354,4,4
0,51,1725,6.6,9
0,52,159,6.3,10
0,53,155,6.7,11
0,54,786,5.3,13
0,55,164,5.5,14
0,56,69,6.3,15
0,57,53,6.7,17
0,58,67,5.3,17
0,59,42,4.6,16
0,60,277,4.9,14
0,61,279,5.6,9
0,62,54,5.4,9
0,63,3090,2,9
0,64,2087,2.2,10
0,65,0,4.9,12
0,66,17,10.3,17
0,67,347,4.8,10
0,68,207,4.4,10
0,69,1,7.6,13
0,70,27,5.2,9
0,71,68,5.1,8
0,72,140,3.4,13
0,73,50,5.5,10
0,74,37,6,9
0,75,227,5.6,7
0,76,4420,2.7,4
0,77,65,5.2,7
0,78,1977,2.1,7
0,79,134,4,9
0,80,314,3.7,11
0,81,1153,2.3,11
0,82,150,6.2,14
0,83,1020,3.9,12
0,84,752,6.3,14
0,85,365,4,7
0,86,4923,2.3,4
0,87,4974,2.2,4
0,88,686,3.1,7
0,89,6497,2.2,9
0,90,3215,3,11
0,91,1695,1.9,13
0,92,3476,3.1,12
0,93,482,3.8,11
0,94,5699,1.8,9
0,95,196,5.8,11
0,96,16,8.5,10
0,97,593,2.4,6
0,98,18,2.3,7
0,99,69,6,17
0,100,2599,2.6,17
0,101,1224,2.2,17
0,102,73,4.1,23
0,103,2336,4.4,26
0,104,23,3.4,26
0,106,23,19.3,49
0,110,3,17.5,47
0,120,1,17.5,26
0,123,171,9.8,33
0,124,106,9.4,37
1,0,2106,2.1,4
1,1,565,2.4,8
1,2,79,9.5,18
1,3,556,3.4,18
1,4,110,8.6,23
1,5,710,8.5,27
1,6,401,5,28
1,7,0,21.7,41
1,8,266,9.8,25
1,10,0,18.4,24
1,11,499,11.8,17
1,12,329,10.4,15
1,13,557,3.2,8
1,14,804,3.3,6
1,15,556,4.5,7
1,16,662,5.4,10
1,17,408,8.6,17
1,18,85,8.7,23
1,19,6,10.6,22
1,20,0,23.3,35
1,22,0,44.9,79
1,23,1,18.2,53
1,25,98,7.6,41
1,26,26,11.7,35
1,27,0,8.2,27
1,28,208,6.2,23
1,29,79,12.5,24
1,30,47,11.4,13
1,31,404,7.2,8
1,32,764,3.1,5
1,33,162,5.9,8
1,34,38,9.1,11
1,35,45,11.1,17
1,36,56,10.9,23
1,37,35,4.4,26
1,38,247,3.2,27
1,39,52,4.4,25
1,40,80,8.7,24
1,41,30,5.8,18
1,42,599,4.4,16
1,43,4246,1.6,12
1,44,220,4.4,10
1,45,759,5.5,8
1,46,386,5.1,7
1,47,779,3.7,5
1,48,94,4.3,6
1,49,246,4,5
1,50,1021,3.9,7
1,51,686,3.4,8
1,52,70,3.7,11
1,53,199,5.9,12
