x,y,2006,2011,2018
88,88,0,7,27
88,89,0,2,2
88,110,0,10,24
88,111,0,2339,2431
88,112,0,89,139
88,113,0,0,2
88,114,0,2,0
88,115,0,0,3
88,116,0,1,1
88,90,0,4,14
88,117,0,29,0
88,91,0,38,4
88,94,0,1,25
88,95,0,419,327
88,98,0,684,548
88,10,0,94,105
88,99,0,0,1
88,11,0,4,4
88,12,0,5,0
88,13,0,18,27
88,14,0,29,0
88,18,0,18,0
88,19,0,27,0
88,120,0,16,74
88,0,0,3,0
88,121,0,0,3
88,1,0,18,0
88,2,0,45,0
88,3,0,3,0
88,4,0,14,0
88,126,0,1,0
88,127,0,4,5
88,6,0,5,0
88,7,0,31,18
88,8,0,333,65
88,9,0,486,210
88,20,0,33,34
88,21,0,97,24
88,22,0,45,24
88,23,0,82,16
88,24,0,4,0
88,25,0,24,13
88,26,0,1,2
88,27,0,32,20
88,28,0,3,2
88,30,0,44,16
88,31,0,16,0
88,33,0,0,14
88,38,0,12,0
88,39,0,222,42
88,40,0,79,20
88,41,0,132,18
88,42,0,3,11
88,43,0,398,0
88,45,0,203,0
88,46,0,165,0
88,47,0,12,27
88,48,0,1138,125
88,49,0,163,42
88,50,0,103,23
88,51,0,582,180
88,52,0,116,81
88,53,0,669,674
88,54,0,603,194
88,55,0,410,471
88,56,0,1003,470
88,57,0,400,179
88,58,0,337,200
88,59,0,202,242
88,60,0,596,514
88,61,0,313,116
88,62,0,89,68
88,63,0,249,133
88,64,0,157,47
88,65,0,430,272
88,66,0,505,264
88,67,0,87,151
88,68,0,274,112
88,69,0,271,115
88,70,0,72,104
88,71,0,32,175
88,72,0,136,180
88,73,0,103,188
88,74,0,131,77
88,75,0,139,169
88,76,0,105,125
88,77,0,946,1276
88,78,0,23,62
88,79,0,2,0
88,100,0,32,26
88,101,0,2,0
88,104,0,32,6
88,106,0,2,34
88,80,0,1,0
88,107,0,7,18
88,108,0,524,494
88,109,0,23,0
88,87,0,30,42
89,88,0,3,13
89,44,0,574,47
89,89,0,44,32
89,45,0,673,55
89,47,0,238,17
89,48,0,826,78
89,49,0,151,19
89,110,0,6,8
89,111,0,2,0
89,112,0,5,3
89,113,0,5,6
89,114,0,5989,3323
89,115,0,493,333
89,116,0,1,0
89,91,0,1336,1500
89,93,0,1,9
89,50,0,499,58
89,94,0,1,11
89,95,0,1,0
89,51,0,417,137
89,52,0,564,280
89,53,0,953,583
89,54,0,780,492
89,10,0,766,718
89,11,0,1457,1399
89,55,0,1017,887
89,99,0,45,38
89,56,0,113,59
89,12,0,290,222
89,13,0,9,26
89,57,0,154,36
89,14,0,4,53
89,58,0,181,188
89,59,0,769,972
89,16,0,28,1
89,17,0,100,15
89,18,0,42,0
89,19,0,17,0
89,120,0,2314,2758
89,121,0,474,527
89,2,0,6,0
89,5,0,0,22
89,6,0,1,0
89,7,0,4,4
89,8,0,24,0
89,9,0,743,341
89,60,0,95,87
89,61,0,109,94
89,62,0,544,313
89,63,0,138,77
89,64,0,162,132
89,20,0,250,236
89,21,0,171,110
89,65,0,187,69
89,22,0,68,16
89,66,0,465,416
89,67,0,223,230
89,23,0,35,11
89,68,0,61,56
89,25,0,24,22
89,69,0,408,97
89,26,0,16,0
89,27,0,6,0
89,28,0,0,1
89,70,0,212,50
89,71,0,296,114
89,72,0,70,189
89,73,0,105,200
89,74,0,236,119
89,30,0,33,2
89,75,0,192,207
89,32,0,24,12
89,76,0,118,311
89,77,0,935,1623
89,33,0,4,5
89,78,0,1178,2142
89,34,0,0,13
89,79,0,3,18
89,37,0,4,0
89,38,0,6,0
89,39,0,333,67
89,100,0,194,162
89,104,0,0,6
89,106,0,1,0
89,107,0,1182,911
89,108,0,3226,2143
89,109,0,18,9
89,83,0,0,2
89,40,0,17,30
89,41,0,5,13
89,85,0,1,0
89,42,0,66,12
89,43,0,154,12
89,87,0,28,34
110,88,0,3,62
110,89,0,1,3
110,110,0,7,71
110,111,0,4,0
110,112,0,90,0
110,113,0,74,31
110,115,0,4,40
110,116,0,0,1
110,117,0,5,24
110,118,0,78,362
110,91,0,207,349
110,119,0,6400,4727
110,92,0,603,696
110,93,0,82,15
110,94,0,33,25
110,95,0,16,25
110,96,0,0,2
110,97,0,0,2
110,10,0,390,86
110,98,0,1,1
110,11,0,8,0
110,99,0,209,312
110,12,0,225,18
110,13,0,546,143
110,14,0,5,0
110,15,0,1,0
110,18,0,73,0
110,19,0,33,5
110,120,0,1725,1386
110,121,0,2,5
110,122,0,1,7
110,2,0,45,0
110,123,0,0,1
110,3,0,32,0
110,126,0,1,1
110,5,0,15,0
110,6,0,1,0
110,127,0,259,0
110,7,0,49,0
110,8,0,81,9
110,20,0,103,32
110,21,0,238,444
110,22,0,1,10
110,23,0,0,2
110,26,0,2,11
110,27,0,43,51
110,28,0,24,0
110,29,0,114,6
110,30,0,586,605
110,31,0,1131,1050
110,32,0,238,0
