x,y,Ind,Ind_0_3,Ind_11_17,Ind_18_24,Ind_25_39,Ind_40_54,Ind_4_5,Ind_55_64,Ind_65_79,Ind_6_10,Ind_80p,Ind_inc,Ind_snv,Men,Men_pauv
30,119,7,0.2,1.1,0,1.2,1.8,0.3,1.1,0.3,0.7,0.3,0,88543.7,2.8,1.5
30,121,14,0.5,2.2,1.6,0.7,3.2,0,1.6,1.9,0.9,1.4,0,206500.1,5.1,2.3
31,119,1,0,0.2,0,0.2,0.3,0,0.2,0,0.1,0,0,12649.1,0.4,0.2
31,120,74,2.2,7.7,5.4,8,12,0,11.5,12.2,3.2,10.8,1,1074842.2,28.9,11.8
31,121,105,1,10.1,11,10.8,22.1,3.1,20.7,13.8,5.7,4.1,2.6,1935855.1,35.7,12.1
31,122,19,0.5,2.9,0,3.4,4.9,0.8,2.9,0.8,2,0.8,0,240333,7.6,4.2
32,118,2,0,0.1,0.1,0.1,0.6,0.1,0.2,0.4,0.1,0.2,0.1,26268.5,0.8,0.4
32,119,30,0.5,1.6,0.5,0.6,9.4,0.5,3.5,6.5,1.6,3.5,1.8,394027.1,12,6.4
32,120,150,3.9,7,13.6,14.1,37,0.8,20.7,27.1,7.8,15.3,2.7,2520056.1,72.1,22.9
32,121,97,2.9,10.9,6.8,10.8,20.8,3.2,14.8,14.8,4.3,6.2,1.5,1836552.3,38.3,10.8
32,122,35,0,0,0,6.1,7,0,7,7,1.7,6.2,0,711602.3,16.1,4.9
32,123,2,0,0.1,0.2,0.2,0.3,0,0.6,0.4,0.1,0.1,0,31348.1,0.7,0.4
33,119,5,0.1,0.2,0.2,0.2,1.5,0.2,0.6,1,0.2,0.6,0.2,65671.2,2,1
33,120,21,0,2.1,1.5,2.1,5.5,0.5,2.6,4.1,0.5,0.5,1.6,300084.5,8.8,4.7
33,121,2,0,0.2,0.1,0.2,0.5,0.1,0.2,0.4,0.1,0.1,0.1,28579.5,0.8,0.5
33,122,12,0.3,0.7,1.2,0.9,1.5,0.3,3.7,2.4,0.3,0.7,0,188088.7,4.3,2.2
33,123,35,0.8,1,3,4.8,10,0.8,5.4,4,2,3.2,0,632951.5,14,4
34,121,25,0.5,1.3,2.5,2,3.3,0.5,7.7,5,0.7,1.5,0,391851.5,9,4.5
34,122,23.5,1.5,0.8,1.6,2.3,8,0.3,2.9,3.7,0.8,1.6,0,317887.8,9.1,4.6
34,123,131,8.6,10.1,5.8,26.3,22.7,1.6,22.1,18.2,7.9,7.7,0,2311697,52.1,10
34,124,14,0.9,1.4,0.4,2,4.2,0.5,2.8,0.9,0.5,0.4,0,286300.4,4.7,0.5
34,125,11,0.7,1.1,0.2,1.7,3.3,0.4,2.2,0.7,0.4,0.3,0,224950.3,3.7,0.4
34,126,3,0.2,0.3,0.1,0.4,0.9,0.1,0.6,0.2,0.1,0.1,0,61350.1,1,0.1
35,122,8,0.6,0.2,0.6,0.8,2.7,0.1,0.9,1.3,0.2,0.6,0,108217.1,3.1,1.5
35,123,65,0.8,5,1.9,6.7,8.8,1.2,12.2,12.2,4.2,8.8,3.2,980131.2,20.9,6.7
35,124,35,2.8,1.2,0,2.1,7.7,1,3.2,11.9,3,2.1,0,714969.5,16.1,3
35,125,254,7.9,11.8,12.1,33.9,60,2.8,28.2,50.9,7,29.4,10,5565987.7,129.9,25.8
35,126,19,1.1,2,0.4,2.9,5.7,0.8,3.7,1.2,0.8,0.4,0,388550.5,6.5,0.8
36,120,2,0,0.1,0.1,0.2,0.4,0.1,0.5,0.2,0.1,0.3,0,32919.2,0.8,0.2
36,122,5,0.2,0.3,0.2,0.4,1.1,0.1,1,0.5,0.5,0.5,0.2,67381,1.7,0.7
36,124,5,0.4,0.3,0.1,1.2,1.1,0.3,0,0.3,0.7,0.4,0.2,87612.3,1.5,0.3
36,125,341.5,11.9,29.8,12.9,46.6,60.1,5.8,41.2,85.2,15.8,29.3,2.9,7558237.8,159.7,22.3
36,126,419,17.8,26.8,27.8,65.3,93,2,61.9,65.3,18,29.1,12,9303719.5,186.9,25.8
