x,y,dlt,tcd
104,0,1,76
104,1,1,73
104,2,1,92
105,0,1,78
105,1,1,82
105,2,1,58
105,3,,71
106,0,1,82
106,1,,80
106,2,1,73
106,3,1,71
106,4,1,59
107,0,1,78
107,1,1,77
107,2,1,48
107,3,1,77
107,4,1,70
107,5,1,67
108,0,1,75
108,1,1,47
108,2,1,56
108,3,1,35
108,4,1,79
108,5,1,83
108,6,,87
109,0,1,43
109,1,1,43
109,2,1,58
109,3,1,52
109,4,1,56
109,5,1,74
109,6,1,46
109,7,,78
109,8,1,49
109,9,,57
109,10,,33
110,0,1,73
110,1,1,77
110,2,1,55
110,3,1,53
110,4,1,65
110,5,1,76
110,6,,46
110,7,,42
110,8,1,
110,9,1,65
110,10,1,72
110,11,1,78
110,12,1,74
111,0,1,79
111,1,1,79
111,2,1,79
111,3,1,75
111,4,1,79
111,5,1,72
111,6,1,78
111,7,1,61
111,8,1,38
111,9,1,63
111,10,1,67
111,11,1,81
111,12,1,81
111,13,,37
111,14,,21
111,15,1,58
111,16,1,88
112,0,1,69
112,1,1,78
112,2,1,79
112,3,1,77
112,4,1,53
112,5,1,71
112,6,1,79
112,7,1,80
112,8,1,80
112,9,1,58
112,10,1,33
112,11,1,78
112,12,1,76
112,13,,41
112,14,,66
112,15,1,72
112,16,1,51
113,0,,76
113,1,1,74
113,2,1,75
113,3,1,83
113,4,1,84
113,5,1,82
113,6,1,57
113,7,1,77
113,8,1,81
113,9,1,76
113,10,1,80
113,11,1,78
113,12,1,81
113,13,1,81
113,14,1,82
113,15,1,80
113,16,1,
114,0,1,56
114,1,1,57
114,2,1,76
114,3,1,86
114,4,1,47
114,5,1,69
114,6,1,72
114,7,1,78
114,8,1,36
114,9,1,79
114,10,1,82
114,11,1,81
114,12,1,84
114,13,1,80
114,14,1,85
114,15,1,83
114,16,1,
115,0,2,46
115,1,1,42
115,2,1,40
115,3,1,76
115,4,1,68
115,5,1,75
115,6,1,82
115,7,1,82
115,8,1,55
115,9,1,79
115,10,1,80
115,11,1,82
115,12,1,85
115,13,,74
115,14,,80
115,15,1,80
116,0,2,61
116,1,1,44
116,2,1,45
116,3,1,34
116,4,1,69
116,5,1,63
116,6,1,50
116,7,1,77
116,8,1,80
116,9,1,71
116,10,1,72
116,11,1,54
116,12,1,86
116,13,,87
116,14,,82
116,15,1,47
116,16,1,
117,0,1,62
117,1,,55
117,3,1,49
117,4,1,36
117,5,1,48
117,6,1,49
117,7,1,75
117,8,1,84
117,9,1,74
117,10,1,66
117,11,1,83
117,12,1,87
117,13,1,85
117,14,1,69
117,15,1,28
117,16,1,80
118,0,2,78
118,1,1,73
118,2,,31
118,3,1,71
118,4,1,82
118,5,1,77
118,6,1,43
118,7,1,81
118,8,1,73
118,9,1,78
118,10,,56
118,11,1,66
118,12,1,73
118,13,1,77
118,14,1,45
118,15,,38
118,16,1,72
118,17,,100
119,0,2,61
119,1,1,21
119,2,1,67
119,3,1,74
119,4,1,81
119,5,1,83
119,6,1,75
119,7,1,80
119,8,,79
119,9,,38
119,10,,14
119,11,1,30
119,12,1,69
119,13,1,75
119,14,1,61
119,15,1,61
119,16,1,79
120,0,,21
120,3,1,49
120,4,1,89
120,5,1,82
120,6,1,80
120,7,1,77
120,8,1,78
120,9,,34
120,10,1,57
120,11,1,40
120,12,1,69
120,13,1,76
120,14,1,79
120,15,1,82
120,16,1,82
121,0,,5
121,1,,44
121,2,,9
121,3,,49
121,4,1,76
121,5,1,64
121,6,1,57
121,7,1,66
121,8,1,60
121,9,2,31
121,10,1,66
121,11,1,55
121,12,1,81
121,13,1,77
121,14,1,70
121,15,1,80
121,16,1,82
122,0,1,57
122,1,1,76
122,2,,67
122,3,,21
122,4,,81
122,5,1,59
122,6,1,58
122,7,1,54
122,8,1,24
122,9,1,54
122,10,1,48
122,11,1,78
122,12,1,82
122,13,1,78
122,14,1,50
122,15,1,81
122,16,1,78
123,0,1,42
123,1,1,77
123,2,1,79
123,3,1,69
123,4,2,76
123,5,2,83
123,6,2,80
123,7,,24
123,8,1,16
123,9,1,84
123,10,1,69
123,11,1,78
123,12,1,78
123,13,1,73
123,14,1,83
123,15,1,85
123,16,1,
124,0,1,62
124,1,1,70
124,2,1,80
124,3,1,69
124,4,2,74
124,5,2,77
124,6,2,49
124,7,1,30
124,8,1,64
124,9,1,64
124,10,2,61
124,11,2,49
124,12,1,75
124,13,1,81
124,14,1,81
124,15,1,82
124,16,1,42
124,17,1,76
125,0,1,74
125,1,1,68
125,2,1,74
125,3,1,29
125,4,2,35
125,5,1,63
125,6,1,33
125,7,1,14
125,8,1,70
125,9,1,76
125,10,2,77
125,11,2,81
125,12,1,61
125,13,1,78
125,14,1,77
125,15,1,78
125,16,1,77
125,17,1,79
125,18,1,71
125,19,1,46
125,20,1,61
125,21,1,
126,0,2,72
126,1,2,65
126,2,2,76
126,3,2,69
126,4,1,61
126,5,1,32
126,6,1,37
126,7,1,55
126,8,1,75
126,9,1,83
126,10,1,83
126,11,1,82
126,12,2,63
126,13,,50
126,14,1,64
126,15,,38
126,16,1,43
126,17,1,75
126,18,1,71
126,19,1,59
126,20,1,76
126,21,1,72
126,22,1,77
127,0,2,79
127,1,2,67
127,2,1,58
127,3,1,71
127,4,1,41
127,5,2,61
127,6,1,75
127,7,1,77
127,8,2,78
127,9,1,77
127,10,1,79
127,11,1,81
127,12,2,80
127,13,2,80
127,14,1,34
127,15,,35
127,16,1,74
127,17,1,74
127,18,1,78
127,19,1,72
127,20,1,36
127,21,1,72
127,22,,80
127,23,1,77
