x,y,dlt,tcd
0,53,,218
0,54,,210
0,58,,233
0,59,,147
0,60,,162
0,63,,243
0,64,2,13
0,65,,11
0,66,,14
0,67,,19
0,68,,11
0,69,2,53
0,70,,112
0,71,,207
0,72,,220
0,110,,102
0,111,2,42
0,112,2,79
0,113,2,81
0,114,2,98
0,115,,236
1,63,,253
1,64,,151
1,65,,18
1,66,,20
1,67,,15
1,68,,46
1,69,,63
1,70,,47
1,71,,72
1,72,,161
1,110,,243
1,111,,210
1,112,,82
1,113,2,77
1,114,,158
2,65,,59
2,69,,28
2,70,,108
2,71,,161
2,72,,23
2,113,,185
3,65,,242
3,66,,158
3,67,,60
3,68,,59
3,69,,44
3,70,,166
3,71,,249
3,72,,239
4,67,,54
4,68,2,78
4,69,2,52
4,70,,180
5,66,,208
5,67,2,36
5,68,2,66
5,69,2,89
5,70,,151
6,65,,151
6,66,,150
6,67,2,26
6,68,2,79
6,69,2,76
6,70,2,71
6,71,,142
7,66,,187
7,67,2,60
7,68,2,76
7,69,2,89
7,70,2,65
7,71,,139
8,67,,183
8,68,2,33
8,69,2,42
8,70,2,64
8,71,,159
9,68,,110
9,69,,67
9,70,,137
10,68,,240
10,69,,236
