x,y,ACCOMMODATION UNITS (ROOMS APARTMENTS CAMPING SITES) - TOTAL,A_AUSTRIAN TOURISTS,A_DOMESTIC TOURISTS - TOTAL,A_FOREIGN TOURISTS - TOTAL,A_GERMAN TOURISTS,A_ITALIAN TOURISTS,A_SLOVENIAN TOURISTS,ESTABLISHMENTS - TOTAL,NUMBER OF PERMANENT BEDS,N_AUSTRIAN TOURISTS,N_DOMESTIC TOURISTS - TOTAL,N_FOREIGN TOURISTS - TOTAL,N_GERMAN TOURISTS,N_ITALIAN TOURISTS,N_SLOVENIAN TOURISTS,TOTAL ARRIVALS,TOTAL NIGHTS
22,114,454,2204,359,20190,1946,2274,8448,60,1391,10500,1191,111681,14947,8877,44284,20549,112872
23,110,23,483,31,1374,229,118,192,4,51,2393,121,7843,1761,664,993,1405,7964
23,111,2106,467,112,8682,1096,551,5046,167,7040,2680,436,56300,9999,3045,31405,8794,56736
23,112,699,2913,446,27106,5480,2969,8862,168,1960,14712,1582,146712,34352,15054,47852,27552,148294
23,113,5946,64268,23816,283660,47111,38656,56466,630,15244,293999,70592,1501710,368529,147868,210776,307476,1572302
23,114,1834,12832,4827,86434,14928,8761,29243,240,5265,55218,15541,439673,98021,32342,145906,91261,455214
24,107,6579,19935,7421,216503,56618,21529,34182,264,18505,133725,31243,1651280,550109,113550,177258,223924,1682523
24,108,7047,93529,30982,394646,85148,49910,36705,782,16055,422518,77268,2084776,577519,184038,140352,425628,2162044
24,109,2381,5542,962,35437,10967,4018,2288,536,6880,30971,4921,241720,94366,21380,9462,36399,246641
24,110,7185,45012,7623,191785,40085,15712,53758,585,20676,207974,21400,1033671,290263,64008,250888,199408,1055071
24,111,307,897,272,5195,1903,506,516,125,755,6107,1086,37470,17119,2730,2376,5467,38556
24,112,132,448,186,2865,953,390,186,61,319,3114,543,19839,8440,2106,651,3051,20382
24,113,155,325,184,2421,584,486,232,70,385,1758,743,13878,4547,2096,721,2605,14621
24,114,472,192,88,1626,333,397,182,21,1380,810,234,7824,2774,1315,531,1714,8058
25,105,11969,94472,43458,531134,123590,70756,43499,2055,31516,508894,124996,3212598,1067473,340072,160726,574592,3337594
25,106,57,212,33,1222,448,120,51,29,157,1428,180,9899,4609,781,493,1255,10079
25,107,6301,34841,3989,201777,61890,23912,31794,258,17792,229181,14762,1542618,602770,132458,178229,205766,1557380
25,108,504,943,417,10567,3817,1697,548,229,1470,5371,1526,72541,35009,8333,1861,10984,74067
25,109,768,2059,790,18548,7394,2635,801,355,2147,12068,3346,134961,68330,13754,3034,19338,138307
25,110,3403,28984,2686,115347,32821,12219,13399,167,9429,184660,10239,781525,272691,65987,67979,118033,791764
25,111,23,4,6,240,117,15,6,9,52,20,26,2198,1221,85,21,246,2224
25,112,122,836,718,3604,612,649,248,54,294,2713,1357,14046,3924,1749,448,4322,15403
25,113,275,509,370,8389,1749,4425,303,66,625,2238,726,36131,16785,10559,590,8759,36857
26,104,58,0,0,0,0,0,0,8,160,0,0,0,0,0,0,0,0
26,105,855,55,21,541,195,49,13,20,2543,325,40,3079,1540,187,37,562,3119
26,106,275,777,363,7196,2178,1282,157,115,715,4724,1502,45575,18850,5974,532,7559,47077
26,107,108,0,0,0,0,0,0,44,254,0,0,0,0,0,0,0,0
26,108,171,327,136,3104,1430,361,94,86,532,2172,403,24922,14156,1537,423,3240,25325
26,109,275,442,240,3570,1212,205,160,95,615,2559,632,24862,11230,848,383,3810,25494
26,110,344,63,23,428,244,30,26,153,879,429,81,3163,2210,118,50,451,3244
26,111,61,68,14,513,163,0,1,22,139,410,50,4108,1416,0,7,527,4158
26,112,142,524,339,2913,545,408,243,46,376,1732,1426,12859,3990,945,673,3252,14285
26,113,81,193,89,1276,479,101,68,30,188,920,252,7777,4164,264,137,1365,8029
27,102,5,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0
27,103,145,338,99,3286,1433,295,269,68,419,2380,540,26556,14412,1834,1466,3385,27096
27,104,818,5688,1834,44905,12289,7574,11553,96,2285,34090,5809,284678,105344,37977,69140,46739,290487
27,105,26,53,74,830,283,175,21,10,57,330,153,4835,2372,460,31,904,4988
27,106,224,195,229,2169,989,183,56,90,512,1169,660,15905,9020,885,97,2398,16565
27,107,224,279,63,2138,1030,75,35,92,540,1912,165,18198,9913,654,168,2201,18363
