x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
124,110,1,0,0,0,0,4,10,0,3,0,0,4,1,2,0,0,0,0,1,0,26
124,111,2,0,2,0,0,7,4,0,5,0,0,2,3,4,0,0,0,0,4,0,33
125,106,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4
125,107,2,0,3,0,0,3,6,0,1,1,0,2,0,4,0,0,0,1,1,0,24
125,108,0,0,5,1,0,6,9,1,2,3,0,10,2,3,0,1,0,0,2,0,45
125,109,12,1,57,5,4,65,233,18,56,13,4,48,70,41,3,8,4,35,55,0,732
125,110,6,0,8,0,0,17,10,4,25,1,0,6,2,6,0,0,1,11,4,0,101
125,111,0,0,1,0,0,10,0,1,5,0,0,10,4,8,0,0,0,1,1,0,41
126,103,0,0,10,0,1,19,27,3,12,1,1,12,7,8,2,1,5,2,12,0,123
126,104,2,0,5,0,2,12,38,1,39,1,1,11,16,12,0,4,0,2,9,0,155
126,105,0,0,1,0,0,2,8,2,6,0,0,3,0,3,0,0,0,0,2,0,27
126,106,7,1,28,1,0,29,58,4,39,1,0,52,35,21,1,7,1,12,33,0,330
126,107,0,0,2,0,0,4,6,0,5,0,0,2,2,3,0,0,0,0,0,0,24
126,108,1,0,3,0,0,9,8,0,2,0,0,3,2,1,0,0,0,2,0,0,31
126,109,1,0,8,0,0,6,7,1,5,1,0,0,0,0,0,0,1,0,2,0,32
126,110,0,0,3,0,0,4,5,0,2,1,0,0,3,0,0,0,0,0,2,0,20
127,99,0,0,4,0,0,8,13,0,8,0,0,14,5,6,0,0,0,1,5,0,64
127,100,7,0,11,1,2,39,98,9,54,4,0,120,33,20,3,8,6,25,25,0,465
127,101,3,0,6,0,0,12,15,2,19,0,0,8,6,26,1,2,0,9,9,0,118
127,102,0,0,6,1,1,2,23,4,4,0,0,1,4,12,1,0,1,4,2,0,66
127,103,4,0,10,1,1,26,38,4,16,5,0,15,23,12,0,6,1,6,5,0,173
127,104,7,1,29,2,1,91,158,10,41,9,5,53,102,55,3,8,10,23,30,0,638
127,105,3,0,7,0,0,16,19,0,10,1,0,7,7,8,0,0,0,2,3,0,83
127,106,1,0,3,1,0,9,14,3,5,0,0,4,1,7,1,1,1,2,6,0,59
127,107,0,0,1,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,1,0,10
127,108,3,0,10,0,0,8,8,2,3,0,0,0,1,2,1,1,1,3,8,0,51
127,109,6,0,29,0,2,31,81,5,7,6,1,27,33,11,2,8,4,8,19,0,280
127,110,1,1,10,0,0,5,9,0,3,1,0,2,3,0,0,0,1,4,5,0,45
