x,y,elevation
0,0,80
0,1,77
0,2,69
0,3,73
0,4,82
0,5,75
0,6,56
0,7,48
0,8,47
0,9,49
0,10,49
0,11,47
0,12,41
0,13,37
0,14,40
0,15,46
0,16,45
0,17,44
0,18,51
0,19,50
0,20,46
0,21,42
0,22,43
0,23,43
0,24,36
0,25,36
0,26,36
0,27,21
0,28,8
0,29,3
0,30,4
0,31,9
0,32,6
0,33,5
0,34,5
0,35,5
0,36,4
0,37,3
0,38,2
0,41,2
0,42,2
0,43,2
0,44,10
0,45,5
1,0,85
1,1,79
1,2,71
1,3,74
1,4,82
1,5,80
1,6,64
1,7,59
1,8,63
1,9,57
1,10,53
1,11,49
1,12,54
1,13,55
1,14,54
1,15,53
1,16,55
1,17,54
1,18,53
1,19,50
1,20,43
1,21,48
1,22,44
1,23,40
1,24,33
1,25,30
1,26,30
1,27,21
1,28,6
1,29,4
1,30,13
1,31,24
1,32,18
1,33,16
1,34,18
1,35,18
1,36,14
1,37,7
1,38,3
1,39,1
1,41,2
1,42,5
1,43,4
1,44,15
1,45,20
1,46,5
1,47,-3
1,48,-3
1,49,-1
2,0,100
2,1,87
2,2,74
2,3,71
2,4,88
2,5,93
2,6,79
2,7,77
2,8,72
2,9,56
2,10,56
2,11,61
2,12,72
2,13,72
2,14,71
2,15,68
2,16,59
2,17,55
2,18,49
2,19,46
2,20,52
2,21,57
2,22,49
2,23,58
2,24,46
2,25,32
2,26,33
2,27,25
2,28,4
2,29,10
2,30,24
2,31,33
2,32,31
2,33,31
2,34,28
2,35,24
2,36,21
2,37,13
2,38,8
2,39,4
2,40,1
2,42,2
2,43,3
2,44,9
2,45,22
2,46,12
2,47,-1
2,48,-4
2,49,-3
2,51,1
3,0,108
3,1,93
3,2,77
3,3,71
3,4,90
3,5,102
3,6,99
3,7,96
3,8,75
3,9,62
3,10,65
3,11,81
3,12,85
3,13,81
3,14,83
3,15,88
3,16,70
3,17,56
3,18,49
3,19,52
3,20,61
3,21,59
3,22,54
3,23,60
3,24,56
3,25,44
3,26,42
3,27,28
3,28,4
3,29,17
3,30,35
3,31,38
3,32,37
3,33,37
3,34,36
