x,y,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,TOTAL
13,127,0,1,2,0,1,7,8,3,16,0,0,2,5,6,1,2,0,7,7,0,68
14,120,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
14,123,0,0,1,0,0,3,2,0,1,0,0,3,0,3,0,1,0,1,0,0,15
14,124,2,0,3,0,0,11,8,0,7,0,0,6,3,2,0,1,0,3,2,0,48
14,126,1,0,2,0,2,9,2,0,2,1,0,2,5,1,0,0,0,3,3,0,33
14,127,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
15,120,2,0,5,0,0,4,2,0,4,1,0,3,1,1,0,0,0,1,7,0,31
15,123,0,0,4,0,0,4,0,0,5,1,0,0,1,3,0,0,0,1,0,0,19
15,124,0,0,7,0,0,1,2,0,2,1,0,2,4,2,0,0,0,1,0,0,22
15,125,0,0,0,0,0,6,2,1,4,1,0,1,0,1,0,0,0,0,0,0,16
15,126,1,0,1,0,0,4,5,0,2,0,0,1,1,0,0,1,0,3,0,0,19
16,117,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,3,0,0,8
16,118,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,4
16,119,2,0,1,0,0,9,9,2,8,5,0,4,11,5,0,1,1,9,4,0,71
16,120,0,0,21,0,0,19,34,4,12,10,0,11,23,14,0,3,7,27,18,0,203
16,121,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,7
16,123,1,0,1,0,0,7,5,0,2,0,0,0,0,2,0,0,0,0,2,0,20
16,124,0,0,2,0,0,7,2,0,1,1,1,0,3,2,0,0,0,1,0,0,20
16,125,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3
16,126,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
17,116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17,117,1,0,4,1,0,10,6,2,6,1,0,6,5,1,0,0,0,1,1,0,45
17,118,0,0,6,0,0,1,3,1,6,0,0,0,1,7,0,0,0,9,0,0,34
17,119,3,0,35,0,0,41,39,6,26,14,3,8,46,29,0,3,4,18,20,0,295
17,120,3,0,15,1,2,32,54,7,21,10,0,13,60,17,5,4,10,28,41,0,323
17,121,16,0,61,1,3,142,141,15,62,66,6,79,161,56,4,30,15,33,95,0,986
17,122,0,0,11,0,1,17,15,4,11,3,1,4,11,7,1,0,2,4,10,0,102
17,123,1,0,6,0,0,4,8,0,1,0,0,0,3,2,0,2,0,1,2,0,30
17,124,0,0,11,0,0,13,17,2,1,3,0,5,5,2,0,2,0,3,3,0,67
17,125,0,0,2,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,9
17,126,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
17,127,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
18,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
18,116,0,0,1,0,0,1,5,2,4,0,0,1,2,2,0,0,0,1,2,0,21
18,117,0,0,0,0,0,2,2,3,1,0,0,0,3,0,0,0,0,1,0,0,12
18,118,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3
18,119,1,0,1,0,0,7,8,4,4,2,1,6,4,3,0,2,0,0,1,0,44
18,120,2,1,7,0,0,14,22,0,2,5,0,1,19,4,0,2,0,4,9,0,92
18,121,4,0,13,0,0,23,31,4,11,14,0,2,30,5,0,8,8,5,21,0,179
18,122,1,0,24,1,2,29,32,5,12,11,1,14,30,11,0,3,3,6,20,0,205
18,123,0,0,7,1,0,0,8,0,0,3,0,1,0,1,0,0,0,0,1,0,22
18,126,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
18,127,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19,115,0,0,0,0,0,6,4,0,0,0,0,5,0,0,0,0,0,0,0,0,15
19,116,0,0,2,0,0,9,6,0,4,3,0,4,6,4,0,1,0,4,1,0,44
19,117,0,0,6,1,0,4,5,1,0,0,0,1,8,5,0,0,0,3,2,0,36
19,118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,119,0,0,1,0,0,11,12,0,1,1,0,2,5,6,0,2,0,3,3,0,47
19,120,1,0,2,0,0,3,18,2,4,1,0,4,5,2,0,3,2,1,4,0,52
19,121,2,0,3,0,1,4,5,1,1,0,0,0,4,0,0,1,1,3,1,0,27
19,122,0,0,4,0,0,1,3,0,4,0,0,0,1,0,0,0,0,0,0,0,13
19,123,1,0,2,0,1,1,5,0,0,0,0,0,2,1,0,1,0,0,1,0,15
20,115,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20,116,0,0,0,0,0,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,8
20,120,0,0,1,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,11
20,121,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20,122,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6
20,123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,116,1,0,1,0,2,1,3,0,1,1,0,0,1,0,0,0,0,1,0,0,12
21,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,120,0,0,4,0,0,2,4,1,2,0,0,0,0,0,0,1,0,0,3,0,17
21,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
21,122,0,0,0,0,0,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,8
21,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21,126,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,1,0,8
21,127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,113,0,0,0,0,0,2,1,0,2,0,0,3,2,3,0,0,0,1,0,0,14
22,114,0,0,2,0,0,6,7,1,2,3,0,7,3,4,0,0,0,0,0,0,35
22,117,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,119,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,120,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5
22,121,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
22,126,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,113,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
23,114,3,0,3,0,0,2,2,0,1,0,0,1,1,1,0,0,0,0,0,0,14
23,116,0,0,0,0,0,2,1,0,1,1,0,4,2,2,0,0,0,0,0,0,13
