x,y,TOT_P,avg_time_nearest_h
0,1,262,NA
0,3,5,NA
0,4,5,NA
0,6,7,NA
0,7,37,NA
0,8,22,NA
0,9,0,NA
0,10,19,NA
0,11,91,NA
0,12,24,NA
0,13,8,NA
0,14,289,NA
0,16,7,NA
0,18,37,NA
0,20,16,NA
0,21,2130,NA
0,22,16,NA
0,24,7,NA
0,25,5,NA
0,27,27,NA
0,28,0,NA
0,29,11,NA
0,30,128,NA
0,32,3,NA
0,33,93,NA
0,34,22,NA
0,36,0,NA
0,37,1165,NA
0,38,32,NA
0,39,15,NA
0,40,3,NA
0,44,23,NA
0,45,16,NA
0,46,17,NA
0,47,6,NA
0,48,8,NA
0,50,16,NA
0,51,7,NA
0,52,7,NA
0,54,124,NA
0,56,4,NA
0,58,53,NA
0,59,2914,NA
0,60,2467,NA
0,61,436,NA
0,62,205,NA
0,63,15,NA
0,64,2,NA
0,65,6,NA
0,66,14,NA
0,67,12,NA
0,68,2,NA
0,69,17,NA
0,71,9,NA
0,72,6,NA
0,73,29,NA
0,76,6,NA
0,77,17,NA
0,78,9,NA
0,79,15,NA
0,80,81,NA
0,81,12,NA
0,82,12,NA
0,83,445,NA
0,84,13,NA
0,86,6,NA
0,89,33,NA
0,90,5,NA
0,92,15,NA
0,93,25,NA
0,95,4,NA
0,97,20,NA
0,98,5,NA
0,100,192,NA
0,102,6,NA
0,104,1,NA
0,105,5,NA
0,106,2,NA
0,107,420,NA
0,108,1,NA
0,109,8,NA
0,110,6,NA
0,111,12,NA
0,112,6,NA
0,114,23,NA
0,115,783,NA
0,116,510,NA
0,117,4,NA
0,119,17,NA
0,120,34,NA
0,121,1054,NA
0,122,420,NA
0,123,0,NA
0,124,27,NA
0,125,1168,NA
0,126,675,NA
0,127,23,NA
1,0,0,NA
1,1,9,NA
1,2,462,NA
1,3,32,NA
1,4,74,NA
1,6,57,NA
1,7,5,NA
1,8,10,NA
1,10,62,NA
1,11,6,NA
1,12,98,NA
1,13,5,NA
1,14,860,NA
1,17,2,NA
1,18,79,NA
1,19,7,NA
1,20,20,NA
1,21,147,NA
1,22,3,NA
1,24,8,NA
1,25,116,NA
1,26,17,NA
1,28,11,NA
1,31,4,NA
1,32,6,NA
1,33,4,NA
1,37,26,NA
1,38,8,NA
1,40,14,NA
1,41,131,NA
1,42,3,NA
1,48,9,NA
1,53,7,NA
1,54,5,NA
1,55,17,NA
1,56,9,NA
1,57,31,NA
1,58,5,NA
1,59,59,NA
1,60,2492,NA
1,61,310,NA
1,62,11,NA
1,64,13,NA
1,65,64,NA
1,66,163,NA
1,67,306,NA
1,68,20,NA
1,69,19,NA
1,71,27,NA
1,73,21,NA
1,75,37,NA
1,76,24,NA
1,77,4,NA
1,78,3,NA
1,79,36,NA
1,80,94,NA
1,81,7,NA
1,83,19,NA
1,84,19,NA
1,85,10,NA
1,86,17,NA
1,87,2,NA
1,88,241,NA
1,89,12,NA
1,93,6,NA
1,94,212,NA
1,95,262,NA
1,96,11,NA
1,97,12,NA
1,99,13,NA
1,100,111,NA
1,101,16,NA
1,102,91,NA
1,103,4,NA
1,106,1,NA
1,107,2269,NA
1,108,1855,NA
1,109,460,NA
1,110,6,NA
1,113,0,NA
1,114,14,NA
1,115,540,NA
1,116,90,NA
1,117,294,NA
1,118,36,NA
1,119,9,NA
1,120,4,NA
1,121,1156,NA
1,122,62,NA
1,123,1225,NA
1,124,51,NA
1,125,85,NA
1,126,301,NA
2,1,36,NA
2,2,2,NA
2,4,4,NA
2,6,13,NA
2,7,11,NA
2,8,0,NA
2,10,6,NA
2,11,33,NA
2,12,21,NA
2,13,30,NA
2,14,142,NA
2,15,337,NA
2,16,1,NA
2,17,620,NA
2,19,14,NA
2,20,9,NA
2,21,5,NA
2,22,0,NA
2,23,47,NA
2,25,5,NA
2,28,334,NA
2,29,145,NA
2,33,48,NA
2,34,14,NA
2,35,44,NA
2,37,25,NA
2,40,9,NA
2,44,215,NA
2,45,9,NA
2,46,4,NA
2,48,65,NA
2,49,17,NA
2,50,9,NA
2,51,23,NA
2,52,41,NA
2,53,172,NA
2,54,5,NA
2,55,3,NA
2,56,17,NA
2,57,14,NA
2,58,3,NA
2,59,5,NA
2,60,51,NA
2,63,9,NA
2,64,18,NA
2,65,10,NA
2,66,85,NA
2,67,5,NA
2,68,16,NA
2,70,22,NA
2,71,5,NA
2,72,3,NA
2,73,1,NA
2,74,20,NA
2,75,6,NA
2,77,10,NA
2,78,1,NA
2,79,2,NA
2,81,164,NA
2,82,12,NA
2,83,7,NA
2,84,2,NA
2,85,8,NA
2,86,4,NA
2,88,25,NA
2,89,6,NA
2,90,4,NA
2,92,51,NA
2,93,3,NA
2,95,125,NA
2,96,5,NA
2,97,72,NA
2,98,20,NA
2,99,61,NA
2,100,2,NA
2,101,460,NA
2,102,722,NA
2,104,2,NA
2,105,1,NA
2,106,19,NA
2,107,3,NA
2,108,3,NA
2,109,4,NA
2,110,1652,NA
2,111,584,NA
2,112,10,NA
2,113,6,NA
2,115,19,NA
2,116,3,NA
2,117,242,NA
2,118,4,NA
2,119,140,NA
2,120,207,NA
2,122,95,NA
2,123,5,NA
2,124,4,NA
2,125,9,NA
2,126,1045,NA
2,127,406,NA
3,0,1455,NA
3,1,618,NA
3,2,250,NA
3,6,7,NA
3,7,1046,NA
3,9,3,NA
3,10,2,NA
3,11,29,NA
3,12,0,NA
3,13,25,NA
3,14,19,NA
3,15,0,NA
3,17,57,NA
3,18,103,NA
3,21,10,NA
3,23,2,NA
3,24,23,NA
3,25,51,NA
3,27,13,NA
3,28,12,NA
3,30,12,NA
3,31,13,NA
3,35,62,NA
3,37,8,NA
3,38,715,NA
3,40,25,NA
3,41,22,NA
3,42,6,NA
3,43,108,NA
3,44,14,NA
3,46,11,NA
3,47,4,NA
3,49,0,NA
3,50,22,NA
3,51,0,NA
3,52,9,NA
3,53,14,NA
3,54,7,NA
3,56,10,NA
3,57,4,NA
3,58,271,NA
3,59,4,NA
3,60,12,NA
3,62,1,NA
3,63,17,NA
3,64,11,NA
3,65,30,NA
3,66,16,NA
3,67,22,NA
3,69,6,NA
3,70,0,NA
3,71,19,NA
3,72,9,NA
3,73,4,NA
3,74,35,NA
3,76,2,NA
3,77,174,NA
3,78,61,NA
3,79,5,NA
3,80,2,NA
3,81,40,NA
3,82,14,NA
3,83,10,NA
3,84,10,NA
3,85,104,NA
3,86,25,NA
3,88,42,NA
3,89,142,NA
3,90,119,NA
3,91,8,NA
3,92,2,NA
3,94,122,NA
3,95,7,NA
3,96,4,NA
3,97,27,NA
3,98,5,NA
3,99,234,NA
3,100,408,NA
3,101,6,NA
3,103,10,NA
3,104,2,NA
3,105,0,NA
3,106,2,NA
3,107,2,NA
3,108,1,NA
3,109,4,NA
3,110,336,NA
3,111,11,NA
3,112,2551,NA
3,113,507,NA
3,114,488,NA
3,115,3,NA
3,116,7,NA
3,117,70,NA
3,118,1942,NA
3,119,176,NA
3,120,90,NA
3,121,5,NA
3,122,6,NA
3,123,6,NA
3,124,13,NA
3,125,1650,NA
3,126,881,NA
3,127,1365,NA
4,0,363,NA
4,1,35,NA
4,3,186,NA
4,5,147,NA
4,6,62,NA
4,7,770,NA
4,8,61,NA
4,10,3,NA
4,11,130,NA
4,12,3,NA
4,14,8,NA
4,15,30,NA
4,16,27,NA
4,17,0,NA
4,18,197,NA
4,21,5,NA
4,22,45,NA
4,23,247,NA
4,24,17,NA
4,25,0,NA
4,29,9,NA
4,30,55,NA
4,31,6,NA
4,32,100,NA
4,33,30,NA
4,34,149,NA
4,35,162,NA
4,36,29,NA
4,37,56,NA
4,38,191,NA
4,39,7,NA
4,40,7,NA
4,41,5,NA
4,42,479,NA
4,43,120,NA
4,45,18,NA
4,46,16,NA
4,47,29,NA
4,48,172,NA
4,49,4,NA
4,51,8,NA
4,52,27,NA
4,53,52,NA
4,54,22,NA
4,55,27,NA
4,56,153,NA
4,58,146,NA
4,59,21,NA
4,62,41,NA
4,64,5,NA
4,65,6,NA
4,66,6,NA
4,67,7,NA
4,68,46,NA
4,69,6,NA
4,70,13,NA
4,71,47,NA
4,72,3,NA
4,73,3,NA
4,74,9,NA
4,75,21,NA
4,76,8,NA
4,77,2,NA
4,79,2,NA
4,81,37,NA
4,82,10,NA
4,84,11,NA
