x,y,TOT_P,avg_time_nearest_ep,avg_time_nearest_h
0,0,2073,2.4,5
0,1,2341,0.8,5
0,2,0,1.6,6
0,3,0,5.9,10
0,4,0,3.8,8
0,5,145,5.9,12
0,6,42,7.2,12
0,7,0,8.4,13
0,8,0,6.2,12
0,9,0,1.5,8
0,10,5,4.4,9
0,11,31,7.8,10
0,12,0,8.9,10
0,13,0,3.6,4
0,14,0,6.9,8
0,15,0,6,7
0,16,32,3.5,6
0,17,0,5.4,8
0,18,0,7.1,10
0,19,0,9.5,12
0,21,7,6.8,16
0,22,169,1.8,10
0,25,0,4.6,14
0,30,503,1.1,17
0,31,0,3.5,20
0,34,0,3.6,22
0,38,9,4.6,23
0,39,40,5.6,24
0,40,0,8.3,27
0,43,2,8.3,34
0,45,0,11.3,37
0,46,190,5.9,31
0,47,0,11.6,37
0,55,56,2.4,29
0,56,140,2.6,26
0,61,0,8.2,30
0,67,64,5.7,29
0,69,21,6.3,30
0,76,0,10.4,31
0,82,7,6.6,24
0,83,24,11.8,29
0,89,0,15.1,33
0,90,0,12.1,30
0,91,0,12.4,31
0,95,0,12.2,29
0,105,0,13.5,24
0,106,15,9.8,20
0,111,0,12.3,25
0,112,0,11.8,25
0,113,21,14.8,28
0,114,0,22,35
1,0,0,3.9,7
1,1,1424,3.8,8
1,2,0,6.1,10
1,4,139,3.6,11
1,5,0,4,11
1,6,163,4.2,9
1,7,0,3.4,8
1,8,0,4.2,9
1,9,0,1.4,7
1,10,57,3,9
1,11,0,3.7,7
1,12,0,6.9,8
1,13,0,4.1,5
1,14,1292,3.9,5
1,15,104,2.6,3
1,16,220,4.8,7
1,17,0,2.9,5
1,18,0,3.6,6
1,19,0,3.9,6
1,20,128,6,9
1,21,0,4.5,9
1,22,0,7.9,12
1,24,0,12.8,21
1,25,57,5.9,16
1,28,0,2.3,18
1,29,0,3.8,19
1,31,4,1.6,18
1,41,7,13.8,35
1,42,87,11.2,35
1,45,0,10.7,36
1,46,17,9.5,35
1,50,48,7,37
1,55,0,5.3,28
1,61,0,5.9,27
1,66,71,3.2,27
1,71,0,11.7,32
1,72,21,8.8,29
1,74,9,10.5,31
1,75,6,13.4,34
1,76,0,13.4,34
1,78,0,11.2,28
1,82,3,4,21
1,87,0,20.9,39
1,92,0,14.1,32
1,97,0,29.8,45
1,108,0,14,27
1,109,28,14,27
1,114,0,20.4,33
2,0,52,3.9,9
2,1,756,1.4,10
2,2,72,2.3,7
2,3,200,2.8,10
2,4,1057,1.7,10
2,5,0,2.2,10
2,6,0,6.6,11
2,7,96,4.2,9
2,8,4,3,7
2,9,0,1.8,6
2,10,1259,1,5
2,11,257,2.4,5
2,12,26,3.5,5
2,13,77,2.7,3
2,14,4504,1.4,2
2,15,6558,0.6,3
2,16,0,1,4
2,17,0,3,6
2,18,51,5.9,8
2,19,0,6.1,9
2,20,0,7.3,10
2,21,41,6.2,9
2,22,4,8.6,13
2,25,0,10.5,20
2,28,32,0.5,18
2,29,438,0.7,19
2,31,0,7.2,24
2,40,0,14.8,35
2,41,4,10.6,32
2,55,8,6.5,26
2,56,0,6.8,26
2,65,6,5.2,28
2,66,41,2.4,27
2,71,0,10.3,33
2,72,0,12.9,33
2,78,0,11.7,29
2,87,0,16.7,34
2,90,0,30,47
2,92,0,25.6,40
2,93,0,25.6,40
2,97,0,25.6,40
2,98,0,28.9,44
3,0,128,2.8,9
3,1,1053,1.8,9
3,2,1635,0.3,10
3,3,12,4.1,11
3,4,0,4.5,13
3,5,20,2.8,10
3,6,126,5.5,10
3,9,0,4.6,9
3,10,13,3.8,8
