x,y,TOT_P,avg_time_nearest_h
0,0,31,NA
0,1,1436,NA
0,2,1893,NA
0,3,91,NA
0,4,22,NA
0,5,1559,NA
0,6,2269,NA
0,7,2865,NA
0,8,3837,NA
0,9,3713,NA
0,10,729,NA
0,11,1381,NA
0,12,4885,NA
0,13,3557,NA
0,14,1254,NA
0,15,5115,NA
0,16,6238,NA
0,17,2565,NA
0,18,2410,NA
0,19,1558,NA
0,20,2731,NA
0,21,4026,NA
0,22,2405,NA
0,23,5113,NA
0,24,1283,NA
0,25,2049,NA
0,26,656,NA
0,27,4262,NA
0,28,3114,NA
0,29,2269,NA
0,30,2048,NA
0,31,2,NA
0,33,2261,NA
0,34,3112,NA
0,35,223,NA
0,36,836,NA
0,37,1439,NA
0,39,22,NA
0,41,42,NA
0,42,19,NA
0,43,7,NA
0,44,120,NA
0,45,0,NA
0,46,149,NA
0,47,6,NA
0,48,0,NA
0,49,9,NA
0,52,6,NA
0,53,11,NA
0,54,17,NA
0,57,24,NA
0,58,16,NA
0,59,9,NA
0,60,152,NA
0,61,112,NA
0,62,28,NA
0,64,35,NA
0,65,573,NA
0,66,38,NA
0,69,4,NA
0,71,15,NA
0,73,18,NA
0,74,6,NA
0,75,4,NA
0,76,21,NA
0,78,32,NA
0,81,26,NA
0,82,16,NA
0,83,6,NA
0,86,15,NA
0,88,1,NA
1,0,1278,NA
1,1,2635,NA
1,2,560,NA
1,3,2610,NA
1,4,753,NA
1,5,2221,NA
1,6,3161,NA
1,7,3948,NA
1,8,2340,NA
1,9,4127,NA
1,10,951,NA
1,11,0,NA
1,12,3257,NA
1,13,3706,NA
1,14,1132,NA
1,15,1241,NA
1,16,2308,NA
1,17,5830,NA
1,18,3643,NA
1,19,4986,NA
1,20,213,NA
1,21,4268,NA
1,22,3023,NA
1,23,1994,NA
1,25,384,NA
1,26,10,NA
1,27,1619,NA
1,28,3370,NA
1,29,4091,NA
1,30,2830,NA
1,31,82,NA
1,32,51,NA
1,33,2893,NA
1,34,747,NA
1,35,12,NA
1,36,458,NA
1,37,3597,NA
1,38,2,NA
1,39,1012,NA
1,40,6,NA
1,41,12,NA
1,42,36,NA
1,44,36,NA
1,45,1663,NA
1,46,799,NA
1,47,20,NA
1,48,11,NA
1,49,96,NA
1,50,4,NA
1,51,978,NA
1,52,0,NA
1,53,254,NA
1,54,65,NA
1,56,4,NA
1,57,8,NA
1,58,38,NA
1,59,13,NA
1,63,11,NA
1,64,2,NA
1,66,7,NA
1,68,17,NA
1,69,8,NA
1,70,10,NA
1,71,4,NA
1,72,55,NA
1,73,9,NA
1,75,8,NA
1,76,10,NA
1,77,2,NA
1,78,2,NA
1,79,47,NA
1,82,3,NA
1,85,22,NA
1,87,140,NA
1,88,3,NA
2,0,2337,NA
2,1,3071,NA
2,2,957,NA
2,3,3658,NA
2,4,4598,NA
2,5,30,NA
2,6,362,NA
2,7,3990,NA
2,8,1027,NA
2,9,2162,NA
2,10,316,NA
2,11,3,NA
2,12,341,NA
2,13,44,NA
2,14,3568,NA
2,15,3668,NA
2,16,2852,NA
2,17,3343,NA
2,18,3059,NA
2,19,3234,NA
2,20,88,NA
2,21,1479,NA
2,22,208,NA
2,23,664,NA
2,24,10,NA
2,25,1314,NA
2,26,935,NA
2,27,273,NA
2,28,11,NA
2,29,16,NA
2,30,12,NA
2,31,9,NA
2,32,231,NA
2,33,660,NA
2,34,4342,NA
2,35,233,NA
2,36,461,NA
2,37,2049,NA
2,38,3252,NA
2,39,2352,NA
2,40,2,NA
2,41,13,NA
2,42,352,NA
2,43,60,NA
2,44,11,NA
2,45,176,NA
2,46,5,NA
2,47,41,NA
2,49,102,NA
2,50,5,NA
2,51,164,NA
2,52,151,NA
2,53,473,NA
2,55,25,NA
2,56,24,NA
2,57,266,NA
2,58,31,NA
2,59,12,NA
2,60,29,NA
2,62,68,NA
2,64,12,NA
2,66,10,NA
2,67,9,NA
2,69,12,NA
2,70,133,NA
2,71,0,NA
2,72,11,NA
2,74,17,NA
2,75,7,NA
2,76,3,NA
2,77,14,NA
2,80,22,NA
2,81,6,NA
2,82,4,NA
2,83,4,NA
2,85,5,NA
2,86,32,NA
2,87,124,NA
3,0,3277,NA
3,1,1217,NA
3,2,2189,NA
3,3,1048,NA
3,4,81,NA
3,5,15,NA
3,6,3,NA
3,7,11,NA
3,8,233,NA
3,9,0,NA
3,10,0,NA
3,11,5,NA
3,12,9,NA
3,13,1439,NA
3,14,3731,NA
3,15,3653,NA
3,16,2920,NA
3,17,1147,NA
3,18,4024,NA
3,19,3855,NA
3,20,2437,NA
3,21,2719,NA
3,22,1978,NA
3,23,1019,NA
3,25,133,NA
3,26,1914,NA
3,27,1000,NA
3,28,8,NA
3,30,115,NA
3,31,52,NA
3,32,2604,NA
3,33,1062,NA
3,34,817,NA
3,36,229,NA
3,37,1967,NA
3,38,6406,NA
3,39,2831,NA
3,42,5,NA
3,43,148,NA
3,44,13,NA
3,49,4,NA
3,50,227,NA
3,51,1666,NA
3,52,396,NA
3,53,60,NA
3,54,56,NA
3,55,6,NA
3,56,149,NA
3,57,918,NA
3,58,63,NA
3,59,10,NA
3,61,8,NA
3,62,164,NA
3,63,698,NA
3,64,13,NA
3,65,2,NA
3,66,10,NA
3,67,0,NA
3,68,21,NA
3,69,4,NA
3,70,23,NA
3,71,41,NA
3,74,13,NA
3,75,234,NA
3,78,7,NA
3,79,6,NA
3,80,13,NA
3,81,4,NA
3,83,5,NA
3,84,35,NA
3,86,7,NA
4,0,1626,NA
4,1,19,NA
4,2,6,NA
4,3,477,NA
4,4,68,NA
4,5,11,NA
4,6,47,NA
4,7,13,NA
4,9,0,NA
4,10,3,NA
4,11,0,NA
4,12,1317,NA
4,13,4005,NA
4,14,3670,NA
4,15,3808,NA
4,16,1602,NA
4,17,2607,NA
4,18,6316,NA
4,19,2386,NA
4,20,351,NA
4,21,1378,NA
4,22,4441,NA
4,23,2,NA
4,24,10,NA
4,25,2334,NA
4,26,2318,NA
4,27,1625,NA
4,28,318,NA
4,29,2,NA
4,30,4162,NA
4,31,4267,NA
4,32,5422,NA
4,33,504,NA
4,34,270,NA
